           km_, km_StrNo_text, km_window_type, km_font_type, 
79 : neutral_named_005,       2908,          0,          0, 
80 : neutral_named_006,       2909,          0,          0, 
81 : neutral_named_007,       2910,          0,          0, 
82 : neutral_named_008,       2911,          0,          0, 
83 : neutral_named_009,       2912,          0,          0, 
84 : neutral_named_010,       2913,          0,          0, 
85 : neutral_named_011,       2914,          0,          0, 
86 : neutral_named_012,       2915,          0,          0, 
87 : neutral_named_029,       2916,          0,          0, 
88 : neutral_named_030,       2917,          0,          0, 
89 : neutral_named_031,       2918,          0,          0, 
90 : neutral_named_032,       2919,          0,          0, 
91 : neutral_material_001,       2920,          0,          0, 
92 : neutral_material_002,       2921,          0,          0, 
93 : neutral_material_003,       2922,          0,          0, 
94 : neutral_material_004,       2923,          0,          0, 
95 : neutral_material_005,       2924,          0,          0, 
96 : neutral_material_006,       2925,          0,          0, 
97 : neutral_material_007,       2926,          0,          0, 
98 : neutral_material_008,       2927,          0,          0, 
99 : neutral_material_009,       2928,          0,          0, 
100 : neutral_material_010,       2929,          0,          0, 
101 : neutral_material_011,       2930,          0,          0, 
102 : neutral_material_012,       2931,          0,          0, 
103 : neutral_material_013,       2932,          0,          0, 
104 : neutral_material_014,       2933,          0,          0, 
105 : neutral_material_015,       2934,          0,          0, 
106 : neutral_material_016,       2935,          0,          0, 
107 : neutral_material_017,       2936,          0,          0, 
108 : neutral_material_018,       2937,          0,          0, 
109 : neutral_material_019,       2938,          0,          0, 
110 : neutral_material_020,       2939,          0,          0, 
111 : neutral_material_021,       2940,          0,          0, 
112 : neutral_material_022,       2941,          0,          0, 
113 : neutral_material_023,       2942,          0,          0, 
114 : neutral_material_024,       2943,          0,          0, 
115 : neutral_material_025,       2944,          0,          0, 
116 : neutral_material_029,       2945,          0,          0, 
117 : neutral_material_030,       2946,          0,          0, 
118 : neutral_material_031,       2947,          0,          0, 
119 : neutral_material_032,       2948,          0,          0, 
120 : neutral_eq_001,       2949,          0,          0, 
121 : neutral_eq_002,       2950,          0,          0, 
122 : neutral_eq_003,       2951,          0,          0, 
123 : neutral_eq_004,       2952,          0,          0, 
124 : neutral_eq_005,       2953,          0,          0, 
125 : neutral_eq_006,       2954,          0,          0, 
126 : neutral_eq_007,       2955,          0,          0, 
127 : neutral_eq_008,       2956,          0,          0, 
128 : neutral_member_num_001,       2957,          0,          0, 
129 : neutral_member_num_002,       2958,          0,          0, 
130 : neutral_member_personal_001,       2959,          0,          0, 
131 : neutral_member_personal_002,       2960,          0,          0, 
132 : neutral_member_personal_003,       2961,          0,          0, 
133 : neutral_btl_chain_001,       2962,          0,          0, 
134 : neutral_btl_chain_002,       2963,          0,          0, 
135 : neutral_btl_chain_003,       2964,          0,          0, 
136 : neutral_btl_treasure_001,       2965,          0,          0, 
137 : neutral_btl_treasure_002,       2966,          0,          0, 
138 : chaos_zako_001,       2967,          0,          0, 
139 : chaos_zako_002,       2968,          0,          0, 
140 : chaos_zako_003,       2969,          0,          0, 
141 : chaos_zako_004,       2970,          0,          0, 
142 : chaos_zako_005,       2971,          0,          0, 
143 : chaos_zako_031,       2972,          0,          0, 
144 : chaos_zako_032,       2973,          0,          0, 
145 : chaos_named_001,       2974,          0,          0, 
146 : chaos_named_002,       2975,          0,          0, 
147 : chaos_named_003,       2976,          0,          0, 
148 : chaos_named_004,       2977,          0,          0, 
149 : chaos_named_005,       2978,          0,          0, 
150 : chaos_named_006,       2979,          0,          0, 
151 : chaos_named_007,       2980,          0,          0, 
152 : chaos_named_008,       2981,          0,          0, 
153 : chaos_named_009,       2982,          0,          0, 
154 : chaos_named_010,       2983,          0,          0, 
155 : chaos_named_011,       2984,          0,          0, 
156 : chaos_named_012,       2985,          0,          0, 
157 : chaos_named_013,       2986,          0,          0, 
158 : chaos_named_014,       2987,          0,          0, 
159 : chaos_named_015,       2988,          0,          0, 
160 : chaos_named_016,       2989,          0,          0, 
161 : chaos_named_031,       2990,          0,          0, 
162 : chaos_named_032,       2991,          0,          0, 
163 : chaos_material_001,       2992,          0,          0, 
164 : chaos_material_002,       2993,          0,          0, 
165 : chaos_material_003,       2994,          0,          0, 
166 : chaos_material_004,       2995,          0,          0, 
167 : chaos_material_005,       2996,          0,          0, 
168 : chaos_material_006,       2997,          0,          0, 
169 : chaos_material_007,       2998,          0,          0, 
170 : chaos_material_008,       2999,          0,          0, 
171 : chaos_material_009,       3000,          0,          0, 
172 : chaos_material_010,       3001,          0,          0, 
173 : chaos_material_011,       3002,          0,          0, 
174 : chaos_material_012,       3003,          0,          0, 
175 : chaos_material_013,       3004,          0,          0, 
176 : chaos_material_014,       3005,          0,          0, 
177 : chaos_material_015,       3006,          0,          0, 
178 : chaos_material_016,       3007,          0,          0, 
179 : chaos_material_017,       3008,          0,          0, 
180 : chaos_material_018,       3009,          0,          0, 
181 : chaos_material_019,       3010,          0,          0, 
182 : chaos_material_020,       3011,          0,          0, 
183 : chaos_material_021,       3012,          0,          0, 
184 : chaos_material_022,       3013,          0,          0, 
185 : chaos_material_023,       3014,          0,          0, 
186 : chaos_material_024,       3015,          0,          0, 
187 : chaos_material_025,       3016,          0,          0, 
188 : chaos_material_026,       3017,          0,          0, 
189 : chaos_material_027,       3018,          0,          0, 
190 : chaos_material_028,       3019,          0,          0, 
191 : chaos_eq_001,       3020,          0,          0, 
192 : chaos_eq_002,       3021,          0,          0, 
193 : chaos_eq_003,       3022,          0,          0, 
194 : chaos_eq_004,       3023,          0,          0, 
195 : chaos_eq_005,       3024,          0,          0, 
196 : chaos_member_num_001,       3025,          0,          0, 
197 : chaos_member_num_002,       3026,          0,          0, 
198 : chaos_member_personal_001,       3027,          0,          0, 
199 : chaos_member_personal_002,       3028,          0,          0, 
200 : chaos_btl_treasure_001,       3029,          0,          0, 
201 : chaos_btl_treasure_002,       3030,          0,          0, 

