           km_, km_StrNo_text, km_window_type, km_font_type, 
104 : arts_skill_oh_th_switchback_speed2,        401,          0,          0, 
105 : arts_skill_oh_th_switchback_power1,        402,          0,          0, 
106 : arts_skill_oh_th_switchback_power2,        403,          0,          0, 
107 : arts_skill_oh_th_uppersmash_base,        404,          0,          0, 
108 : arts_skill_oh_th_uppersmash_speed1,        405,          0,          0, 
109 : arts_skill_oh_th_uppersmash_speed2,        406,          0,          0, 
110 : arts_skill_oh_th_uppersmash_power1,        407,          0,          0, 
111 : arts_skill_oh_th_uppersmash_power2,        408,          0,          0, 
112 : arts_skill_oh_th_ryubikaeshi_base,        409,          0,          0, 
113 : arts_skill_oh_th_ryubikaeshi_speed1,        410,          0,          0, 
114 : arts_skill_oh_th_ryubikaeshi_speed2,        411,          0,          0, 
115 : arts_skill_oh_th_ryubikaeshi_power1,        412,          0,          0, 
116 : arts_skill_oh_th_ryubikaeshi_power2,        413,          0,          0, 
117 : arts_skill_oh_th_vimpact_base,        414,          0,          0, 
118 : arts_skill_oh_th_vimpact_speed1,        415,          0,          0, 
119 : arts_skill_oh_th_vimpact_speed2,        416,          0,          0, 
120 : arts_skill_oh_th_vimpact_power1,        417,          0,          0, 
121 : arts_skill_oh_th_vimpact_power2,        418,          0,          0, 
122 : arts_skill_oh_th_dizurizangetsu_base,        419,          0,          0, 
123 : arts_skill_oh_th_dizurizangetsu_speed1,        420,          0,          0, 
124 : arts_skill_oh_th_dizurizangetsu_speed2,        421,          0,          0, 
125 : arts_skill_oh_th_dizurizangetsu_power1,        422,          0,          0, 
126 : arts_skill_oh_th_dizurizangetsu_power2,        423,          0,          0, 
127 : arts_skill_oh_th_tsukikagenotati_base,        424,          0,          0, 
128 : arts_skill_oh_th_tsukikagenotati_speed1,        425,          0,          0, 
129 : arts_skill_oh_th_tsukikagenotati_speed2,        426,          0,          0, 
130 : arts_skill_oh_th_tsukikagenotati_power1,        427,          0,          0, 
131 : arts_skill_oh_th_tsukikagenotati_power2,        428,          0,          0, 
132 : arts_skill_oh_th_bladeroll_base,        429,          0,          0, 
133 : arts_skill_oh_th_bladeroll_speed1,        430,          0,          0, 
134 : arts_skill_oh_th_bladeroll_speed2,        431,          0,          0, 
135 : arts_skill_oh_th_bladeroll_power1,        432,          0,          0, 
136 : arts_skill_oh_th_bladeroll_power2,        433,          0,          0, 
137 : arts_skill_oh_th_jigenzan_base,        434,          0,          0, 
138 : arts_skill_oh_th_jigenzan_speed1,        435,          0,          0, 
139 : arts_skill_oh_th_jigenzan_speed2,        436,          0,          0, 
140 : arts_skill_oh_th_jigenzan_power1,        437,          0,          0, 
141 : arts_skill_oh_th_jigenzan_power2,        438,          0,          0, 
142 : arts_skill_oh_th_hyperhammer_base,        439,          0,          0, 
143 : arts_skill_oh_th_hyperhammer_speed1,        440,          0,          0, 
144 : arts_skill_oh_th_hyperhammer_speed2,        441,          0,          0, 
145 : arts_skill_oh_th_hyperhammer_power1,        442,          0,          0, 
146 : arts_skill_oh_th_hyperhammer_power2,        443,          0,          0, 
147 : arts_skill_oh_th_kasatujyuryokuha_base,        444,          0,          0, 
148 : arts_skill_oh_th_kasatujyuryokuha_speed1,        445,          0,          0, 
149 : arts_skill_oh_th_kasatujyuryokuha_speed2,        446,          0,          0, 
150 : arts_skill_oh_th_kasatujyuryokuha_power1,        447,          0,          0, 
151 : arts_skill_oh_th_kasatujyuryokuha_power2,        448,          0,          0, 
152 : arts_skill_oh_ww_taibokukiri_base,        449,          0,          0, 
153 : arts_skill_oh_ww_taibokukiri_speed1,        450,          0,          0, 
154 : arts_skill_oh_ww_taibokukiri_speed2,        451,          0,          0, 
155 : arts_skill_oh_ww_taibokukiri_power1,        452,          0,          0, 
156 : arts_skill_oh_ww_taibokukiri_power2,        453,          0,          0, 
157 : arts_skill_oh_ww_enbuken_base,        454,          0,          0, 
158 : arts_skill_oh_ww_enbuken_speed1,        455,          0,          0, 
159 : arts_skill_oh_ww_enbuken_speed2,        456,          0,          0, 
160 : arts_skill_oh_ww_enbuken_power1,        457,          0,          0, 
161 : arts_skill_oh_ww_enbuken_power2,        458,          0,          0, 
162 : arts_skill_oh_ww_kyosinken_base,        459,          0,          0, 
163 : arts_skill_oh_ww_kyosinken_speed1,        460,          0,          0, 
164 : arts_skill_oh_ww_kyosinken_speed2,        461,          0,          0, 
165 : arts_skill_oh_ww_kyosinken_power1,        462,          0,          0, 
166 : arts_skill_oh_ww_kyosinken_power2,        463,          0,          0, 
167 : arts_skill_oh_ww_fudoken_base,        464,          0,          0, 
168 : arts_skill_oh_ww_fudoken_speed1,        465,          0,          0, 
169 : arts_skill_oh_ww_fudoken_speed2,        466,          0,          0, 
170 : arts_skill_oh_ww_fudoken_power1,        467,          0,          0, 
171 : arts_skill_oh_ww_fudoken_power2,        468,          0,          0, 
172 : arts_skill_oh_ww_screwdriver_base,        469,          0,          0, 
173 : arts_skill_oh_ww_screwdriver_speed1,        470,          0,          0, 
174 : arts_skill_oh_ww_screwdriver_speed2,        471,          0,          0, 
175 : arts_skill_oh_ww_screwdriver_power1,        472,          0,          0, 
176 : arts_skill_oh_ww_screwdriver_power2,        473,          0,          0, 
177 : arts_skill_oh_ww_bloodspartan_base,        474,          0,          0, 
178 : arts_skill_oh_ww_bloodspartan_speed1,        475,          0,          0, 
179 : arts_skill_oh_ww_bloodspartan_speed2,        476,          0,          0, 
180 : arts_skill_oh_ww_bloodspartan_power1,        477,          0,          0, 
181 : arts_skill_oh_ww_bloodspartan_power2,        478,          0,          0, 
182 : arts_skill_oh_ww_gurennotati_base,        479,          0,          0, 
183 : arts_skill_oh_ww_gurennotati_speed1,        480,          0,          0, 
184 : arts_skill_oh_ww_gurennotati_speed2,        481,          0,          0, 
185 : arts_skill_oh_ww_gurennotati_power1,        482,          0,          0, 
186 : arts_skill_oh_ww_gurennotati_power2,        483,          0,          0, 
187 : arts_skill_oh_ww_samidarekiri_base,        484,          0,          0, 
188 : arts_skill_oh_ww_samidarekiri_speed1,        485,          0,          0, 
189 : arts_skill_oh_ww_samidarekiri_speed2,        486,          0,          0, 
190 : arts_skill_oh_ww_samidarekiri_power1,        487,          0,          0, 
191 : arts_skill_oh_ww_samidarekiri_power2,        488,          0,          0, 
192 : arts_skill_oh_ww_axelturn_base,        489,          0,          0, 
193 : arts_skill_oh_ww_axelturn_speed1,        490,          0,          0, 
194 : arts_skill_oh_ww_axelturn_speed2,        491,          0,          0, 
195 : arts_skill_oh_ww_axelturn_power1,        492,          0,          0, 
196 : arts_skill_oh_ww_axelturn_power2,        493,          0,          0, 
197 : arts_skill_oh_ww_deadlyspin_base,        494,          0,          0, 
198 : arts_skill_oh_ww_deadlyspin_speed1,        495,          0,          0, 
199 : arts_skill_oh_ww_deadlyspin_speed2,        496,          0,          0, 
200 : arts_skill_oh_ww_deadlyspin_power1,        497,          0,          0, 
201 : arts_skill_oh_ww_deadlyspin_power2,        498,          0,          0, 
202 : arts_skill_oh_ww_swingdown_base,        499,          0,          0, 
203 : arts_skill_oh_ww_swingdown_speed1,        500,          0,          0, 
204 : arts_skill_oh_ww_swingdown_speed2,        501,          0,          0, 
205 : arts_skill_oh_ww_swingdown_power1,        502,          0,          0, 
206 : arts_skill_oh_ww_swingdown_power2,        503,          0,          0, 
207 : arts_skill_oh_ww_deadend_base,        504,          0,          0, 
208 : arts_skill_oh_ww_deadend_speed1,        505,          0,          0, 
209 : arts_skill_oh_ww_deadend_speed2,        506,          0,          0, 
210 : arts_skill_oh_ww_deadend_power1,        507,          0,          0, 
211 : arts_skill_oh_ww_deadend_power2,        508,          0,          0, 
212 : arts_skill_th_th_nidantuki_base,        509,          0,          0, 
213 : arts_skill_th_th_nidantuki_speed1,        510,          0,          0, 
214 : arts_skill_th_th_nidantuki_speed2,        511,          0,          0, 
215 : arts_skill_th_th_nidantuki_power1,        512,          0,          0, 
216 : arts_skill_th_th_nidantuki_power2,        513,          0,          0, 
217 : arts_skill_th_th_inazumatuki_base,        514,          0,          0, 
218 : arts_skill_th_th_inazumatuki_speed1,        515,          0,          0, 
219 : arts_skill_th_th_inazumatuki_speed2,        516,          0,          0, 
220 : arts_skill_th_th_inazumatuki_power1,        517,          0,          0, 
221 : arts_skill_th_th_inazumatuki_power2,        518,          0,          0, 
222 : arts_skill_th_th_tadantuki_base,        519,          0,          0, 
223 : arts_skill_th_th_tadantuki_speed1,        520,          0,          0, 
224 : arts_skill_th_th_tadantuki_speed2,        521,          0,          0, 
225 : arts_skill_th_th_tadantuki_power1,        522,          0,          0, 
226 : arts_skill_th_th_tadantuki_power2,        523,          0,          0, 
227 : arts_skill_th_th_doubledragon_base,        524,          0,          0, 
228 : arts_skill_th_th_doubledragon_speed1,        525,          0,          0, 
229 : arts_skill_th_th_doubledragon_speed2,        526,          0,          0, 
230 : arts_skill_th_th_doubledragon_power1,        527,          0,          0, 
231 : arts_skill_th_th_doubledragon_power2,        528,          0,          0, 
232 : arts_skill_th_th_charge_base,        529,          0,          0, 
233 : arts_skill_th_th_charge_speed1,        530,          0,          0, 
234 : arts_skill_th_th_charge_speed2,        531,          0,          0, 
235 : arts_skill_th_th_charge_power1,        532,          0,          0, 
236 : arts_skill_th_th_charge_power2,        533,          0,          0, 
237 : arts_skill_th_th_sinrai_base,        534,          0,          0, 
238 : arts_skill_th_th_sinrai_speed1,        535,          0,          0, 
239 : arts_skill_th_th_sinrai_speed2,        536,          0,          0, 
240 : arts_skill_th_th_sinrai_power1,        537,          0,          0, 
241 : arts_skill_th_th_sinrai_power2,        538,          0,          0, 
242 : arts_skill_th_th_doranarashi_base,        539,          0,          0, 
243 : arts_skill_th_th_doranarashi_speed1,        540,          0,          0, 
244 : arts_skill_th_th_doranarashi_speed2,        541,          0,          0, 
245 : arts_skill_th_th_doranarashi_power1,        542,          0,          0, 
246 : arts_skill_th_th_doranarashi_power2,        543,          0,          0, 
247 : arts_skill_th_th_grandslam_base,        544,          0,          0, 
248 : arts_skill_th_th_grandslam_speed1,        545,          0,          0, 
249 : arts_skill_th_th_grandslam_speed2,        546,          0,          0, 
250 : arts_skill_th_th_grandslam_power1,        547,          0,          0, 
251 : arts_skill_th_th_grandslam_power2,        548,          0,          0, 
252 : arts_skill_s_fw_yontoujyujizan_base,        549,          0,          0, 
253 : arts_skill_s_fw_yontoujyujizan_speed1,        550,          0,          0, 
254 : arts_skill_s_fw_yontoujyujizan_speed2,        551,          0,          0, 
255 : arts_skill_s_fw_yontoujyujizan_power1,        552,          0,          0, 
256 : arts_skill_s_fw_yontoujyujizan_power2,        553,          0,          0, 
257 : arts_skill_s_fw_tentinidan_base,        554,          0,          0, 
258 : arts_skill_s_fw_tentinidan_speed1,        555,          0,          0, 
259 : arts_skill_s_fw_tentinidan_speed2,        556,          0,          0, 
260 : arts_skill_s_fw_tentinidan_power1,        557,          0,          0, 
261 : arts_skill_s_fw_tentinidan_power2,        558,          0,          0, 
262 : arts_skill_s_fw_yatsuzakigiri_base,        559,          0,          0, 
263 : arts_skill_s_fw_yatsuzakigiri_speed1,        560,          0,          0, 
264 : arts_skill_s_fw_yatsuzakigiri_speed2,        561,          0,          0, 
265 : arts_skill_s_fw_yatsuzakigiri_power1,        562,          0,          0, 
266 : arts_skill_s_fw_yatsuzakigiri_power2,        563,          0,          0, 
267 : arts_skill_s_fw_dancingsword_base,        564,          0,          0, 
268 : arts_skill_s_fw_dancingsword_speed1,        565,          0,          0, 
269 : arts_skill_s_fw_dancingsword_speed2,        566,          0,          0, 
270 : arts_skill_s_fw_dancingsword_power1,        567,          0,          0, 
271 : arts_skill_s_fw_dancingsword_power2,        568,          0,          0, 
272 : arts_skill_s_oh_awaseuti_base,        569,          0,          0, 
273 : arts_skill_s_oh_awaseuti_speed1,        570,          0,          0, 
274 : arts_skill_s_oh_awaseuti_speed2,        571,          0,          0, 
275 : arts_skill_s_oh_awaseuti_power1,        572,          0,          0, 
276 : arts_skill_s_oh_awaseuti_power2,        573,          0,          0, 
277 : arts_skill_s_oh_honekudaki_base,        574,          0,          0, 
278 : arts_skill_s_oh_honekudaki_speed1,        575,          0,          0, 
279 : arts_skill_s_oh_honekudaki_speed2,        576,          0,          0, 
280 : arts_skill_s_oh_honekudaki_power1,        577,          0,          0, 
281 : arts_skill_s_oh_honekudaki_power2,        578,          0,          0, 
282 : arts_skill_s_oh_shouganzan_base,        579,          0,          0, 
283 : arts_skill_s_oh_shouganzan_speed1,        580,          0,          0, 
284 : arts_skill_s_oh_shouganzan_speed2,        581,          0,          0, 
285 : arts_skill_s_oh_shouganzan_power1,        582,          0,          0, 
286 : arts_skill_s_oh_shouganzan_power2,        583,          0,          0, 
287 : arts_skill_s_oh_kasatujyusinsyou_base,        584,          0,          0, 
288 : arts_skill_s_oh_kasatujyusinsyou_speed1,        585,          0,          0, 
289 : arts_skill_s_oh_kasatujyusinsyou_speed2,        586,          0,          0, 
290 : arts_skill_s_oh_kasatujyusinsyou_power1,        587,          0,          0, 
291 : arts_skill_s_oh_kasatujyusinsyou_power2,        588,          0,          0, 
292 : arts_skill_s_th_senkoutuki_base,        589,          0,          0, 
293 : arts_skill_s_th_senkoutuki_speed1,        590,          0,          0, 
294 : arts_skill_s_th_senkoutuki_speed2,        591,          0,          0, 
295 : arts_skill_s_th_senkoutuki_power1,        592,          0,          0, 
296 : arts_skill_s_th_senkoutuki_power2,        593,          0,          0, 
297 : arts_skill_s_th_aiming_base,        594,          0,          0, 
298 : arts_skill_s_th_aiming_speed1,        595,          0,          0, 
299 : arts_skill_s_th_aiming_speed2,        596,          0,          0, 
300 : arts_skill_s_th_aiming_power1,        597,          0,          0, 
301 : arts_skill_s_th_aiming_power2,        598,          0,          0, 
302 : arts_skill_s_th_roundslicer_base,        599,          0,          0, 
303 : arts_skill_s_th_roundslicer_speed1,        600,          0,          0, 
304 : arts_skill_s_th_roundslicer_speed2,        601,          0,          0, 
305 : arts_skill_s_th_roundslicer_power1,        602,          0,          0, 
306 : arts_skill_s_th_roundslicer_power2,        603,          0,          0, 
307 : arts_skill_s_th_musousandan_base,        604,          0,          0, 
308 : arts_skill_s_th_musousandan_speed1,        605,          0,          0, 
309 : arts_skill_s_th_musousandan_speed2,        606,          0,          0, 
310 : arts_skill_s_th_musousandan_power1,        607,          0,          0, 
311 : arts_skill_s_th_musousandan_power2,        608,          0,          0, 
312 : magic_skill_charge_attack,        609,          0,          0, 
313 : magic_skill_charge_attack,        610,          0,          0, 
314 : magic_skill_charge_support,        611,          0,          0, 
315 : magic_skill_charge_attack,        612,          0,          0, 
316 : magic_skill_charge_attack,        613,          0,          0, 
317 : magic_skill_charge_attack,        614,          0,          0, 
318 : magic_skill_charge_attack,        615,          0,          0, 
319 : magic_skill_snipe_attack,        616,          0,          0, 
320 : magic_skill_snipe_attack,        617,          0,          0, 
321 : magic_skill_snipe_attack,        618,          0,          0, 
322 : magic_skill_snipe_attack,        619,          0,          0, 
323 : magic_skill_snipe_attack,        620,          0,          0, 
324 : magic_skill_snipe_attack,        621,          0,          0, 
325 : magic_skill_snipe_attack,        622,          0,          0, 
326 : magic_skill_agent_support,        623,          0,          0, 
327 : magic_skill_agent_attack,        624,          0,          0, 
328 : magic_skill_agent_support,        625,          0,          0, 
329 : magic_skill_agent_support,        626,          0,          0, 
330 : magic_skill_agent_support,        627,          0,          0, 
331 : magic_skill_agent_support,        628,          0,          0, 
332 : magic_skill_agent_support,        629,          0,          0, 
333 : magic_skill_rescue_cure,        630,          0,          0, 
334 : magic_skill_rescue_cure,        631,          0,          0, 
335 : magic_skill_rescue_cure,        632,          0,          0, 
336 : magic_skill_rescue_cure,        633,          0,          0, 
337 : magic_skill_rescue_support,        634,          0,          0, 
338 : magic_skill_rescue_support,        635,          0,          0, 
339 : magic_skill_rescue_cure,        636,          0,          0, 
340 : magic_skill_tactics_attack,        637,          0,          0, 
341 : magic_skill_tactics_attack,        638,          0,          0, 
342 : magic_skill_tactics_attack,        639,          0,          0, 
343 : magic_skill_tactics_attack,        640,          0,          0, 
344 : magic_skill_tactics_attack,        641,          0,          0, 
345 : magic_skill_tactics_support,        642,          0,          0, 
346 : magic_skill_tactics_attack,        643,          0,          0, 
347 : magic_skill_stratagem_support,        644,          0,          0, 
348 : magic_skill_stratagem_attack,        645,          0,          0, 
349 : magic_skill_stratagem_support,        646,          0,          0, 
350 : magic_skill_stratagem_support,        647,          0,          0, 
351 : magic_skill_stratagem_attack,        648,          0,          0, 
352 : magic_skill_taboo_attack,        649,          0,          0, 
353 : magic_skill_taboo_attack,        650,          0,          0, 
354 : magic_skill_taboo_attack,        651,          0,          0, 
355 : magic_skill_taboo_cure,        652,          0,          0, 
356 : magic_skill_taboo_attack,        653,          0,          0, 
357 : item_skill_herb_cure,        654,          0,          0, 
358 : item_skill_herb_cure,        655,          0,          0, 
359 : item_skill_herb_cure,        656,          0,          0, 
360 : item_skill_herb_cure,        657,          0,          0, 
361 : item_skill_herb_cure,        658,          0,          0, 
362 : item_skill_herb_attack,        659,          0,          0, 
363 : item_skill_portion_support,        660,          0,          0, 
364 : item_skill_portion_support,        661,          0,          0, 
365 : item_skill_portion_support,        662,          0,          0, 
366 : item_skill_portion_support,        663,          0,          0, 
367 : item_skill_portion_support,        664,          0,          0, 
368 : item_skill_portion_support,        665,          0,          0, 
369 : item_skill_lotion_cure,        666,          0,          0, 
370 : item_skill_lotion_cure,        667,          0,          0, 
371 : item_skill_lotion_cure,        668,          0,          0, 
372 : item_skill_lotion_cure,        669,          0,          0, 
373 : item_skill_lotion_cure,        670,          0,          0, 
374 : item_skill_lotion_attack,        671,          0,          0, 
375 : item_skill_bomb_attack,        672,          0,          0, 
376 : item_skill_bomb_attack,        673,          0,          0, 
377 : item_skill_bomb_attack,        674,          0,          0, 
378 : item_skill_bomb_attack,        675,          0,          0, 
379 : item_skill_bomb_attack,        676,          0,          0, 
380 : item_skill_bomb_attack,        677,          0,          0, 
381 : item_skill_absence_attack,        678,          0,          0, 
382 : item_skill_absence_attack,        679,          0,          0, 
383 : item_skill_absence_attack,        680,          0,          0, 
384 : item_skill_absence_attack,        681,          0,          0, 
385 : item_skill_absence_cure,        682,          0,          0, 
386 : item_skill_absence_attack,        683,          0,          0, 
387 : item_skill_special_attack,        684,          0,          0, 
388 : item_skill_special_attack,        685,          0,          0, 
389 : item_skill_special_attack,        686,          0,          0, 
390 : item_skill_special_attack,        687,          0,          0, 
391 : item_skill_special_support,        688,          0,          0, 
392 : equipment_skill_sword_01_arts_1_lv1,        689,          0,          0, 
393 : equipment_skill_sword_02_arts_1_lv1,        690,          0,          0, 
394 : equipment_skill_sword_03_arts_1_lv1,        691,          0,          0, 
395 : equipment_skill_sword_04_arts_1_lv1,        692,          0,          0, 
396 : equipment_skill_katana_01_arts_1_lv1,        693,          0,          0, 
397 : equipment_skill_katana_02_arts_1_lv1,        694,          0,          0, 
398 : equipment_skill_axe_01_arts_1_lv1,        695,          0,          0, 
399 : equipment_skill_axe_02_arts_1_lv1,        696,          0,          0, 
400 : equipment_skill_hammer_01_arts_1_lv1,        697,          0,          0, 
401 : equipment_skill_hammer_02_arts_1_lv1,        698,          0,          0, 
402 : equipment_skill_hammer_03_arts_1_lv1,        699,          0,          0, 
403 : equipment_skill_lance_01_arts_1_lv1,        700,          0,          0, 
404 : equipment_skill_lance_02_arts_1_lv1,        701,          0,          0, 
405 : equipment_skill_staff_01_arts_1_lv1,        702,          0,          0, 
406 : equipment_skill_staff_02_arts_1_lv1,        703,          0,          0, 
407 : equipment_skill_staff_03_arts_1_lv1,        704,          0,          0, 
408 : equipment_skill_shield_01_magic_1_lv1,        705,          0,          0, 
409 : equipment_skill_shield_02_magic_1_lv1,        706,          0,          0, 
410 : equipment_skill_ice_sword_arts_1_lv1,        707,          0,          0, 
411 : equipment_skill_obshidan_arts_1_lv1,        708,          0,          0, 
412 : equipment_skill_gekabijin_arts_1_lv1,        709,          0,          0, 
413 : equipment_skill_bilqis_arts_1_lv1,        710,          0,          0, 
414 : equipment_skill_schiavona_arts_1_lv1,        711,          0,          0, 
415 : equipment_skill_kerendrous_arts_1_lv1,        712,          0,          0, 
416 : equipment_skill_kerendrous_summons_2_lv1,        713,          0,          0, 
417 : equipment_skill_buryunac_arts_1_lv1,        714,          0,          0, 
418 : equipment_skill_rasisman_rush_arts_1_lv1,        715,          0,          0, 
419 : equipment_skill_rasisman_rush_action_3_lv1,        716,          0,          0, 
420 : equipment_skill_rasisman_irina_arts_1_lv1,        717,          0,          0, 
421 : equipment_skill_namul_niram_arts_1_lv1,        718,          0,          0, 
422 : equipment_skill_lob_omen_arts_1_lv1,        719,          0,          0, 
423 : equipment_skill_heartaic_magic_1_lv1,        720,          0,          0, 
424 : equipment_skill_shin_sword_arts_1_lv1,        721,          0,          0, 
425 : equipment_skill_shin_staff_magic_1_lv1,        722,          0,          0, 
426 : equipment_skill_rasisman_rush_summons_2_lv1,        723,          0,          0, 
427 : equipment_skill_lob_omen_summons_2_lv1,        724,          0,          0, 
428 : equipment_skill_namul_niram_summons_2_lv1,        725,          0,          0, 
429 : summons_cyclops_arts,        726,          0,          0, 
430 : summons_cyclops_arts,        727,          0,          0, 
431 : summons_cyclops_summons,        728,          0,          0, 
432 : summons_lob_omen_arts,        729,          0,          0, 
