           km_, km_StrNo_text, km_StrNo_text_s, km_StrNo_text_k1, km_StrNo_text_k2, km_window_type, km_font_type, 
41 : atk_type_06,      18100,      18101,      18102,      18103,          0,          0, 
42 : atk_type_07,      18104,      18105,      18106,      18107,          0,          0, 
43 : atk_type_08,      18108,      18109,      18110,      18111,          0,          0, 
44 : atk_type_09,      18112,      18113,      18114,      18115,          0,          0, 
45 :   atk_type,      18116,      18117,      18118,      18119,          0,          0, 
46 :   atk_type,      18120,      18121,      18122,      18123,          0,          0, 
47 :   atk_type,      18124,      18125,      18126,      18127,          0,          0, 
48 :   atk_type,      18128,      18129,      18130,      18131,          0,          0, 
49 : atk_long_01,      18132,      18133,      18134,      18135,          0,          0, 
50 : atk_long_02,      18136,      18137,      18138,      18139,          0,          0, 
51 : atk_target_01,      18140,      18141,      18142,      18143,          0,          0, 
52 : atk_target_02,      18144,      18145,      18146,      18147,          0,          0, 
53 : atk_target_03,      18148,      18149,      18150,      18151,          0,          0, 
54 : atk_target_04,      18152,      18153,      18154,      18155,          0,          0, 
55 : atk_position_01,      18156,      18157,      18158,      18159,          0,          0, 
56 : atk_position_02,      18160,      18161,      18162,      18163,          0,          0, 
57 : atk_situation_01,      18164,      18165,      18166,      18167,          0,          0, 
58 : atk_situation_02,      18168,      18169,      18170,      18171,          0,          0, 
59 : atk_situation_03,      18172,      18173,      18174,      18175,          0,          0, 
60 : atk_fuzzy_01,      18176,      18177,      18178,      18179,          0,          0, 
61 :  ex_act_01,      18180,      18181,      18182,      18183,          0,          0, 
62 :  ex_act_02,      18184,      18185,      18186,      18187,          0,          0, 
63 :  ex_act_03,      18188,      18189,      18190,      18191,          0,          0, 
64 :  ex_act_04,      18192,      18193,      18194,      18195,          0,          0, 
65 :  ex_act_05,      18196,      18197,      18198,      18199,          0,          0, 
66 :  ex_act_06,      18200,      18201,      18202,      18203,          0,          0, 
67 : sp_act_1_01,      18204,      18205,      18206,      18207,          0,          0, 
68 : sp_act_1_02,      18208,      18209,      18210,      18211,          0,          0, 
69 : sp_act_1_03,      18212,      18213,      18214,      18215,          0,          0, 
70 : sp_act_1_04,      18216,      18217,      18218,      18219,          0,          0, 
71 : sp_act_1_05,      18220,      18221,      18222,      18223,          0,          0, 
72 : sp_act_1_06,      18224,      18225,      18226,      18227,          0,          0, 
73 : sp_act_1_07,      18228,      18229,      18230,      18231,          0,          0, 
74 : sp_act_2_01,      18232,      18233,      18234,      18235,          0,          0, 
75 : sp_act_2_02,      18236,      18237,      18238,      18239,          0,          0, 
76 : sp_act_2_03,      18240,      18241,      18242,      18243,          0,          0, 
77 : sp_act_2_04,      18244,      18245,      18246,      18247,          0,          0, 
78 : sp_act_2_05,      18248,      18249,      18250,      18251,          0,          0, 
79 : sp_act_3_01,      18252,      18253,      18254,      18255,          0,          0, 
80 : sp_act_3_02,      18256,      18257,      18258,      18259,          0,          0, 
81 : sp_act_3_03,      18260,      18261,      18262,      18263,          0,          0, 
82 : sp_act_3_04,      18264,      18265,      18266,      18267,          0,          0, 
83 : sp_act_3_05,      18268,      18269,      18270,      18271,          0,          0, 
84 : sp_act_3_06,      18272,      18273,      18274,      18275,          0,          0, 
85 : sp_act_3_07,      18276,      18277,      18278,      18279,          0,          0, 
86 :  summon_01,      18280,      18281,      18282,      18283,          0,          0, 
87 :  summon_02,      18284,      18285,      18286,      18287,          0,          0, 
88 :  summon_03,      18288,      18289,      18290,      18291,          0,          0, 
89 :      ev_01,      18292,      18293,      18294,      18295,          0,          0, 
90 :      ev_02,      18296,      18297,      18298,      18299,          0,          0, 
91 :   ev_03_01,      18300,      18301,      18302,      18303,          0,          0, 
92 :   ev_03_02,      18304,      18305,      18306,      18307,          0,          0, 
93 :   ev_03_03,      18308,      18309,      18310,      18311,          0,          0, 
94 :   ev_03_04,      18312,      18313,      18314,      18315,          0,          0, 
95 :   ev_03_05,      18316,      18317,      18318,      18319,          0,          0, 
96 :   ev_04_01,      18320,      18321,      18322,      18323,          0,          0, 
97 :   ev_04_02,      18324,      18325,      18326,      18327,          0,          0, 
98 : auto_melee,      18328,      18329,      18330,      18331,          0,          0, 
99 : auto_melee_side,      18332,      18333,      18334,      18335,          0,          0, 
100 : auto_melee_back,      18336,      18337,      18338,      18339,          0,          0, 
101 :  auto_long,      18340,      18341,      18342,      18343,          0,          0, 
102 : auto_long_subtarget,      18344,      18345,      18346,      18347,          0,          0, 
103 :  auto_wait,      18348,      18349,      18350,      18351,          0,          0, 
104 : auto_wait_l,      18352,      18353,      18354,      18355,          0,          0, 
105 :       None,      18356,      18357,      18358,      18359,          0,          0, 
106 :       heal,      18360,      18361,      18362,      18363,          0,          0, 
107 : btl_winsp_01,      18364,      18365,      18366,      18367,          0,          0, 
108 : btl_winsp_02,      18368,      18369,      18370,      18371,          0,          0, 
109 : btl_winsp_03,      18372,      18373,      18374,      18375,          0,          0, 
110 : btl_winsp_04,      18376,      18377,      18378,      18379,          0,          0, 
111 : btl_winsp_05,      18380,      18381,      18382,      18383,          0,          0, 
112 : btl_winsp_06,      18384,      18385,      18386,      18387,          0,          0, 
113 : btl_winsp_07,      18388,      18389,      18390,      18391,          0,          0, 
114 : btl_winsp_08,      18392,      18393,      18394,      18395,          0,          0, 

