           km_, km_StrNo_text, km_StrNo_text_s, km_StrNo_text_k1, km_StrNo_text_k2, km_window_type, km_font_type, 
43 : mons_MJ1011_120_clr0,      43072,      43073,      43074,      43075,          0,          0, 
44 : mons_MJ1011_120_clr1,      43076,      43077,      43078,      43079,          0,          0, 
45 : mons_MJ1011_120_clr2,      43080,      43081,      43082,      43083,          0,          0, 
46 : mons_MJ1010_NM_001,      43084,      43085,      43086,      43087,          0,          0, 
47 : mons_MJ1010_NM_002,      43088,      43089,      43090,      43091,          0,          0, 
48 : mons_MJ1010_NM_003,      43092,      43093,      43094,      43095,          0,          0, 
49 : mons_MJ1010_NM_004,      43096,      43097,      43098,      43099,          0,          0, 
50 : mons_MJ1010_NM_005,      43100,      43101,      43102,      43103,          0,          0, 
51 : mons_MJ1010_NM_006,      43104,      43105,      43106,      43107,          0,          0, 
52 : mons_MJ1010_NM_007,      43108,      43109,      43110,      43111,          0,          0, 
53 : mons_MJ1010_NM_008,      43112,      43113,      43114,      43115,          0,          0, 
54 : mons_MJ3010_100_clr0,      43116,      43117,      43118,      43119,          0,          0, 
55 : mons_MJ3010_100_clr1,      43120,      43121,      43122,      43123,          0,          0, 
56 : mons_MJ3010_100_clr2,      43124,      43125,      43126,      43127,          0,          0, 
57 : mons_MJ3011_120_clr0,      43128,      43129,      43130,      43131,          0,          0, 
58 : mons_MJ3011_120_clr1,      43132,      43133,      43134,      43135,          0,          0, 
59 : mons_MJ3011_120_clr2,      43136,      43137,      43138,      43139,          0,          0, 
60 : mons_MJ3010_NM_001,      43140,      43141,      43142,      43143,          0,          0, 
61 : mons_MJ3010_NM_002,      43144,      43145,      43146,      43147,          0,          0, 
62 : mons_MJ3010_NM_003,      43148,      43149,      43150,      43151,          0,          0, 
63 : mons_MJ3010_NM_004,      43152,      43153,      43154,      43155,          0,          0, 
64 : mons_MJ3010_NM_005,      43156,      43157,      43158,      43159,          0,          0, 
65 : mons_MJ3010_NM_006,      43160,      43161,      43162,      43163,          0,          0, 
66 : mons_MJ3010_NM_007,      43164,      43165,      43166,      43167,          0,          0, 
67 : mons_MJ3010_NM_008,      43168,      43169,      43170,      43171,          0,          0, 
68 : mons_MJ3020_100_clr0,      43172,      43173,      43174,      43175,          0,          0, 
69 : mons_MJ3020_100_clr1,      43176,      43177,      43178,      43179,          0,          0, 
70 : mons_MJ3020_100_clr2,      43180,      43181,      43182,      43183,          0,          0, 
71 : mons_MJ3021_120_clr0,      43184,      43185,      43186,      43187,          0,          0, 
72 : mons_MJ3021_120_clr1,      43188,      43189,      43190,      43191,          0,          0, 
73 : mons_MJ3021_120_clr2,      43192,      43193,      43194,      43195,          0,          0, 
74 : mons_MJ3020_NM_001,      43196,      43197,      43198,      43199,          0,          0, 
75 : mons_MJ3020_NM_002,      43200,      43201,      43202,      43203,          0,          0, 
76 : mons_MJ3020_NM_003,      43204,      43205,      43206,      43207,          0,          0, 
77 : mons_MJ3020_NM_004,      43208,      43209,      43210,      43211,          0,          0, 
78 : mons_MJ3020_NM_005,      43212,      43213,      43214,      43215,          0,          0, 
79 : mons_MJ3020_NM_006,      43216,      43217,      43218,      43219,          0,          0, 
80 : mons_MJ3020_NM_007,      43220,      43221,      43222,      43223,          0,          0, 
81 : mons_MJ3020_NM_008,      43224,      43225,      43226,      43227,          0,          0, 
82 : mons_MJ4010_100_clr0,      43228,      43229,      43230,      43231,          0,          0, 
83 : mons_MJ4010_100_clr1,      43232,      43233,      43234,      43235,          0,          0, 
84 : mons_MJ4010_100_clr2,      43236,      43237,      43238,      43239,          0,          0, 
85 : mons_MJ4011_120_clr0,      43240,      43241,      43242,      43243,          0,          0, 
86 : mons_MJ4011_120_clr1,      43244,      43245,      43246,      43247,          0,          0, 
87 : mons_MJ4011_120_clr2,      43248,      43249,      43250,      43251,          0,          0, 
88 : mons_MJ4010_NM_001,      43252,      43253,      43254,      43255,          0,          0, 
89 : mons_MJ4010_NM_002,      43256,      43257,      43258,      43259,          0,          0, 
90 : mons_MJ4010_NM_003,      43260,      43261,      43262,      43263,          0,          0, 
91 : mons_MJ4010_NM_004,      43264,      43265,      43266,      43267,          0,          0, 
92 : mons_MJ4010_NM_005,      43268,      43269,      43270,      43271,          0,          0, 
93 : mons_MJ4010_NM_006,      43272,      43273,      43274,      43275,          0,          0, 
94 : mons_MJ4010_NM_007,      43276,      43277,      43278,      43279,          0,          0, 
95 : mons_MJ4010_NM_008,      43280,      43281,      43282,      43283,          0,          0, 
96 : mons_MC0010_100_clr0,      43284,      43285,      43286,      43287,          0,          0, 
97 : mons_MC0010_100_clr1,      43288,      43289,      43290,      43291,          0,          0, 
98 : mons_MC0010_100_clr2,      43292,      43293,      43294,      43295,          0,          0, 
99 : mons_MC0011_120_clr0,      43296,      43297,      43298,      43299,          0,          0, 
100 : mons_MC0011_120_clr1,      43300,      43301,      43302,      43303,          0,          0, 
101 : mons_MC0011_120_clr2,      43304,      43305,      43306,      43307,          0,          0, 
102 : mons_MC0012_150_clr0,      43308,      43309,      43310,      43311,          0,          0, 
103 : mons_MC0012_150_clr1,      43312,      43313,      43314,      43315,          0,          0, 
104 : mons_MC0012_150_clr2,      43316,      43317,      43318,      43319,          0,          0, 
105 : mons_MC0010_NM_001,      43320,      43321,      43322,      43323,          0,          0, 
106 : mons_MC0010_NM_002,      43324,      43325,      43326,      43327,          0,          0, 
107 : mons_MC0010_NM_003,      43328,      43329,      43330,      43331,          0,          0, 
108 : mons_MC0010_NM_004,      43332,      43333,      43334,      43335,          0,          0, 
109 : mons_MC0010_NM_005,      43336,      43337,      43338,      43339,          0,          0, 
110 : mons_MC0010_NM_006,      43340,      43341,      43342,      43343,          0,          0, 
111 : mons_MC0010_NM_007,      43344,      43345,      43346,      43347,          0,          0, 
112 : mons_MC0010_NM_008,      43348,      43349,      43350,      43351,          0,          0, 
113 : mons_MC3010_100_clr0,      43352,      43353,      43354,      43355,          0,          0, 
114 : mons_MC3010_100_clr1,      43356,      43357,      43358,      43359,          0,          0, 
115 : mons_MC3010_100_clr2,      43360,      43361,      43362,      43363,          0,          0, 
116 : mons_MC3011_120_clr0,      43364,      43365,      43366,      43367,          0,          0, 
117 : mons_MC3011_120_clr1,      43368,      43369,      43370,      43371,          0,          0, 
118 : mons_MC3011_120_clr2,      43372,      43373,      43374,      43375,          0,          0, 
119 : mons_MC3010_NM_001,      43376,      43377,      43378,      43379,          0,          0, 
120 : mons_MC3010_NM_002,      43380,      43381,      43382,      43383,          0,          0, 
121 : mons_MC3010_NM_003,      43384,      43385,      43386,      43387,          0,          0, 
122 : mons_MC3010_NM_004,      43388,      43389,      43390,      43391,          0,          0, 
123 : mons_MC3010_NM_005,      43392,      43393,      43394,      43395,          0,          0, 
124 : mons_MC3010_NM_006,      43396,      43397,      43398,      43399,          0,          0, 
125 : mons_MC3010_NM_007,      43400,      43401,      43402,      43403,          0,          0, 
126 : mons_MC3010_NM_008,      43404,      43405,      43406,      43407,          0,          0, 
127 : mons_MC3020_100_clr0,      43408,      43409,      43410,      43411,          0,          0, 
128 : mons_MC3020_100_clr1,      43412,      43413,      43414,      43415,          0,          0, 
129 : mons_MC3020_100_clr2,      43416,      43417,      43418,      43419,          0,          0, 
130 : mons_MC3021_120_clr0,      43420,      43421,      43422,      43423,          0,          0, 
131 : mons_MC3021_120_clr1,      43424,      43425,      43426,      43427,          0,          0, 
132 : mons_MC3021_120_clr2,      43428,      43429,      43430,      43431,          0,          0, 
133 : mons_MC3020_NM_001,      43432,      43433,      43434,      43435,          0,          0, 
134 : mons_MC3020_NM_002,      43436,      43437,      43438,      43439,          0,          0, 
135 : mons_MC3020_NM_003,      43440,      43441,      43442,      43443,          0,          0, 
136 : mons_MC3020_NM_004,      43444,      43445,      43446,      43447,          0,          0, 
137 : mons_MC3020_NM_005,      43448,      43449,      43450,      43451,          0,          0, 
138 : mons_MC3020_NM_006,      43452,      43453,      43454,      43455,          0,          0, 
139 : mons_MC3020_NM_007,      43456,      43457,      43458,      43459,          0,          0, 
140 : mons_MC3020_NM_008,      43460,      43461,      43462,      43463,          0,          0, 
141 : mons_MD0010_100_clr0,      43464,      43465,      43466,      43467,          0,          0, 
142 : mons_MD0010_100_clr1,      43468,      43469,      43470,      43471,          0,          0, 
143 : mons_MD0010_100_clr2,      43472,      43473,      43474,      43475,          0,          0, 
144 : mons_MD0011_120_clr0,      43476,      43477,      43478,      43479,          0,          0, 
145 : mons_MD0011_120_clr1,      43480,      43481,      43482,      43483,          0,          0, 
146 : mons_MD0011_120_clr2,      43484,      43485,      43486,      43487,          0,          0, 
147 : mons_MD0012_150_clr0,      43488,      43489,      43490,      43491,          0,          0, 
148 : mons_MD0012_150_clr1,      43492,      43493,      43494,      43495,          0,          0, 
149 : mons_MD0012_150_clr2,      43496,      43497,      43498,      43499,          0,          0, 
150 : mons_MD0010_NM_001,      43500,      43501,      43502,      43503,          0,          0, 
151 : mons_MD0010_NM_002,      43504,      43505,      43506,      43507,          0,          0, 
152 : mons_MD0010_NM_003,      43508,      43509,      43510,      43511,          0,          0, 
153 : mons_MD0010_NM_004,      43512,      43513,      43514,      43515,          0,          0, 
154 : mons_MD0010_NM_005,      43516,      43517,      43518,      43519,          0,          0, 
155 : mons_MD0010_NM_006,      43520,      43521,      43522,      43523,          0,          0, 
156 : mons_MD0010_NM_007,      43524,      43525,      43526,      43527,          0,          0, 
157 : mons_MD0010_NM_008,      43528,      43529,      43530,      43531,          0,          0, 
158 : mons_MD1010_100_clr0,      43532,      43533,      43534,      43535,          0,          0, 
159 : mons_MD1010_100_clr1,      43536,      43537,      43538,      43539,          0,          0, 
160 : mons_MD1010_100_clr2,      43540,      43541,      43542,      43543,          0,          0, 
161 : mons_MD1011_120_clr0,      43544,      43545,      43546,      43547,          0,          0, 
162 : mons_MD1011_120_clr1,      43548,      43549,      43550,      43551,          0,          0, 
163 : mons_MD1011_120_clr2,      43552,      43553,      43554,      43555,          0,          0, 
164 : mons_MD1010_NM_001,      43556,      43557,      43558,      43559,          0,          0, 
165 : mons_MD1010_NM_002,      43560,      43561,      43562,      43563,          0,          0, 
166 : mons_MD1010_NM_003,      43564,      43565,      43566,      43567,          0,          0, 
167 : mons_MD1010_NM_004,      43568,      43569,      43570,      43571,          0,          0, 
168 : mons_MD1010_NM_005,      43572,      43573,      43574,      43575,          0,          0, 
169 : mons_MD1010_NM_006,      43576,      43577,      43578,      43579,          0,          0, 
170 : mons_MD1010_NM_007,      43580,      43581,      43582,      43583,          0,          0, 
171 : mons_MD1010_NM_008,      43584,      43585,      43586,      43587,          0,          0, 
172 : mons_MD1020_100_clr0,      43588,      43589,      43590,      43591,          0,          0, 
173 : mons_MD1020_100_clr1,      43592,      43593,      43594,      43595,          0,          0, 
174 : mons_MD1020_100_clr2,      43596,      43597,      43598,      43599,          0,          0, 
175 : mons_MD1021_120_clr0,      43600,      43601,      43602,      43603,          0,          0, 
176 : mons_MD1021_120_clr1,      43604,      43605,      43606,      43607,          0,          0, 
177 : mons_MD1021_120_clr2,      43608,      43609,      43610,      43611,          0,          0, 
178 : mons_MD1020_NM_001,      43612,      43613,      43614,      43615,          0,          0, 
179 : mons_MD1020_NM_002,      43616,      43617,      43618,      43619,          0,          0, 
180 : mons_MD1020_NM_003,      43620,      43621,      43622,      43623,          0,          0, 
181 : mons_MD1020_NM_004,      43624,      43625,      43626,      43627,          0,          0, 
182 : mons_MD1020_NM_005,      43628,      43629,      43630,      43631,          0,          0, 
183 : mons_MD1020_NM_006,      43632,      43633,      43634,      43635,          0,          0, 
184 : mons_MD1020_NM_007,      43636,      43637,      43638,      43639,          0,          0, 
185 : mons_MD1020_NM_008,      43640,      43641,      43642,      43643,          0,          0, 
186 : mons_MD2010_100_clr0,      43644,      43645,      43646,      43647,          0,          0, 
187 : mons_MD2010_100_clr1,      43648,      43649,      43650,      43651,          0,          0, 
188 : mons_MD2010_100_clr2,      43652,      43653,      43654,      43655,          0,          0, 
189 : mons_MD2011_120_clr0,      43656,      43657,      43658,      43659,          0,          0, 
190 : mons_MD2011_120_clr1,      43660,      43661,      43662,      43663,          0,          0, 
191 : mons_MD2011_120_clr2,      43664,      43665,      43666,      43667,          0,          0, 
192 : mons_MD2010_NM_001,      43668,      43669,      43670,      43671,          0,          0, 
193 : mons_MD2010_NM_002,      43672,      43673,      43674,      43675,          0,          0, 
194 : mons_MD2010_NM_003,      43676,      43677,      43678,      43679,          0,          0, 
195 : mons_MD2010_NM_004,      43680,      43681,      43682,      43683,          0,          0, 
196 : mons_MD2010_NM_005,      43684,      43685,      43686,      43687,          0,          0, 
197 : mons_MD2010_NM_006,      43688,      43689,      43690,      43691,          0,          0, 
198 : mons_MD2010_NM_007,      43692,      43693,      43694,      43695,          0,          0, 
199 : mons_MD2010_NM_008,      43696,      43697,      43698,      43699,          0,          0, 
200 : mons_MD2020_100_clr0,      43700,      43701,      43702,      43703,          0,          0, 
201 : mons_MD2020_100_clr1,      43704,      43705,      43706,      43707,          0,          0, 
202 : mons_MD2020_100_clr2,      43708,      43709,      43710,      43711,          0,          0, 
203 : mons_MD2021_120_clr0,      43712,      43713,      43714,      43715,          0,          0, 
204 : mons_MD2021_120_clr1,      43716,      43717,      43718,      43719,          0,          0, 
205 : mons_MD2021_120_clr2,      43720,      43721,      43722,      43723,          0,          0, 
206 : mons_MD2020_NM_001,      43724,      43725,      43726,      43727,          0,          0, 
207 : mons_MD2020_NM_002,      43728,      43729,      43730,      43731,          0,          0, 
208 : mons_MD2020_NM_003,      43732,      43733,      43734,      43735,          0,          0, 
209 : mons_MD2020_NM_004,      43736,      43737,      43738,      43739,          0,          0, 
210 : mons_MD2020_NM_005,      43740,      43741,      43742,      43743,          0,          0, 
211 : mons_MD2020_NM_006,      43744,      43745,      43746,      43747,          0,          0, 
212 : mons_MD2020_NM_007,      43748,      43749,      43750,      43751,          0,          0, 
213 : mons_MD2020_NM_008,      43752,      43753,      43754,      43755,          0,          0, 
214 : mons_MI1010_100_clr0,      43756,      43757,      43758,      43759,          0,          0, 
215 : mons_MI1010_100_clr1,      43760,      43761,      43762,      43763,          0,          0, 
216 : mons_MI1010_100_clr2,      43764,      43765,      43766,      43767,          0,          0, 
217 : mons_MI1011_120_clr0,      43768,      43769,      43770,      43771,          0,          0, 
218 : mons_MI1011_120_clr1,      43772,      43773,      43774,      43775,          0,          0, 
219 : mons_MI1011_120_clr2,      43776,      43777,      43778,      43779,          0,          0, 
220 : mons_MI1012_150_clr0,      43780,      43781,      43782,      43783,          0,          0, 
221 : mons_MI1012_150_clr1,      43784,      43785,      43786,      43787,          0,          0, 
222 : mons_MI1012_150_clr2,      43788,      43789,      43790,      43791,          0,          0, 
223 : mons_MI1010_NM_001,      43792,      43793,      43794,      43795,          0,          0, 
224 : mons_MI1010_NM_002,      43796,      43797,      43798,      43799,          0,          0, 
225 : mons_MI1010_NM_003,      43800,      43801,      43802,      43803,          0,          0, 
226 : mons_MI1010_NM_004,      43804,      43805,      43806,      43807,          0,          0, 
227 : mons_MI1010_NM_005,      43808,      43809,      43810,      43811,          0,          0, 
228 : mons_MI1010_NM_006,      43812,      43813,      43814,      43815,          0,          0, 
229 : mons_MI1010_NM_007,      43816,      43817,      43818,      43819,          0,          0, 
230 : mons_MI1010_NM_008,      43820,      43821,      43822,      43823,          0,          0, 
231 : mons_MI2010_100_clr0,      43824,      43825,      43826,      43827,          0,          0, 
232 : mons_MI2010_100_clr1,      43828,      43829,      43830,      43831,          0,          0, 
233 : mons_MI2010_100_clr2,      43832,      43833,      43834,      43835,          0,          0, 
234 : mons_MI2011_120_clr0,      43836,      43837,      43838,      43839,          0,          0, 
235 : mons_MI2011_120_clr1,      43840,      43841,      43842,      43843,          0,          0, 
236 : mons_MI2011_120_clr2,      43844,      43845,      43846,      43847,          0,          0, 
237 : mons_MI2010_NM_001,      43848,      43849,      43850,      43851,          0,          0, 
238 : mons_MI2010_NM_002,      43852,      43853,      43854,      43855,          0,          0, 
239 : mons_MI2010_NM_003,      43856,      43857,      43858,      43859,          0,          0, 
240 : mons_MI2010_NM_004,      43860,      43861,      43862,      43863,          0,          0, 
241 : mons_MI2010_NM_005,      43864,      43865,      43866,      43867,          0,          0, 
242 : mons_MI2010_NM_006,      43868,      43869,      43870,      43871,          0,          0, 
243 : mons_MI2010_NM_007,      43872,      43873,      43874,      43875,          0,          0, 
244 : mons_MI2010_NM_008,      43876,      43877,      43878,      43879,          0,          0, 
245 : mons_MI2020_100_clr0,      43880,      43881,      43882,      43883,          0,          0, 
246 : mons_MI2020_100_clr1,      43884,      43885,      43886,      43887,          0,          0, 
247 : mons_MI2020_100_clr2,      43888,      43889,      43890,      43891,          0,          0, 
248 : mons_MI2021_120_clr0,      43892,      43893,      43894,      43895,          0,          0, 
249 : mons_MI2021_120_clr1,      43896,      43897,      43898,      43899,          0,          0, 
250 : mons_MI2021_120_clr2,      43900,      43901,      43902,      43903,          0,          0, 
251 : mons_MI2020_NM_001,      43904,      43905,      43906,      43907,          0,          0, 
252 : mons_MI2020_NM_002,      43908,      43909,      43910,      43911,          0,          0, 
253 : mons_MI2020_NM_003,      43912,      43913,      43914,      43915,          0,          0, 
254 : mons_MI2020_NM_004,      43916,      43917,      43918,      43919,          0,          0, 
255 : mons_MI2020_NM_005,      43920,      43921,      43922,      43923,          0,          0, 
256 : mons_MI2020_NM_006,      43924,      43925,      43926,      43927,          0,          0, 
257 : mons_MI2020_NM_007,      43928,      43929,      43930,      43931,          0,          0, 
258 : mons_MI2020_NM_008,      43932,      43933,      43934,      43935,          0,          0, 
259 : mons_MI0010_100_clr0,      43936,      43937,      43938,      43939,          0,          0, 
260 : mons_MI0010_100_clr1,      43940,      43941,      43942,      43943,          0,          0, 
261 : mons_MI0010_100_clr2,      43944,      43945,      43946,      43947,          0,          0, 
262 : mons_MI0012_150_clr0,      43948,      43949,      43950,      43951,          0,          0, 
263 : mons_MI0012_150_clr1,      43952,      43953,      43954,      43955,          0,          0, 
264 : mons_MI0012_150_clr2,      43956,      43957,      43958,      43959,          0,          0, 
265 : mons_MI0010_NM_001,      43960,      43961,      43962,      43963,          0,          0, 
266 : mons_MI0010_NM_002,      43964,      43965,      43966,      43967,          0,          0, 
267 : mons_MI0010_NM_003,      43968,      43969,      43970,      43971,          0,          0, 
268 : mons_MI0010_NM_004,      43972,      43973,      43974,      43975,          0,          0, 
269 : mons_MI0010_NM_005,      43976,      43977,      43978,      43979,          0,          0, 
270 : mons_MI0010_NM_006,      43980,      43981,      43982,      43983,          0,          0, 
271 : mons_MI0010_NM_007,      43984,      43985,      43986,      43987,          0,          0, 
272 : mons_MI0010_NM_008,      43988,      43989,      43990,      43991,          0,          0, 
273 : mons_MK1010_100_clr0,      43992,      43993,      43994,      43995,          0,          0, 
274 : mons_MK1010_100_clr1,      43996,      43997,      43998,      43999,          0,          0, 
275 : mons_MK1010_100_clr2,      44000,      44001,      44002,      44003,          0,          0, 
276 : mons_MK1011_120_clr0,      44004,      44005,      44006,      44007,          0,          0, 
277 : mons_MK1011_120_clr1,      44008,      44009,      44010,      44011,          0,          0, 
278 : mons_MK1011_120_clr2,      44012,      44013,      44014,      44015,          0,          0, 
279 : mons_MK1010_NM_001,      44016,      44017,      44018,      44019,          0,          0, 
280 : mons_MK1010_NM_002,      44020,      44021,      44022,      44023,          0,          0, 
281 : mons_MK1010_NM_003,      44024,      44025,      44026,      44027,          0,          0, 
282 : mons_MK1010_NM_004,      44028,      44029,      44030,      44031,          0,          0, 
283 : mons_MK1010_NM_005,      44032,      44033,      44034,      44035,          0,          0, 
284 : mons_MK1010_NM_006,      44036,      44037,      44038,      44039,          0,          0, 
285 : mons_MK1010_NM_007,      44040,      44041,      44042,      44043,          0,          0, 
286 : mons_MK1010_NM_008,      44044,      44045,      44046,      44047,          0,          0, 
287 : mons_MK0030_100_clr0,      44048,      44049,      44050,      44051,          0,          0, 
288 : mons_MK0030_100_clr1,      44052,      44053,      44054,      44055,          0,          0, 
289 : mons_MK0030_100_clr2,      44056,      44057,      44058,      44059,          0,          0, 
290 : mons_MK0030_NM_001,      44060,      44061,      44062,      44063,          0,          0, 
291 : mons_MK0030_NM_002,      44064,      44065,      44066,      44067,          0,          0, 
292 : mons_MK0030_NM_003,      44068,      44069,      44070,      44071,          0,          0, 
293 : mons_MK0030_NM_004,      44072,      44073,      44074,      44075,          0,          0, 
294 : mons_MK0030_NM_005,      44076,      44077,      44078,      44079,          0,          0, 
295 : mons_MK0030_NM_006,      44080,      44081,      44082,      44083,          0,          0, 
296 : mons_MK0030_NM_007,      44084,      44085,      44086,      44087,          0,          0, 
297 : mons_MK0030_NM_008,      44088,      44089,      44090,      44091,          0,          0, 
298 : mons_MK0020_100_clr0,      44092,      44093,      44094,      44095,          0,          0, 
299 : mons_MK0020_100_clr1,      44096,      44097,      44098,      44099,          0,          0, 
300 : mons_MK0020_100_clr2,      44100,      44101,      44102,      44103,          0,          0, 
301 : mons_MK0020_NM_001,      44104,      44105,      44106,      44107,          0,          0, 
302 : mons_MK0020_NM_002,      44108,      44109,      44110,      44111,          0,          0, 
303 : mons_MK0020_NM_003,      44112,      44113,      44114,      44115,          0,          0, 
304 : mons_MK0020_NM_004,      44116,      44117,      44118,      44119,          0,          0, 
305 : mons_MK0020_NM_005,      44120,      44121,      44122,      44123,          0,          0, 
306 : mons_MK0020_NM_006,      44124,      44125,      44126,      44127,          0,          0, 
307 : mons_MK0020_NM_007,      44128,      44129,      44130,      44131,          0,          0, 
308 : mons_MK0020_NM_008,      44132,      44133,      44134,      44135,          0,          0, 
309 : mons_MK0010_100_clr0,      44136,      44137,      44138,      44139,          0,          0, 
310 : mons_MK0010_100_clr1,      44140,      44141,      44142,      44143,          0,          0, 
311 : mons_MK0010_100_clr2,      44144,      44145,      44146,      44147,          0,          0, 
312 : mons_MK0010_NM_001,      44148,      44149,      44150,      44151,          0,          0, 
313 : mons_MK0010_NM_002,      44152,      44153,      44154,      44155,          0,          0, 
314 : mons_MK0010_NM_003,      44156,      44157,      44158,      44159,          0,          0, 
315 : mons_MK0010_NM_004,      44160,      44161,      44162,      44163,          0,          0, 
316 : mons_MK0010_NM_005,      44164,      44165,      44166,      44167,          0,          0, 
317 : mons_MK0010_NM_006,      44168,      44169,      44170,      44171,          0,          0, 
318 : mons_MK0010_NM_007,      44172,      44173,      44174,      44175,          0,          0, 
319 : mons_MK0010_NM_008,      44176,      44177,      44178,      44179,          0,          0, 
320 : mons_ML0010_100_clr0,      44180,      44181,      44182,      44183,          0,          0, 
321 : mons_ML0010_100_clr1,      44184,      44185,      44186,      44187,          0,          0, 
322 : mons_ML0010_100_clr2,      44188,      44189,      44190,      44191,          0,          0, 
323 : mons_ML0011_120_clr0,      44192,      44193,      44194,      44195,          0,          0, 
324 : mons_ML0011_120_clr1,      44196,      44197,      44198,      44199,          0,          0, 
325 : mons_ML0011_120_clr2,      44200,      44201,      44202,      44203,          0,          0, 
326 : mons_ML0010_NM_001,      44204,      44205,      44206,      44207,          0,          0, 
327 : mons_ML0010_NM_002,      44208,      44209,      44210,      44211,          0,          0, 
328 : mons_ML0010_NM_003,      44212,      44213,      44214,      44215,          0,          0, 
329 : mons_ML0010_NM_004,      44216,      44217,      44218,      44219,          0,          0, 
330 : mons_ML0010_NM_005,      44220,      44221,      44222,      44223,          0,          0, 
331 : mons_ML0010_NM_006,      44224,      44225,      44226,      44227,          0,          0, 
332 : mons_ML0010_NM_007,      44228,      44229,      44230,      44231,          0,          0, 
333 : mons_ML0010_NM_008,      44232,      44233,      44234,      44235,          0,          0, 
334 : mons_ML0020_100_clr0,      44236,      44237,      44238,      44239,          0,          0, 
335 : mons_ML0020_100_clr1,      44240,      44241,      44242,      44243,          0,          0, 
336 : mons_ML0020_100_clr2,      44244,      44245,      44246,      44247,          0,          0, 
337 : mons_ML0021_120_clr0,      44248,      44249,      44250,      44251,          0,          0, 
338 : mons_ML0021_120_clr1,      44252,      44253,      44254,      44255,          0,          0, 
339 : mons_ML0021_120_clr2,      44256,      44257,      44258,      44259,          0,          0, 
