           km_, km_StrNo_text, km_StrNo_text_s, km_StrNo_text_k1, km_StrNo_text_k2, km_window_type, km_font_type, 
51 : bertrude_l,      25568,      25569,      25570,      25571,          0,          0, 
52 : bertrude_s,      25572,      25573,      25574,      25575,          0,          0, 
53 :    priam_l,      25576,      25577,      25578,      25579,          0,          0, 
54 :    priam_s,      25580,      25581,      25582,      25583,          0,          0, 
55 :    olebeag,      25584,      25585,      25586,      25587,          0,          0, 
56 :     wagram,      25588,      25589,      25590,      25591,          0,          0, 
57 : wilfred_ermeien_l,      25592,      25593,      25594,      25595,          0,          0, 
58 : wilfred_ermeien_s,      25596,      25597,      25598,      25599,          0,          0, 
59 :  charlotte,      25600,      25601,      25602,      25603,          0,          0, 
60 :    nielsen,      25604,      25605,      25606,      25607,          0,          0, 
61 :     marsha,      25608,      25609,      25610,      25611,          0,          0, 
62 :    leticia,      25612,      25613,      25614,      25615,          0,          0, 
63 :       reya,      25616,      25617,      25618,      25619,          0,          0, 
64 :      rapas,      25620,      25621,      25622,      25623,          0,          0, 
65 :        rim,      25624,      25625,      25626,      25627,          0,          0, 
66 :      bozan,      25628,      25629,      25630,      25631,          0,          0, 
67 :      alisa,      25632,      25633,      25634,      25635,          0,          0, 
68 :   eleanora,      25636,      25637,      25638,      25639,          0,          0, 
69 : qe0040_paris,      25640,      25641,      25642,      25643,          0,          0, 
70 : qe0120_glenys,      25644,      25645,      25646,      25647,          0,          0, 
71 : qe1070_rhagoh,      25648,      25649,      25650,      25651,          0,          0, 
72 : qe1080_darien,      25652,      25653,      25654,      25655,          0,          0, 
73 : soldier_type_001,      25656,      25657,      25658,      25659,          0,          0, 
74 : soldier_type_002,      25660,      25661,      25662,      25663,          0,          0, 
75 : soldier_type_003,      25664,      25665,      25666,      25667,          0,          0, 
76 : soldier_type_004,      25668,      25669,      25670,      25671,          0,          0, 
77 : soldier_type_005,      25672,      25673,      25674,      25675,          0,          0, 
78 : soldier_type_006,      25676,      25677,      25678,      25679,          0,          0, 
79 : soldier_type_007,      25680,      25681,      25682,      25683,          0,          0, 
80 : soldier_type_008,      25684,      25685,      25686,      25687,          0,          0, 
81 : soldier_type_009,      25688,      25689,      25690,      25691,          0,          0, 
82 : soldier_type_010,      25692,      25693,      25694,      25695,          0,          0, 
83 : brigade_type_001,      25696,      25697,      25698,      25699,          0,          0, 
84 : brigade_type_002,      25700,      25701,      25702,      25703,          0,          0, 
85 : brigade_type_003,      25704,      25705,      25706,      25707,          0,          0, 
86 : brigade_type_004,      25708,      25709,      25710,      25711,          0,          0, 
87 : brigade_type_005,      25712,      25713,      25714,      25715,          0,          0, 
88 : brigade_type_006,      25716,      25717,      25718,      25719,          0,          0, 
89 : brigade_type_007,      25720,      25721,      25722,      25723,          0,          0, 
90 : brigade_type_008,      25724,      25725,      25726,      25727,          0,          0, 
91 : brigade_type_009,      25728,      25729,      25730,      25731,          0,          0, 
92 : btl_guest_npc_001,      25732,      25733,      25734,      25735,          0,          0, 
93 : btl_guest_npc_002,      25736,      25737,      25738,      25739,          0,          0, 
94 : btl_guest_npc_003,      25740,      25741,      25742,      25743,          0,          0, 
95 : btl_guest_npc_004,      25744,      25745,      25746,      25747,          0,          0, 
96 : btl_guest_npc_005,      25748,      25749,      25750,      25751,          0,          0, 
97 : btl_guest_npc_006,      25752,      25753,      25754,      25755,          0,          0, 
98 : pt_set_ev01_01,      25756,      25757,      25758,      25759,          0,          0, 
99 : pt_set_ev01_02,      25760,      25761,      25762,      25763,          0,          0, 
100 : pt_set_ev01_03,      25764,      25765,      25766,      25767,          0,          0, 
101 : pt_set_ev01_04,      25768,      25769,      25770,      25771,          0,          0, 
102 : pt_set_ev01_05,      25772,      25773,      25774,      25775,          0,          0, 
103 : pt_set_ev01_06,      25776,      25777,      25778,      25779,          0,          0, 
104 : pt_set_ev01_07,      25780,      25781,      25782,      25783,          0,          0, 
105 : pt_set_ev01_08,      25784,      25785,      25786,      25787,          0,          0, 
106 : pt_set_ev01_09,      25788,      25789,      25790,      25791,          0,          0, 
107 : pt_set_ev01,      25792,      25793,      25794,      25795,          0,          0, 
108 : pt_set_ev01,      25796,      25797,      25798,      25799,          0,          0, 
109 : pt_set_ev01,      25800,      25801,      25802,      25803,          0,          0, 
110 : pt_set_ev01,      25804,      25805,      25806,      25807,          0,          0, 
111 : pt_set_ev03_01,      25808,      25809,      25810,      25811,          0,          0, 
112 : pt_set_ev03_02,      25812,      25813,      25814,      25815,          0,          0, 
113 : pt_set_ev04_01,      25816,      25817,      25818,      25819,          0,          0, 
114 : pt_set_ev04_02,      25820,      25821,      25822,      25823,          0,          0, 
115 : pt_set_ev05_01,      25824,      25825,      25826,      25827,          0,          0, 
116 : pt_set_ev05_02,      25828,      25829,      25830,      25831,          0,          0, 
117 : pt_set_ev05_03,      25832,      25833,      25834,      25835,          0,          0, 
118 : pt_set_ev05_04,      25836,      25837,      25838,      25839,          0,          0, 
119 : pt_set_ev05_05,      25840,      25841,      25842,      25843,          0,          0, 
120 : pt_set_EV0310_01,      25844,      25845,      25846,      25847,          0,          0, 
121 : pt_set_EV0310_02,      25848,      25849,      25850,      25851,          0,          0, 
122 : pt_set_EV0310_03,      25852,      25853,      25854,      25855,          0,          0, 
123 : pt_set_EV0310_04,      25856,      25857,      25858,      25859,          0,          0, 
124 : pt_set_EV0310_05,      25860,      25861,      25862,      25863,          0,          0, 
125 : pt_set_EV0720_01,      25864,      25865,      25866,      25867,          0,          0, 
126 : pt_set_EV0720_02,      25868,      25869,      25870,      25871,          0,          0, 
127 : pt_set_EV0720_03,      25872,      25873,      25874,      25875,          0,          0, 
128 : pt_set_QE0090_01,      25876,      25877,      25878,      25879,          0,          0, 
129 : pt_set_QE0090_02,      25880,      25881,      25882,      25883,          0,          0, 
130 : pt_set_QE0090_03,      25884,      25885,      25886,      25887,          0,          0, 
131 : btl_free_npc_001,      25888,      25889,      25890,      25891,          0,          0, 
132 : btl_free_npc_002,      25892,      25893,      25894,      25895,          0,          0, 
133 : btl_free_npc_003,      25896,      25897,      25898,      25899,          0,          0, 
134 : btl_free_npc_004,      25900,      25901,      25902,      25903,          0,          0, 
135 : btl_free_npc_005,      25904,      25905,      25906,      25907,          0,          0, 
136 : btl_free_npc_006,      25908,      25909,      25910,      25911,          0,          0, 
137 : btl_free_npc_007,      25912,      25913,      25914,      25915,          0,          0, 
138 : btl_free_npc_008,      25916,      25917,      25918,      25919,          0,          0, 
139 : btl_free_npc_009,      25920,      25921,      25922,      25923,          0,          0, 
140 : btl_free_npc_010,      25924,      25925,      25926,      25927,          0,          0, 
141 : btl_free_npc_011,      25928,      25929,      25930,      25931,          0,          0, 
142 : btl_free_npc_012,      25932,      25933,      25934,      25935,          0,          0, 
143 : btl_free_npc_013,      25936,      25937,      25938,      25939,          0,          0, 
144 : btl_free_npc_014,      25940,      25941,      25942,      25943,          0,          0, 
145 : btl_free_npc_015,      25944,      25945,      25946,      25947,          0,          0, 
146 : btl_free_npc_016,      25948,      25949,      25950,      25951,          0,          0, 
147 : btl_free_npc_017,      25952,      25953,      25954,      25955,          0,          0, 
148 : btl_free_npc_018,      25956,      25957,      25958,      25959,          0,          0, 
149 : btl_free_npc_019,      25960,      25961,      25962,      25963,          0,          0, 
150 : btl_free_npc_020,      25964,      25965,      25966,      25967,          0,          0, 
151 : btl_free_npc_021,      25968,      25969,      25970,      25971,          0,          0, 
152 : btl_free_npc_022,      25972,      25973,      25974,      25975,          0,          0, 
153 : btl_free_npc_023,      25976,      25977,      25978,      25979,          0,          0, 
154 : btl_free_npc_024,      25980,      25981,      25982,      25983,          0,          0, 
155 : btl_free_npc_025,      25984,      25985,      25986,      25987,          0,          0, 
156 : btl_free_npc_026,      25988,      25989,      25990,      25991,          0,          0, 
157 : btl_free_npc_027,      25992,      25993,      25994,      25995,          0,          0, 
158 : btl_free_npc_028,      25996,      25997,      25998,      25999,          0,          0, 
159 : btl_free_npc_029,      26000,      26001,      26002,      26003,          0,          0, 
160 : btl_free_npc_030,      26004,      26005,      26006,      26007,          0,          0, 
161 : btl_free_npc_031,      26008,      26009,      26010,      26011,          0,          0, 
162 : btl_free_npc_032,      26012,      26013,      26014,      26015,          0,          0, 
163 : btl_free_npc_033,      26016,      26017,      26018,      26019,          0,          0, 
164 : btl_free_npc_034,      26020,      26021,      26022,      26023,          0,          0, 
165 : btl_free_npc_035,      26024,      26025,      26026,      26027,          0,          0, 
166 : btl_free_npc_036,      26028,      26029,      26030,      26031,          0,          0, 
167 : btl_free_npc_037,      26032,      26033,      26034,      26035,          0,          0, 
168 : btl_free_npc_038,      26036,      26037,      26038,      26039,          0,          0, 
169 : btl_free_npc_039,      26040,      26041,      26042,      26043,          0,          0, 
170 : btl_free_npc_040,      26044,      26045,      26046,      26047,          0,          0, 
171 : btl_free_npc_041,      26048,      26049,      26050,      26051,          0,          0, 
172 : btl_free_npc_042,      26052,      26053,      26054,      26055,          0,          0, 
173 : btl_free_npc_043,      26056,      26057,      26058,      26059,          0,          0, 
174 : btl_free_npc_044,      26060,      26061,      26062,      26063,          0,          0, 
175 : btl_free_npc_045,      26064,      26065,      26066,      26067,          0,          0, 
176 : btl_free_npc_046,      26068,      26069,      26070,      26071,          0,          0, 
177 : btl_free_npc_047,      26072,      26073,      26074,      26075,          0,          0, 
178 : btl_free_npc_048,      26076,      26077,      26078,      26079,          0,          0, 
179 : btl_free_npc_049,      26080,      26081,      26082,      26083,          0,          0, 
180 : btl_free_npc_050,      26084,      26085,      26086,      26087,          0,          0, 
181 : btl_free_npc_051,      26088,      26089,      26090,      26091,          0,          0, 
182 : btl_free_npc_052,      26092,      26093,      26094,      26095,          0,          0, 
183 : btl_free_npc_053,      26096,      26097,      26098,      26099,          0,          0, 
184 : btl_free_npc_054,      26100,      26101,      26102,      26103,          0,          0, 
185 : btl_free_npc_055,      26104,      26105,      26106,      26107,          0,          0, 
186 : btl_free_npc_056,      26108,      26109,      26110,      26111,          0,          0, 
187 : btl_free_npc_057,      26112,      26113,      26114,      26115,          0,          0, 
188 : btl_free_npc_058,      26116,      26117,      26118,      26119,          0,          0, 
189 : btl_free_npc_059,      26120,      26121,      26122,      26123,          0,          0, 
190 : btl_free_npc_060,      26124,      26125,      26126,      26127,          0,          0, 
191 : btl_free_npc_061,      26128,      26129,      26130,      26131,          0,          0, 
192 : btl_free_npc_062,      26132,      26133,      26134,      26135,          0,          0, 
193 : btl_free_npc_063,      26136,      26137,      26138,      26139,          0,          0, 
194 : btl_free_npc_064,      26140,      26141,      26142,      26143,          0,          0, 
195 : btl_free_npc_065,      26144,      26145,      26146,      26147,          0,          0, 
196 : btl_free_npc_066,      26148,      26149,      26150,      26151,          0,          0, 
197 : btl_free_npc_067,      26152,      26153,      26154,      26155,          0,          0, 
198 : btl_free_npc_068,      26156,      26157,      26158,      26159,          0,          0, 
199 : btl_free_npc_069,      26160,      26161,      26162,      26163,          0,          0, 
200 : btl_free_npc_070,      26164,      26165,      26166,      26167,          0,          0, 
201 : btl_free_npc_071,      26168,      26169,      26170,      26171,          0,          0, 
202 : btl_free_npc_072,      26172,      26173,      26174,      26175,          0,          0, 
203 : btl_free_npc_073,      26176,      26177,      26178,      26179,          0,          0, 
204 : btl_free_npc_074,      26180,      26181,      26182,      26183,          0,          0, 
205 : btl_free_npc_075,      26184,      26185,      26186,      26187,          0,          0, 
206 : btl_free_npc_076,      26188,      26189,      26190,      26191,          0,          0, 
207 : btl_free_npc_077,      26192,      26193,      26194,      26195,          0,          0, 
208 : btl_free_npc_078,      26196,      26197,      26198,      26199,          0,          0, 
209 : btl_free_npc_079,      26200,      26201,      26202,      26203,          0,          0, 
210 : btl_free_npc_080,      26204,      26205,      26206,      26207,          0,          0, 
211 : btl_free_npc_081,      26208,      26209,      26210,      26211,          0,          0, 
212 : btl_free_npc_082,      26212,      26213,      26214,      26215,          0,          0, 
213 : btl_free_npc_083,      26216,      26217,      26218,      26219,          0,          0, 
214 : btl_free_npc_084,      26220,      26221,      26222,      26223,          0,          0, 
215 : btl_free_npc_085,      26224,      26225,      26226,      26227,          0,          0, 
216 : btl_free_npc_086,      26228,      26229,      26230,      26231,          0,          0, 
217 : btl_free_npc_087,      26232,      26233,      26234,      26235,          0,          0, 
218 : btl_free_npc_088,      26236,      26237,      26238,      26239,          0,          0, 
219 : btl_free_npc_089,      26240,      26241,      26242,      26243,          0,          0, 
220 : btl_free_npc_090,      26244,      26245,      26246,      26247,          0,          0, 
221 : btl_free_npc_091,      26248,      26249,      26250,      26251,          0,          0, 
222 : btl_free_npc_092,      26252,      26253,      26254,      26255,          0,          0, 
223 : btl_free_npc_093,      26256,      26257,      26258,      26259,          0,          0, 
224 : btl_free_npc_094,      26260,      26261,      26262,      26263,          0,          0, 
225 : btl_free_npc_095,      26264,      26265,      26266,      26267,          0,          0, 
226 : btl_free_npc_096,      26268,      26269,      26270,      26271,          0,          0, 
227 : btl_free_npc_097,      26272,      26273,      26274,      26275,          0,          0, 
228 : btl_free_npc_098,      26276,      26277,      26278,      26279,          0,          0, 
229 : btl_free_npc_099,      26280,      26281,      26282,      26283,          0,          0, 
230 : btl_free_npc,      26284,      26285,      26286,      26287,          0,          0, 
231 : btl_free_npc,      26288,      26289,      26290,      26291,          0,          0, 
232 : btl_free_npc,      26292,      26293,      26294,      26295,          0,          0, 
233 : btl_free_npc,      26296,      26297,      26298,      26299,          0,          0, 
234 : btl_free_npc,      26300,      26301,      26302,      26303,          0,          0, 
235 : btl_free_npc,      26304,      26305,      26306,      26307,          0,          0, 
236 : btl_free_npc,      26308,      26309,      26310,      26311,          0,          0, 
237 : btl_free_npc,      26312,      26313,      26314,      26315,          0,          0, 
238 : btl_free_npc,      26316,      26317,      26318,      26319,          0,          0, 
239 : btl_free_npc,      26320,      26321,      26322,      26323,          0,          0, 
240 : btl_free_npc,      26324,      26325,      26326,      26327,          0,          0, 
241 : btl_free_npc,      26328,      26329,      26330,      26331,          0,          0, 
242 : btl_free_npc,      26332,      26333,      26334,      26335,          0,          0, 
243 : btl_free_npc,      26336,      26337,      26338,      26339,          0,          0, 
244 : btl_free_npc,      26340,      26341,      26342,      26343,          0,          0, 
245 : btl_free_npc,      26344,      26345,      26346,      26347,          0,          0, 
246 : btl_free_npc,      26348,      26349,      26350,      26351,          0,          0, 
247 : btl_free_npc,      26352,      26353,      26354,      26355,          0,          0, 
248 : btl_free_npc,      26356,      26357,      26358,      26359,          0,          0, 
249 : btl_free_npc,      26360,      26361,      26362,      26363,          0,          0, 
250 : btl_free_npc,      26364,      26365,      26366,      26367,          0,          0, 
251 : btl_free_npc,      26368,      26369,      26370,      26371,          0,          0, 
252 : btl_free_npc,      26372,      26373,      26374,      26375,          0,          0, 
253 : btl_free_npc,      26376,      26377,      26378,      26379,          0,          0, 
254 : btl_free_npc,      26380,      26381,      26382,      26383,          0,          0, 
255 : btl_free_npc,      26384,      26385,      26386,      26387,          0,          0, 
256 : btl_free_npc,      26388,      26389,      26390,      26391,          0,          0, 
257 : btl_free_npc,      26392,      26393,      26394,      26395,          0,          0, 
258 : btl_free_npc,      26396,      26397,      26398,      26399,          0,          0, 
259 : btl_free_npc,      26400,      26401,      26402,      26403,          0,          0, 
260 : btl_free_npc,      26404,      26405,      26406,      26407,          0,          0, 
261 : btl_free_npc,      26408,      26409,      26410,      26411,          0,          0, 
262 : btl_free_npc,      26412,      26413,      26414,      26415,          0,          0, 
263 : btl_free_npc,      26416,      26417,      26418,      26419,          0,          0, 
264 : btl_free_npc,      26420,      26421,      26422,      26423,          0,          0, 
265 : btl_free_npc,      26424,      26425,      26426,      26427,          0,          0, 
266 : btl_free_npc,      26428,      26429,      26430,      26431,          0,          0, 
267 : btl_free_npc,      26432,      26433,      26434,      26435,          0,          0, 
268 : btl_free_npc,      26436,      26437,      26438,      26439,          0,          0, 
269 : btl_free_npc,      26440,      26441,      26442,      26443,          0,          0, 
270 : btl_free_npc,      26444,      26445,      26446,      26447,          0,          0, 
271 : btl_free_npc,      26448,      26449,      26450,      26451,          0,          0, 
272 : btl_free_npc,      26452,      26453,      26454,      26455,          0,          0, 
273 : btl_free_npc,      26456,      26457,      26458,      26459,          0,          0, 
274 : btl_free_npc,      26460,      26461,      26462,      26463,          0,          0, 
275 : btl_free_npc,      26464,      26465,      26466,      26467,          0,          0, 
276 : btl_free_npc,      26468,      26469,      26470,      26471,          0,          0, 
277 : btl_free_npc,      26472,      26473,      26474,      26475,          0,          0, 
278 : btl_free_npc,      26476,      26477,      26478,      26479,          0,          0, 
279 : btl_free_npc,      26480,      26481,      26482,      26483,          0,          0, 
280 : btl_free_npc,      26484,      26485,      26486,      26487,          0,          0, 
281 : btl_free_npc,      26488,      26489,      26490,      26491,          0,          0, 
282 : btl_free_npc,      26492,      26493,      26494,      26495,          0,          0, 
283 : btl_free_npc,      26496,      26497,      26498,      26499,          0,          0, 
284 : btl_free_npc,      26500,      26501,      26502,      26503,          0,          0, 
285 : btl_free_npc,      26504,      26505,      26506,      26507,          0,          0, 
286 : btl_free_npc,      26508,      26509,      26510,      26511,          0,          0, 
287 : btl_free_npc,      26512,      26513,      26514,      26515,          0,          0, 
288 : btl_free_npc,      26516,      26517,      26518,      26519,          0,          0, 
289 : btl_free_npc,      26520,      26521,      26522,      26523,          0,          0, 
290 : btl_free_npc,      26524,      26525,      26526,      26527,          0,          0, 
291 : btl_free_npc,      26528,      26529,      26530,      26531,          0,          0, 
292 : btl_free_npc,      26532,      26533,      26534,      26535,          0,          0, 
293 : btl_free_npc,      26536,      26537,      26538,      26539,          0,          0, 
294 : btl_free_npc,      26540,      26541,      26542,      26543,          0,          0, 
295 : btl_free_npc,      26544,      26545,      26546,      26547,          0,          0, 
296 : btl_free_npc,      26548,      26549,      26550,      26551,          0,          0, 
297 : btl_free_npc,      26552,      26553,      26554,      26555,          0,          0, 
298 : btl_free_npc,      26556,      26557,      26558,      26559,          0,          0, 
299 : btl_free_npc,      26560,      26561,      26562,      26563,          0,          0, 
300 : btl_free_npc,      26564,      26565,      26566,      26567,          0,          0, 
301 : btl_free_npc,      26568,      26569,      26570,      26571,          0,          0, 
302 : btl_free_npc,      26572,      26573,      26574,      26575,          0,          0, 
303 : btl_free_npc,      26576,      26577,      26578,      26579,          0,          0, 
304 : btl_free_npc,      26580,      26581,      26582,      26583,          0,          0, 
305 : btl_free_npc,      26584,      26585,      26586,      26587,          0,          0, 
306 : btl_free_npc,      26588,      26589,      26590,      26591,          0,          0, 
307 : btl_free_npc,      26592,      26593,      26594,      26595,          0,          0, 
308 : btl_free_npc,      26596,      26597,      26598,      26599,          0,          0, 
309 : btl_free_npc,      26600,      26601,      26602,      26603,          0,          0, 
310 : btl_free_npc,      26604,      26605,      26606,      26607,          0,          0, 
311 : btl_free_npc,      26608,      26609,      26610,      26611,          0,          0, 
312 : btl_free_npc,      26612,      26613,      26614,      26615,          0,          0, 
313 : btl_free_npc,      26616,      26617,      26618,      26619,          0,          0, 
314 : btl_free_npc,      26620,      26621,      26622,      26623,          0,          0, 
315 : btl_free_npc,      26624,      26625,      26626,      26627,          0,          0, 
316 : btl_free_npc,      26628,      26629,      26630,      26631,          0,          0, 
317 : btl_free_npc,      26632,      26633,      26634,      26635,          0,          0, 
318 : btl_free_npc,      26636,      26637,      26638,      26639,          0,          0, 
319 : btl_free_npc,      26640,      26641,      26642,      26643,          0,          0, 
320 : btl_free_npc,      26644,      26645,      26646,      26647,          0,          0, 
321 : btl_free_npc,      26648,      26649,      26650,      26651,          0,          0, 
322 : btl_free_npc,      26652,      26653,      26654,      26655,          0,          0, 
323 : btl_free_npc,      26656,      26657,      26658,      26659,          0,          0, 
324 : btl_free_npc,      26660,      26661,      26662,      26663,          0,          0, 
325 : btl_free_npc,      26664,      26665,      26666,      26667,          0,          0, 
326 : btl_free_npc,      26668,      26669,      26670,      26671,          0,          0, 
327 : btl_free_npc,      26672,      26673,      26674,      26675,          0,          0, 
328 : btl_free_npc,      26676,      26677,      26678,      26679,          0,          0, 
329 : btl_free_npc,      26680,      26681,      26682,      26683,          0,          0, 
330 : btl_free_npc,      26684,      26685,      26686,      26687,          0,          0, 
331 : btl_free_npc,      26688,      26689,      26690,      26691,          0,          0, 
332 : btl_free_npc,      26692,      26693,      26694,      26695,          0,          0, 
333 : btl_free_npc,      26696,      26697,      26698,      26699,          0,          0, 
334 : btl_free_npc,      26700,      26701,      26702,      26703,          0,          0, 
335 : btl_free_npc,      26704,      26705,      26706,      26707,          0,          0, 
336 : btl_free_npc,      26708,      26709,      26710,      26711,          0,          0, 
337 : btl_free_npc,      26712,      26713,      26714,      26715,          0,          0, 
338 : btl_free_npc,      26716,      26717,      26718,      26719,          0,          0, 
339 : btl_free_npc,      26720,      26721,      26722,      26723,          0,          0, 
340 : btl_free_npc,      26724,      26725,      26726,      26727,          0,          0, 
341 : btl_free_npc,      26728,      26729,      26730,      26731,          0,          0, 
342 : btl_free_npc,      26732,      26733,      26734,      26735,          0,          0, 
343 : btl_free_npc,      26736,      26737,      26738,      26739,          0,          0, 
344 : btl_free_npc,      26740,      26741,      26742,      26743,          0,          0, 
345 : btl_free_npc,      26744,      26745,      26746,      26747,          0,          0, 
346 : btl_free_npc,      26748,      26749,      26750,      26751,          0,          0, 
347 : btl_free_npc,      26752,      26753,      26754,      26755,          0,          0, 
348 : btl_free_npc,      26756,      26757,      26758,      26759,          0,          0, 
349 : btl_free_npc,      26760,      26761,      26762,      26763,          0,          0, 
350 : btl_free_npc,      26764,      26765,      26766,      26767,          0,          0, 
351 : btl_free_npc,      26768,      26769,      26770,      26771,          0,          0, 
352 : btl_free_npc,      26772,      26773,      26774,      26775,          0,          0, 
353 : btl_free_npc,      26776,      26777,      26778,      26779,          0,          0, 
354 : btl_free_npc,      26780,      26781,      26782,      26783,          0,          0, 
355 : btl_free_npc,      26784,      26785,      26786,      26787,          0,          0, 
356 : btl_free_npc,      26788,      26789,      26790,      26791,          0,          0, 
357 : btl_free_npc,      26792,      26793,      26794,      26795,          0,          0, 
358 : btl_free_npc,      26796,      26797,      26798,      26799,          0,          0, 
359 : btl_free_npc,      26800,      26801,      26802,      26803,          0,          0, 
360 : btl_free_npc,      26804,      26805,      26806,      26807,          0,          0, 
361 : btl_free_npc,      26808,      26809,      26810,      26811,          0,          0, 
362 : btl_free_npc,      26812,      26813,      26814,      26815,          0,          0, 
363 : btl_free_npc,      26816,      26817,      26818,      26819,          0,          0, 
364 : btl_free_npc,      26820,      26821,      26822,      26823,          0,          0, 
365 : btl_free_npc,      26824,      26825,      26826,      26827,          0,          0, 
366 : btl_free_npc,      26828,      26829,      26830,      26831,          0,          0, 
367 : btl_free_npc,      26832,      26833,      26834,      26835,          0,          0, 
368 : btl_free_npc,      26836,      26837,      26838,      26839,          0,          0, 
369 : btl_free_npc,      26840,      26841,      26842,      26843,          0,          0, 
370 : btl_free_npc,      26844,      26845,      26846,      26847,          0,          0, 
371 : btl_free_npc,      26848,      26849,      26850,      26851,          0,          0, 
372 : btl_free_npc,      26852,      26853,      26854,      26855,          0,          0, 
373 : btl_free_npc,      26856,      26857,      26858,      26859,          0,          0, 
374 : btl_free_npc,      26860,      26861,      26862,      26863,          0,          0, 
375 : btl_free_npc,      26864,      26865,      26866,      26867,          0,          0, 
376 : btl_free_npc,      26868,      26869,      26870,      26871,          0,          0, 
377 : btl_free_npc,      26872,      26873,      26874,      26875,          0,          0, 
378 : btl_free_npc,      26876,      26877,      26878,      26879,          0,          0, 
379 : btl_free_npc,      26880,      26881,      26882,      26883,          0,          0, 
380 : btl_free_npc,      26884,      26885,      26886,      26887,          0,          0, 
381 : btl_free_npc,      26888,      26889,      26890,      26891,          0,          0, 
382 : btl_free_npc,      26892,      26893,      26894,      26895,          0,          0, 
383 : btl_free_npc,      26896,      26897,      26898,      26899,          0,          0, 
384 : btl_free_npc,      26900,      26901,      26902,      26903,          0,          0, 
