           km_, km_StrNo_text, km_StrNo_text_s, km_StrNo_text_k1, km_StrNo_text_k2, km_window_type, km_font_type, 
201 : recipe_blueprint_064,      40368,      40369,      40370,      40371,          0,          0, 
202 : gem_nucleus_001,      40372,      40373,      40374,      40375,          0,          0, 
203 : gem_nucleus_002,      40376,      40377,      40378,      40379,          0,          0, 
204 : gem_nucleus_003,      40380,      40381,      40382,      40383,          0,          0, 
205 : gem_nucleus_004,      40384,      40385,      40386,      40387,          0,          0, 
206 : gem_nucleus_005,      40388,      40389,      40390,      40391,          0,          0, 
207 : gem_nucleus_006,      40392,      40393,      40394,      40395,          0,          0, 
208 : gem_nucleus_007,      40396,      40397,      40398,      40399,          0,          0, 
209 : gem_nucleus_008,      40400,      40401,      40402,      40403,          0,          0, 
210 : gem_nucleus_009,      40404,      40405,      40406,      40407,          0,          0, 
211 : gem_nucleus_010,      40408,      40409,      40410,      40411,          0,          0, 
212 : gem_nucleus_011,      40412,      40413,      40414,      40415,          0,          0, 
213 : gem_nucleus_012,      40416,      40417,      40418,      40419,          0,          0, 
214 : gem_nucleus_013,      40420,      40421,      40422,      40423,          0,          0, 
215 : gem_nucleus_014,      40424,      40425,      40426,      40427,          0,          0, 
216 : gem_nucleus_015,      40428,      40429,      40430,      40431,          0,          0, 
217 : gem_nucleus_016,      40432,      40433,      40434,      40435,          0,          0, 
218 : gem_nucleus_017,      40436,      40437,      40438,      40439,          0,          0, 
219 : gem_nucleus_018,      40440,      40441,      40442,      40443,          0,          0, 
220 : gem_nucleus_019,      40444,      40445,      40446,      40447,          0,          0, 
221 : gem_nucleus_020,      40448,      40449,      40450,      40451,          0,          0, 
222 : gem_nucleus_021,      40452,      40453,      40454,      40455,          0,          0, 
223 : gem_nucleus_022,      40456,      40457,      40458,      40459,          0,          0, 
224 : gem_rude_001,      40460,      40461,      40462,      40463,          0,          0, 
225 : gem_rude_002,      40464,      40465,      40466,      40467,          0,          0, 
226 : gem_rude_003,      40468,      40469,      40470,      40471,          0,          0, 
227 : gem_rude_004,      40472,      40473,      40474,      40475,          0,          0, 
228 : gem_rude_005,      40476,      40477,      40478,      40479,          0,          0, 
229 : gem_rude_006,      40480,      40481,      40482,      40483,          0,          0, 
230 : gem_rude_007,      40484,      40485,      40486,      40487,          0,          0, 
231 : gem_rude_008,      40488,      40489,      40490,      40491,          0,          0, 
232 : gem_rude_009,      40492,      40493,      40494,      40495,          0,          0, 
233 : gem_rude_010,      40496,      40497,      40498,      40499,          0,          0, 
234 : gem_rude_011,      40500,      40501,      40502,      40503,          0,          0, 
235 : gem_rude_012,      40504,      40505,      40506,      40507,          0,          0, 
236 : gem_rude_013,      40508,      40509,      40510,      40511,          0,          0, 
237 : gem_rude_014,      40512,      40513,      40514,      40515,          0,          0, 
238 : gem_rude_015,      40516,      40517,      40518,      40519,          0,          0, 
239 : gem_rude_016,      40520,      40521,      40522,      40523,          0,          0, 
240 : gem_rude_017,      40524,      40525,      40526,      40527,          0,          0, 
241 : gem_rude_018,      40528,      40529,      40530,      40531,          0,          0, 
242 : gem_rude_019,      40532,      40533,      40534,      40535,          0,          0, 
243 : gem_rude_020,      40536,      40537,      40538,      40539,          0,          0, 
244 : gem_rude_021,      40540,      40541,      40542,      40543,          0,          0, 
245 : gem_rude_022,      40544,      40545,      40546,      40547,          0,          0, 
246 : gem_jewel_001,      40548,      40549,      40550,      40551,          0,          0, 
247 : gem_jewel_002,      40552,      40553,      40554,      40555,          0,          0, 
248 : gem_jewel_003,      40556,      40557,      40558,      40559,          0,          0, 
249 : gem_jewel_004,      40560,      40561,      40562,      40563,          0,          0, 
250 : gem_jewel_005,      40564,      40565,      40566,      40567,          0,          0, 
251 : gem_jewel_006,      40568,      40569,      40570,      40571,          0,          0, 
252 : gem_jewel_007,      40572,      40573,      40574,      40575,          0,          0, 
253 : gem_jewel_008,      40576,      40577,      40578,      40579,          0,          0, 
254 : gem_jewel_009,      40580,      40581,      40582,      40583,          0,          0, 
255 : gem_jewel_010,      40584,      40585,      40586,      40587,          0,          0, 
256 : gem_jewel_011,      40588,      40589,      40590,      40591,          0,          0, 
257 : gem_jewel_012,      40592,      40593,      40594,      40595,          0,          0, 
258 : gem_jewel_013,      40596,      40597,      40598,      40599,          0,          0, 
259 : gem_jewel_014,      40600,      40601,      40602,      40603,          0,          0, 
260 : gem_jewel_015,      40604,      40605,      40606,      40607,          0,          0, 
261 : gem_jewel_016,      40608,      40609,      40610,      40611,          0,          0, 
262 : gem_jewel_017,      40612,      40613,      40614,      40615,          0,          0, 
263 : gem_jewel_018,      40616,      40617,      40618,      40619,          0,          0, 
264 : gem_jewel_019,      40620,      40621,      40622,      40623,          0,          0, 
265 : gem_jewel_020,      40624,      40625,      40626,      40627,          0,          0, 
266 : gem_jewel_021,      40628,      40629,      40630,      40631,          0,          0, 
267 : gem_jewel_022,      40632,      40633,      40634,      40635,          0,          0, 
268 : ores_normal_001,      40636,      40637,      40638,      40639,          0,          0, 
269 : ores_normal_002,      40640,      40641,      40642,      40643,          0,          0, 
270 : ores_normal_003,      40644,      40645,      40646,      40647,          0,          0, 
271 : ores_normal_004,      40648,      40649,      40650,      40651,          0,          0, 
272 : ores_normal_005,      40652,      40653,      40654,      40655,          0,          0, 
273 : ores_normal_006,      40656,      40657,      40658,      40659,          0,          0, 
274 : ores_normal_007,      40660,      40661,      40662,      40663,          0,          0, 
275 : ores_normal_008,      40664,      40665,      40666,      40667,          0,          0, 
276 : ores_rare_001,      40668,      40669,      40670,      40671,          0,          0, 
277 : ores_rare_002,      40672,      40673,      40674,      40675,          0,          0, 
278 : ores_rare_003,      40676,      40677,      40678,      40679,          0,          0, 
279 : ores_rare_004,      40680,      40681,      40682,      40683,          0,          0, 
280 : ores_rare_005,      40684,      40685,      40686,      40687,          0,          0, 
281 : ores_rare_006,      40688,      40689,      40690,      40691,          0,          0, 
282 : ores_rare_007,      40692,      40693,      40694,      40695,          0,          0, 
283 : ores_rare_008,      40696,      40697,      40698,      40699,          0,          0, 
284 : ores_uniq_001,      40700,      40701,      40702,      40703,          0,          0, 
285 : ores_uniq_002,      40704,      40705,      40706,      40707,          0,          0, 
286 : ores_uniq_003,      40708,      40709,      40710,      40711,          0,          0, 
287 : ores_uniq_004,      40712,      40713,      40714,      40715,          0,          0, 
288 : ores_uniq_005,      40716,      40717,      40718,      40719,          0,          0, 
289 : ores_uniq_006,      40720,      40721,      40722,      40723,          0,          0, 
290 : ores_uniq_007,      40724,      40725,      40726,      40727,          0,          0, 
291 : ores_crystal_001,      40728,      40729,      40730,      40731,          0,          0, 
292 : ores_crystal_002,      40732,      40733,      40734,      40735,          0,          0, 
293 : ores_crystal_003,      40736,      40737,      40738,      40739,          0,          0, 
294 : ores_crystal_004,      40740,      40741,      40742,      40743,          0,          0, 
295 : ores_crystal_005,      40744,      40745,      40746,      40747,          0,          0, 
296 : metal_normal_001,      40748,      40749,      40750,      40751,          0,          0, 
297 : metal_normal_002,      40752,      40753,      40754,      40755,          0,          0, 
298 : metal_normal_003,      40756,      40757,      40758,      40759,          0,          0, 
299 : metal_normal_004,      40760,      40761,      40762,      40763,          0,          0, 
300 : metal_normal_005,      40764,      40765,      40766,      40767,          0,          0, 
301 : metal_normal_006,      40768,      40769,      40770,      40771,          0,          0, 
302 : metal_normal_007,      40772,      40773,      40774,      40775,          0,          0, 
303 : metal_normal_008,      40776,      40777,      40778,      40779,          0,          0, 
304 : metal_rare_004,      40780,      40781,      40782,      40783,          0,          0, 
305 : metal_rare_005,      40784,      40785,      40786,      40787,          0,          0, 
306 : metal_rare_006,      40788,      40789,      40790,      40791,          0,          0, 
307 : metal_rare_007,      40792,      40793,      40794,      40795,          0,          0, 
308 : metal_rare_008,      40796,      40797,      40798,      40799,          0,          0, 
309 : molder_eq_normal_001,      40800,      40801,      40802,      40803,          0,          0, 
310 : molder_eq_normal_002,      40804,      40805,      40806,      40807,          0,          0, 
311 : molder_eq_normal_003,      40808,      40809,      40810,      40811,          0,          0, 
312 : molder_eq_normal_004,      40812,      40813,      40814,      40815,          0,          0, 
313 : molder_eq_normal_005,      40816,      40817,      40818,      40819,          0,          0, 
314 : molder_eq_normal_006,      40820,      40821,      40822,      40823,          0,          0, 
315 : molder_eq_normal_007,      40824,      40825,      40826,      40827,          0,          0, 
316 : molder_eq_normal_008,      40828,      40829,      40830,      40831,          0,          0, 
317 : molder_eq_normal_009,      40832,      40833,      40834,      40835,          0,          0, 
318 : molder_eq_normal_010,      40836,      40837,      40838,      40839,          0,          0, 
319 : molder_eq_normal_011,      40840,      40841,      40842,      40843,          0,          0, 
320 : molder_eq_normal_012,      40844,      40845,      40846,      40847,          0,          0, 
321 : molder_eq_normal_013,      40848,      40849,      40850,      40851,          0,          0, 
322 : molder_eq_normal_014,      40852,      40853,      40854,      40855,          0,          0, 
323 : molder_eq_rare_001,      40856,      40857,      40858,      40859,          0,          0, 
324 : molder_eq_rare_002,      40860,      40861,      40862,      40863,          0,          0, 
325 : molder_eq_rare_003,      40864,      40865,      40866,      40867,          0,          0, 
326 : molder_eq_rare_004,      40868,      40869,      40870,      40871,          0,          0, 
327 : molder_eq_rare_005,      40872,      40873,      40874,      40875,          0,          0, 
328 : molder_eq_rare_006,      40876,      40877,      40878,      40879,          0,          0, 
329 : molder_eq_rare_007,      40880,      40881,      40882,      40883,          0,          0, 
330 : molder_eq_rare_008,      40884,      40885,      40886,      40887,          0,          0, 
331 : molder_eq_rare_009,      40888,      40889,      40890,      40891,          0,          0, 
332 : molder_eq_rare_010,      40892,      40893,      40894,      40895,          0,          0, 
333 : molder_eq_rare_011,      40896,      40897,      40898,      40899,          0,          0, 
334 : molder_eq_rare_012,      40900,      40901,      40902,      40903,          0,          0, 
335 : molder_eq_rare_013,      40904,      40905,      40906,      40907,          0,          0, 
336 : molder_eq_rare_014,      40908,      40909,      40910,      40911,          0,          0, 
337 : salvage_crock_002,      40912,      40913,      40914,      40915,          0,          0, 
338 : salvage_crock_003,      40916,      40917,      40918,      40919,          0,          0, 
339 : salvage_crock_004,      40920,      40921,      40922,      40923,          0,          0, 
340 : salvage_crock_005,      40924,      40925,      40926,      40927,          0,          0, 
341 : salvage_crock_006,      40928,      40929,      40930,      40931,          0,          0, 
342 : salvage_crock_008,      40932,      40933,      40934,      40935,          0,          0, 
343 : salvage_book_003,      40936,      40937,      40938,      40939,          0,          0, 
344 : salvage_book_005,      40940,      40941,      40942,      40943,          0,          0, 
345 : salvage_book_007,      40944,      40945,      40946,      40947,          0,          0, 
346 : salvage_book_008,      40948,      40949,      40950,      40951,          0,          0, 
347 : salvage_dish_002,      40952,      40953,      40954,      40955,          0,          0, 
348 : salvage_dish_005,      40956,      40957,      40958,      40959,          0,          0, 
349 : salvage_dish_006,      40960,      40961,      40962,      40963,          0,          0, 
350 : salvage_dish_008,      40964,      40965,      40966,      40967,          0,          0, 
351 : salvage_coin_001,      40968,      40969,      40970,      40971,          0,          0, 
352 : salvage_coin_003,      40972,      40973,      40974,      40975,          0,          0, 
353 : salvage_coin_004,      40976,      40977,      40978,      40979,          0,          0, 
354 : salvage_coin_006,      40980,      40981,      40982,      40983,          0,          0, 
355 : salvage_coin_007,      40984,      40985,      40986,      40987,          0,          0, 
356 : salvage_coin_008,      40988,      40989,      40990,      40991,          0,          0, 
357 : plant_root_002,      40992,      40993,      40994,      40995,          0,          0, 
358 : plant_root_005,      40996,      40997,      40998,      40999,          0,          0, 
359 : plant_root_007,      41000,      41001,      41002,      41003,          0,          0, 
360 : plant_grass_001,      41004,      41005,      41006,      41007,          0,          0, 
361 : plant_grass_004,      41008,      41009,      41010,      41011,          0,          0, 
362 : plant_grass_006,      41012,      41013,      41014,      41015,          0,          0, 
363 : plant_string_001,      41016,      41017,      41018,      41019,          0,          0, 
364 : plant_string_003,      41020,      41021,      41022,      41023,          0,          0, 
365 : plant_string_005,      41024,      41025,      41026,      41027,          0,          0, 
366 : plant_string_008,      41028,      41029,      41030,      41031,          0,          0, 
367 : plant_fruit_002,      41032,      41033,      41034,      41035,          0,          0, 
368 : plant_fruit_004,      41036,      41037,      41038,      41039,          0,          0, 
369 : plant_fruit_007,      41040,      41041,      41042,      41043,          0,          0, 
370 : plant_bloom_003,      41044,      41045,      41046,      41047,          0,          0, 
371 : plant_bloom_005,      41048,      41049,      41050,      41051,          0,          0, 
372 : plant_bloom_007,      41052,      41053,      41054,      41055,          0,          0, 
373 : plant_wood_001,      41056,      41057,      41058,      41059,          0,          0, 
374 : plant_wood_003,      41060,      41061,      41062,      41063,          0,          0, 
375 : plant_wood_004,      41064,      41065,      41066,      41067,          0,          0, 
376 : plant_wood_006,      41068,      41069,      41070,      41071,          0,          0, 
