           km_, km_StrNo_text, km_StrNo_text_s, km_StrNo_text_k1, km_StrNo_text_k2, km_window_type, km_font_type, 
36 : freefight_type_L_003,      18540,      18541,      18542,      18543,          0,          0, 
37 : freefight_type_M_001,      18544,      18545,      18546,      18547,          0,          0, 
38 : freefight_type_M_002,      18548,      18549,      18550,      18551,          0,          0, 
39 : freefight_type_M_003,      18552,      18553,      18554,      18555,          0,          0, 
40 : freefight_type_O_001,      18556,      18557,      18558,      18559,          0,          0, 
41 : freefight_type_O_002,      18560,      18561,      18562,      18563,          0,          0, 
42 : freefight_type_O_003,      18564,      18565,      18566,      18567,          0,          0, 
43 : freefight_type_QUEST1_001,      18568,      18569,      18570,      18571,          0,          0, 
44 : freefight_type_QUEST1_002,      18572,      18573,      18574,      18575,          0,          0, 
45 : freefight_type_QUEST1_003,      18576,      18577,      18578,      18579,          0,          0, 
46 : freefight_type_QUEST2_001,      18580,      18581,      18582,      18583,          0,          0, 
47 : freefight_type_QUEST2_002,      18584,      18585,      18586,      18587,          0,          0, 
48 : freefight_type_QUEST2_003,      18588,      18589,      18590,      18591,          0,          0, 
49 : butsu_attack_type_A_001,      18592,      18593,      18594,      18595,          0,          0, 
50 : butsu_attack_type_A_002,      18596,      18597,      18598,      18599,          0,          0, 
51 : butsu_attack_type_A_003,      18600,      18601,      18602,      18603,          0,          0, 
52 : butsu_attack_type_B_001,      18604,      18605,      18606,      18607,          0,          0, 
53 : butsu_attack_type_B_002,      18608,      18609,      18610,      18611,          0,          0, 
54 : butsu_attack_type_B_003,      18612,      18613,      18614,      18615,          0,          0, 
55 : butsu_attack_type_C_001,      18616,      18617,      18618,      18619,          0,          0, 
56 : butsu_attack_type_C_002,      18620,      18621,      18622,      18623,          0,          0, 
57 : butsu_attack_type_C_003,      18624,      18625,      18626,      18627,          0,          0, 
58 : butsu_attack_type_D_001,      18628,      18629,      18630,      18631,          0,          0, 
59 : butsu_attack_type_D_002,      18632,      18633,      18634,      18635,          0,          0, 
60 : butsu_attack_type_D_003,      18636,      18637,      18638,      18639,          0,          0, 
61 : butsu_attack_type_E_001,      18640,      18641,      18642,      18643,          0,          0, 
62 : butsu_attack_type_E_002,      18644,      18645,      18646,      18647,          0,          0, 
63 : butsu_attack_type_E_003,      18648,      18649,      18650,      18651,          0,          0, 
64 : butsu_attack_type_F_001,      18652,      18653,      18654,      18655,          0,          0, 
65 : butsu_attack_type_F_002,      18656,      18657,      18658,      18659,          0,          0, 
66 : butsu_attack_type_F_003,      18660,      18661,      18662,      18663,          0,          0, 
67 : butsu_attack_type_G_001,      18664,      18665,      18666,      18667,          0,          0, 
68 : butsu_attack_type_G_002,      18668,      18669,      18670,      18671,          0,          0, 
69 : butsu_attack_type_G_003,      18672,      18673,      18674,      18675,          0,          0, 
70 : butsu_attack_type_H_001,      18676,      18677,      18678,      18679,          0,          0, 
71 : butsu_attack_type_H_002,      18680,      18681,      18682,      18683,          0,          0, 
72 : butsu_attack_type_H_003,      18684,      18685,      18686,      18687,          0,          0, 
73 : butsu_attack_type_I_001,      18688,      18689,      18690,      18691,          0,          0, 
74 : butsu_attack_type_I_002,      18692,      18693,      18694,      18695,          0,          0, 
75 : butsu_attack_type_I_003,      18696,      18697,      18698,      18699,          0,          0, 
76 : butsu_attack_type_J_001,      18700,      18701,      18702,      18703,          0,          0, 
77 : butsu_attack_type_J_002,      18704,      18705,      18706,      18707,          0,          0, 
78 : butsu_attack_type_J_003,      18708,      18709,      18710,      18711,          0,          0, 
79 : butsu_attack_type_K_001,      18712,      18713,      18714,      18715,          0,          0, 
80 : butsu_attack_type_K_002,      18716,      18717,      18718,      18719,          0,          0, 
81 : butsu_attack_type_K_003,      18720,      18721,      18722,      18723,          0,          0, 
82 : butsu_attack_type_L_001,      18724,      18725,      18726,      18727,          0,          0, 
83 : butsu_attack_type_L_002,      18728,      18729,      18730,      18731,          0,          0, 
84 : butsu_attack_type_L_003,      18732,      18733,      18734,      18735,          0,          0, 
85 : butsu_attack_type_M_001,      18736,      18737,      18738,      18739,          0,          0, 
86 : butsu_attack_type_M_002,      18740,      18741,      18742,      18743,          0,          0, 
87 : butsu_attack_type_M_003,      18744,      18745,      18746,      18747,          0,          0, 
88 : butsu_attack_type_O_001,      18748,      18749,      18750,      18751,          0,          0, 
89 : butsu_attack_type_O_002,      18752,      18753,      18754,      18755,          0,          0, 
90 : butsu_attack_type_O_003,      18756,      18757,      18758,      18759,          0,          0, 
91 : butsu_attack_type_P_001,      18760,      18761,      18762,      18763,          0,          0, 
92 : butsu_attack_type_P_002,      18764,      18765,      18766,      18767,          0,          0, 
93 : butsu_attack_type_P_003,      18768,      18769,      18770,      18771,          0,          0, 
94 : butsu_attack_type_Q_001,      18772,      18773,      18774,      18775,          0,          0, 
95 : butsu_attack_type_Q_002,      18776,      18777,      18778,      18779,          0,          0, 
96 : butsu_attack_type_Q_003,      18780,      18781,      18782,      18783,          0,          0, 
97 : butsu_attack_type_R_001,      18784,      18785,      18786,      18787,          0,          0, 
98 : butsu_attack_type_R_002,      18788,      18789,      18790,      18791,          0,          0, 
99 : butsu_attack_type_R_003,      18792,      18793,      18794,      18795,          0,          0, 
100 : butsu_attack_type_S_001,      18796,      18797,      18798,      18799,          0,          0, 
101 : butsu_attack_type_S_002,      18800,      18801,      18802,      18803,          0,          0, 
102 : butsu_attack_type_S_003,      18804,      18805,      18806,      18807,          0,          0, 
103 : butsu_attack_type_T_001,      18808,      18809,      18810,      18811,          0,          0, 
104 : butsu_attack_type_T_002,      18812,      18813,      18814,      18815,          0,          0, 
105 : butsu_attack_type_T_003,      18816,      18817,      18818,      18819,          0,          0, 
106 : butsu_attack_type_U_001,      18820,      18821,      18822,      18823,          0,          0, 
107 : butsu_attack_type_U_002,      18824,      18825,      18826,      18827,          0,          0, 
108 : butsu_attack_type_U_003,      18828,      18829,      18830,      18831,          0,          0, 
109 : butsu_attack_type_V_001,      18832,      18833,      18834,      18835,          0,          0, 
110 : butsu_attack_type_V_002,      18836,      18837,      18838,      18839,          0,          0, 
111 : butsu_attack_type_V_003,      18840,      18841,      18842,      18843,          0,          0, 
112 : butsu_attack_type_W_001,      18844,      18845,      18846,      18847,          0,          0, 
113 : butsu_attack_type_W_002,      18848,      18849,      18850,      18851,          0,          0, 
114 : butsu_attack_type_W_003,      18852,      18853,      18854,      18855,          0,          0, 
115 : butsu_attack_type_X_001,      18856,      18857,      18858,      18859,          0,          0, 
116 : butsu_attack_type_X_002,      18860,      18861,      18862,      18863,          0,          0, 
117 : butsu_attack_type_X_003,      18864,      18865,      18866,      18867,          0,          0, 
118 : butsu_attack_type_Y_001,      18868,      18869,      18870,      18871,          0,          0, 
119 : butsu_attack_type_Y_002,      18872,      18873,      18874,      18875,          0,          0, 
120 : butsu_attack_type_Y_003,      18876,      18877,      18878,      18879,          0,          0, 
121 : mahou_attack_type_A_001,      18880,      18881,      18882,      18883,          0,          0, 
122 : mahou_attack_type_A_002,      18884,      18885,      18886,      18887,          0,          0, 
123 : mahou_attack_type_A_003,      18888,      18889,      18890,      18891,          0,          0, 
124 : mahou_attack_type_B_001,      18892,      18893,      18894,      18895,          0,          0, 
125 : mahou_attack_type_B_002,      18896,      18897,      18898,      18899,          0,          0, 
126 : mahou_attack_type_B_003,      18900,      18901,      18902,      18903,          0,          0, 
127 : mahou_attack_type_C_001,      18904,      18905,      18906,      18907,          0,          0, 
128 : mahou_attack_type_C_002,      18908,      18909,      18910,      18911,          0,          0, 
129 : mahou_attack_type_C_003,      18912,      18913,      18914,      18915,          0,          0, 
130 : mahou_attack_type_D_001,      18916,      18917,      18918,      18919,          0,          0, 
131 : mahou_attack_type_D_002,      18920,      18921,      18922,      18923,          0,          0, 
132 : mahou_attack_type_D_003,      18924,      18925,      18926,      18927,          0,          0, 
133 : mahou_attack_type_E_001,      18928,      18929,      18930,      18931,          0,          0, 
134 : mahou_attack_type_E_002,      18932,      18933,      18934,      18935,          0,          0, 
135 : mahou_attack_type_E_003,      18936,      18937,      18938,      18939,          0,          0, 
136 : mahou_attack_type_F_001,      18940,      18941,      18942,      18943,          0,          0, 
137 : mahou_attack_type_F_002,      18944,      18945,      18946,      18947,          0,          0, 
138 : mahou_attack_type_F_003,      18948,      18949,      18950,      18951,          0,          0, 
139 : mahou_attack_type_G_001,      18952,      18953,      18954,      18955,          0,          0, 
140 : mahou_attack_type_G_002,      18956,      18957,      18958,      18959,          0,          0, 
141 : mahou_attack_type_G_003,      18960,      18961,      18962,      18963,          0,          0, 
142 : mahou_attack_type_H_001,      18964,      18965,      18966,      18967,          0,          0, 
143 : mahou_attack_type_H_002,      18968,      18969,      18970,      18971,          0,          0, 
144 : mahou_attack_type_H_003,      18972,      18973,      18974,      18975,          0,          0, 
145 : mahou_attack_type_I_001,      18976,      18977,      18978,      18979,          0,          0, 
146 : mahou_attack_type_I_002,      18980,      18981,      18982,      18983,          0,          0, 
147 : mahou_attack_type_I_003,      18984,      18985,      18986,      18987,          0,          0, 
148 : mahou_attack_type_J_001,      18988,      18989,      18990,      18991,          0,          0, 
149 : mahou_attack_type_J_002,      18992,      18993,      18994,      18995,          0,          0, 
150 : mahou_attack_type_J_003,      18996,      18997,      18998,      18999,          0,          0, 
151 : mahou_attack_type_K_001,      19000,      19001,      19002,      19003,          0,          0, 
152 : mahou_attack_type_K_002,      19004,      19005,      19006,      19007,          0,          0, 
153 : mahou_attack_type_K_003,      19008,      19009,      19010,      19011,          0,          0, 
154 : mahou_attack_type_L_001,      19012,      19013,      19014,      19015,          0,          0, 
155 : mahou_attack_type_L_002,      19016,      19017,      19018,      19019,          0,          0, 
156 : mahou_attack_type_L_003,      19020,      19021,      19022,      19023,          0,          0, 
157 : mahou_attack_type_M_001,      19024,      19025,      19026,      19027,          0,          0, 
158 : mahou_attack_type_M_002,      19028,      19029,      19030,      19031,          0,          0, 
159 : mahou_attack_type_M_003,      19032,      19033,      19034,      19035,          0,          0, 
160 : mahou_attack_type_O_001,      19036,      19037,      19038,      19039,          0,          0, 
161 : mahou_attack_type_O_002,      19040,      19041,      19042,      19043,          0,          0, 
162 : mahou_attack_type_O_003,      19044,      19045,      19046,      19047,          0,          0, 
163 : mahou_attack_type_P_001,      19048,      19049,      19050,      19051,          0,          0, 
164 : mahou_attack_type_P_002,      19052,      19053,      19054,      19055,          0,          0, 
165 : mahou_attack_type_P_003,      19056,      19057,      19058,      19059,          0,          0, 
166 : mahou_attack_type_Q_001,      19060,      19061,      19062,      19063,          0,          0, 
167 : mahou_attack_type_Q_002,      19064,      19065,      19066,      19067,          0,          0, 
168 : mahou_attack_type_Q_003,      19068,      19069,      19070,      19071,          0,          0, 
169 : mahou_attack_type_R_001,      19072,      19073,      19074,      19075,          0,          0, 
170 : mahou_attack_type_R_002,      19076,      19077,      19078,      19079,          0,          0, 
171 : mahou_attack_type_R_003,      19080,      19081,      19082,      19083,          0,          0, 
172 : mahou_attack_type_S_001,      19084,      19085,      19086,      19087,          0,          0, 
173 : mahou_attack_type_S_002,      19088,      19089,      19090,      19091,          0,          0, 
174 : mahou_attack_type_S_003,      19092,      19093,      19094,      19095,          0,          0, 
175 : mahou_attack_type_T_001,      19096,      19097,      19098,      19099,          0,          0, 
176 : mahou_attack_type_T_002,      19100,      19101,      19102,      19103,          0,          0, 
177 : mahou_attack_type_T_003,      19104,      19105,      19106,      19107,          0,          0, 
178 : mahou_attack_type_U_001,      19108,      19109,      19110,      19111,          0,          0, 
179 : mahou_attack_type_U_002,      19112,      19113,      19114,      19115,          0,          0, 
180 : mahou_attack_type_U_003,      19116,      19117,      19118,      19119,          0,          0, 
181 : mahou_attack_type_V_001,      19120,      19121,      19122,      19123,          0,          0, 
182 : mahou_attack_type_V_002,      19124,      19125,      19126,      19127,          0,          0, 
183 : mahou_attack_type_V_003,      19128,      19129,      19130,      19131,          0,          0, 
184 : butsu_guard_type_A_001,      19132,      19133,      19134,      19135,          0,          0, 
185 : butsu_guard_type_A_002,      19136,      19137,      19138,      19139,          0,          0, 
186 : butsu_guard_type_A_003,      19140,      19141,      19142,      19143,          0,          0, 
187 : butsu_guard_type_B_001,      19144,      19145,      19146,      19147,          0,          0, 
188 : butsu_guard_type_B_002,      19148,      19149,      19150,      19151,          0,          0, 
189 : butsu_guard_type_B_003,      19152,      19153,      19154,      19155,          0,          0, 
190 : butsu_guard_type_C_001,      19156,      19157,      19158,      19159,          0,          0, 
191 : butsu_guard_type_C_002,      19160,      19161,      19162,      19163,          0,          0, 
192 : butsu_guard_type_C_003,      19164,      19165,      19166,      19167,          0,          0, 
193 : butsu_guard_type_D_001,      19168,      19169,      19170,      19171,          0,          0, 
194 : butsu_guard_type_D_002,      19172,      19173,      19174,      19175,          0,          0, 
195 : butsu_guard_type_D_003,      19176,      19177,      19178,      19179,          0,          0, 
196 : butsu_guard_type_E_001,      19180,      19181,      19182,      19183,          0,          0, 
197 : butsu_guard_type_E_002,      19184,      19185,      19186,      19187,          0,          0, 
198 : butsu_guard_type_E_003,      19188,      19189,      19190,      19191,          0,          0, 
199 : butsu_guard_type_F_001,      19192,      19193,      19194,      19195,          0,          0, 
200 : butsu_guard_type_F_002,      19196,      19197,      19198,      19199,          0,          0, 
201 : butsu_guard_type_F_003,      19200,      19201,      19202,      19203,          0,          0, 
202 : butsu_guard_type_G_001,      19204,      19205,      19206,      19207,          0,          0, 
203 : butsu_guard_type_G_002,      19208,      19209,      19210,      19211,          0,          0, 
204 : butsu_guard_type_G_003,      19212,      19213,      19214,      19215,          0,          0, 
205 : butsu_guard_type_H_001,      19216,      19217,      19218,      19219,          0,          0, 
206 : butsu_guard_type_H_002,      19220,      19221,      19222,      19223,          0,          0, 
207 : butsu_guard_type_H_003,      19224,      19225,      19226,      19227,          0,          0, 
208 : butsu_guard_type_I_001,      19228,      19229,      19230,      19231,          0,          0, 
209 : butsu_guard_type_I_002,      19232,      19233,      19234,      19235,          0,          0, 
210 : butsu_guard_type_I_003,      19236,      19237,      19238,      19239,          0,          0, 
211 : butsu_guard_type_J_001,      19240,      19241,      19242,      19243,          0,          0, 
212 : butsu_guard_type_J_002,      19244,      19245,      19246,      19247,          0,          0, 
213 : butsu_guard_type_J_003,      19248,      19249,      19250,      19251,          0,          0, 
214 : mahou_guard_type_A_001,      19252,      19253,      19254,      19255,          0,          0, 
215 : mahou_guard_type_A_002,      19256,      19257,      19258,      19259,          0,          0, 
216 : mahou_guard_type_A_003,      19260,      19261,      19262,      19263,          0,          0, 
217 : mahou_guard_type_B_001,      19264,      19265,      19266,      19267,          0,          0, 
218 : mahou_guard_type_B_002,      19268,      19269,      19270,      19271,          0,          0, 
219 : mahou_guard_type_B_003,      19272,      19273,      19274,      19275,          0,          0, 
220 : mahou_guard_type_C_001,      19276,      19277,      19278,      19279,          0,          0, 
221 : mahou_guard_type_C_002,      19280,      19281,      19282,      19283,          0,          0, 
222 : mahou_guard_type_C_003,      19284,      19285,      19286,      19287,          0,          0, 
223 : mahou_guard_type_D_001,      19288,      19289,      19290,      19291,          0,          0, 
224 : mahou_guard_type_D_002,      19292,      19293,      19294,      19295,          0,          0, 
225 : mahou_guard_type_D_003,      19296,      19297,      19298,      19299,          0,          0, 
226 : mahou_guard_type_E_001,      19300,      19301,      19302,      19303,          0,          0, 
227 : mahou_guard_type_E_002,      19304,      19305,      19306,      19307,          0,          0, 
228 : mahou_guard_type_E_003,      19308,      19309,      19310,      19311,          0,          0, 
229 : mahou_guard_type_F_001,      19312,      19313,      19314,      19315,          0,          0, 
230 : mahou_guard_type_F_002,      19316,      19317,      19318,      19319,          0,          0, 
231 : mahou_guard_type_F_003,      19320,      19321,      19322,      19323,          0,          0, 
232 : mahou_guard_type_G_001,      19324,      19325,      19326,      19327,          0,          0, 
233 : mahou_guard_type_G_002,      19328,      19329,      19330,      19331,          0,          0, 
234 : mahou_guard_type_G_003,      19332,      19333,      19334,      19335,          0,          0, 
235 : mahou_guard_type_H_001,      19336,      19337,      19338,      19339,          0,          0, 
236 : mahou_guard_type_H_002,      19340,      19341,      19342,      19343,          0,          0, 
237 : mahou_guard_type_H_003,      19344,      19345,      19346,      19347,          0,          0, 
238 : mahou_guard_type_I_001,      19348,      19349,      19350,      19351,          0,          0, 
239 : mahou_guard_type_I_002,      19352,      19353,      19354,      19355,          0,          0, 
240 : mahou_guard_type_I_003,      19356,      19357,      19358,      19359,          0,          0, 
241 : mahou_guard_type_J_001,      19360,      19361,      19362,      19363,          0,          0, 
242 : mahou_guard_type_J_002,      19364,      19365,      19366,      19367,          0,          0, 
243 : mahou_guard_type_J_003,      19368,      19369,      19370,      19371,          0,          0, 
244 : mahou_guard_type_K_001,      19372,      19373,      19374,      19375,          0,          0, 
245 : mahou_guard_type_K_002,      19376,      19377,      19378,      19379,          0,          0, 
246 : mahou_guard_type_K_003,      19380,      19381,      19382,      19383,          0,          0, 
247 : mahou_guard_type_L_001,      19384,      19385,      19386,      19387,          0,          0, 
248 : mahou_guard_type_L_002,      19388,      19389,      19390,      19391,          0,          0, 
249 : mahou_guard_type_L_003,      19392,      19393,      19394,      19395,          0,          0, 
250 : speed_type_A_001,      19396,      19397,      19398,      19399,          0,          0, 
251 : speed_type_A_002,      19400,      19401,      19402,      19403,          0,          0, 
252 : speed_type_A_003,      19404,      19405,      19406,      19407,          0,          0, 
253 : speed_type_B_001,      19408,      19409,      19410,      19411,          0,          0, 
254 : speed_type_B_002,      19412,      19413,      19414,      19415,          0,          0, 
255 : speed_type_B_003,      19416,      19417,      19418,      19419,          0,          0, 
256 : speed_type_C_001,      19420,      19421,      19422,      19423,          0,          0, 
257 : speed_type_C_002,      19424,      19425,      19426,      19427,          0,          0, 
258 : speed_type_C_003,      19428,      19429,      19430,      19431,          0,          0, 
259 : speed_type_D_001,      19432,      19433,      19434,      19435,          0,          0, 
260 : speed_type_D_002,      19436,      19437,      19438,      19439,          0,          0, 
261 : speed_type_D_003,      19440,      19441,      19442,      19443,          0,          0, 
262 : speed_type_E_001,      19444,      19445,      19446,      19447,          0,          0, 
263 : speed_type_E_002,      19448,      19449,      19450,      19451,          0,          0, 
264 : speed_type_E_003,      19452,      19453,      19454,      19455,          0,          0, 
265 : speed_type_F_001,      19456,      19457,      19458,      19459,          0,          0, 
266 : speed_type_F_002,      19460,      19461,      19462,      19463,          0,          0, 
267 : speed_type_F_003,      19464,      19465,      19466,      19467,          0,          0, 
268 : speed_type_G_001,      19468,      19469,      19470,      19471,          0,          0, 
269 : speed_type_G_002,      19472,      19473,      19474,      19475,          0,          0, 
270 : speed_type_G_003,      19476,      19477,      19478,      19479,          0,          0, 
271 : speed_type_H_001,      19480,      19481,      19482,      19483,          0,          0, 
272 : speed_type_H_002,      19484,      19485,      19486,      19487,          0,          0, 
273 : speed_type_H_003,      19488,      19489,      19490,      19491,          0,          0, 
274 : speed_type_I_001,      19492,      19493,      19494,      19495,          0,          0, 
275 : speed_type_I_002,      19496,      19497,      19498,      19499,          0,          0, 
276 : speed_type_I_003,      19500,      19501,      19502,      19503,          0,          0, 
277 : speed_type_J_001,      19504,      19505,      19506,      19507,          0,          0, 
278 : speed_type_J_002,      19508,      19509,      19510,      19511,          0,          0, 
279 : speed_type_J_003,      19512,      19513,      19514,      19515,          0,          0, 
280 : speed_type_QUEST1_001,      19516,      19517,      19518,      19519,          0,          0, 
281 : speed_type_QUEST1_002,      19520,      19521,      19522,      19523,          0,          0, 
282 : speed_type_QUEST1_003,      19524,      19525,      19526,      19527,          0,          0, 
283 : heal_type_A_001,      19528,      19529,      19530,      19531,          0,          0, 
284 : heal_type_A_002,      19532,      19533,      19534,      19535,          0,          0, 
285 : heal_type_A_003,      19536,      19537,      19538,      19539,          0,          0, 
286 : heal_type_B_001,      19540,      19541,      19542,      19543,          0,          0, 
287 : heal_type_B_002,      19544,      19545,      19546,      19547,          0,          0, 
288 : heal_type_B_003,      19548,      19549,      19550,      19551,          0,          0, 
289 : heal_type_C_001,      19552,      19553,      19554,      19555,          0,          0, 
290 : heal_type_C_002,      19556,      19557,      19558,      19559,          0,          0, 
291 : heal_type_C_003,      19560,      19561,      19562,      19563,          0,          0, 
292 : heal_type_D_001,      19564,      19565,      19566,      19567,          0,          0, 
293 : heal_type_D_002,      19568,      19569,      19570,      19571,          0,          0, 
294 : heal_type_D_003,      19572,      19573,      19574,      19575,          0,          0, 
295 : heal_type_E_001,      19576,      19577,      19578,      19579,          0,          0, 
296 : heal_type_E_002,      19580,      19581,      19582,      19583,          0,          0, 
297 : heal_type_E_003,      19584,      19585,      19586,      19587,          0,          0, 
298 : heal_type_F_001,      19588,      19589,      19590,      19591,          0,          0, 
299 : heal_type_F_002,      19592,      19593,      19594,      19595,          0,          0, 
300 : heal_type_F_003,      19596,      19597,      19598,      19599,          0,          0, 
301 : heal_type_QUEST1_001,      19600,      19601,      19602,      19603,          0,          0, 
302 : heal_type_QUEST1_002,      19604,      19605,      19606,      19607,          0,          0, 
303 : heal_type_QUEST1_003,      19608,      19609,      19610,      19611,          0,          0, 
304 : btl_jin_ex,      19612,      19613,      19614,      19615,          0,          0, 
305 : btl_jin_ex_1Lv2,      19616,      19617,      19618,      19619,          0,          0, 
306 : btl_jin_ex_1Lv3,      19620,      19621,      19622,      19623,          0,          0, 
307 : btl_jin_ex,      19624,      19625,      19626,      19627,          0,          0, 
308 : btl_jin_ex_2Lv2,      19628,      19629,      19630,      19631,          0,          0, 
309 : btl_jin_ex_2Lv3,      19632,      19633,      19634,      19635,          0,          0, 
310 : btl_jin_ex,      19636,      19637,      19638,      19639,          0,          0, 
311 : btl_jin_ex_3Lv2,      19640,      19641,      19642,      19643,          0,          0, 
312 : btl_jin_ex_3Lv3,      19644,      19645,      19646,      19647,          0,          0, 
313 : btl_jin_ex,      19648,      19649,      19650,      19651,          0,          0, 
314 : btl_jin_ex_4Lv2,      19652,      19653,      19654,      19655,          0,          0, 
315 : btl_jin_ex_4Lv3,      19656,      19657,      19658,      19659,          0,          0, 

