           km_, km_StrNo_text, km_window_type, km_font_type, 
80 :   QEOTHR_D,       3111,          0,          0, 
81 :   QEOTHR_D,       3112,          0,          0, 
82 :   QEOTHR_D,       3113,          0,          0, 
83 :   QEOTHR_D,       3114,          0,          0, 
84 :   QEOTHR_D,       3115,          0,          0, 
85 :   QEOTHR_D,       3116,          0,          0, 
86 :   QEOTHR_D,       3117,          0,          0, 
87 :   QEOTHR_D,       3118,          0,          0, 
88 :   QEOTHR_D,       3119,          0,          0, 
89 :   QEOTHR_D,       3120,          0,          0, 
90 :   QEOTHR_D,       3121,          0,          0, 
91 :   QEOTHR_D,       3122,          0,          0, 
92 :   QEOTHR_D,       3123,          0,          0, 
93 :   QEOTHR_D,       3124,          0,          0, 
94 :   QEOTHR_D,       3125,          0,          0, 
95 :   QEOTHR_D,       3126,          0,          0, 
96 :   QEOTHR_D,       3127,          0,          0, 
97 :   QEOTHR_D,       3128,          0,          0, 
98 :   QEOTHR_D,       3129,          0,          0, 
99 :   QEOTHR_D,       3130,          0,          0, 
100 :   QEOTHR_D,       3131,          0,          0, 
101 :   QEOTHR_D,       3132,          0,          0, 
102 :   QEOTHR_D,       3133,          0,          0, 
103 :   QEOTHR_D,       3134,          0,          0, 
104 :   QEOTHR_D,       3135,          0,          0, 
105 :   QEOTHR_D,       3136,          0,          0, 
106 :   QEOTHR_D,       3137,          0,          0, 
107 :   QEOTHR_D,       3138,          0,          0, 
108 :   QEOTHR_D,       3139,          0,          0, 
109 :   QEOTHR_D,       3140,          0,          0, 
110 :   QEOTHR_D,       3141,          0,          0, 
111 :   QEOTHR_D,       3142,          0,          0, 
112 : DLP_MAP_001,       3143,          0,          0, 
113 : DKF_MAP_001,       3144,          0,          0, 
114 : DKF_MAP_002,       3145,          0,          0, 
115 : FRN_MAP_001,       3146,          0,          0, 
116 : GTN_MAP_001,       3147,          0,          0, 
117 : BTE_MAP_001,       3148,          0,          0, 
118 : VKL_MAP_001,       3149,          0,          0, 
119 : CRK_MAP_001,       3150,          0,          0, 
120 : ETV_MAP_001,       3151,          0,          0, 
121 : ETB_MAP_001,       3152,          0,          0, 
122 : GSS_MAP_001,       3153,          0,          0, 
123 : STR_MAP_001,       3154,          0,          0, 
124 : STR_MAP_002,       3155,          0,          0, 
125 : STB_MAP_001,       3156,          0,          0, 
126 : DRC_MAP_001,       3157,          0,          0, 
127 : RBC_MAP_001,       3158,          0,          0, 
128 : RBC_MAP_002,       3159,          0,          0, 
129 : RBC_MAP_003,       3160,          0,          0, 
130 : GAS_MAP_001,       3161,          0,          0, 
131 : GAS_MAP_002,       3162,          0,          0, 
132 : GAS_MAP_003,       3163,          0,          0, 
133 : DLD_MAP_001,       3164,          0,          0, 
134 : DLD_MAP_002,       3165,          0,          0, 
135 : BDL_MAP_001,       3166,          0,          0, 
136 : BDL_MAP_002,       3167,          0,          0, 
137 : BDL_MAP_003,       3168,          0,          0, 
138 : NWD_MAP_001,       3169,          0,          0, 
139 : NWD_MAP_002,       3170,          0,          0, 
140 : UMD_MAP_001,       3171,          0,          0, 
141 : UMD_MAP_002,       3172,          0,          0, 
142 : NUD_MAP_001,       3173,          0,          0, 
143 : NUD_MAP_002,       3174,          0,          0, 
144 : NUD_MAP_003,       3175,          0,          0, 
145 : GSD_MAP_001,       3176,          0,          0, 
146 : BND_MAP_001,       3177,          0,          0, 
147 : BND_MAP_002,       3178,          0,          0, 
148 : BND_MAP_003,       3179,          0,          0, 
149 : SBC_MAP_001,       3180,          0,          0, 
150 : SBF_MAP_001,       3181,          0,          0, 
151 : SBV_MAP_001,       3182,          0,          0, 
152 : SBM_MAP_001,       3183,          0,          0, 
153 : SBR_MAP_001,       3184,          0,          0, 
154 : SBN_MAP_001,       3185,          0,          0, 
155 : GST_MAP_001,       3186,          0,          0, 
156 : GST_MAP_002,       3187,          0,          0, 
157 : GST_MAP_003,       3188,          0,          0, 
158 : BHK_MAP_001,       3189,          0,          0, 
159 : BHK_MAP_002,       3190,          0,          0, 
160 : CKD_MAP_001,       3191,          0,          0, 
161 : CKD_MAP_002,       3192,          0,          0, 
162 : CKD_MAP_003,       3193,          0,          0, 
163 : CKD_MAP_004,       3194,          0,          0, 
164 : CKD_MAP_005,       3195,          0,          0, 
165 : SBN_MAP_010,       3196,          0,          0, 
166 : GSD_GIM_001,       3197,          0,          0, 
167 : RBC_GIM_001,       3198,          0,          0, 
168 : CKD_GIM_001,       3199,          0,          0, 
169 : CKD_GIM_002,       3200,          0,          0, 
170 : CKD_GIM_003,       3201,          0,          0, 
171 : CKD_GIM_004,       3202,          0,          0, 
172 : CKD_GIM_005,       3203,          0,          0, 
173 :    dlc_001,       3204,          0,          0, 
174 :    dlc_002,       3205,          0,          0, 
175 :    dlc_003,       3206,          0,          0, 
176 :    dlc_004,       3207,          0,          0, 
177 :    dlc_005,       3208,          0,          0, 
178 :    dlc_006,       3209,          0,          0, 
179 :    dlc_007,       3210,          0,          0, 
180 :    dlc_008,       3211,          0,          0, 
181 :    dlc_clr,       3212,          0,          0, 
182 : nakama_talk_001,       3213,          0,          0, 
183 : nakama_talk_002,       3214,          0,          0, 
184 :   D_ACT_01,       3215,          0,          0, 
185 :   D_ACT_02,       3216,          0,          0, 
186 :   D_ACT_03,       3217,          0,          0, 
187 :   D_ACT_04,       3218,          0,          0, 
188 :   D_ACT_05,       3219,          0,          0, 
189 :   D_ACT_06,       3220,          0,          0, 
190 :   D_ACT_07,       3221,          0,          0, 
191 :   D_ACT_08,       3222,          0,          0, 
192 :   D_ACT_09,       3223,          0,          0, 
193 :      D_ACT,       3224,          0,          0, 
194 :      D_ACT,       3225,          0,          0, 
195 :      D_ACT,       3226,          0,          0, 
196 :      D_ACT,       3227,          0,          0, 
197 :      D_ACT,       3228,          0,          0, 
198 :      D_ACT,       3229,          0,          0, 
199 :      D_ACT,       3230,          0,          0, 
200 :      D_ACT,       3231,          0,          0, 
201 :      D_ACT,       3232,          0,          0, 
202 :      D_ACT,       3233,          0,          0, 
203 :      D_ACT,       3234,          0,          0, 
204 : koukougyoku,       3235,          0,          0, 
205 : aisougyoku,       3236,          0,          0, 
206 : koutougyoku,       3237,          0,          0, 
207 : suiryokugyoku,       3238,          0,          0, 
208 : sikisyougyoku,       3239,          0,          0, 
209 : gechougyoku,       3240,          0,          0, 
210 : kongougyoku,       3241,          0,          0, 
211 : yakusou_chogou,       3242,          0,          0, 
212 : inyaku_chougou,       3243,          0,          0, 
213 : nurigusuri_chogou,       3244,          0,          0, 
214 : bakuyaku_chogou,       3245,          0,          0, 
215 : mahen_chogou,       3246,          0,          0, 
216 : sengu_chougou,       3247,          0,          0, 
217 : tarisuman_r,       3248,          0,          0, 
218 : tarisuman_i,       3249,          0,          0, 
219 : kerendolows,       3250,          0,          0, 
220 : namul_niram,       3251,          0,          0, 
221 :   lob_omen,       3252,          0,          0, 
222 :  buryunaku,       3253,          0,          0, 
223 :    tao_tie,       3254,          0,          0, 
224 : brimuslabus,       3255,          0,          0, 
225 :   blue_elf,       3256,          0,          0, 
226 :  emeth_tag,       3257,          0,          0, 
227 : ex_drop_normal_breed_type_001,       3258,          0,          0, 
228 : ex_drop_normal_breed_type_002,       3259,          0,          0, 
229 : ex_drop_normal_breed_type_003,       3260,          0,          0, 
230 : ex_drop_normal_breed_type_004,       3261,          0,          0, 
231 : ex_drop_normal_breed_type_005,       3262,          0,          0, 
232 : ex_drop_normal_breed_type_006,       3263,          0,          0, 
233 : ex_drop_normal_breed_type_007,       3264,          0,          0, 
234 : ex_drop_normal_breed_type_008,       3265,          0,          0, 
235 : ex_drop_normal_breed_type_009,       3266,          0,          0, 
236 : ex_drop_normal_breed_type_010,       3267,          0,          0, 
237 : ex_drop_normal_breed_type_011,       3268,          0,          0, 
238 : ex_drop_normal_breed_type_012,       3269,          0,          0, 
239 : ex_drop_normal_breed_type_013,       3270,          0,          0, 
240 : ex_drop_normal_breed_type_014,       3271,          0,          0, 
241 : ex_drop_normal_breed_type_015,       3272,          0,          0, 
242 : ex_drop_normal_breed_type_016,       3273,          0,          0, 
243 : ex_drop_normal_breed_type_017,       3274,          0,          0, 
244 : ex_drop_normal_breed_type_018,       3275,          0,          0, 
245 : ex_drop_normal_breed_type_019,       3276,          0,          0, 
246 : ex_drop_normal_breed_type_020,       3277,          0,          0, 
247 : ex_drop_normal_breed_type_021,       3278,          0,          0, 
248 : ex_drop_normal_breed_type_022,       3279,          0,          0, 
249 : ex_drop_normal_breed_type_023,       3280,          0,          0, 
250 : ex_drop_normal_breed_type_024,       3281,          0,          0, 
251 : ex_drop_normal_breed_type_025,       3282,          0,          0, 
252 : ex_drop_normal_breed_type_026,       3283,          0,          0, 
253 : ex_drop_normal_breed_type_027,       3284,          0,          0, 
254 : ex_drop_normal_breed_type_028,       3285,          0,          0, 
255 : ex_drop_normal_breed_type_029,       3286,          0,          0, 
256 : ex_drop_normal_breed_type_030,       3287,          0,          0, 
257 : ex_drop_dl_breed_type_001,       3288,          0,          0, 
258 : ex_drop_dl_breed_type_002,       3289,          0,          0, 
259 : ex_drop_dl_breed_type_003,       3290,          0,          0, 
260 : ex_drop_dl_breed_type_004,       3291,          0,          0, 
261 : ex_drop_dl_breed_type_005,       3292,          0,          0, 
262 : ex_drop_dl_breed_type_006,       3293,          0,          0, 
263 : ex_drop_dl_breed_type_007,       3294,          0,          0, 
264 : ex_drop_dl_breed_type_008,       3295,          0,          0, 
265 : ex_drop_dl_breed_type_009,       3296,          0,          0, 
266 : ex_drop_dl_breed_type_010,       3297,          0,          0, 
267 : ex_drop_dl_breed_type_011,       3298,          0,          0, 
268 : ex_drop_dl_breed_type_012,       3299,          0,          0, 
269 : ex_drop_dl_breed_type_013,       3300,          0,          0, 
270 : ex_drop_dl_breed_type_014,       3301,          0,          0, 
271 : ex_drop_dl_breed_type_015,       3302,          0,          0, 
272 : ex_drop_dl_breed_type_016,       3303,          0,          0, 
273 : ex_drop_dl_breed_type_017,       3304,          0,          0, 
274 : ex_drop_dl_breed_type_018,       3305,          0,          0, 
275 : ex_drop_dl_breed_type_019,       3306,          0,          0, 
276 : ex_drop_dl_breed_type_020,       3307,          0,          0, 
277 : ex_drop_dl_breed_type_021,       3308,          0,          0, 
278 : ex_drop_dl_breed_type_022,       3309,          0,          0, 
279 : ex_drop_dl_breed_type_023,       3310,          0,          0, 
280 : ex_drop_dl_breed_type_024,       3311,          0,          0, 
281 : ex_drop_dl_breed_type_025,       3312,          0,          0, 
282 : ex_drop_dl_breed_type_026,       3313,          0,          0, 
283 : ex_drop_dl_breed_type_027,       3314,          0,          0, 
284 : ex_drop_dl_breed_type_028,       3315,          0,          0, 
285 : ex_drop_dl_breed_type_029,       3316,          0,          0, 
286 : ex_drop_dl_breed_type_030,       3317,          0,          0, 
287 : custom_lv1,       3318,          0,          0, 
288 : custom_lv2,       3319,          0,          0, 
289 : custom_lv3,       3320,          0,          0, 
290 : custom_lv4,       3321,          0,          0, 
291 : custom_lv5,       3322,          0,          0, 
292 : guild_L_pass_01,       3323,          0,          0, 
293 : guild_L_pass_02,       3324,          0,          0, 
294 : guild_L_pass_03,       3325,          0,          0, 
295 : guild_L_pass_04,       3326,          0,          0, 
296 : guild_L_pass_05,       3327,          0,          0, 
297 : guild_N_pass_01,       3328,          0,          0, 
298 : guild_N_pass_02,       3329,          0,          0, 
299 : guild_N_pass_03,       3330,          0,          0, 
300 : guild_N_pass_04,       3331,          0,          0, 
301 : guild_N_pass_05,       3332,          0,          0, 
302 : guild_C_pass_01,       3333,          0,          0, 
303 : guild_C_pass_02,       3334,          0,          0, 
304 : guild_C_pass_03,       3335,          0,          0, 
305 : guild_C_pass_04,       3336,          0,          0, 
306 : guild_C_pass_05,       3337,          0,          0, 
307 : freefight_type_A,       3338,          0,          0, 
308 : freefight_type_B,       3339,          0,          0, 
309 : freefight_type_C,       3340,          0,          0, 
310 : freefight_type_D,       3341,          0,          0, 
311 : freefight_type_E,       3342,          0,          0, 
312 : freefight_type_F,       3343,          0,          0, 
313 : freefight_type_G,       3344,          0,          0, 
314 : freefight_type_H,       3345,          0,          0, 
315 : freefight_type_I,       3346,          0,          0, 
316 : freefight_type_J,       3347,          0,          0, 
317 : freefight_type_K,       3348,          0,          0, 
318 : freefight_type_L,       3349,          0,          0, 
319 : freefight_type_M,       3350,          0,          0, 
320 : freefight_type_O,       3351,          0,          0, 
321 : freefight_type_QUEST1,       3352,          0,          0, 
322 : freefight_type_QUEST2,       3353,          0,          0, 
323 : butsu_attack_type_A,       3354,          0,          0, 
324 : butsu_attack_type_B,       3355,          0,          0, 
325 : butsu_attack_type_C,       3356,          0,          0, 
326 : butsu_attack_type_D,       3357,          0,          0, 
327 : butsu_attack_type_E,       3358,          0,          0, 
328 : butsu_attack_type_F,       3359,          0,          0, 
329 : butsu_attack_type_G,       3360,          0,          0, 
330 : butsu_attack_type_H,       3361,          0,          0, 
331 : butsu_attack_type_I,       3362,          0,          0, 
332 : butsu_attack_type_J,       3363,          0,          0, 
333 : butsu_attack_type_K,       3364,          0,          0, 
334 : butsu_attack_type_L,       3365,          0,          0, 
335 : butsu_attack_type_M,       3366,          0,          0, 
336 : butsu_attack_type_O,       3367,          0,          0, 
337 : butsu_attack_type_P,       3368,          0,          0, 
338 : butsu_attack_type_Q,       3369,          0,          0, 
339 : butsu_attack_type_R,       3370,          0,          0, 
340 : butsu_attack_type_S,       3371,          0,          0, 
341 : butsu_attack_type_T,       3372,          0,          0, 
342 : butsu_attack_type_U,       3373,          0,          0, 
343 : butsu_attack_type_V,       3374,          0,          0, 
344 : butsu_attack_type_W,       3375,          0,          0, 
345 : butsu_attack_type_X,       3376,          0,          0, 
346 : butsu_attack_type_Y,       3377,          0,          0, 
347 : mahou_attack_type_A,       3378,          0,          0, 
348 : mahou_attack_type_B,       3379,          0,          0, 
349 : mahou_attack_type_C,       3380,          0,          0, 
350 : mahou_attack_type_D,       3381,          0,          0, 
351 : mahou_attack_type_E,       3382,          0,          0, 
352 : mahou_attack_type_F,       3383,          0,          0, 
353 : mahou_attack_type_G,       3384,          0,          0, 
354 : mahou_attack_type_H,       3385,          0,          0, 
355 : mahou_attack_type_I,       3386,          0,          0, 
356 : mahou_attack_type_J,       3387,          0,          0, 
357 : mahou_attack_type_K,       3388,          0,          0, 
358 : mahou_attack_type_L,       3389,          0,          0, 
359 : mahou_attack_type_M,       3390,          0,          0, 
360 : mahou_attack_type_O,       3391,          0,          0, 
361 : mahou_attack_type_P,       3392,          0,          0, 
362 : mahou_attack_type_Q,       3393,          0,          0, 
363 : mahou_attack_type_R,       3394,          0,          0, 
364 : mahou_attack_type_S,       3395,          0,          0, 
365 : mahou_attack_type_T,       3396,          0,          0, 
366 : mahou_attack_type_U,       3397,          0,          0, 
367 : mahou_attack_type_V,       3398,          0,          0, 
368 : butsu_guard_type_A,       3399,          0,          0, 
369 : butsu_guard_type_B,       3400,          0,          0, 
370 : butsu_guard_type_C,       3401,          0,          0, 
371 : butsu_guard_type_D,       3402,          0,          0, 
372 : butsu_guard_type_E,       3403,          0,          0, 
373 : butsu_guard_type_F,       3404,          0,          0, 
374 : butsu_guard_type_G,       3405,          0,          0, 
375 : butsu_guard_type_H,       3406,          0,          0, 
376 : butsu_guard_type_I,       3407,          0,          0, 
377 : butsu_guard_type_J,       3408,          0,          0, 
378 : mahou_guard_type_A,       3409,          0,          0, 
379 : mahou_guard_type_B,       3410,          0,          0, 
380 : mahou_guard_type_C,       3411,          0,          0, 
381 : mahou_guard_type_D,       3412,          0,          0, 
382 : mahou_guard_type_E,       3413,          0,          0, 
383 : mahou_guard_type_F,       3414,          0,          0, 
384 : mahou_guard_type_G,       3415,          0,          0, 
385 : mahou_guard_type_H,       3416,          0,          0, 
386 : mahou_guard_type_I,       3417,          0,          0, 
387 : mahou_guard_type_J,       3418,          0,          0, 
388 : mahou_guard_type_K,       3419,          0,          0, 
389 : mahou_guard_type_L,       3420,          0,          0, 
390 : speed_type_A,       3421,          0,          0, 
391 : speed_type_B,       3422,          0,          0, 
392 : speed_type_C,       3423,          0,          0, 
393 : speed_type_D,       3424,          0,          0, 
394 : speed_type_E,       3425,          0,          0, 
395 : speed_type_F,       3426,          0,          0, 
396 : speed_type_G,       3427,          0,          0, 
397 : speed_type_H,       3428,          0,          0, 
398 : speed_type_I,       3429,          0,          0, 
399 : speed_type_J,       3430,          0,          0, 
400 : speed_type_QUEST1,       3431,          0,          0, 
401 : heal_type_A,       3432,          0,          0, 
402 : heal_type_B,       3433,          0,          0, 
403 : heal_type_C,       3434,          0,          0, 
404 : heal_type_D,       3435,          0,          0, 
405 : heal_type_E,       3436,          0,          0, 
406 : heal_type_F,       3437,          0,          0, 
407 : heal_type_QUEST1,       3438,          0,          0, 
408 : btl_winsp_01,       3439,          0,          0, 
409 : btl_winsp_02,       3440,          0,          0, 
410 : btl_winsp_03,       3441,          0,          0, 
411 : btl_winsp_04,       3442,          0,          0, 
412 : btl_winsp_05,       3443,          0,          0, 
413 : btl_winsp_06,       3444,          0,          0, 
414 : btl_winsp_07,       3445,          0,          0, 
415 : btl_jin_ex,       3446,          0,          0, 
416 : btl_jin_ex,       3447,          0,          0, 
417 : btl_jin_ex,       3448,          0,          0, 
418 : btl_jin_ex,       3449,          0,          0, 

