           km_, km_union_id, km_target_00, km_cmd_list_00, km_ap_list_00, km_sub_target_00, km_curved_00, km_unit00_action_list_00, km_unit00_target_list_00, km_unit00_ltu_id_00, km_unit01_action_list_00, km_unit01_target_list_00, km_unit01_ltu_id_00, km_unit02_action_list_00, km_unit02_target_list_00, km_unit02_ltu_id_00, km_unit03_action_list_00, km_unit03_target_list_00, km_unit03_ltu_id_00, km_unit04_action_list_00, km_unit04_target_list_00, km_unit04_ltu_id_00, km_target_01, km_cmd_list_01, km_ap_list_01, km_sub_target_01, km_curved_01, km_unit00_action_list_01, km_unit00_target_list_01, km_unit00_ltu_id_01, km_unit01_action_list_01, km_unit01_target_list_01, km_unit01_ltu_id_01, km_unit02_action_list_01, km_unit02_target_list_01, km_unit02_ltu_id_01, km_unit03_action_list_01, km_unit03_target_list_01, km_unit03_ltu_id_01, km_unit04_action_list_01, km_unit04_target_list_01, km_unit04_ltu_id_01, km_target_02, km_cmd_list_02, km_ap_list_02, km_sub_target_02, km_curved_02, km_unit00_action_list_02, km_unit00_target_list_02, km_unit00_ltu_id_02, km_unit01_action_list_02, km_unit01_target_list_02, km_unit01_ltu_id_02, km_unit02_action_list_02, km_unit02_target_list_02, km_unit02_ltu_id_02, km_unit03_action_list_02, km_unit03_target_list_02, km_unit03_ltu_id_02, km_unit04_action_list_02, km_unit04_target_list_02, km_unit04_ltu_id_02, km_target_03, km_cmd_list_03, km_ap_list_03, km_sub_target_03, km_curved_03, km_unit00_action_list_03, km_unit00_target_list_03, km_unit00_ltu_id_03, km_unit01_action_list_03, km_unit01_target_list_03, km_unit01_ltu_id_03, km_unit02_action_list_03, km_unit02_target_list_03, km_unit02_ltu_id_03, km_unit03_action_list_03, km_unit03_target_list_03, km_unit03_ltu_id_03, km_unit04_action_list_03, km_unit04_target_list_03, km_unit04_ltu_id_03, km_target_04, km_cmd_list_04, km_ap_list_04, km_sub_target_04, km_curved_04, km_unit00_action_list_04, km_unit00_target_list_04, km_unit00_ltu_id_04, km_unit01_action_list_04, km_unit01_target_list_04, km_unit01_ltu_id_04, km_unit02_action_list_04, km_unit02_target_list_04, km_unit02_ltu_id_04, km_unit03_action_list_04, km_unit03_target_list_04, km_unit03_ltu_id_04, km_unit04_action_list_04, km_unit04_target_list_04, km_unit04_ltu_id_04, km_target_05, km_cmd_list_05, km_ap_list_05, km_sub_target_05, km_curved_05, km_unit00_action_list_05, km_unit00_target_list_05, km_unit00_ltu_id_05, km_unit01_action_list_05, km_unit01_target_list_05, km_unit01_ltu_id_05, km_unit02_action_list_05, km_unit02_target_list_05, km_unit02_ltu_id_05, km_unit03_action_list_05, km_unit03_target_list_05, km_unit03_ltu_id_05, km_unit04_action_list_05, km_unit04_target_list_05, km_unit04_ltu_id_05, km_target_06, km_cmd_list_06, km_ap_list_06, km_sub_target_06, km_curved_06, km_unit00_action_list_06, km_unit00_target_list_06, km_unit00_ltu_id_06, km_unit01_action_list_06, km_unit01_target_list_06, km_unit01_ltu_id_06, km_unit02_action_list_06, km_unit02_target_list_06, km_unit02_ltu_id_06, km_unit03_action_list_06, km_unit03_target_list_06, km_unit03_ltu_id_06, km_unit04_action_list_06, km_unit04_target_list_06, km_unit04_ltu_id_06, km_target_07, km_cmd_list_07, km_ap_list_07, km_sub_target_07, km_curved_07, km_unit00_action_list_07, km_unit00_target_list_07, km_unit00_ltu_id_07, km_unit01_action_list_07, km_unit01_target_list_07, km_unit01_ltu_id_07, km_unit02_action_list_07, km_unit02_target_list_07, km_unit02_ltu_id_07, km_unit03_action_list_07, km_unit03_target_list_07, km_unit03_ltu_id_07, km_unit04_action_list_07, km_unit04_target_list_07, km_unit04_ltu_id_07, km_decide_command, km_decide_target, 
          ,           ,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         11,         -1,          8,          0,          5,          5,       2243,          5,          6,       2243,         -1,         -1,         -1,          5,          8,       2243,          5,          9,       2243,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
 2 : PC_002_TO_MONS,          2,          9,        104,          0,          9,          0,         44,         45,       1335,         -1,         -1,         -1,         -1,         -1,         -1,         39,         45,       1335,         46,         45,       1335,          8,        104,          0,          8,          0,         43,         40,       1335,         -1,         -1,         -1,         -1,         -1,         -1,         41,         40,       1335,         46,         40,       1335,         10,        104,          0,         10,          0,         44,         50,       1335,         -1,         -1,         -1,         -1,         -1,         -1,         40,         50,       1335,         45,         50,       1335,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
          ,           ,           ,        150,         50,          9,          0,       1047,         45,       1644,         -1,         -1,         -1,         -1,         -1,         -1,         40,         45,       1646,         45,         45,       1646,           ,        150,         50,          8,          0,       1047,         40,       1644,         -1,         -1,         -1,         -1,         -1,         -1,         39,         40,       1646,         47,         40,       1646,           ,        150,         50,         10,          0,       1047,         50,       1644,         -1,         -1,         -1,         -1,         -1,         -1,         39,         50,       1646,         46,         50,       1646,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
          ,           ,           ,         35,          0,          2,          0,          3,         10,         27,         -1,         -1,         -1,         -1,         -1,         -1,          3,         13,         27,          3,         14,         27,           ,         11,         -1,          8,          0,          5,         10,       2243,         -1,         -1,         -1,         -1,         -1,         -1,          5,         13,       2243,          5,         14,       2243,           ,         11,         -1,         10,          0,          5,         10,       2243,         -1,         -1,         -1,         -1,         -1,         -1,          5,         13,       2243,          5,         14,       2243,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
          ,           ,           ,         31,          0,          2,          0,          3,         10,         23,         -1,         -1,         -1,         -1,         -1,         -1,          3,         13,         23,          3,         14,         23,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
          ,           ,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
 3 : PC_003_TO_MONS,          3,          9,        104,          0,          9,          0,         45,         45,       1335,         -1,         -1,         -1,         -1,         -1,         -1,         40,         45,       1335,         52,         45,       1335,          8,        104,          0,          8,          0,         46,         40,       1335,         -1,         -1,         -1,         -1,         -1,         -1,         40,         40,       1335,         51,         40,       1335,         10,        104,          0,         10,          0,         45,         50,       1335,         -1,         -1,         -1,         -1,         -1,         -1,         40,         50,       1335,         51,         50,       1335,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
          ,           ,           ,        151,         18,          9,          0,       1813,         45,       1647,         -1,         -1,         -1,         -1,         -1,         -1,         41,         45,       1650,         53,         45,       1650,           ,        151,         18,          8,          0,       1803,         40,       1647,         -1,         -1,         -1,         -1,         -1,         -1,         39,         40,       1650,         52,         40,       1650,           ,        182,         18,         10,          0,       1813,         50,       1981,         -1,         -1,         -1,         -1,         -1,         -1,         41,         50,       1984,         52,         50,       1984,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
          ,           ,           ,        144,         50,          9,          0,       1297,         45,       1644,         -1,         -1,         -1,         -1,         -1,         -1,         39,         45,       1646,         52,         45,       1646,           ,        144,         50,          8,          0,       1297,         40,       1644,         -1,         -1,         -1,         -1,         -1,         -1,         40,         40,       1646,         53,         40,       1646,           ,        144,         50,         10,          0,       1297,         50,       1644,         -1,         -1,         -1,         -1,         -1,         -1,         40,         50,       1646,         53,         50,       1646,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
          ,           ,           ,         31,          0,          3,          0,          3,         15,         23,         -1,         -1,         -1,         -1,         -1,         -1,          3,         18,         23,          3,         19,         23,           ,        190,         18,          8,          0,       1813,         40,       1991,         -1,         -1,         -1,         -1,         -1,         -1,          6,         18,       1994,          6,         19,       1994,           ,         11,         -1,         10,          0,          5,         15,       2243,         -1,         -1,         -1,         -1,         -1,         -1,          5,         18,       2243,          5,         19,       2243,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
          ,           ,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         43,         19,          3,          0,          3,         15,         83,         -1,         -1,         -1,         -1,         -1,         -1,          3,         18,         83,       1669,         18,         59,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
 4 : PC_004_TO_MONS,          4,          9,        104,          0,          9,          0,         39,         45,       1335,         -1,         -1,         -1,         -1,         -1,         -1,         46,         45,       1335,         54,         45,       1335,          8,        104,          0,          8,          0,         40,         40,       1335,         -1,         -1,         -1,         -1,         -1,         -1,         45,         40,       1335,         56,         40,       1335,         10,        104,          0,         10,          0,         41,         50,       1335,         -1,         -1,         -1,         -1,         -1,         -1,         47,         50,       1335,         56,         50,       1335,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
          ,           ,           ,         74,          0,          4,          0,          3,         20,         27,         -1,         -1,         -1,         -1,         -1,         -1,          3,         23,         27,          3,         24,         27,           ,        138,         50,          8,          0,        707,         40,       1644,         -1,         -1,         -1,         -1,         -1,         -1,         46,         40,       1646,         55,         40,       1646,           ,        138,         50,         10,          0,        707,         50,       1644,         -1,         -1,         -1,         -1,         -1,         -1,         46,         50,       1646,         54,         50,       1646,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
          ,           ,           ,        138,         50,          9,          0,        707,         45,       1644,         -1,         -1,         -1,         -1,         -1,         -1,         47,         45,       1646,         55,         45,       1646,           ,         11,         -1,          8,          0,          5,         20,       2243,         -1,         -1,         -1,         -1,         -1,         -1,          5,         23,       2243,          5,         24,       2243,           ,         11,         -1,         10,          0,          5,         20,       2243,         -1,         -1,         -1,         -1,         -1,         -1,          5,         23,       2243,          5,         24,       2243,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
          ,           ,           ,         31,          0,          4,          0,          3,         20,         23,         -1,         -1,         -1,         -1,         -1,         -1,          3,         23,         23,          3,         24,         23,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
          ,           ,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
 5 : PC_005_TO_MONS,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1, 
          ,           ,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
          ,           ,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,         -1,         -1,         -1,          0,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,         -1,           ,           , 
