           km_, km_StrNo_text, km_StrNo_text_s, km_StrNo_text_k1, km_StrNo_text_k2, km_window_type, km_font_type, 
39 :  heartache,      48012,      48013,      48014,      48015,          0,          0, 
40 :    cyclops,      48016,      48017,      48018,      48019,          0,          0, 
41 :  last_leaf,      48020,      48021,      48022,      48023,          0,          0, 
42 :     syltic,      48024,      48025,      48026,      48027,          0,          0, 
43 :  flashonal,      48028,      48029,      48030,      48031,          0,          0, 
44 :  alco_iris,      48032,      48033,      48034,      48035,          0,          0, 
45 : luminescence,      48036,      48037,      48038,      48039,          0,          0, 
46 :   collapse,      48040,      48041,      48042,      48043,          0,          0, 
47 :   talisman,      48044,      48045,      48046,      48047,          0,          0, 
48 :     tablet,      48048,      48049,      48050,      48051,          0,          0, 
49 : qe0280_sword,      48052,      48053,      48054,      48055,          0,          0, 
50 : qe0240_kindan,      48056,      48057,      48058,      48059,          0,          0, 
51 :    remnant,      48060,      48061,      48062,      48063,          0,          0, 
52 :    monster,      48064,      48065,      48066,      48067,          0,          0, 
53 : mystic_arts_01,      48068,      48069,      48070,      48071,          0,          0, 
54 : mystic_arts_02,      48072,      48073,      48074,      48075,          0,          0, 
55 : mystic_arts_03,      48076,      48077,      48078,      48079,          0,          0, 
56 : homunculus,      48080,      48081,      48082,      48083,          0,          0, 
57 : the_gates_of_hell,      48084,      48085,      48086,      48087,          0,          0, 
58 :  qe0940_oz,      48088,      48089,      48090,      48091,          0,          0, 
59 : qe0160_kami,      48092,      48093,      48094,      48095,          0,          0, 
60 : qe0260_mukade,      48096,      48097,      48098,      48099,          0,          0, 
61 : qe0310_ryu,      48100,      48101,      48102,      48103,          0,          0, 
62 : qe0310_shishi,      48104,      48105,      48106,      48107,          0,          0, 
63 : qe0310_mosa,      48108,      48109,      48110,      48111,          0,          0, 
64 : qe0460_vasparia,      48112,      48113,      48114,      48115,          0,          0, 
65 : qe0480_mega,      48116,      48117,      48118,      48119,          0,          0, 
66 : qe0540_hero,      48120,      48121,      48122,      48123,          0,          0, 
67 : qe1220_jana,      48124,      48125,      48126,      48127,          0,          0, 
68 :   congress,      48128,      48129,      48130,      48131,          0,          0, 
69 : the_1st_committee,      48132,      48133,      48134,      48135,          0,          0, 
70 : the_2nd_committee,      48136,      48137,      48138,      48139,          0,          0, 
71 : the_3rd_committee,      48140,      48141,      48142,      48143,          0,          0, 
72 : the_silver_falcons,      48144,      48145,      48146,      48147,          0,          0, 
73 : the_ladies_of_bloody_alice,      48148,      48149,      48150,      48151,          0,          0, 
74 : mandrokisro,      48152,      48153,      48154,      48155,          0,          0, 
75 : qe1210_3rd,      48156,      48157,      48158,      48159,          0,          0, 
76 : qe1240_conqueror,      48160,      48161,      48162,      48163,          0,          0, 
77 : eulam_island,      48164,      48165,      48166,      48167,          0,          0, 
78 :    veyriel,      48168,      48169,      48170,      48171,          0,          0, 
79 :         hp,      48172,      48173,      48174,      48175,          0,          0, 
80 :         ap,      48176,      48177,      48178,      48179,          0,          0, 
81 :        Str,      48180,      48181,      48182,      48183,          0,          0, 
82 :        mys,      48184,      48185,      48186,      48187,          0,          0, 
83 :        spd,      48188,      48189,      48190,      48191,          0,          0, 

