           km_, km_StrNo_text, km_StrNo_text_s, km_StrNo_text_k1, km_StrNo_text_k2, km_window_type, km_font_type, 
97 :   QEOTHR_D,      38032,      38033,      38034,      38035,          0,          0, 
98 :   QEOTHR_D,      38036,      38037,      38038,      38039,          0,          0, 
99 :   QEOTHR_D,      38040,      38041,      38042,      38043,          0,          0, 
100 :   QEOTHR_D,      38044,      38045,      38046,      38047,          0,          0, 
101 :   QEOTHR_D,      38048,      38049,      38050,      38051,          0,          0, 
102 :   QEOTHR_D,      38052,      38053,      38054,      38055,          0,          0, 
103 :   QEOTHR_D,      38056,      38057,      38058,      38059,          0,          0, 
104 :   QEOTHR_D,      38060,      38061,      38062,      38063,          0,          0, 
105 :   QEOTHR_D,      38064,      38065,      38066,      38067,          0,          0, 
106 :   QEOTHR_D,      38068,      38069,      38070,      38071,          0,          0, 
107 :   QEOTHR_D,      38072,      38073,      38074,      38075,          0,          0, 
108 :   QEOTHR_D,      38076,      38077,      38078,      38079,          0,          0, 
109 :   QEOTHR_D,      38080,      38081,      38082,      38083,          0,          0, 
110 :   QEOTHR_D,      38084,      38085,      38086,      38087,          0,          0, 
111 :   QEOTHR_D,      38088,      38089,      38090,      38091,          0,          0, 
112 : DLP_MAP_001,      38092,      38093,      38094,      38095,          0,          0, 
113 : DKF_MAP_001,      38096,      38097,      38098,      38099,          0,          0, 
114 : DKF_MAP_002,      38100,      38101,      38102,      38103,          0,          0, 
115 : FRN_MAP_001,      38104,      38105,      38106,      38107,          0,          0, 
116 : GTN_MAP_001,      38108,      38109,      38110,      38111,          0,          0, 
117 : BTE_MAP_001,      38112,      38113,      38114,      38115,          0,          0, 
118 : VKL_MAP_001,      38116,      38117,      38118,      38119,          0,          0, 
119 : CRK_MAP_001,      38120,      38121,      38122,      38123,          0,          0, 
120 : ETV_MAP_001,      38124,      38125,      38126,      38127,          0,          0, 
121 : ETB_MAP_001,      38128,      38129,      38130,      38131,          0,          0, 
122 : GSS_MAP_001,      38132,      38133,      38134,      38135,          0,          0, 
123 : STR_MAP_001,      38136,      38137,      38138,      38139,          0,          0, 
124 : STR_MAP_002,      38140,      38141,      38142,      38143,          0,          0, 
125 : STB_MAP_001,      38144,      38145,      38146,      38147,          0,          0, 
126 : DRC_MAP_001,      38148,      38149,      38150,      38151,          0,          0, 
127 : RBC_MAP_001,      38152,      38153,      38154,      38155,          0,          0, 
128 : RBC_MAP_002,      38156,      38157,      38158,      38159,          0,          0, 
129 : RBC_MAP_003,      38160,      38161,      38162,      38163,          0,          0, 
130 : GAS_MAP_001,      38164,      38165,      38166,      38167,          0,          0, 
131 : GAS_MAP_002,      38168,      38169,      38170,      38171,          0,          0, 
132 : GAS_MAP_003,      38172,      38173,      38174,      38175,          0,          0, 
133 : DLD_MAP_001,      38176,      38177,      38178,      38179,          0,          0, 
134 : DLD_MAP_002,      38180,      38181,      38182,      38183,          0,          0, 
135 : BDL_MAP_001,      38184,      38185,      38186,      38187,          0,          0, 
136 : BDL_MAP_002,      38188,      38189,      38190,      38191,          0,          0, 
137 : BDL_MAP_003,      38192,      38193,      38194,      38195,          0,          0, 
138 : NWD_MAP_001,      38196,      38197,      38198,      38199,          0,          0, 
139 : NWD_MAP_002,      38200,      38201,      38202,      38203,          0,          0, 
140 : UMD_MAP_001,      38204,      38205,      38206,      38207,          0,          0, 
141 : UMD_MAP_002,      38208,      38209,      38210,      38211,          0,          0, 
142 : NUD_MAP_001,      38212,      38213,      38214,      38215,          0,          0, 
143 : NUD_MAP_002,      38216,      38217,      38218,      38219,          0,          0, 
144 : NUD_MAP_003,      38220,      38221,      38222,      38223,          0,          0, 
145 : GSD_MAP_001,      38224,      38225,      38226,      38227,          0,          0, 
146 : BND_MAP_001,      38228,      38229,      38230,      38231,          0,          0, 
147 : BND_MAP_002,      38232,      38233,      38234,      38235,          0,          0, 
148 : BND_MAP_003,      38236,      38237,      38238,      38239,          0,          0, 
149 : SBC_MAP_001,      38240,      38241,      38242,      38243,          0,          0, 
150 : SBF_MAP_001,      38244,      38245,      38246,      38247,          0,          0, 
151 : SBV_MAP_001,      38248,      38249,      38250,      38251,          0,          0, 
152 : SBM_MAP_001,      38252,      38253,      38254,      38255,          0,          0, 
153 : SBR_MAP_001,      38256,      38257,      38258,      38259,          0,          0, 
154 : SBN_MAP_001,      38260,      38261,      38262,      38263,          0,          0, 
155 : GST_MAP_001,      38264,      38265,      38266,      38267,          0,          0, 
156 : GST_MAP_002,      38268,      38269,      38270,      38271,          0,          0, 
157 : GST_MAP_003,      38272,      38273,      38274,      38275,          0,          0, 
158 : BHK_MAP_001,      38276,      38277,      38278,      38279,          0,          0, 
159 : BHK_MAP_002,      38280,      38281,      38282,      38283,          0,          0, 
160 : CKD_MAP_001,      38284,      38285,      38286,      38287,          0,          0, 
161 : CKD_MAP_002,      38288,      38289,      38290,      38291,          0,          0, 
162 : CKD_MAP_003,      38292,      38293,      38294,      38295,          0,          0, 
163 : CKD_MAP_004,      38296,      38297,      38298,      38299,          0,          0, 
164 : CKD_MAP_005,      38300,      38301,      38302,      38303,          0,          0, 
165 : SBN_MAP_010,      38304,      38305,      38306,      38307,          0,          0, 
166 : GSD_GIM_001,      38308,      38309,      38310,      38311,          0,          0, 
167 : RBC_GIM_001,      38312,      38313,      38314,      38315,          0,          0, 
168 : CKD_GIM_001,      38316,      38317,      38318,      38319,          0,          0, 
169 : CKD_GIM_002,      38320,      38321,      38322,      38323,          0,          0, 
170 : CKD_GIM_003,      38324,      38325,      38326,      38327,          0,          0, 
171 : CKD_GIM_004,      38328,      38329,      38330,      38331,          0,          0, 
172 : CKD_GIM_005,      38332,      38333,      38334,      38335,          0,          0, 
173 :    dlc_001,      38336,      38337,      38338,      38339,          0,          0, 
174 :    dlc_002,      38340,      38341,      38342,      38343,          0,          0, 
175 :    dlc_003,      38344,      38345,      38346,      38347,          0,          0, 
176 :    dlc_004,      38348,      38349,      38350,      38351,          0,          0, 
177 :    dlc_005,      38352,      38353,      38354,      38355,          0,          0, 
178 :    dlc_006,      38356,      38357,      38358,      38359,          0,          0, 
179 :    dlc_007,      38360,      38361,      38362,      38363,          0,          0, 
180 :    dlc_008,      38364,      38365,      38366,      38367,          0,          0, 
181 :    dlc_clr,      38368,      38369,      38370,      38371,          0,          0, 
182 : nakama_talk_001,      38372,      38373,      38374,      38375,          0,          0, 
183 : nakama_talk_002,      38376,      38377,      38378,      38379,          0,          0, 
184 :   D_ACT_01,      38380,      38381,      38382,      38383,          0,          0, 
185 :   D_ACT_02,      38384,      38385,      38386,      38387,          0,          0, 
186 :   D_ACT_03,      38388,      38389,      38390,      38391,          0,          0, 
187 :   D_ACT_04,      38392,      38393,      38394,      38395,          0,          0, 
188 :   D_ACT_05,      38396,      38397,      38398,      38399,          0,          0, 
189 :   D_ACT_06,      38400,      38401,      38402,      38403,          0,          0, 
190 :   D_ACT_07,      38404,      38405,      38406,      38407,          0,          0, 
191 :   D_ACT_08,      38408,      38409,      38410,      38411,          0,          0, 
192 :   D_ACT_09,      38412,      38413,      38414,      38415,          0,          0, 
193 :      D_ACT,      38416,      38417,      38418,      38419,          0,          0, 
194 :      D_ACT,      38420,      38421,      38422,      38423,          0,          0, 
195 :      D_ACT,      38424,      38425,      38426,      38427,          0,          0, 
196 :      D_ACT,      38428,      38429,      38430,      38431,          0,          0, 
197 :      D_ACT,      38432,      38433,      38434,      38435,          0,          0, 
198 :      D_ACT,      38436,      38437,      38438,      38439,          0,          0, 
199 :      D_ACT,      38440,      38441,      38442,      38443,          0,          0, 
200 :      D_ACT,      38444,      38445,      38446,      38447,          0,          0, 
201 :      D_ACT,      38448,      38449,      38450,      38451,          0,          0, 
202 :      D_ACT,      38452,      38453,      38454,      38455,          0,          0, 
203 :      D_ACT,      38456,      38457,      38458,      38459,          0,          0, 
204 : koukougyoku,      38460,      38461,      38462,      38463,          0,          0, 
205 : aisougyoku,      38464,      38465,      38466,      38467,          0,          0, 
206 : koutougyoku,      38468,      38469,      38470,      38471,          0,          0, 
207 : suiryokugyoku,      38472,      38473,      38474,      38475,          0,          0, 
208 : sikisyougyoku,      38476,      38477,      38478,      38479,          0,          0, 
209 : gechougyoku,      38480,      38481,      38482,      38483,          0,          0, 
210 : kongougyoku,      38484,      38485,      38486,      38487,          0,          0, 
211 : yakusou_chogou,      38488,      38489,      38490,      38491,          0,          0, 
212 : inyaku_chougou,      38492,      38493,      38494,      38495,          0,          0, 
213 : nurigusuri_chogou,      38496,      38497,      38498,      38499,          0,          0, 
214 : bakuyaku_chogou,      38500,      38501,      38502,      38503,          0,          0, 
215 : mahen_chogou,      38504,      38505,      38506,      38507,          0,          0, 
216 : sengu_chougou,      38508,      38509,      38510,      38511,          0,          0, 
217 : tarisuman_r,      38512,      38513,      38514,      38515,          0,          0, 
218 : tarisuman_i,      38516,      38517,      38518,      38519,          0,          0, 
219 : kerendolows,      38520,      38521,      38522,      38523,          0,          0, 
220 : namul_niram,      38524,      38525,      38526,      38527,          0,          0, 
221 :   lob_omen,      38528,      38529,      38530,      38531,          0,          0, 
222 :  buryunaku,      38532,      38533,      38534,      38535,          0,          0, 
223 :    tao_tie,      38536,      38537,      38538,      38539,          0,          0, 
224 : brimuslabus,      38540,      38541,      38542,      38543,          0,          0, 
225 :   blue_elf,      38544,      38545,      38546,      38547,          0,          0, 
226 :  emeth_tag,      38548,      38549,      38550,      38551,          0,          0, 
227 : ex_drop_normal_breed_type_001,      38552,      38553,      38554,      38555,          0,          0, 
228 : ex_drop_normal_breed_type_002,      38556,      38557,      38558,      38559,          0,          0, 
229 : ex_drop_normal_breed_type_003,      38560,      38561,      38562,      38563,          0,          0, 
230 : ex_drop_normal_breed_type_004,      38564,      38565,      38566,      38567,          0,          0, 
231 : ex_drop_normal_breed_type_005,      38568,      38569,      38570,      38571,          0,          0, 
232 : ex_drop_normal_breed_type_006,      38572,      38573,      38574,      38575,          0,          0, 
233 : ex_drop_normal_breed_type_007,      38576,      38577,      38578,      38579,          0,          0, 
234 : ex_drop_normal_breed_type_008,      38580,      38581,      38582,      38583,          0,          0, 
235 : ex_drop_normal_breed_type_009,      38584,      38585,      38586,      38587,          0,          0, 
236 : ex_drop_normal_breed_type_010,      38588,      38589,      38590,      38591,          0,          0, 
237 : ex_drop_normal_breed_type_011,      38592,      38593,      38594,      38595,          0,          0, 
238 : ex_drop_normal_breed_type_012,      38596,      38597,      38598,      38599,          0,          0, 
239 : ex_drop_normal_breed_type_013,      38600,      38601,      38602,      38603,          0,          0, 
240 : ex_drop_normal_breed_type_014,      38604,      38605,      38606,      38607,          0,          0, 
241 : ex_drop_normal_breed_type_015,      38608,      38609,      38610,      38611,          0,          0, 
242 : ex_drop_normal_breed_type_016,      38612,      38613,      38614,      38615,          0,          0, 
243 : ex_drop_normal_breed_type_017,      38616,      38617,      38618,      38619,          0,          0, 
244 : ex_drop_normal_breed_type_018,      38620,      38621,      38622,      38623,          0,          0, 
245 : ex_drop_normal_breed_type_019,      38624,      38625,      38626,      38627,          0,          0, 
246 : ex_drop_normal_breed_type_020,      38628,      38629,      38630,      38631,          0,          0, 
247 : ex_drop_normal_breed_type_021,      38632,      38633,      38634,      38635,          0,          0, 
248 : ex_drop_normal_breed_type_022,      38636,      38637,      38638,      38639,          0,          0, 
249 : ex_drop_normal_breed_type_023,      38640,      38641,      38642,      38643,          0,          0, 
250 : ex_drop_normal_breed_type_024,      38644,      38645,      38646,      38647,          0,          0, 
251 : ex_drop_normal_breed_type_025,      38648,      38649,      38650,      38651,          0,          0, 
252 : ex_drop_normal_breed_type_026,      38652,      38653,      38654,      38655,          0,          0, 
253 : ex_drop_normal_breed_type_027,      38656,      38657,      38658,      38659,          0,          0, 
254 : ex_drop_normal_breed_type_028,      38660,      38661,      38662,      38663,          0,          0, 
255 : ex_drop_normal_breed_type_029,      38664,      38665,      38666,      38667,          0,          0, 
256 : ex_drop_normal_breed_type_030,      38668,      38669,      38670,      38671,          0,          0, 
257 : ex_drop_dl_breed_type_001,      38672,      38673,      38674,      38675,          0,          0, 
258 : ex_drop_dl_breed_type_002,      38676,      38677,      38678,      38679,          0,          0, 
259 : ex_drop_dl_breed_type_003,      38680,      38681,      38682,      38683,          0,          0, 
260 : ex_drop_dl_breed_type_004,      38684,      38685,      38686,      38687,          0,          0, 
261 : ex_drop_dl_breed_type_005,      38688,      38689,      38690,      38691,          0,          0, 
262 : ex_drop_dl_breed_type_006,      38692,      38693,      38694,      38695,          0,          0, 
263 : ex_drop_dl_breed_type_007,      38696,      38697,      38698,      38699,          0,          0, 
264 : ex_drop_dl_breed_type_008,      38700,      38701,      38702,      38703,          0,          0, 
265 : ex_drop_dl_breed_type_009,      38704,      38705,      38706,      38707,          0,          0, 
266 : ex_drop_dl_breed_type_010,      38708,      38709,      38710,      38711,          0,          0, 
267 : ex_drop_dl_breed_type_011,      38712,      38713,      38714,      38715,          0,          0, 
268 : ex_drop_dl_breed_type_012,      38716,      38717,      38718,      38719,          0,          0, 
269 : ex_drop_dl_breed_type_013,      38720,      38721,      38722,      38723,          0,          0, 
270 : ex_drop_dl_breed_type_014,      38724,      38725,      38726,      38727,          0,          0, 
271 : ex_drop_dl_breed_type_015,      38728,      38729,      38730,      38731,          0,          0, 
272 : ex_drop_dl_breed_type_016,      38732,      38733,      38734,      38735,          0,          0, 
273 : ex_drop_dl_breed_type_017,      38736,      38737,      38738,      38739,          0,          0, 
274 : ex_drop_dl_breed_type_018,      38740,      38741,      38742,      38743,          0,          0, 
275 : ex_drop_dl_breed_type_019,      38744,      38745,      38746,      38747,          0,          0, 
276 : ex_drop_dl_breed_type_020,      38748,      38749,      38750,      38751,          0,          0, 
277 : ex_drop_dl_breed_type_021,      38752,      38753,      38754,      38755,          0,          0, 
278 : ex_drop_dl_breed_type_022,      38756,      38757,      38758,      38759,          0,          0, 
279 : ex_drop_dl_breed_type_023,      38760,      38761,      38762,      38763,          0,          0, 
280 : ex_drop_dl_breed_type_024,      38764,      38765,      38766,      38767,          0,          0, 
281 : ex_drop_dl_breed_type_025,      38768,      38769,      38770,      38771,          0,          0, 
282 : ex_drop_dl_breed_type_026,      38772,      38773,      38774,      38775,          0,          0, 
283 : ex_drop_dl_breed_type_027,      38776,      38777,      38778,      38779,          0,          0, 
284 : ex_drop_dl_breed_type_028,      38780,      38781,      38782,      38783,          0,          0, 
285 : ex_drop_dl_breed_type_029,      38784,      38785,      38786,      38787,          0,          0, 
286 : ex_drop_dl_breed_type_030,      38788,      38789,      38790,      38791,          0,          0, 
287 : custom_lv1,      38792,      38793,      38794,      38795,          0,          0, 
288 : custom_lv2,      38796,      38797,      38798,      38799,          0,          0, 
289 : custom_lv3,      38800,      38801,      38802,      38803,          0,          0, 
290 : custom_lv4,      38804,      38805,      38806,      38807,          0,          0, 
291 : custom_lv5,      38808,      38809,      38810,      38811,          0,          0, 
292 : guild_L_pass_01,      38812,      38813,      38814,      38815,          0,          0, 
293 : guild_L_pass_02,      38816,      38817,      38818,      38819,          0,          0, 
294 : guild_L_pass_03,      38820,      38821,      38822,      38823,          0,          0, 
295 : guild_L_pass_04,      38824,      38825,      38826,      38827,          0,          0, 
296 : guild_L_pass_05,      38828,      38829,      38830,      38831,          0,          0, 
297 : guild_N_pass_01,      38832,      38833,      38834,      38835,          0,          0, 
298 : guild_N_pass_02,      38836,      38837,      38838,      38839,          0,          0, 
299 : guild_N_pass_03,      38840,      38841,      38842,      38843,          0,          0, 
300 : guild_N_pass_04,      38844,      38845,      38846,      38847,          0,          0, 
301 : guild_N_pass_05,      38848,      38849,      38850,      38851,          0,          0, 
302 : guild_C_pass_01,      38852,      38853,      38854,      38855,          0,          0, 
303 : guild_C_pass_02,      38856,      38857,      38858,      38859,          0,          0, 
304 : guild_C_pass_03,      38860,      38861,      38862,      38863,          0,          0, 
305 : guild_C_pass_04,      38864,      38865,      38866,      38867,          0,          0, 
306 : guild_C_pass_05,      38868,      38869,      38870,      38871,          0,          0, 
307 : freefight_type_A,      38872,      38873,      38874,      38875,          0,          0, 
308 : freefight_type_B,      38876,      38877,      38878,      38879,          0,          0, 
309 : freefight_type_C,      38880,      38881,      38882,      38883,          0,          0, 
310 : freefight_type_D,      38884,      38885,      38886,      38887,          0,          0, 
311 : freefight_type_E,      38888,      38889,      38890,      38891,          0,          0, 
312 : freefight_type_F,      38892,      38893,      38894,      38895,          0,          0, 
313 : freefight_type_G,      38896,      38897,      38898,      38899,          0,          0, 
314 : freefight_type_H,      38900,      38901,      38902,      38903,          0,          0, 
315 : freefight_type_I,      38904,      38905,      38906,      38907,          0,          0, 
316 : freefight_type_J,      38908,      38909,      38910,      38911,          0,          0, 
317 : freefight_type_K,      38912,      38913,      38914,      38915,          0,          0, 
318 : freefight_type_L,      38916,      38917,      38918,      38919,          0,          0, 
319 : freefight_type_M,      38920,      38921,      38922,      38923,          0,          0, 
320 : freefight_type_O,      38924,      38925,      38926,      38927,          0,          0, 
321 : freefight_type_QUEST1,      38928,      38929,      38930,      38931,          0,          0, 
322 : freefight_type_QUEST2,      38932,      38933,      38934,      38935,          0,          0, 
323 : butsu_attack_type_A,      38936,      38937,      38938,      38939,          0,          0, 
324 : butsu_attack_type_B,      38940,      38941,      38942,      38943,          0,          0, 
325 : butsu_attack_type_C,      38944,      38945,      38946,      38947,          0,          0, 
326 : butsu_attack_type_D,      38948,      38949,      38950,      38951,          0,          0, 
327 : butsu_attack_type_E,      38952,      38953,      38954,      38955,          0,          0, 
328 : butsu_attack_type_F,      38956,      38957,      38958,      38959,          0,          0, 
329 : butsu_attack_type_G,      38960,      38961,      38962,      38963,          0,          0, 
330 : butsu_attack_type_H,      38964,      38965,      38966,      38967,          0,          0, 
331 : butsu_attack_type_I,      38968,      38969,      38970,      38971,          0,          0, 
332 : butsu_attack_type_J,      38972,      38973,      38974,      38975,          0,          0, 
333 : butsu_attack_type_K,      38976,      38977,      38978,      38979,          0,          0, 
334 : butsu_attack_type_L,      38980,      38981,      38982,      38983,          0,          0, 
335 : butsu_attack_type_M,      38984,      38985,      38986,      38987,          0,          0, 
336 : butsu_attack_type_O,      38988,      38989,      38990,      38991,          0,          0, 
337 : butsu_attack_type_P,      38992,      38993,      38994,      38995,          0,          0, 
338 : butsu_attack_type_Q,      38996,      38997,      38998,      38999,          0,          0, 
339 : butsu_attack_type_R,      39000,      39001,      39002,      39003,          0,          0, 
340 : butsu_attack_type_S,      39004,      39005,      39006,      39007,          0,          0, 
341 : butsu_attack_type_T,      39008,      39009,      39010,      39011,          0,          0, 
342 : butsu_attack_type_U,      39012,      39013,      39014,      39015,          0,          0, 
343 : butsu_attack_type_V,      39016,      39017,      39018,      39019,          0,          0, 
344 : butsu_attack_type_W,      39020,      39021,      39022,      39023,          0,          0, 
345 : butsu_attack_type_X,      39024,      39025,      39026,      39027,          0,          0, 
346 : butsu_attack_type_Y,      39028,      39029,      39030,      39031,          0,          0, 
347 : mahou_attack_type_A,      39032,      39033,      39034,      39035,          0,          0, 
348 : mahou_attack_type_B,      39036,      39037,      39038,      39039,          0,          0, 
349 : mahou_attack_type_C,      39040,      39041,      39042,      39043,          0,          0, 
350 : mahou_attack_type_D,      39044,      39045,      39046,      39047,          0,          0, 
351 : mahou_attack_type_E,      39048,      39049,      39050,      39051,          0,          0, 
352 : mahou_attack_type_F,      39052,      39053,      39054,      39055,          0,          0, 
353 : mahou_attack_type_G,      39056,      39057,      39058,      39059,          0,          0, 
354 : mahou_attack_type_H,      39060,      39061,      39062,      39063,          0,          0, 
355 : mahou_attack_type_I,      39064,      39065,      39066,      39067,          0,          0, 
356 : mahou_attack_type_J,      39068,      39069,      39070,      39071,          0,          0, 
357 : mahou_attack_type_K,      39072,      39073,      39074,      39075,          0,          0, 
358 : mahou_attack_type_L,      39076,      39077,      39078,      39079,          0,          0, 
359 : mahou_attack_type_M,      39080,      39081,      39082,      39083,          0,          0, 
360 : mahou_attack_type_O,      39084,      39085,      39086,      39087,          0,          0, 
361 : mahou_attack_type_P,      39088,      39089,      39090,      39091,          0,          0, 
362 : mahou_attack_type_Q,      39092,      39093,      39094,      39095,          0,          0, 
363 : mahou_attack_type_R,      39096,      39097,      39098,      39099,          0,          0, 
364 : mahou_attack_type_S,      39100,      39101,      39102,      39103,          0,          0, 
365 : mahou_attack_type_T,      39104,      39105,      39106,      39107,          0,          0, 
366 : mahou_attack_type_U,      39108,      39109,      39110,      39111,          0,          0, 
367 : mahou_attack_type_V,      39112,      39113,      39114,      39115,          0,          0, 
