           km_, 
       sSlabel, 
67 : parameter_u_0x0411, 
68 : parameter_u_0x0412, 
69 : parameter_u_0x0413, 
70 : parameter_u_0x0414, 
71 : parameter_u_0x0415, 
72 : parameter_u_0x0416, 
73 : parameter_u_0x0417, 
74 : parameter_u_0x0418, 
75 : parameter_u_0x0419, 
76 : parameter_u_0x041A, 
77 : parameter_u_0x041B, 
78 : parameter_u_0x041C, 
79 : parameter_u_0x041D, 
80 : parameter_u_0x041E, 
81 : parameter_u_0x041F, 
82 : parameter_m_0x0500, 
83 : parameter_m_0x0501, 
84 : parameter_m_0x0502, 
85 : parameter_m_0x0503, 
86 : parameter_m_0x0504, 
87 : parameter_m_0x0505, 
88 : parameter_m_0x0506, 
89 : parameter_m_0x0507, 
90 : parameter_m_0x0508, 
91 : parameter_m_0x0509, 
92 : parameter_m_0x050A, 
93 : parameter_m_0x050B, 
94 : parameter_m_0x050C, 
95 : parameter_m_0x050D, 
96 : parameter_m_0x050E, 
97 : parameter_m_0x050F, 
98 : parameter_m_0x0510, 
99 : parameter_m_0x0511, 
100 : parameter_m_0x0512, 
101 : parameter_m_0x0513, 
102 : parameter_m_0x0514, 
103 : parameter_m_0x0515, 
104 : parameter_m_0x0516, 
105 : parameter_m_0x0517, 
106 : parameter_m_0x0518, 
107 : parameter_m_0x0519, 
108 : parameter_m_0x051A, 
109 : parameter_m_0x051B, 
110 : parameter_m_0x051C, 
111 : parameter_m_0x051D, 
112 : parameter_m_0x051E, 
113 : parameter_m_0x051F, 
114 : parameter_u_0x0500, 
115 : parameter_u_0x0501, 
116 : parameter_u_0x0502, 
117 : parameter_u_0x0503, 
118 : parameter_u_0x0504, 
119 : parameter_u_0x0505, 
120 : parameter_u_0x0506, 
121 : parameter_u_0x0507, 
122 : parameter_u_0x0508, 
123 : parameter_u_0x0509, 
124 : parameter_u_0x050A, 
125 : parameter_u_0x050B, 
126 : parameter_u_0x050C, 
127 : parameter_u_0x050D, 
128 : parameter_u_0x050E, 
129 : parameter_u_0x050F, 
130 : parameter_u_0x0510, 
131 : parameter_u_0x0511, 
132 : parameter_u_0x0512, 
133 : parameter_u_0x0513, 
134 : parameter_u_0x0514, 
135 : parameter_u_0x0515, 
136 : parameter_u_0x0516, 
137 : parameter_u_0x0517, 
138 : parameter_u_0x0518, 
139 : parameter_u_0x0519, 
140 : parameter_u_0x051A, 
141 : parameter_u_0x051B, 
142 : parameter_u_0x051C, 
143 : parameter_u_0x051D, 
144 : parameter_u_0x051E, 
145 : parameter_u_0x051F, 
146 : unit_u_0x0600, 
147 : unit_u_0x0601, 
148 : unit_u_0x0602, 
149 : unit_u_0x0603, 
150 : unit_u_0x0604, 
151 : unit_u_0x0605, 
152 : unit_u_0x0606, 
153 : unit_u_0x0607, 
154 : unit_u_0x0608, 
155 : unit_u_0x0609, 
156 : unit_u_0x060A, 
157 : unit_u_0x060B, 
158 : unit_u_0x060C, 
159 : unit_u_0x060D, 
160 : unit_u_0x060E, 
161 : unit_u_0x060F, 
162 : unit_u_0x0610, 
163 : unit_u_0x0611, 
164 : unit_u_0x0612, 
165 : unit_u_0x0613, 
166 : unit_u_0x0614, 
167 : unit_u_0x0615, 
168 : unit_u_0x0616, 
169 : unit_u_0x0617, 
170 : unit_u_0x0618, 
171 : unit_u_0x0619, 
172 : unit_u_0x061A, 
173 : unit_u_0x061B, 
174 : unit_u_0x061C, 
175 : unit_u_0x061D, 
176 : unit_u_0x061E, 
177 : unit_u_0x061F, 
178 : unit_n_0x0600, 
179 : unit_n_0x0601, 
180 : unit_n_0x0602, 
181 : unit_n_0x0603, 
182 : unit_n_0x0604, 
183 : unit_n_0x0605, 
184 : unit_n_0x0606, 
185 : unit_n_0x0607, 
186 : unit_n_0x0608, 
187 : unit_n_0x0609, 
188 : unit_n_0x060A, 
189 : unit_n_0x060B, 
190 : unit_n_0x060C, 
191 : unit_n_0x060D, 
192 : unit_n_0x060E, 
193 : unit_n_0x060F, 
194 : unit_n_0x0610, 
195 : unit_n_0x0611, 
196 : unit_n_0x0612, 
197 : unit_n_0x0613, 
198 : unit_n_0x0614, 
199 : unit_n_0x0615, 
200 : unit_n_0x0616, 
201 : unit_n_0x0617, 
202 : unit_n_0x0618, 
203 : unit_n_0x0619, 
204 : unit_n_0x061A, 
205 : unit_n_0x061B, 
206 : unit_n_0x061C, 
207 : unit_n_0x061D, 
208 : unit_n_0x061E, 
209 : unit_n_0x061F, 
210 : unit_nl_0x0600, 
211 : unit_nl_0x0601, 
212 : unit_nl_0x0602, 
213 : unit_nl_0x0603, 
214 : unit_nl_0x0604, 
215 : unit_nl_0x0605, 
216 : unit_nl_0x0606, 
217 : unit_nl_0x0607, 
218 : unit_nl_0x0608, 
219 : unit_nl_0x0609, 
220 : unit_nl_0x060A, 
221 : unit_nl_0x060B, 
222 : unit_nl_0x060C, 
223 : unit_nl_0x060D, 
224 : unit_nl_0x060E, 
225 : unit_nl_0x060F, 
226 : unit_nl_0x0610, 
227 : unit_nl_0x0611, 
228 : unit_nl_0x0612, 
229 : unit_nl_0x0613, 
230 : unit_nl_0x0614, 
231 : unit_nl_0x0615, 
232 : unit_nl_0x0616, 
233 : unit_nl_0x0617, 
234 : unit_nl_0x0618, 
235 : unit_nl_0x0619, 
236 : unit_nl_0x061A, 
237 : unit_nl_0x061B, 
238 : unit_nl_0x061C, 
239 : unit_nl_0x061D, 
240 : unit_nl_0x061E, 
241 : unit_nl_0x061F, 
242 : unit_u_0x0700, 
243 : unit_u_0x0701, 
244 : unit_u_0x0702, 
245 : unit_u_0x0703, 
246 : unit_u_0x0704, 
247 : unit_u_0x0705, 
248 : unit_u_0x0706, 
249 : unit_u_0x0707, 
250 : unit_u_0x0708, 
251 : unit_u_0x0709, 
252 : unit_u_0x070A, 
253 : unit_u_0x070B, 
254 : unit_u_0x070C, 
255 : unit_u_0x070D, 
256 : unit_u_0x070E, 
257 : unit_u_0x070F, 
258 : unit_u_0x0710, 
259 : unit_u_0x0711, 
260 : unit_u_0x0712, 
261 : unit_u_0x0713, 
262 : unit_u_0x0714, 
263 : unit_u_0x0715, 
264 : unit_u_0x0716, 
265 : unit_u_0x0717, 
266 : unit_u_0x0718, 
267 : unit_u_0x0719, 
268 : unit_u_0x071A, 
269 : unit_u_0x071B, 
270 : unit_u_0x071C, 
271 : unit_u_0x071D, 
272 : unit_u_0x071E, 
273 : unit_u_0x071F, 
274 : unit_n_0x0700, 
275 : unit_n_0x0701, 
276 : unit_n_0x0702, 
277 : unit_n_0x0703, 
278 : unit_n_0x0704, 
279 : unit_n_0x0705, 
280 : unit_n_0x0706, 
281 : unit_n_0x0707, 
282 : unit_n_0x0708, 
283 : unit_n_0x0709, 
284 : unit_n_0x070A, 
285 : unit_n_0x070B, 
286 : unit_n_0x070C, 
287 : unit_n_0x070D, 
288 : unit_n_0x070E, 
289 : unit_n_0x070F, 
290 : unit_n_0x0710, 
291 : unit_n_0x0711, 
292 : unit_n_0x0712, 
293 : unit_n_0x0713, 
294 : unit_n_0x0714, 
295 : unit_n_0x0715, 
296 : unit_n_0x0716, 
297 : unit_n_0x0717, 
298 : unit_n_0x0718, 
299 : unit_n_0x0719, 
300 : unit_n_0x071A, 
301 : unit_n_0x071B, 
302 : unit_n_0x071C, 
303 : unit_n_0x071D, 
304 : unit_n_0x071E, 
305 : unit_n_0x071F, 
306 : unit_nl_0x0700, 
307 : unit_nl_0x0701, 
308 : unit_nl_0x0702, 
309 : unit_nl_0x0703, 
310 : unit_nl_0x0704, 
311 : unit_nl_0x0705, 
312 : unit_nl_0x0706, 
313 : unit_nl_0x0707, 
314 : unit_nl_0x0708, 
315 : unit_nl_0x0709, 
316 : unit_nl_0x070A, 
317 : unit_nl_0x070B, 
318 : unit_nl_0x070C, 
319 : unit_nl_0x070D, 
320 : unit_nl_0x070E, 
321 : unit_nl_0x070F, 
322 : unit_nl_0x0710, 
323 : unit_nl_0x0711, 
324 : unit_nl_0x0712, 
325 : unit_nl_0x0713, 
326 : unit_nl_0x0714, 
327 : unit_nl_0x0715, 
328 : unit_nl_0x0716, 
329 : unit_nl_0x0717, 
330 : unit_nl_0x0718, 
331 : unit_nl_0x0719, 
332 : unit_nl_0x071A, 
333 : unit_nl_0x071B, 
334 : unit_nl_0x071C, 
335 : unit_nl_0x071D, 
336 : unit_nl_0x071E, 
337 : unit_nl_0x071F, 
338 : union_m_0x0800, 
339 : union_m_0x0801, 
340 : union_m_0x0802, 
341 : union_m_0x0803, 
342 : union_m_0x0804, 
343 : union_m_0x0805, 
344 : union_m_0x0806, 
345 : union_m_0x0807, 
346 : union_m_0x0808, 
347 : union_m_0x0809, 
348 : union_m_0x080A, 
349 : union_m_0x080B, 
350 : union_m_0x080C, 
351 : union_m_0x080D, 
352 : union_m_0x080E, 
353 : union_m_0x080F, 
354 : union_m_0x0810, 
355 : union_m_0x0811, 
356 : union_m_0x0812, 
357 : union_m_0x0813, 
358 : union_m_0x0814, 
359 : union_m_0x0815, 
360 : union_m_0x0816, 
361 : union_m_0x0817, 
362 : union_m_0x0818, 
363 : union_m_0x0819, 
364 : union_m_0x081A, 
365 : union_m_0x081B, 
366 : union_m_0x081C, 
367 : union_m_0x081D, 
368 : union_m_0x081E, 
369 : union_m_0x081F, 
370 : union_m_0x0900, 
371 : union_m_0x0901, 
372 : union_m_0x0902, 
373 : union_m_0x0903, 
374 : union_m_0x0904, 
375 : union_m_0x0905, 
376 : union_m_0x0906, 
377 : union_m_0x0907, 
378 : union_m_0x0908, 
379 : union_m_0x0909, 
380 : union_m_0x090A, 
381 : union_m_0x090B, 
382 : union_m_0x090C, 
383 : union_m_0x090D, 
384 : union_m_0x090E, 
385 : union_m_0x090F, 
386 : union_m_0x0910, 
387 : union_m_0x0911, 
388 : union_m_0x0912, 
389 : union_m_0x0913, 
390 : union_m_0x0914, 
391 : union_m_0x0915, 
392 : union_m_0x0916, 
393 : union_m_0x0917, 
394 : union_m_0x0918, 
395 : union_m_0x0919, 
396 : union_m_0x091A, 
397 : union_m_0x091B, 
398 : union_m_0x091C, 
399 : union_m_0x091D, 
400 : union_m_0x091E, 
401 : union_m_0x091F, 
402 : jin_u_0x0A00, 
403 : jin_u_0x0A01, 
404 : jin_u_0x0A02, 
405 : jin_u_0x0A03, 
406 : jin_u_0x0A04, 
407 : jin_u_0x0A05, 
408 : jin_u_0x0A06, 
409 : jin_u_0x0A07, 
410 : jin_u_0x0B00, 
411 : jin_u_0x0B01, 
412 : jin_u_0x0B02, 
413 : jin_u_0x0B03, 
414 : jin_u_0x0B04, 
415 : jin_u_0x0B05, 
416 : jin_u_0x0B06, 
417 : jin_u_0x0B07, 
418 : hpapmax_m_0x0C00, 
419 : hpapmax_m_0x0C01, 
420 : hpapmax_m_0x0C02, 
421 : hpapmax_m_0x0C03, 
422 : hpapmax_m_0x0D00, 
423 : hpapmax_m_0x0D01, 
424 : hpapmax_m_0x0D02, 
425 : hpapmax_m_0x0D03, 
426 : hpaprest_m_0x0E00, 
427 : hpaprest_m_0x0E01, 
428 : hpaprest_m_0x0E02, 
429 : hpaprest_m_0x0E03, 
430 : hpaprest_m_0x0E04, 
431 : hpaprest_m_0x0E05, 
432 : hpaprest_m_0x0F00, 
433 : hpaprest_m_0x0F01, 
434 : hpaprest_m_0x0F02, 
435 : hpaprest_m_0x0F03, 
436 : hpaprest_m_0x0F04, 
437 : hpaprest_m_0x0F05, 
438 : status_u_0x1000, 
439 : status_u_0x1001, 
440 : status_u_0x1002, 
441 : status_u_0x1003, 
442 : status_u_0x1004, 
443 : status_u_0x1005, 
444 : status_u_0x1006, 
445 : status_u_0x1007, 
446 : status_n_0x1000, 
447 : status_n_0x1001, 
448 : status_n_0x1002, 
449 : status_n_0x1003, 
450 : status_n_0x1004, 
451 : status_n_0x1005, 
452 : status_n_0x1006, 
453 : status_n_0x1007, 
454 : status_u_0x1100, 
455 : status_u_0x1101, 
456 : status_u_0x1102, 
457 : status_u_0x1103, 
458 : status_u_0x1104, 
459 : status_u_0x1105, 
460 : status_u_0x1106, 
461 : status_u_0x1107, 
462 : status_n_0x1100, 
463 : status_n_0x1101, 
464 : status_n_0x1102, 
465 : status_n_0x1103, 
466 : status_n_0x1104, 
467 : status_n_0x1105, 
468 : status_n_0x1106, 
469 : status_n_0x1107, 
470 : sub_survival__0x1200, 
471 : sub_survival__0x1201, 
472 : sub_survival__0x1202, 
473 : sub_survival__0x1203, 
474 : sub_survival__0x1204, 
475 : sub_survival__0x1205, 
476 : sub_survival__0x1206, 
477 : sub_survival__0x1300, 
478 : sub_survival__0x1301, 
479 : sub_survival__0x1302, 
480 : sub_survival__0x1303, 
481 : sub_survival__0x1304, 
482 : sub_survival__0x1305, 
483 : sub_survival__0x1306, 
484 : sub_flag__0x1400, 
485 : sub_flag__0x1401, 
486 : sub_flag__0x1500, 
487 : sub_flag__0x1501, 
488 : sub_have__0x1600, 
489 : sub_have__0x1700, 
490 : sub_turn__0x1800, 
491 : sub_turn__0x1801, 
492 : sub_turn__0x1802, 
493 : sub_turn__0x1803, 
494 : sub_turn__0x1804, 
495 : sub_turn__0x1805, 
496 : sub_turn__0x1806, 
497 : sub_turn__0x1807, 
498 : sub_turn__0x1900, 
499 : sub_turn__0x1901, 
500 : sub_turn__0x1902, 
501 : sub_turn__0x1903, 
502 : sub_turn__0x1904, 
503 : sub_turn__0x1905, 
504 : sub_turn__0x1906, 
505 : sub_turn__0x1907, 
506 : sub_extra_battle__0x1A00, 
507 : sub_extra_battle__0x1A01, 
508 : sub_extra_battle__0x1B00, 
509 : sub_extra_battle__0x1B01, 
510 : sub_main_param__0x1C00, 
511 : sub_main_param__0x1C01, 
512 : sub_main_param__0x1C02, 
513 : sub_main_param__0x1C03, 
514 : sub_main_param__0x1C04, 
515 : sub_main_param__0x1C05, 
516 : sub_main_param__0x1C06, 
517 : sub_main_param__0x1C07, 
518 : sub_main_param__0x1C08, 
519 : sub_main_param__0x1C09, 
520 : sub_main_param__0x1C0A, 
521 : sub_main_param__0x1C0B, 
522 : sub_main_param__0x1C0C, 
523 : sub_main_param__0x1C0D, 
524 : sub_main_param__0x1C0E, 
525 : sub_main_param__0x1C0F, 
526 : sub_main_param__0x1C10, 
527 : sub_main_param__0x1C11, 
528 : sub_main_param__0x1C12, 
529 : sub_main_param__0x1C13, 
530 : sub_main_param__0x1C14, 
531 : sub_main_param__0x1C15, 
532 : sub_main_param__0x1C16, 
533 : sub_main_param__0x1C17, 
534 : sub_main_param__0x1C18, 
535 : sub_main_param__0x1C19, 
536 : sub_main_param__0x1C1A, 
537 : sub_main_param__0x1C1B, 
538 : sub_main_param__0x1C1C, 
539 : sub_main_param__0x1C1D, 
540 : sub_main_param__0x1C1E, 
541 : sub_main_param__0x1C1F, 
542 : sub_main_param__0x1D00, 
543 : sub_main_param__0x1D01, 
544 : sub_main_param__0x1D02, 
545 : sub_main_param__0x1D03, 
546 : sub_main_param__0x1D04, 
547 : sub_main_param__0x1D05, 
548 : sub_main_param__0x1D06, 
549 : sub_main_param__0x1D07, 
550 : sub_main_param__0x1D08, 
551 : sub_main_param__0x1D09, 
552 : sub_main_param__0x1D0A, 
553 : sub_main_param__0x1D0B, 
554 : sub_main_param__0x1D0C, 
555 : sub_main_param__0x1D0D, 
556 : sub_main_param__0x1D0E, 
557 : sub_main_param__0x1D0F, 
558 : sub_main_param__0x1D10, 
559 : sub_main_param__0x1D11, 
560 : sub_main_param__0x1D12, 
561 : sub_main_param__0x1D13, 
562 : sub_main_param__0x1D14, 
563 : sub_main_param__0x1D15, 
564 : sub_main_param__0x1D16, 
565 : sub_main_param__0x1D17, 
566 : sub_main_param__0x1D18, 
567 : sub_main_param__0x1D19, 
568 : sub_main_param__0x1D1A, 
569 : sub_main_param__0x1D1B, 
570 : sub_main_param__0x1D1C, 
571 : sub_main_param__0x1D1D, 
572 : sub_main_param__0x1D1E, 
573 : sub_main_param__0x1D1F, 
574 : sub_kill_count__0x1E00, 
575 : sub_kill_count__0x1F00, 
576 : aiming_m_0x2000, 
577 : aiming_m_0x2001, 
578 : aiming_m_0x2002, 
579 : aiming_m_0x2003, 
580 : aiming_m_0x2004, 
581 : aiming_m_0x2005, 
582 : aiming_m_0x2006, 
583 : aiming_m_0x2007, 
584 : aiming_m_0x2100, 
585 : aiming_m_0x2101, 
586 : aiming_m_0x2102, 
587 : aiming_m_0x2103, 
588 : aiming_m_0x2104, 
589 : aiming_m_0x2105, 
590 : aiming_m_0x2106, 
591 : aiming_m_0x2107, 
592 : sp_command__0x2200, 
593 : sp_command__0x2201, 
594 : sp_command__0x2202, 
595 : sp_command__0x2203, 
596 : sp_command__0x2204, 
597 : sp_command__0x2205, 
598 : sp_command__0x2206, 
599 : sp_command__0x2207, 
600 : sp_command__0x2300, 
601 : sp_command__0x2301, 
602 : sp_command__0x2302, 
603 : sp_command__0x2303, 
604 : sp_command__0x2304, 
605 : sp_command__0x2305, 
606 : sp_command__0x2306, 
607 : sp_command__0x2307, 
608 : union_unit_count_n_0x2400, 
609 : union_unit_count_n_0x2401, 
610 : union_unit_count_n_0x2402, 
611 : union_unit_count_n_0x2403, 
612 : union_unit_count_n_0x2404, 
613 : union_unit_count_n_0x2405, 
614 : union_unit_count_n_0x2406, 
615 : union_unit_count_n_0x2407, 
616 : union_unit_count_n_0x2408, 
617 : union_unit_count_n_0x2409, 
618 : union_unit_count_n_0x240A, 
619 : union_unit_count_n_0x240B, 
620 : union_unit_count_n_0x240C, 
621 : union_unit_count_n_0x240D, 
622 : union_unit_count_n_0x240E, 
623 : union_unit_count_n_0x240F, 
624 : union_unit_count_n_0x2410, 
625 : union_unit_count_n_0x2411, 
626 : union_unit_count_n_0x2412, 
627 : union_unit_count_n_0x2413, 
628 : union_unit_count_n_0x2414, 
629 : union_unit_count_n_0x2415, 
630 : union_unit_count_n_0x2416, 
631 : union_unit_count_n_0x2417, 
632 : union_unit_count_n_0x2418, 
633 : union_unit_count_n_0x2419, 
634 : union_unit_count_n_0x241A, 
635 : union_unit_count_n_0x241B, 
636 : union_unit_count_n_0x241C, 
637 : union_unit_count_n_0x241D, 
638 : union_unit_count_n_0x241E, 
639 : union_unit_count_n_0x241F, 
640 : union_unit_count_n_0x2500, 
641 : union_unit_count_n_0x2501, 
642 : union_unit_count_n_0x2502, 
643 : union_unit_count_n_0x2503, 
644 : union_unit_count_n_0x2504, 
645 : union_unit_count_n_0x2505, 
646 : union_unit_count_n_0x2506, 
647 : union_unit_count_n_0x2507, 
648 : union_unit_count_n_0x2508, 
649 : union_unit_count_n_0x2509, 
650 : union_unit_count_n_0x250A, 
651 : union_unit_count_n_0x250B, 
652 : union_unit_count_n_0x250C, 
653 : union_unit_count_n_0x250D, 
654 : union_unit_count_n_0x250E, 
655 : union_unit_count_n_0x250F, 
656 : union_unit_count_n_0x2510, 
657 : union_unit_count_n_0x2511, 
658 : union_unit_count_n_0x2512, 
659 : union_unit_count_n_0x2513, 
660 : union_unit_count_n_0x2514, 
661 : union_unit_count_n_0x2515, 
662 : union_unit_count_n_0x2516, 
663 : union_unit_count_n_0x2517, 
664 : union_unit_count_n_0x2518, 
665 : union_unit_count_n_0x2519, 
666 : union_unit_count_n_0x251A, 
667 : union_unit_count_n_0x251B, 
668 : union_unit_count_n_0x251C, 
669 : union_unit_count_n_0x251D, 
670 : union_unit_count_n_0x251E, 
671 : union_unit_count_n_0x251F, 
672 : logic_command__0xFF00, 
673 : logic_command__0xFF01, 
674 : logic_command__0xFF02, 
675 : logic_command__0xFF03, 
676 : logic_command__0xFF04, 
677 : logic_command__0xFF05, 
678 : logic_command__0xFF06, 
679 : logic_command__0xFF07, 
680 : logic_command__0xFF08, 
681 : logic_command__0xFF09, 
682 : logic_command__0xFF0A, 
683 : logic_command__0xFF0B, 
684 : logic_command__0xFF0C, 
685 : logic_command__0xFF0D, 
686 : logic_command__0xFF0E, 
687 : logic_command__0xFF0F, 
688 : logic_command__0xFF10, 
689 : logic_command__0xFF11, 
690 : logic_command__0xFF12, 
691 : logic_command__0xFF13, 
692 : logic_command__0xFF14, 
693 : logic_command__0xFF15, 
694 : logic_command__0xFF16, 
695 : logic_command__0xFF17, 
696 : logic_command__0xFF18, 
697 : logic_command__0xFF19, 
698 : logic_command__0xFF1A, 
699 : logic_command__0xFF1B, 
700 : logic_command__0xFF1C, 
701 : logic_command__0xFF1D, 
702 : logic_command__0xFF1E, 
703 : logic_command__0xFF1F, 

