           km_, km_StrNo_text, km_StrNo_text_s, km_StrNo_text_k1, km_StrNo_text_k2, km_window_type, km_font_type, 
42 : type007_002,      54744,      54745,      54746,      54747,          0,          0, 
43 : type007_003,      54748,      54749,      54750,      54751,          0,          0, 
44 : type007_004,      54752,      54753,      54754,      54755,          0,          0, 
45 : type008_001,      54756,      54757,      54758,      54759,          0,          0, 
46 : type008_002,      54760,      54761,      54762,      54763,          0,          0, 
47 : type008_003,      54764,      54765,      54766,      54767,          0,          0, 
48 : type009_001,      54768,      54769,      54770,      54771,          0,          0, 
49 : type009_002,      54772,      54773,      54774,      54775,          0,          0, 
50 : type010_001,      54776,      54777,      54778,      54779,          0,          0, 
51 : type010_002,      54780,      54781,      54782,      54783,          0,          0, 
52 : type010_003,      54784,      54785,      54786,      54787,          0,          0, 
53 : type010_004,      54788,      54789,      54790,      54791,          0,          0, 
54 : type010_005,      54792,      54793,      54794,      54795,          0,          0, 
55 : type010_006,      54796,      54797,      54798,      54799,          0,          0, 
56 : type011_001,      54800,      54801,      54802,      54803,          0,          0, 
57 : type011_002,      54804,      54805,      54806,      54807,          0,          0, 
58 : type011_003,      54808,      54809,      54810,      54811,          0,          0, 
59 : type012_001,      54812,      54813,      54814,      54815,          0,          0, 
60 : type012_002,      54816,      54817,      54818,      54819,          0,          0, 
61 : type012_003,      54820,      54821,      54822,      54823,          0,          0, 
62 : type012_004,      54824,      54825,      54826,      54827,          0,          0, 
63 : type012_005,      54828,      54829,      54830,      54831,          0,          0, 
64 : type012_006,      54832,      54833,      54834,      54835,          0,          0, 
65 : type012_007,      54836,      54837,      54838,      54839,          0,          0, 
66 : type013_001,      54840,      54841,      54842,      54843,          0,          0, 
67 : type013_002,      54844,      54845,      54846,      54847,          0,          0, 
68 : type013_003,      54848,      54849,      54850,      54851,          0,          0, 
69 : type013_004,      54852,      54853,      54854,      54855,          0,          0, 
70 : type013_005,      54856,      54857,      54858,      54859,          0,          0, 
71 : type013_006,      54860,      54861,      54862,      54863,          0,          0, 
72 : type013_007,      54864,      54865,      54866,      54867,          0,          0, 
73 : type013_008,      54868,      54869,      54870,      54871,          0,          0, 
74 : type014_001,      54872,      54873,      54874,      54875,          0,          0, 
75 : type014_002,      54876,      54877,      54878,      54879,          0,          0, 
76 : type014_003,      54880,      54881,      54882,      54883,          0,          0, 
77 : type014_004,      54884,      54885,      54886,      54887,          0,          0, 
78 : type014_005,      54888,      54889,      54890,      54891,          0,          0, 
79 : type014_006,      54892,      54893,      54894,      54895,          0,          0, 
80 : type014_007,      54896,      54897,      54898,      54899,          0,          0, 
81 : type015_001,      54900,      54901,      54902,      54903,          0,          0, 
82 : type015_002,      54904,      54905,      54906,      54907,          0,          0, 
83 : type015_003,      54908,      54909,      54910,      54911,          0,          0, 
84 : type015_004,      54912,      54913,      54914,      54915,          0,          0, 
85 : type015_005,      54916,      54917,      54918,      54919,          0,          0, 
86 : type015_006,      54920,      54921,      54922,      54923,          0,          0, 
87 : type016_001,      54924,      54925,      54926,      54927,          0,          0, 
88 : type016_002,      54928,      54929,      54930,      54931,          0,          0, 
89 : type016_003,      54932,      54933,      54934,      54935,          0,          0, 
90 : type016_004,      54936,      54937,      54938,      54939,          0,          0, 
91 : type016_005,      54940,      54941,      54942,      54943,          0,          0, 
92 : type016_006,      54944,      54945,      54946,      54947,          0,          0, 
93 : type016_007,      54948,      54949,      54950,      54951,          0,          0, 
94 : type017_001,      54952,      54953,      54954,      54955,          0,          0, 
95 : type017_002,      54956,      54957,      54958,      54959,          0,          0, 
96 : type017_003,      54960,      54961,      54962,      54963,          0,          0, 
97 : type017_004,      54964,      54965,      54966,      54967,          0,          0, 
98 : type018_001,      54968,      54969,      54970,      54971,          0,          0, 
99 : type018_002,      54972,      54973,      54974,      54975,          0,          0, 
100 : type018_003,      54976,      54977,      54978,      54979,          0,          0, 
101 : type019_001,      54980,      54981,      54982,      54983,          0,          0, 
102 : type019_002,      54984,      54985,      54986,      54987,          0,          0, 
103 : type019_003,      54988,      54989,      54990,      54991,          0,          0, 
104 : type019_004,      54992,      54993,      54994,      54995,          0,          0, 
105 : type019_005,      54996,      54997,      54998,      54999,          0,          0, 
106 : type019_006,      55000,      55001,      55002,      55003,          0,          0, 
107 : type019_007,      55004,      55005,      55006,      55007,          0,          0, 
108 : type019_008,      55008,      55009,      55010,      55011,          0,          0, 
109 : type020_001,      55012,      55013,      55014,      55015,          0,          0, 
110 : type020_002,      55016,      55017,      55018,      55019,          0,          0, 
111 : type020_003,      55020,      55021,      55022,      55023,          0,          0, 
112 : type020_004,      55024,      55025,      55026,      55027,          0,          0, 
113 : type020_005,      55028,      55029,      55030,      55031,          0,          0, 
114 : type020_006,      55032,      55033,      55034,      55035,          0,          0, 
115 : type020_007,      55036,      55037,      55038,      55039,          0,          0, 
116 : type020_008,      55040,      55041,      55042,      55043,          0,          0, 
117 : type020_009,      55044,      55045,      55046,      55047,          0,          0, 
118 : type020_010,      55048,      55049,      55050,      55051,          0,          0, 
119 : type020_011,      55052,      55053,      55054,      55055,          0,          0, 
120 : type020_012,      55056,      55057,      55058,      55059,          0,          0, 
121 : type020_013,      55060,      55061,      55062,      55063,          0,          0, 
122 : type020_014,      55064,      55065,      55066,      55067,          0,          0, 
123 : type020_015,      55068,      55069,      55070,      55071,          0,          0, 
124 : type020_016,      55072,      55073,      55074,      55075,          0,          0, 
125 : type020_017,      55076,      55077,      55078,      55079,          0,          0, 
126 : type021_001,      55080,      55081,      55082,      55083,          0,          0, 
127 : type021_002,      55084,      55085,      55086,      55087,          0,          0, 
128 : type021_003,      55088,      55089,      55090,      55091,          0,          0, 
129 : type021_004,      55092,      55093,      55094,      55095,          0,          0, 
130 : type021_005,      55096,      55097,      55098,      55099,          0,          0, 
131 : type021_006,      55100,      55101,      55102,      55103,          0,          0, 
132 : type021_007,      55104,      55105,      55106,      55107,          0,          0, 
133 : type022_001,      55108,      55109,      55110,      55111,          0,          0, 
134 : type022_002,      55112,      55113,      55114,      55115,          0,          0, 
135 : type022_003,      55116,      55117,      55118,      55119,          0,          0, 
136 : type022_004,      55120,      55121,      55122,      55123,          0,          0, 
137 : type022_005,      55124,      55125,      55126,      55127,          0,          0, 
138 : type022_006,      55128,      55129,      55130,      55131,          0,          0, 
139 : type022_007,      55132,      55133,      55134,      55135,          0,          0, 
140 : type022_008,      55136,      55137,      55138,      55139,          0,          0, 
141 : type022_009,      55140,      55141,      55142,      55143,          0,          0, 
142 : type022_010,      55144,      55145,      55146,      55147,          0,          0, 
143 : type022_011,      55148,      55149,      55150,      55151,          0,          0, 
144 : type022_012,      55152,      55153,      55154,      55155,          0,          0, 
145 : type022_013,      55156,      55157,      55158,      55159,          0,          0, 
146 : type022_014,      55160,      55161,      55162,      55163,          0,          0, 
147 : type023_001,      55164,      55165,      55166,      55167,          0,          0, 
148 : type023_002,      55168,      55169,      55170,      55171,          0,          0, 
149 : type023_003,      55172,      55173,      55174,      55175,          0,          0, 
150 : type023_004,      55176,      55177,      55178,      55179,          0,          0, 
151 : type023_005,      55180,      55181,      55182,      55183,          0,          0, 
152 : type023_006,      55184,      55185,      55186,      55187,          0,          0, 
153 : type023_007,      55188,      55189,      55190,      55191,          0,          0, 
154 : type023_008,      55192,      55193,      55194,      55195,          0,          0, 
155 : type023_009,      55196,      55197,      55198,      55199,          0,          0, 
156 : type023_010,      55200,      55201,      55202,      55203,          0,          0, 
157 : type023_011,      55204,      55205,      55206,      55207,          0,          0, 
158 : type023_012,      55208,      55209,      55210,      55211,          0,          0, 
159 : type023_013,      55212,      55213,      55214,      55215,          0,          0, 
160 : type023_014,      55216,      55217,      55218,      55219,          0,          0, 
161 : type023_015,      55220,      55221,      55222,      55223,          0,          0, 
162 : type023_016,      55224,      55225,      55226,      55227,          0,          0, 
163 : type023_017,      55228,      55229,      55230,      55231,          0,          0, 
164 : type023_018,      55232,      55233,      55234,      55235,          0,          0, 
165 : type023_019,      55236,      55237,      55238,      55239,          0,          0, 
166 : type023_020,      55240,      55241,      55242,      55243,          0,          0, 
167 : type023_021,      55244,      55245,      55246,      55247,          0,          0, 
168 : type023_022,      55248,      55249,      55250,      55251,          0,          0, 

