           km_,      km_id, 
40 : arts_skill_th_th_nidantuki,          0, 
41 : arts_skill_th_th_inazumatuki,          0, 
42 : arts_skill_th_th_tadantuki,          0, 
43 : arts_skill_th_th_doubledragon,          0, 
44 : arts_skill_th_th_charge,          0, 
45 : arts_skill_th_th_sinrai,          0, 
46 : arts_skill_th_th_doranarashi,          0, 
47 : arts_skill_th_th_grandslam,          0, 
48 : arts_skill_s_fw_yontoujyujizan,          0, 
49 : arts_skill_s_fw_tentinidan,          0, 
50 : arts_skill_s_fw_yatsuzakigiri,          0, 
51 : arts_skill_s_fw_dancingsword,          0, 
52 : arts_skill_s_oh_awaseuti,          0, 
53 : arts_skill_s_oh_honekudaki,          0, 
54 : arts_skill_s_oh_shouganzan,          0, 
55 : arts_skill_s_oh_kasatujyusinsyou,          0, 
56 : arts_skill_s_th_senkoutuki,          0, 
57 : arts_skill_s_th_aiming,          0, 
58 : arts_skill_s_th_roundslicer,          0, 
59 : arts_skill_s_th_musousandan,          0, 
60 : magic_skill_charge_attack,          0, 
61 : magic_skill_charge_attack,          0, 
62 : magic_skill_charge_support,          0, 
63 : magic_skill_charge_attack,          0, 
64 : magic_skill_charge_attack,          0, 
65 : magic_skill_charge_attack,          0, 
66 : magic_skill_charge_attack,          0, 
67 : magic_skill_snipe_attack,          0, 
68 : magic_skill_snipe_attack,          0, 
69 : magic_skill_snipe_attack,          0, 
70 : magic_skill_snipe_attack,          0, 
71 : magic_skill_snipe_attack,          0, 
72 : magic_skill_snipe_attack,          0, 
73 : magic_skill_snipe_attack,          0, 
74 : magic_skill_agent_support,          0, 
75 : magic_skill_agent_attack,          0, 
76 : magic_skill_agent_support,          0, 
77 : magic_skill_agent_support,          0, 
78 : magic_skill_agent_support,          0, 
79 : magic_skill_agent_support,          0, 
80 : magic_skill_agent_support,          0, 
81 : magic_skill_rescue_cure,          0, 
82 : magic_skill_rescue_cure,          0, 
83 : magic_skill_rescue_cure,          0, 
84 : magic_skill_rescue_cure,          0, 
85 : magic_skill_rescue_support,          0, 
86 : magic_skill_rescue_support,          0, 
87 : magic_skill_rescue_cure,          0, 
88 : magic_skill_tactics_attack,          0, 
89 : magic_skill_tactics_attack,          0, 
90 : magic_skill_tactics_attack,          0, 
91 : magic_skill_tactics_attack,          0, 
92 : magic_skill_tactics_attack,          0, 
93 : magic_skill_tactics_support,          0, 
94 : magic_skill_tactics_attack,          0, 
95 : magic_skill_stratagem_support,          0, 
96 : magic_skill_stratagem_attack,          0, 
97 : magic_skill_stratagem_support,          0, 
98 : magic_skill_stratagem_support,          0, 
99 : magic_skill_stratagem_attack,          0, 
100 : magic_skill_taboo_attack,          0, 
101 : magic_skill_taboo_attack,          0, 
102 : magic_skill_taboo_attack,          0, 
103 : magic_skill_taboo_cure,          0, 
104 : magic_skill_taboo_attack,          0, 
105 : item_skill_herb_cure,          0, 
106 : item_skill_herb_cure,          0, 
107 : item_skill_herb_cure,          0, 
108 : item_skill_herb_cure,          0, 
109 : item_skill_herb_cure,          0, 
110 : item_skill_herb_attack,          0, 
111 : item_skill_portion_support,          0, 
112 : item_skill_portion_support,          0, 
113 : item_skill_portion_support,          0, 
114 : item_skill_portion_support,          0, 
115 : item_skill_portion_support,          0, 
116 : item_skill_portion_support,          0, 
117 : item_skill_lotion_cure,          0, 
118 : item_skill_lotion_cure,          0, 
119 : item_skill_lotion_cure,          0, 
120 : item_skill_lotion_cure,          0, 
121 : item_skill_lotion_cure,          0, 
122 : item_skill_lotion_attack,          0, 
123 : item_skill_bomb_attack,          0, 
124 : item_skill_bomb_attack,          0, 
125 : item_skill_bomb_attack,          0, 
126 : item_skill_bomb_attack,          0, 
127 : item_skill_bomb_attack,          0, 
128 : item_skill_bomb_attack,          0, 
129 : item_skill_absence_attack,          0, 
130 : item_skill_absence_attack,          0, 
131 : item_skill_absence_attack,          0, 
132 : item_skill_absence_attack,          0, 
133 : item_skill_absence_cure,          0, 
134 : item_skill_absence_attack,          0, 
135 : item_skill_special_attack,          0, 
136 : item_skill_special_attack,          0, 
137 : item_skill_special_attack,          0, 
138 : item_skill_special_attack,          0, 
139 : item_skill_special_support,          0, 
140 : equipment_skill_sword_01_arts,          0, 
141 : equipment_skill_sword_02_arts,          0, 
142 : equipment_skill_sword_03_arts,          0, 
143 : equipment_skill_sword_04_arts,          0, 
144 : equipment_skill_katana_01_arts,          0, 
145 : equipment_skill_katana_02_arts,          0, 
146 : equipment_skill_axe_01_arts,          0, 
147 : equipment_skill_axe_02_arts,          0, 
148 : equipment_skill_hammer_01_arts,          0, 
149 : equipment_skill_hammer_02_arts,          0, 
150 : equipment_skill_hammer_03_arts,          0, 
151 : equipment_skill_lance_01_arts,          0, 
152 : equipment_skill_lance_02_arts,          0, 
153 : equipment_skill_staff_01_arts,          0, 
154 : equipment_skill_staff_02_arts,          0, 
155 : equipment_skill_staff_03_arts,          0, 
156 : equipment_skill_shield_01_magic,          0, 
157 : equipment_skill_shield_02_magic,          0, 
158 : equipment_skill_ice_sword_arts,          0, 
159 : equipment_skill_obshidan_arts,          0, 
160 : equipment_skill_gekabijin_arts,          0, 
161 : equipment_skill_bilqis_arts,          0, 
162 : equipment_skill_schiavona_arts,          0, 
163 : equipment_skill_kerendrous_arts,          0, 
164 : equipment_skill_kerendrous_summons,          0, 
165 : equipment_skill_buryunac_arts,          0, 
166 : equipment_skill_rasisman_rush_arts,          0, 
167 : equipment_skill_rasisman_rush_action,          0, 
168 : equipment_skill_rasisman_irina_arts,          0, 
169 : equipment_skill_namul_niram_arts,          0, 
170 : equipment_skill_lob_omen_arts,          0, 
171 : equipment_skill_heartaic_magic,          0, 
172 : equipment_skill_rasisman_rush_summons,          0, 
173 : equipment_skill_namul_niram_summons,          0, 
174 : equipment_skill_lob_omen_summons,          0, 
175 : equipment_skill_shin_sword_arts,          0, 
176 : equipment_skill_shin_staff_magic,          0, 
177 : summons_cyclops_arts,          0, 
178 : summons_cyclops_arts,          0, 
179 : summons_cyclops_summons,          0, 
180 : summons_lob_omen_arts,          0, 
181 : summons_lob_omen_arts,          0, 
182 : summons_lob_omen_action,          0, 
183 : summons_namul_niram_arts,          0, 
184 : summons_namul_niram_magic,          0, 
185 : mons_MF0010_arts,          0, 
186 : mons_MF0010_arts,          0, 
187 : mons_MF0010_arts,          0, 
188 : mons_MF0010_arts,          0, 
189 : mons_MG0010_arts,          0, 
190 : mons_MG0010_arts,          0, 
191 : mons_MJ0010_arts,          0, 
192 : mons_MJ0010_arts,          0, 
193 : mons_MJ0010_arts,          0, 
194 : mons_MJ0010_arts,          0, 
195 : mons_MJ1010_arts,          0, 
196 : mons_MJ1010_arts,          0, 
197 : mons_MJ1010_arts,          0, 
198 : mons_MJ1010_arts,          0, 
199 : mons_MJ3010_arts,          0, 
200 : mons_MJ3010_arts,          0, 
201 : mons_MJ3010_arts,          0, 
202 : mons_MJ3010_arts,          0, 
203 : mons_MJ4010_arts,          0, 
204 : mons_MJ4010_arts,          0, 
205 : mons_MJ4010_magic,          0, 
206 : mons_MJ4010_magic,          0, 
207 : mons_MC0010_arts,          0, 
208 : mons_MC0010_arts,          0, 
209 : mons_MC0010_magic,          0, 
210 : mons_MC0010_magic,          0, 
211 : mons_MC3010_arts,          0, 
212 : mons_MC3010_arts,          0, 
213 : mons_MC3010_arts,          0, 
214 : mons_MC3010_arts,          0, 
215 : mons_MD0010_arts,          0, 
216 : mons_MD0010_arts,          0, 
217 : mons_MD0010_arts,          0, 
218 : mons_MD0010_arts,          0, 
219 : mons_MD1010_arts,          0, 
220 : mons_MD1010_arts,          0, 
221 : mons_MD1010_arts,          0, 
222 : mons_MD1010_arts,          0, 
223 : mons_MD2010_arts,          0, 
224 : mons_MD2010_arts,          0, 
225 : mons_MD2010_arts,          0, 
226 : mons_MD2010_arts,          0, 
227 : mons_MI1010_arts,          0, 
228 : mons_MI1010_arts,          0, 
229 : mons_MI1010_arts,          0, 
230 : mons_MI1010_arts,          0, 
231 : mons_MI2010_arts,          0, 
232 : mons_MI2010_arts,          0, 
233 : mons_MI2010_arts,          0, 
234 : mons_MI2010_arts,          0, 
235 : mons_MI0010_arts,          0, 
236 : mons_MI0010_arts,          0, 
237 : mons_MI0010_magic,          0, 
238 : mons_MI0010_magic,          0, 
239 : mons_MK1010_arts,          0, 
240 : mons_MK1010_arts,          0, 
241 : mons_MK1010_arts,          0, 
242 : mons_MK1010_arts,          0, 
243 : mons_MK0010_arts,          0, 
244 : mons_MK0010_arts,          0, 
245 : mons_MK0010_arts,          0, 
246 : mons_MK0010_arts,          0, 
247 : mons_ML0010_arts,          0, 
248 : mons_ML0010_arts,          0, 
249 : mons_ML0010_arts,          0, 
250 : mons_ML0010_arts,          0, 
251 : mons_ML1010_arts,          0, 
252 : mons_ML1010_arts,          0, 
253 : mons_MM0010_arts,          0, 
254 : mons_MM0010_arts,          0, 
255 : mons_MM0010_arts,          0, 
256 : mons_MM0010_arts,          0, 
257 : mons_CF0670_magic,          0, 
258 : mons_MB8010_magic,          0, 
259 : mons_magic_charge,          0, 
260 : mons_magic_charge,          0, 
261 : mons_magic_charge,          0, 
262 : mons_magic_charge,          0, 
263 : mons_magic_snipe,          0, 
264 : mons_magic_snipe,          0, 
265 : mons_magic_snipe,          0, 
266 : mons_magic_snipe,          0, 
267 : mons_magic_agent,          0, 
268 : mons_magic_agent,          0, 
269 : mons_magic_agent,          0, 
270 : mons_magic_agent,          0, 
271 : mons_magic_rescue,          0, 
272 : mons_magic_rescue,          0, 
273 : mons_magic_rescue,          0, 
274 : mons_magic_rescue,          0, 
275 : mons_magic_tactics,          0, 
276 : mons_magic_tactics,          0, 
277 : mons_magic_tactics,          0, 
278 : mons_magic_tactics,          0, 
279 : mons_magic_stratagem,          0, 
280 : mons_magic_stratagem,          0, 
281 : mons_magic_stratagem,          0, 
282 : mons_magic_stratagem,          0, 
283 : mons_magic_boss_1_lv1,          0, 
284 : mons_magic_boss_2_lv1,          0, 
285 : mons_magic_boss_3_lv1,          0, 
286 : boss_conqueror_action,          0, 
287 : boss_conqueror_arts,          0, 
288 : boss_conqueror_action,          0, 
289 : boss_conqueror_arts,          0, 
290 : boss_conqueror_arts,          0, 
291 : boss_conqueror_summons,          0, 
292 : boss_conqueror_arts_b,          0, 
293 : boss_conqueror_arts_c,          0, 
294 : boss_conqueror_summons_6_lob,          0, 
295 : boss_conqueror_summons_6_namul,          0, 
296 : boss_castanea_arts,          0, 
297 : boss_castanea_arts,          0, 
298 : boss_castanea_arts,          0, 
299 : boss_roeas_arts,          0, 
300 : boss_roeas_summons,          0, 
301 : boss_jager_arts,          0, 
302 : boss_snievan_magic,          0, 
303 : boss_zuido_arts,          0, 
304 : boss_ludope_magic,          0, 
305 : boss_hannah_arts,          0, 
306 : boss_milton_magic,          0, 
307 : boss_hinnah_magic,          0, 
308 : boss_young_arts,          0, 
309 : boss_hellgate_arts,          0, 
310 : boss_hellgate_arts,          0, 
311 : boss_hellgate_magic,          0, 
312 : boss_hellgate_4_lv1,          0, 
313 : boss_hellgate_5_lv1,          0, 
314 : boss_agni_magic,          0, 
315 : boss_agni_arts,          0, 
316 : boss_agni_magic,          0, 
317 : boss_artman_arts,          0, 
318 : boss_artman_magic,          0, 
319 : boss_artman_magic,          0, 
320 : boss_blaffman_arts,          0, 
321 : boss_blaffman_action,          0, 
322 : boss_blaffman_magic,          0, 
323 : boss_ala_melvilana_arts,          0, 
324 : boss_ala_melvilana_action,          0, 
325 : boss_ala_melvilana_arts,          0, 
326 : boss_god_arts,          0, 
327 : boss_god_arts,          0, 
328 : boss_god_arts,          0, 
329 : boss_god_magic,          0, 
330 : boss_god_magic,          0, 
331 :   winsp_01,          0, 
332 :   winsp_02,          0, 
333 :   winsp_03,          0, 
334 :   winsp_04,          0, 
335 :   winsp_05,          0, 
336 :   winsp_06,          0, 
337 :   winsp_07,          0, 
338 :   winsp_08,          0, 
339 : magic_skill_taboo_attack_x,          0, 

