           km_, km_StrNo_text, km_window_type, km_font_type, 
124 : sword_m_WMA030_normal,       1560,          0,          0, 
125 : sword_m_WMA030_quality,       1561,          0,          0, 
126 : sword_m_WMA030_fine,       1562,          0,          0, 
127 : sword_m_WMA030_power,       1563,          0,          0, 
128 : sword_m_WMA030_magic,       1564,          0,          0, 
129 : sword_m_WMA030_antique,       1565,          0,          0, 
130 : sword_m_WMA040_normal,       1566,          0,          0, 
131 : sword_m_WMA040_quality,       1567,          0,          0, 
132 : sword_m_WMA040_fine,       1568,          0,          0, 
133 : sword_m_WMA040_power,       1569,          0,          0, 
134 : sword_m_WMA040_magic,       1570,          0,          0, 
135 : sword_m_WMA040_antique,       1571,          0,          0, 
136 : sword_m_WMA050_normal,       1572,          0,          0, 
137 : sword_m_WMA050_battle,       1573,          0,          0, 
138 : sword_m_WMA050_warriors,       1574,          0,          0, 
139 : sword_m_WMA050_brave,       1575,          0,          0, 
140 : sword_m_WMA050_elite,       1576,          0,          0, 
141 : sword_m_WMA050_champion,       1577,          0,          0, 
142 : sword_m_WMA050_warload,       1578,          0,          0, 
143 : sword_m_WMA050_divine,       1579,          0,          0, 
144 : sword_m_WMA050_dragon,       1580,          0,          0, 
145 : sword_m_WMA050_crystal,       1581,          0,          0, 
146 : sword_m_WMA050_damascus,       1582,          0,          0, 
147 : sword_m_WMA050_antique,       1583,          0,          0, 
148 : sword_m_WMA060_normal,       1584,          0,          0, 
149 : sword_m_WMA060_quality,       1585,          0,          0, 
150 : sword_m_WMA060_fine,       1586,          0,          0, 
151 : sword_m_WMA060_fire,       1587,          0,          0, 
152 : sword_m_WMA060_thunder,       1588,          0,          0, 
153 : sword_m_WMA060_ice,       1589,          0,          0, 
154 : sword_m_WMA060_acid,       1590,          0,          0, 
155 : sword_m_WMA060_poison,       1591,          0,          0, 
156 : sword_m_WMA060_defense,       1592,          0,          0, 
157 : sword_m_WMA060_reflect,       1593,          0,          0, 
158 : sword_m_WMA060_antique,       1594,          0,          0, 
159 : sword_m_uniq_01,       1595,          0,          0, 
160 : sword_m_uniq_02,       1596,          0,          0, 
161 : sword_m_uniq_03,       1597,          0,          0, 
162 : sword_m_uniq_04,       1598,          0,          0, 
163 : sword_m_uniq_05,       1599,          0,          0, 
164 : sword_m_uniq_06,       1600,          0,          0, 
165 : sword_m_uniq_07,       1601,          0,          0, 
166 : sword_m_uniq_08,       1602,          0,          0, 
167 : sword_m_uniq_09,       1603,          0,          0, 
168 : sword_m_uniq,       1604,          0,          0, 
169 : sword_m_uniq,       1605,          0,          0, 
170 : sword_m_uniq,       1606,          0,          0, 
171 : sword_m_uniq,       1607,          0,          0, 
172 : sword_l_WLA010_normal,       1608,          0,          0, 
173 : sword_l_WLA010_battle,       1609,          0,          0, 
174 : sword_l_WLA010_warriors,       1610,          0,          0, 
175 : sword_l_WLA010_brave,       1611,          0,          0, 
176 : sword_l_WLA010_elite,       1612,          0,          0, 
177 : sword_l_WLA010_champion,       1613,          0,          0, 
178 : sword_l_WLA010_warload,       1614,          0,          0, 
179 : sword_l_WLA010_divine,       1615,          0,          0, 
180 : sword_l_WLA010_dragon,       1616,          0,          0, 
181 : sword_l_WLA010_crystal,       1617,          0,          0, 
182 : sword_l_WLA010_damascus,       1618,          0,          0, 
183 : sword_l_WLA010_antique,       1619,          0,          0, 
184 : sword_l_WLA030_normal,       1620,          0,          0, 
185 : sword_l_WLA030_battle,       1621,          0,          0, 
186 : sword_l_WLA030_warriors,       1622,          0,          0, 
187 : sword_l_WLA030_brave,       1623,          0,          0, 
188 : sword_l_WLA030_elite,       1624,          0,          0, 
189 : sword_l_WLA030_champion,       1625,          0,          0, 
190 : sword_l_WLA030_warload,       1626,          0,          0, 
191 : sword_l_WLA030_divine,       1627,          0,          0, 
192 : sword_l_WLA030_dragon,       1628,          0,          0, 
193 : sword_l_WLA030_crystal,       1629,          0,          0, 
194 : sword_l_WLA030_damascus,       1630,          0,          0, 
195 : sword_l_WLA030_antique,       1631,          0,          0, 
196 : sword_l_WLA020_normal,       1632,          0,          0, 
197 : sword_l_WLA020_quality,       1633,          0,          0, 
198 : sword_l_WLA020_fine,       1634,          0,          0, 
199 : sword_l_WLA020_power,       1635,          0,          0, 
200 : sword_l_WLA020_magic,       1636,          0,          0, 
201 : sword_l_WLA020_antique,       1637,          0,          0, 
202 : sword_l_WLA040_normal,       1638,          0,          0, 
203 : sword_l_WLA040_quality,       1639,          0,          0, 
204 : sword_l_WLA040_fine,       1640,          0,          0, 
205 : sword_l_WLA040_fire,       1641,          0,          0, 
206 : sword_l_WLA040_thunder,       1642,          0,          0, 
207 : sword_l_WLA040_ice,       1643,          0,          0, 
208 : sword_l_WLA040_acid,       1644,          0,          0, 
209 : sword_l_WLA040_poison,       1645,          0,          0, 
210 : sword_l_WLA040_defense,       1646,          0,          0, 
211 : sword_l_WLA040_reflect,       1647,          0,          0, 
212 : sword_l_WLA040_antique,       1648,          0,          0, 
213 : sword_l_uniq_01,       1649,          0,          0, 
214 : sword_l_uniq_02,       1650,          0,          0, 
215 : sword_l_uniq_03,       1651,          0,          0, 
216 : sword_l_uniq_04,       1652,          0,          0, 
217 : sword_l_uniq_05,       1653,          0,          0, 
218 : sword_l_uniq_06,       1654,          0,          0, 
219 : sword_l_uniq_07,       1655,          0,          0, 
220 : sword_l_uniq_08,       1656,          0,          0, 
221 : sword_l_uniq_09,       1657,          0,          0, 
222 : sword_l_uniq,       1658,          0,          0, 
223 : sword_x_WXA010_normal,       1659,          0,          0, 
224 : sword_x_WXA010_battle,       1660,          0,          0, 
225 : sword_x_WXA010_warriors,       1661,          0,          0, 
226 : sword_x_WXA010_brave,       1662,          0,          0, 
227 : sword_x_WXA010_elite,       1663,          0,          0, 
228 : sword_x_WXA010_champion,       1664,          0,          0, 
229 : sword_x_WXA010_warload,       1665,          0,          0, 
230 : sword_x_WXA010_divine,       1666,          0,          0, 
231 : sword_x_WXA010_dragon,       1667,          0,          0, 
232 : sword_x_WXA010_crystal,       1668,          0,          0, 
233 : sword_x_WXA010_damascus,       1669,          0,          0, 
234 : sword_x_WXA010_antique,       1670,          0,          0, 
235 : sword_x_WXA020_normal,       1671,          0,          0, 
236 : sword_x_WXA020_quality,       1672,          0,          0, 
237 : sword_x_WXA020_fine,       1673,          0,          0, 
238 : sword_x_WXA020_fire,       1674,          0,          0, 
239 : sword_x_WXA020_thunder,       1675,          0,          0, 
240 : sword_x_WXA020_ice,       1676,          0,          0, 
241 : sword_x_WXA020_acid,       1677,          0,          0, 
242 : sword_x_WXA020_poison,       1678,          0,          0, 
243 : sword_x_WXA020_defense,       1679,          0,          0, 
244 : sword_x_WXA020_reflect,       1680,          0,          0, 
245 : sword_x_WXA020_antique,       1681,          0,          0, 
246 : sword_x_uniq_01,       1682,          0,          0, 
247 : sword_x_uniq_02,       1683,          0,          0, 
248 : sword_x_uniq_03,       1684,          0,          0, 
249 : sword_x_uniq_04,       1685,          0,          0, 
250 : katana_s_WSB020_normal,       1686,          0,          0, 
251 : katana_s_WSB020_battle,       1687,          0,          0, 
252 : katana_s_WSB020_warriors,       1688,          0,          0, 
253 : katana_s_WSB020_brave,       1689,          0,          0, 
254 : katana_s_WSB020_elite,       1690,          0,          0, 
255 : katana_s_WSB020_champion,       1691,          0,          0, 
256 : katana_s_WSB020_warload,       1692,          0,          0, 
257 : katana_s_WSB020_divine,       1693,          0,          0, 
258 : katana_s_WSB020_dragon,       1694,          0,          0, 
259 : katana_s_WSB020_crystal,       1695,          0,          0, 
260 : katana_s_WSB020_damascus,       1696,          0,          0, 
261 : katana_s_WSB020_antique,       1697,          0,          0, 
262 : katana_s_WSB030_normal,       1698,          0,          0, 
263 : katana_s_WSB030_battle,       1699,          0,          0, 
264 : katana_s_WSB030_warriors,       1700,          0,          0, 
265 : katana_s_WSB030_brave,       1701,          0,          0, 
266 : katana_s_WSB030_elite,       1702,          0,          0, 
267 : katana_s_WSB030_champion,       1703,          0,          0, 
268 : katana_s_WSB030_warload,       1704,          0,          0, 
269 : katana_s_WSB030_divine,       1705,          0,          0, 
270 : katana_s_WSB030_dragon,       1706,          0,          0, 
271 : katana_s_WSB030_crystal,       1707,          0,          0, 
272 : katana_s_WSB030_damascus,       1708,          0,          0, 
273 : katana_s_WSB030_antique,       1709,          0,          0, 
274 : katana_s_WSB010_normal,       1710,          0,          0, 
275 : katana_s_WSB010_quality,       1711,          0,          0, 
276 : katana_s_WSB010_fine,       1712,          0,          0, 
277 : katana_s_WSB010_power,       1713,          0,          0, 
278 : katana_s_WSB010_magic,       1714,          0,          0, 
279 : katana_s_WSB010_antique,       1715,          0,          0, 
280 : katana_s_uniq_01,       1716,          0,          0, 
281 : katana_s_uniq_02,       1717,          0,          0, 
282 : katana_s_uniq_03,       1718,          0,          0, 
283 : katana_m_WMB010_normal,       1719,          0,          0, 
284 : katana_m_WMB010_battle,       1720,          0,          0, 
285 : katana_m_WMB010_warriors,       1721,          0,          0, 
286 : katana_m_WMB010_brave,       1722,          0,          0, 
287 : katana_m_WMB010_elite,       1723,          0,          0, 
288 : katana_m_WMB010_champion,       1724,          0,          0, 
289 : katana_m_WMB010_warload,       1725,          0,          0, 
290 : katana_m_WMB010_divine,       1726,          0,          0, 
291 : katana_m_WMB010_dragon,       1727,          0,          0, 
292 : katana_m_WMB010_crystal,       1728,          0,          0, 
293 : katana_m_WMB010_damascus,       1729,          0,          0, 
294 : katana_m_WMB010_antique,       1730,          0,          0, 
295 : katana_m_WMB020_normal,       1731,          0,          0, 
296 : katana_m_WMB020_battle,       1732,          0,          0, 
297 : katana_m_WMB020_warriors,       1733,          0,          0, 
298 : katana_m_WMB020_brave,       1734,          0,          0, 
299 : katana_m_WMB020_elite,       1735,          0,          0, 
300 : katana_m_WMB020_champion,       1736,          0,          0, 
301 : katana_m_WMB020_warload,       1737,          0,          0, 
302 : katana_m_WMB020_divine,       1738,          0,          0, 
303 : katana_m_WMB020_dragon,       1739,          0,          0, 
304 : katana_m_WMB020_crystal,       1740,          0,          0, 
305 : katana_m_WMB020_damascus,       1741,          0,          0, 
306 : katana_m_WMB020_antique,       1742,          0,          0, 
307 : katana_m_WMB030_normal,       1743,          0,          0, 
308 : katana_m_WMB030_quality,       1744,          0,          0, 
309 : katana_m_WMB030_fine,       1745,          0,          0, 
310 : katana_m_WMB030_fire,       1746,          0,          0, 
311 : katana_m_WMB030_thunder,       1747,          0,          0, 
312 : katana_m_WMB030_ice,       1748,          0,          0, 
313 : katana_m_WMB030_acid,       1749,          0,          0, 
314 : katana_m_WMB030_poison,       1750,          0,          0, 
315 : katana_m_WMB030_defense,       1751,          0,          0, 
316 : katana_m_WMB030_reflect,       1752,          0,          0, 
317 : katana_m_WMB030_antique,       1753,          0,          0, 
318 : katana_m_uniq_01,       1754,          0,          0, 
319 : katana_m_uniq_02,       1755,          0,          0, 
320 : katana_m_uniq_03,       1756,          0,          0, 
321 : katana_m_uniq_04,       1757,          0,          0, 
322 : katana_m_uniq_05,       1758,          0,          0, 
323 : katana_m_uniq_06,       1759,          0,          0, 
324 : katana_l_WLB010_normal,       1760,          0,          0, 
325 : katana_l_WLB010_battle,       1761,          0,          0, 
326 : katana_l_WLB010_warriors,       1762,          0,          0, 
327 : katana_l_WLB010_brave,       1763,          0,          0, 
328 : katana_l_WLB010_elite,       1764,          0,          0, 
329 : katana_l_WLB010_champion,       1765,          0,          0, 
330 : katana_l_WLB010_warload,       1766,          0,          0, 
331 : katana_l_WLB010_divine,       1767,          0,          0, 
332 : katana_l_WLB010_dragon,       1768,          0,          0, 
333 : katana_l_WLB010_crystal,       1769,          0,          0, 
334 : katana_l_WLB010_damascus,       1770,          0,          0, 
335 : katana_l_WLB010_antique,       1771,          0,          0, 
336 : katana_l_WLB020_normal,       1772,          0,          0, 
337 : katana_l_WLB020_quality,       1773,          0,          0, 
338 : katana_l_WLB020_fine,       1774,          0,          0, 
339 : katana_l_WLB020_fire,       1775,          0,          0, 
340 : katana_l_WLB020_thunder,       1776,          0,          0, 
341 : katana_l_WLB020_ice,       1777,          0,          0, 
342 : katana_l_WLB020_acid,       1778,          0,          0, 
343 : katana_l_WLB020_poison,       1779,          0,          0, 
344 : katana_l_WLB020_defense,       1780,          0,          0, 
345 : katana_l_WLB020_reflect,       1781,          0,          0, 
346 : katana_l_WLB020_antique,       1782,          0,          0, 
347 : katana_l_uniq_01,       1783,          0,          0, 
348 : katana_l_uniq_02,       1784,          0,          0, 
349 : katana_l_uniq_03,       1785,          0,          0, 
350 : katana_l_uniq_04,       1786,          0,          0, 
351 : katana_l_uniq_05,       1787,          0,          0, 
352 : katana_l_uniq_06,       1788,          0,          0, 
353 : katana_x_WXB010_normal,       1789,          0,          0, 
354 : katana_x_WXB010_battle,       1790,          0,          0, 
355 : katana_x_WXB010_warriors,       1791,          0,          0, 
356 : katana_x_WXB010_brave,       1792,          0,          0, 
357 : katana_x_WXB010_elite,       1793,          0,          0, 
358 : katana_x_WXB010_champion,       1794,          0,          0, 
359 : katana_x_WXB010_warload,       1795,          0,          0, 
360 : katana_x_WXB010_divine,       1796,          0,          0, 
361 : katana_x_WXB010_dragon,       1797,          0,          0, 
362 : katana_x_WXB010_crystal,       1798,          0,          0, 
363 : katana_x_WXB010_damascus,       1799,          0,          0, 
364 : katana_x_WXB010_antique,       1800,          0,          0, 
365 : katana_x_uniq_01,       1801,          0,          0, 
366 : katana_x_uniq_02,       1802,          0,          0, 
367 : katana_x_uniq_03,       1803,          0,          0, 
368 : katana_x_uniq_04,       1804,          0,          0, 
369 : katana_x_uniq_05,       1805,          0,          0, 
370 : axe_s_WSC010_normal,       1806,          0,          0, 
371 : axe_s_WSC010_battle,       1807,          0,          0, 
372 : axe_s_WSC010_warriors,       1808,          0,          0, 
373 : axe_s_WSC010_brave,       1809,          0,          0, 
374 : axe_s_WSC010_elite,       1810,          0,          0, 
375 : axe_s_WSC010_champion,       1811,          0,          0, 
376 : axe_s_WSC010_warload,       1812,          0,          0, 
377 : axe_s_WSC010_divine,       1813,          0,          0, 
378 : axe_s_WSC010_dragon,       1814,          0,          0, 
379 : axe_s_WSC010_crystal,       1815,          0,          0, 
380 : axe_s_WSC010_damascus,       1816,          0,          0, 
381 : axe_s_WSC010_antique,       1817,          0,          0, 
382 : axe_s_WSC020_normal,       1818,          0,          0, 
383 : axe_s_WSC020_battle,       1819,          0,          0, 
384 : axe_s_WSC020_warriors,       1820,          0,          0, 
385 : axe_s_WSC020_brave,       1821,          0,          0, 
386 : axe_s_WSC020_elite,       1822,          0,          0, 
387 : axe_s_WSC020_champion,       1823,          0,          0, 
388 : axe_s_WSC020_warload,       1824,          0,          0, 
389 : axe_s_WSC020_divine,       1825,          0,          0, 
390 : axe_s_WSC020_dragon,       1826,          0,          0, 
391 : axe_s_WSC020_crystal,       1827,          0,          0, 
392 : axe_s_WSC020_damascus,       1828,          0,          0, 
393 : axe_s_WSC020_antique,       1829,          0,          0, 
394 : axe_s_uniq_01,       1830,          0,          0, 
395 : axe_s_uniq_02,       1831,          0,          0, 
396 : axe_s_uniq_03,       1832,          0,          0, 
397 : axe_m_WMC020_normal,       1833,          0,          0, 
398 : axe_m_WMC020_battle,       1834,          0,          0, 
399 : axe_m_WMC020_warriors,       1835,          0,          0, 
400 : axe_m_WMC020_brave,       1836,          0,          0, 
401 : axe_m_WMC020_elite,       1837,          0,          0, 
402 : axe_m_WMC020_champion,       1838,          0,          0, 
403 : axe_m_WMC020_warload,       1839,          0,          0, 
404 : axe_m_WMC020_divine,       1840,          0,          0, 
405 : axe_m_WMC020_dragon,       1841,          0,          0, 
406 : axe_m_WMC020_crystal,       1842,          0,          0, 
407 : axe_m_WMC020_damascus,       1843,          0,          0, 
408 : axe_m_WMC020_antique,       1844,          0,          0, 
409 : axe_m_WMC030_normal,       1845,          0,          0, 
410 : axe_m_WMC030_battle,       1846,          0,          0, 
411 : axe_m_WMC030_warriors,       1847,          0,          0, 
412 : axe_m_WMC030_brave,       1848,          0,          0, 
413 : axe_m_WMC030_elite,       1849,          0,          0, 
414 : axe_m_WMC030_champion,       1850,          0,          0, 
415 : axe_m_WMC030_warload,       1851,          0,          0, 
416 : axe_m_WMC030_divine,       1852,          0,          0, 
417 : axe_m_WMC030_dragon,       1853,          0,          0, 
418 : axe_m_WMC030_crystal,       1854,          0,          0, 
419 : axe_m_WMC030_damascus,       1855,          0,          0, 
420 : axe_m_WMC030_antique,       1856,          0,          0, 
421 : axe_m_WMC010_normal,       1857,          0,          0, 
422 : axe_m_WMC010_quality,       1858,          0,          0, 
423 : axe_m_WMC010_fine,       1859,          0,          0, 
424 : axe_m_WMC010_power,       1860,          0,          0, 
425 : axe_m_WMC010_magic,       1861,          0,          0, 
426 : axe_m_WMC010_antique,       1862,          0,          0, 
427 : axe_m_WMC040_normal,       1863,          0,          0, 
428 : axe_m_WMC040_quality,       1864,          0,          0, 
429 : axe_m_WMC040_fine,       1865,          0,          0, 
430 : axe_m_WMC040_fire,       1866,          0,          0, 
431 : axe_m_WMC040_thunder,       1867,          0,          0, 
432 : axe_m_WMC040_ice,       1868,          0,          0, 
433 : axe_m_WMC040_acid,       1869,          0,          0, 
434 : axe_m_WMC040_poison,       1870,          0,          0, 
435 : axe_m_WMC040_defense,       1871,          0,          0, 
436 : axe_m_WMC040_reflect,       1872,          0,          0, 
437 : axe_m_WMC040_antique,       1873,          0,          0, 
438 : axe_m_uniq_01,       1874,          0,          0, 
439 : axe_m_uniq_02,       1875,          0,          0, 
440 : axe_m_uniq_03,       1876,          0,          0, 
441 : axe_m_uniq_04,       1877,          0,          0, 
442 : axe_l_WLC020_normal,       1878,          0,          0, 
443 : axe_l_WLC020_battle,       1879,          0,          0, 
444 : axe_l_WLC020_warriors,       1880,          0,          0, 
445 : axe_l_WLC020_brave,       1881,          0,          0, 
446 : axe_l_WLC020_elite,       1882,          0,          0, 
447 : axe_l_WLC020_champion,       1883,          0,          0, 
448 : axe_l_WLC020_warload,       1884,          0,          0, 
449 : axe_l_WLC020_divine,       1885,          0,          0, 
450 : axe_l_WLC020_dragon,       1886,          0,          0, 
451 : axe_l_WLC020_crystal,       1887,          0,          0, 
452 : axe_l_WLC020_damascus,       1888,          0,          0, 
453 : axe_l_WLC020_antique,       1889,          0,          0, 
454 : axe_l_WLC030_normal,       1890,          0,          0, 
455 : axe_l_WLC030_battle,       1891,          0,          0, 
456 : axe_l_WLC030_warriors,       1892,          0,          0, 
457 : axe_l_WLC030_brave,       1893,          0,          0, 
458 : axe_l_WLC030_elite,       1894,          0,          0, 
459 : axe_l_WLC030_champion,       1895,          0,          0, 
460 : axe_l_WLC030_warload,       1896,          0,          0, 
461 : axe_l_WLC030_divine,       1897,          0,          0, 
462 : axe_l_WLC030_dragon,       1898,          0,          0, 
463 : axe_l_WLC030_crystal,       1899,          0,          0, 
464 : axe_l_WLC030_damascus,       1900,          0,          0, 
465 : axe_l_WLC030_antique,       1901,          0,          0, 
466 : axe_l_WLC010_normal,       1902,          0,          0, 
467 : axe_l_WLC010_quality,       1903,          0,          0, 
468 : axe_l_WLC010_fine,       1904,          0,          0, 
469 : axe_l_WLC010_power,       1905,          0,          0, 
470 : axe_l_WLC010_magic,       1906,          0,          0, 
471 : axe_l_WLC010_antique,       1907,          0,          0, 
472 : axe_l_uniq_01,       1908,          0,          0, 
473 : axe_l_uniq_02,       1909,          0,          0, 
474 : axe_l_uniq_03,       1910,          0,          0, 
475 : axe_l_uniq_04,       1911,          0,          0, 
476 : axe_l_uniq_05,       1912,          0,          0, 
477 : axe_l_uniq_06,       1913,          0,          0, 
478 : axe_x_WXC010_normal,       1914,          0,          0, 
479 : axe_x_WXC010_battle,       1915,          0,          0, 
480 : axe_x_WXC010_warriors,       1916,          0,          0, 
481 : axe_x_WXC010_brave,       1917,          0,          0, 
482 : axe_x_WXC010_elite,       1918,          0,          0, 
483 : axe_x_WXC010_champion,       1919,          0,          0, 
484 : axe_x_WXC010_warload,       1920,          0,          0, 
485 : axe_x_WXC010_divine,       1921,          0,          0, 
486 : axe_x_WXC010_dragon,       1922,          0,          0, 
487 : axe_x_WXC010_crystal,       1923,          0,          0, 
488 : axe_x_WXC010_damascus,       1924,          0,          0, 
489 : axe_x_WXC010_antique,       1925,          0,          0, 
490 : axe_x_WXC020_normal,       1926,          0,          0, 
491 : axe_x_WXC020_quality,       1927,          0,          0, 
492 : axe_x_WXC020_fine,       1928,          0,          0, 
493 : axe_x_WXC020_fire,       1929,          0,          0, 
