           km_, km_StrNo_text, km_window_type, km_font_type, 
101 : ttrl_BTL_lockup_rear_assault,       7760,          0,          0, 
102 : ttrl_BTL_lockup_rear_assault,       7761,          0,          0, 
103 : ttrl_BTL_lockup_massive_strike,       7762,          0,          0, 
104 : ttrl_BTL_lockup_massive_strike,       7763,          0,          0, 
105 : ttrl_BTL_lockup_Interference,       7764,          0,          0, 
106 : ttrl_BTL_lockup_Interference,       7765,          0,          0, 
107 : ttrl_BTL_lockup_Raidlock,       7766,          0,          0, 
108 : ttrl_BTL_lockup_Raidlock,       7767,          0,          0, 
109 : RBC_FIRST_sys,       7768,          0,          0, 
110 : GAS_FISRT_sys,       7769,          0,          0, 
111 : ttrl_QUEST_001,       7770,          0,          0, 
112 : save_err_nospace,       7771,          0,          0, 
113 : no_storage,       7772,          0,          0, 
114 : load_failed,       7773,          0,          0, 
115 : save_failed,       7774,          0,          0, 
116 : delete_failed,       7775,          0,          0, 
117 : data_check_failed,       7776,          0,          0, 
118 :   sign_out,       7777,          0,          0, 
119 :   prg_load,       7778,          0,          0, 
120 : prg_load_finish,       7779,          0,          0, 
121 :   prg_save,       7780,          0,          0, 
122 : prg_save_finish,       7781,          0,          0, 
123 : prg_delete,       7782,          0,          0, 
124 : prg_delete_finish,       7783,          0,          0, 
125 : prg_data_check,       7784,          0,          0, 
126 : load_failed_dlc,       7785,          0,          0, 
127 : dlc_not_found_ingame,       7786,          0,          0, 
128 : disc_change_to,       7787,          0,          0, 
129 : disc_change_to,       7788,          0,          0, 
130 : load_failed_01,       7789,          0,          0, 
131 : save_failed_01,       7790,          0,          0, 
132 : datacheck_failed_01,       7791,          0,          0, 
133 : load_failed_dlc_01,       7792,          0,          0, 
134 : nothing_gather,       7793,          0,          0, 
135 : pick_kaisu1,       7794,          0,          0, 
136 : pick_kaisu2,       7795,          0,          0, 
137 : pick_kaisu3,       7796,          0,          0, 
138 : pick_normal_num1,       7797,          0,          0, 
139 : pick_normal_num2,       7798,          0,          0, 
140 : pick_normal_num3,       7799,          0,          0, 
141 : pick_rare_odds1,       7800,          0,          0, 
142 : pick_rare_odds2,       7801,          0,          0, 
143 : pick_rare_odds3,       7802,          0,          0, 
144 : pick_rare_num1,       7803,          0,          0, 
145 : pick_rare_num2,       7804,          0,          0, 
146 : pick_rare_num3,       7805,          0,          0, 
147 : tre_rank_chk1,       7806,          0,          0, 
148 : tre_rank_chk2,       7807,          0,          0, 
149 : tre_rank_chk3,       7808,          0,          0, 
150 :   tre_num1,       7809,          0,          0, 
151 :   tre_num2,       7810,          0,          0, 
152 :   tre_num3,       7811,          0,          0, 
153 : tre_money1,       7812,          0,          0, 
154 : tre_money2,       7813,          0,          0, 
155 : tre_money3,       7814,          0,          0, 
156 :      str02,       7815,          0,          0, 
157 :      str03,       7816,          0,          0, 
158 :      str04,       7817,          0,          0, 
159 :      str05,       7818,          0,          0, 
160 :      str06,       7819,          0,          0, 
161 :      str07,       7820,          0,          0, 
162 :      str08,       7821,          0,          0, 
163 :      str09,       7822,          0,          0, 
164 :      str10,       7823,          0,          0, 
165 :      str11,       7824,          0,          0, 
166 :      str12,       7825,          0,          0, 
167 :      str13,       7826,          0,          0, 
168 :      str14,       7827,          0,          0, 
169 :      str15,       7828,          0,          0, 
170 :      str16,       7829,          0,          0, 
171 :      art02,       7830,          0,          0, 
172 :      art03,       7831,          0,          0, 
173 :      art04,       7832,          0,          0, 
174 :      art05,       7833,          0,          0, 
175 :      art06,       7834,          0,          0, 
176 :      art07,       7835,          0,          0, 
177 :      art08,       7836,          0,          0, 
178 :      art09,       7837,          0,          0, 
179 :      art10,       7838,          0,          0, 
180 :      art11,       7839,          0,          0, 
181 :      art12,       7840,          0,          0, 
182 :      art13,       7841,          0,          0, 
183 :      art14,       7842,          0,          0, 
184 :      art15,       7843,          0,          0, 
185 :      art16,       7844,          0,          0, 
186 :      see02,       7845,          0,          0, 
187 :      see03,       7846,          0,          0, 
188 :      see04,       7847,          0,          0, 
189 :      see05,       7848,          0,          0, 
190 :      see06,       7849,          0,          0, 
191 :      see07,       7850,          0,          0, 
192 :      see08,       7851,          0,          0, 
193 :      see09,       7852,          0,          0, 
194 :      see10,       7853,          0,          0, 
195 :      see11,       7854,          0,          0, 
196 :      see12,       7855,          0,          0, 
197 :      see13,       7856,          0,          0, 
198 :      see14,       7857,          0,          0, 
199 :      see15,       7858,          0,          0, 
200 :      see16,       7859,          0,          0, 
201 : quest_start_QE0020,       7860,          0,          0, 
202 : quest_start_QE0030,       7861,          0,          0, 
203 : quest_start_QE0040,       7862,          0,          0, 
204 : quest_start_QE0050,       7863,          0,          0, 
205 : quest_start_QE0060,       7864,          0,          0, 
206 : quest_start_QE0070,       7865,          0,          0, 
207 : quest_start_QE0080,       7866,          0,          0, 
208 : quest_start_QE0090,       7867,          0,          0, 
209 : quest_start_QE0100,       7868,          0,          0, 
210 : quest_start_QE0110,       7869,          0,          0, 
211 : quest_start_QE0120,       7870,          0,          0, 
212 : quest_start_QE0130,       7871,          0,          0, 
213 : quest_start_QE0140,       7872,          0,          0, 
214 : quest_start_QE0150,       7873,          0,          0, 
215 : quest_start_QE0160,       7874,          0,          0, 
216 : quest_start_QE0170,       7875,          0,          0, 
217 : quest_start_QE0180,       7876,          0,          0, 
218 : quest_start_QE0190,       7877,          0,          0, 
219 : quest_start_QE0210,       7878,          0,          0, 
220 : quest_start_QE0220,       7879,          0,          0, 
221 : quest_start_QE0230,       7880,          0,          0, 
222 : quest_start_QE0240,       7881,          0,          0, 
223 : quest_start_QE0250,       7882,          0,          0, 
224 : quest_start_QE0260,       7883,          0,          0, 
225 : quest_start_QE0270,       7884,          0,          0, 
226 : quest_start_QE0280,       7885,          0,          0, 
227 : quest_start_QE0290,       7886,          0,          0, 
228 : quest_start_QE0300,       7887,          0,          0, 
229 : quest_start_QE0310,       7888,          0,          0, 
230 : quest_start_QE0320,       7889,          0,          0, 
231 : quest_start_QE0330,       7890,          0,          0, 
232 : quest_start_QE0340,       7891,          0,          0, 
233 : quest_start_QE0350,       7892,          0,          0, 
234 : quest_start_QE0390,       7893,          0,          0, 
235 : quest_start_QE0400,       7894,          0,          0, 
236 : quest_start_QE0440,       7895,          0,          0, 
237 : quest_start_QE0450,       7896,          0,          0, 
238 : quest_start_QE0460,       7897,          0,          0, 
239 : quest_start_QE0470,       7898,          0,          0, 
240 : quest_start_QE0480,       7899,          0,          0, 
241 : quest_start_QE0530,       7900,          0,          0, 
242 : quest_start_QE0540,       7901,          0,          0, 
243 : quest_start_QE0650,       7902,          0,          0, 
244 : quest_start_QE0820,       7903,          0,          0, 
245 : quest_start_QE0840,       7904,          0,          0, 
246 : quest_start_QE0940,       7905,          0,          0, 
247 : quest_start_QE1020,       7906,          0,          0, 
248 : quest_start_QE1050,       7907,          0,          0, 
249 : quest_start_QE1060,       7908,          0,          0, 
250 : quest_start_QE1070,       7909,          0,          0, 
251 : quest_start_QE1080,       7910,          0,          0, 
252 : quest_start_QE1090,       7911,          0,          0, 
253 : quest_start_QE1100,       7912,          0,          0, 
254 : quest_start_QE1110,       7913,          0,          0, 
255 : quest_start_QE1120,       7914,          0,          0, 
256 : quest_start_QE1130,       7915,          0,          0, 
257 : quest_start_QE1140,       7916,          0,          0, 
258 : quest_start_QE1150,       7917,          0,          0, 
259 : quest_start_QE1160,       7918,          0,          0, 
260 : quest_start_QE1170,       7919,          0,          0, 
261 : quest_start_QE1180,       7920,          0,          0, 
262 : quest_start_QE1190,       7921,          0,          0, 
263 : quest_start_QE1200,       7922,          0,          0, 
264 : quest_start_QE1210,       7923,          0,          0, 
265 : quest_start_QE1220,       7924,          0,          0, 
266 : quest_start_QE1230,       7925,          0,          0, 
267 : quest_start_QE1240,       7926,          0,          0, 
268 : quest_start_QE1250,       7927,          0,          0, 
269 : quest_end_QE0020,       7928,          0,          0, 
270 : quest_end_QE0030,       7929,          0,          0, 
271 : quest_end_QE0040,       7930,          0,          0, 
272 : quest_end_QE0050,       7931,          0,          0, 
273 : quest_end_QE0060,       7932,          0,          0, 
274 : quest_end_QE0070,       7933,          0,          0, 
275 : quest_end_QE0080,       7934,          0,          0, 
276 : quest_end_QE0090,       7935,          0,          0, 
277 : quest_end_QE0100,       7936,          0,          0, 
278 : quest_end_QE0110,       7937,          0,          0, 
279 : quest_end_QE0120,       7938,          0,          0, 
280 : quest_end_QE0130,       7939,          0,          0, 
281 : quest_end_QE0140,       7940,          0,          0, 
282 : quest_end_QE0150,       7941,          0,          0, 
283 : quest_end_QE0160,       7942,          0,          0, 
284 : quest_end_QE0170,       7943,          0,          0, 
285 : quest_end_QE0180,       7944,          0,          0, 
286 : quest_end_QE0190,       7945,          0,          0, 
287 : quest_end_QE0210,       7946,          0,          0, 
288 : quest_end_QE0220,       7947,          0,          0, 
289 : quest_end_QE0230,       7948,          0,          0, 
290 : quest_end_QE0240,       7949,          0,          0, 
291 : quest_end_QE0250,       7950,          0,          0, 
292 : quest_end_QE0260,       7951,          0,          0, 
293 : quest_end_QE0270,       7952,          0,          0, 
294 : quest_end_QE0280,       7953,          0,          0, 
295 : quest_end_QE0290,       7954,          0,          0, 
296 : quest_end_QE0300,       7955,          0,          0, 
297 : quest_end_QE0310,       7956,          0,          0, 
298 : quest_end_QE0320,       7957,          0,          0, 
299 : quest_end_QE0330,       7958,          0,          0, 
300 : quest_end_QE0340,       7959,          0,          0, 
301 : quest_end_QE0350,       7960,          0,          0, 
302 : quest_end_QE0390,       7961,          0,          0, 
303 : quest_end_QE0400,       7962,          0,          0, 
304 : quest_end_QE0440,       7963,          0,          0, 
305 : quest_end_QE0450,       7964,          0,          0, 
306 : quest_end_QE0460,       7965,          0,          0, 
307 : quest_end_QE0470,       7966,          0,          0, 
308 : quest_end_QE0480,       7967,          0,          0, 
309 : quest_end_QE0530,       7968,          0,          0, 
310 : quest_end_QE0540,       7969,          0,          0, 
311 : quest_end_QE0650,       7970,          0,          0, 
312 : quest_end_QE0820,       7971,          0,          0, 
313 : quest_end_QE0840,       7972,          0,          0, 
314 : quest_end_QE0940,       7973,          0,          0, 
315 : quest_end_QE1020,       7974,          0,          0, 
316 : quest_end_QE1050,       7975,          0,          0, 
317 : quest_end_QE1060,       7976,          0,          0, 
318 : quest_end_QE1070,       7977,          0,          0, 
319 : quest_end_QE1080,       7978,          0,          0, 
320 : quest_end_QE1090,       7979,          0,          0, 
321 : quest_end_QE1100,       7980,          0,          0, 
322 : quest_end_QE1110,       7981,          0,          0, 
323 : quest_end_QE1120,       7982,          0,          0, 
324 : quest_end_QE1130,       7983,          0,          0, 
325 : quest_end_QE1140,       7984,          0,          0, 
326 : quest_end_QE1150,       7985,          0,          0, 
327 : quest_end_QE1160,       7986,          0,          0, 
328 : quest_end_QE1170,       7987,          0,          0, 
329 : quest_end_QE1180,       7988,          0,          0, 
330 : quest_end_QE1190,       7989,          0,          0, 
331 : quest_end_QE1200,       7990,          0,          0, 
332 : quest_end_QE1210,       7991,          0,          0, 
333 : quest_end_QE1220,       7992,          0,          0, 
334 : quest_end_QE1230,       7993,          0,          0, 
335 : quest_end_QE1240,       7994,          0,          0, 
336 : quest_end_QE1250,       7995,          0,          0, 
337 : daiji_get_x,       7996,          0,          0, 
338 : daiji_get_normal,       7997,          0,          0, 
339 : daiji_get_mascot,       7998,          0,          0, 
340 : daiji_get_jin,       7999,          0,          0, 
341 : daiji_get_jin2,       8000,          0,          0, 
342 : daiji_get_mgc_totugeki,       8001,          0,          0, 
343 : daiji_get_mgc_sogeki,       8002,          0,          0, 
344 : daiji_get_mgc_kousaku,       8003,          0,          0, 
345 : daiji_get_mgc_kyujyo,       8004,          0,          0, 
346 : daiji_get_mgc_senjyutsu,       8005,          0,          0, 
347 : daiji_get_mgc_senryaku,       8006,          0,          0, 
348 : daiji_get_mgc_kini,       8007,          0,          0, 
349 : daiji_get_item_yakuso,       8008,          0,          0, 
350 : daiji_get_item_potion,       8009,          0,          0, 
351 : daiji_get_item_lotion,       8010,          0,          0, 
352 : daiji_get_item_bakuyaku,       8011,          0,          0, 
353 : daiji_get_item_mahen,       8012,          0,          0, 
354 : daiji_get_item_tokusyu,       8013,          0,          0, 
355 : party_emma_join,       8014,          0,          0, 
356 : party_emma_leave,       8015,          0,          0, 
357 : party_blocter_join,       8016,          0,          0, 
358 : party_blocter_leave,       8017,          0,          0, 
359 : party_pagus_join,       8018,          0,          0, 
360 : party_pagus_leave,       8019,          0,          0, 
361 : party_torgal_ema_join,       8020,          0,          0, 
362 : party_torgal_ema_leave,       8021,          0,          0, 
363 : party_david_torgal_join,       8022,          0,          0, 
364 : party_david_torgal_leave,       8023,          0,          0, 
365 : party_david_blocter_join,       8024,          0,          0, 
366 : party_david_leave,       8025,          0,          0, 
367 : party_david_join,       8026,          0,          0, 
368 : party_party_push_ev0600,       8027,          0,          0, 
369 : party_party_pop_ev0660,       8028,          0,          0, 
370 : party_david_leave,       8029,          0,          0, 
371 : party_david_join,       8030,          0,          0, 
372 : party_emmy_join,       8031,          0,          0, 
373 : party_irina_join,       8032,          0,          0, 
374 : party_irina_leave,       8033,          0,          0, 
375 : sp_btl_win,       8034,          0,          0, 
376 : sp_btl_lose,       8035,          0,          0, 
377 : sp_btl_lose255,       8036,          0,          0, 
378 : EV0170_001_BTL,       8037,          0,          0, 
379 : EV0210_001_BTL,       8038,          0,          0, 
380 : EV0250_001_BTL,       8039,          0,          0, 
381 : EV0310_001_BTL,       8040,          0,          0, 
382 : EV0330_001_BTL,       8041,          0,          0, 
383 : EV0610_001_BTL,       8042,          0,          0, 
384 : EV0720_001_BTL,       8043,          0,          0, 
385 : EV0800_001_BTL,       8044,          0,          0, 
386 : EV0830_001_BTL,       8045,          0,          0, 
387 : EV0870_001_BTL,       8046,          0,          0, 
388 : EV1150_001_BTL,       8047,          0,          0, 
389 : EV1155_001_BTL,       8048,          0,          0, 
390 : EV1170_001_BTL,       8049,          0,          0, 
391 : EV1175_001_BTL,       8050,          0,          0, 
392 : EV1190_001_BTL,       8051,          0,          0, 
393 : EV1195_001_BTL,       8052,          0,          0, 
394 : EV1210_001_BTL,       8053,          0,          0, 
395 : EV1215_001_BTL,       8054,          0,          0, 
396 : EV1230_001_BTL,       8055,          0,          0, 
397 : EV1235_001_BTL,       8056,          0,          0, 
398 : EV1250_001_BTL,       8057,          0,          0, 
399 : EV1255_001_BTL,       8058,          0,          0, 
400 : EV1265_001_BTL,       8059,          0,          0, 
401 : EV1280_001_BTL,       8060,          0,          0, 
402 : EV1330_001_BTL,       8061,          0,          0, 
403 : EV1420_001_BTL,       8062,          0,          0, 
404 : EV1450_001_BTL,       8063,          0,          0, 
405 : EV1490_1_001_BTL,       8064,          0,          0, 
406 : EV1490_2_001_BTL,       8065,          0,          0, 
407 : EV1490_3_001_BTL,       8066,          0,          0, 
408 : EV1490_4_001_BTL,       8067,          0,          0, 
409 : EV1490_5_001_BTL,       8068,          0,          0, 
410 : EV1490_6_001_BTL,       8069,          0,          0, 
411 : EV1490_7_001_BTL,       8070,          0,          0, 
412 : EV1490_8_001_BTL,       8071,          0,          0, 
413 : QE1060_001_BTL,       8072,          0,          0, 
414 : QE0020_001_BTL,       8073,          0,          0, 
415 : QE0290_001_BTL,       8074,          0,          0, 
416 : QE0030_001_BTL,       8075,          0,          0, 
417 : QE0040_001_BTL,       8076,          0,          0, 
418 : QE0470_001_BTL,       8077,          0,          0, 
419 : QE0530_001_BTL,       8078,          0,          0, 
420 : QE0540_001_BTL,       8079,          0,          0, 
421 : QE0540_002_BTL,       8080,          0,          0, 
422 : QE1050_001_BTL,       8081,          0,          0, 
423 : QE1050_002_BTL,       8082,          0,          0, 
424 : QE1050_003_BTL,       8083,          0,          0, 
425 : QE1050_004_BTL,       8084,          0,          0, 
426 : QE1050_005_BTL,       8085,          0,          0, 
427 : QE1050_006_BTL,       8086,          0,          0, 
428 : QE0450_001_BTL,       8087,          0,          0, 
429 : QE1220_001_BTL,       8088,          0,          0, 
430 : QE0050_001_BTL,       8089,          0,          0, 
431 : QE0070_001_BTL,       8090,          0,          0, 
432 : QE0070_002_BTL,       8091,          0,          0, 
433 : QE0070_003_BTL,       8092,          0,          0, 
434 : QE0240_001_BTL,       8093,          0,          0, 
435 : QE0250_001_BTL,       8094,          0,          0, 
436 : QE0270_001_BTL,       8095,          0,          0, 
437 : QE0270_002_BTL,       8096,          0,          0, 
438 : QE0270_003_BTL,       8097,          0,          0, 
439 : QE0270_004_BTL,       8098,          0,          0, 
440 : QE0310_001_BTL,       8099,          0,          0, 
441 : QE0310_002_BTL,       8100,          0,          0, 
442 : QE0310_003_BTL,       8101,          0,          0, 
443 : QE0320_001_BTL,       8102,          0,          0, 
444 : QE0480_001_BTL,       8103,          0,          0, 
445 : QE1070_001_BTL,       8104,          0,          0, 
446 : QE0080_001_BTL,       8105,          0,          0, 
447 : QE0120_001_BTL,       8106,          0,          0, 
448 : QE0440_001_BTL,       8107,          0,          0, 
449 : QE0090_001_BTL,       8108,          0,          0, 
450 : QE1230_001_BTL,       8109,          0,          0, 
451 : QE0140_001_BTL,       8110,          0,          0, 
452 : QE0190_001_BTL,       8111,          0,          0, 
453 : QE0190_002_BTL,       8112,          0,          0, 
454 : QE0190_003_BTL,       8113,          0,          0, 
455 : QE0190_004_BTL,       8114,          0,          0, 
456 : QE0190_005_BTL,       8115,          0,          0, 
457 : QE0300_001_BTL,       8116,          0,          0, 
458 : QE0300_002_BTL,       8117,          0,          0, 
459 : QE0300_003_BTL,       8118,          0,          0, 
460 : QE0300_004_BTL,       8119,          0,          0, 
461 : QE0330_001_BTL,       8120,          0,          0, 
462 : QE0390_001_BTL,       8121,          0,          0, 
463 : QE0940_001_BTL,       8122,          0,          0, 
464 : QE0060_001_BTL,       8123,          0,          0, 
465 : QE0060_002_BTL,       8124,          0,          0, 
466 : QE0060_003_BTL,       8125,          0,          0, 
467 : QE0060_004_BTL,       8126,          0,          0, 
468 : QE0840_001_BTL,       8127,          0,          0, 
469 : QE1240_001_BTL,       8128,          0,          0, 
470 : QE0150_001_BTL,       8129,          0,          0, 
471 : QE0150_002_BTL,       8130,          0,          0, 
472 : QE0150_003_BTL,       8131,          0,          0, 
473 : QE0150_004_BTL,       8132,          0,          0, 
474 : QE0160_001_BTL,       8133,          0,          0, 
475 : QE0280_001_BTL,       8134,          0,          0, 
476 : QE0350_001_BTL,       8135,          0,          0, 
477 : QE0350_002_BTL,       8136,          0,          0, 
478 : QE0400_001_BTL,       8137,          0,          0, 
479 : QE1210_001_BTL,       8138,          0,          0, 
480 : QE0180_001_BTL,       8139,          0,          0, 
481 : QE0340_001_BTL,       8140,          0,          0, 
482 : QE0340_002_BTL,       8141,          0,          0, 
483 : QE0340_003_BTL,       8142,          0,          0, 
484 : QE0340_004_BTL,       8143,          0,          0, 
485 :      DLC01,       8144,          0,          0, 
486 :      DLC02,       8145,          0,          0, 
487 :      DLC03,       8146,          0,          0, 
488 :      DLC04,       8147,          0,          0, 
489 :      DLC05,       8148,          0,          0, 
490 :      DLC06,       8149,          0,          0, 
491 :      DLC07,       8150,          0,          0, 
492 :      DLC08,       8151,          0,          0, 
493 : sys_setting_need_assign_00,       8152,          0,          0, 
494 : sys_setting_reboot,       8153,          0,          0, 
495 : sys_setting_resochange_failed,       8154,          0,          0, 
496 : sys_setting_analog_assign_e00,       8155,          0,          0, 
497 : sys_setting_analog_assign_e01,       8156,          0,          0, 
498 : sys_setting_analog_assign_e02,       8157,          0,          0, 
499 : sys_setting_analog_assign_e03,       8158,          0,          0, 
500 : savedata_carryover,       8159,          0,          0, 
501 : nakama_end_ghor,       8160,          0,          0, 
502 : nakama_end_jager,       8161,          0,          0, 
503 : nakama_end_haruko,       8162,          0,          0, 
504 : nakama_end_gabriel,       8163,          0,          0, 
505 : nakama_end_jorgen,       8164,          0,          0, 
506 : nakama_end_roberto,       8165,          0,          0, 
507 : nakama_end_loki,       8166,          0,          0, 
508 : nakama_end_paris,       8167,          0,          0, 
509 : nakama_end_rhagoh,       8168,          0,          0, 
510 : nakama_end_glenys,       8169,          0,          0, 
511 : nakama_end_violet,       8170,          0,          0, 
512 : nakama_end_nora,       8171,          0,          0, 
513 : nakama_end_khrynia,       8172,          0,          0, 
514 : nakama_end_kate,       8173,          0,          0, 
515 : nakama_end_sheryl,       8174,          0,          0, 
516 : nakama_end_baulson,       8175,          0,          0, 
517 : nakama_end_gaou,       8176,          0,          0, 
518 : nakama_end_zolean,       8177,          0,          0, 
519 : nakama_end_yuniver,       8178,          0,          0, 
520 : nakama_end_darien,       8179,          0,          0, 
521 : nakama_end_sibal,       8180,          0,          0, 
522 : nakama_end_leshau,       8181,          0,          0, 
523 : nakama_end_maddox,       8182,          0,          0, 
524 : nakama_end_allan,       8183,          0,          0, 
525 : nakama_end_caedmon,       8184,          0,          0, 
526 : nakama_end_leucetius,       8185,          0,          0, 
527 : nakama_end_wyngale,       8186,          0,          0, 
528 : boot_auth_failed,       8187,          0,          0, 
529 : add_unit_EV0830_001,       8188,          0,          0, 
530 : add_unit_QE0290_001,       8189,          0,          0, 
531 : add_unit_QE0310_001,       8190,          0,          0, 
532 : add_unit_QE0330_001,       8191,          0,          0, 
533 : sys_setting_key_as_invalid,       8192,          0,          0, 
534 : sys_setting_gam_as_invalid,       8193,          0,          0, 
535 :      test1,       8194,          0,          0, 
536 :      test2,       8195,          0,          0, 
537 :      test3,       8196,          0,          0, 
538 :      test4,       8197,          0,          0, 
539 :      test5,       8198,          0,          0, 
540 :      test6,       8199,          0,          0, 

