           km_, km_StrNo_text, km_window_type, km_font_type, 
129 : btl_pc_gaou,       4969,          0,          0, 
130 : btl_pc_gaou,       4970,          0,          0, 
131 : btl_pc_zolean,       4971,          0,          0, 
132 : btl_pc_zolean,       4972,          0,          0, 
133 : btl_pc_zolean,       4973,          0,          0, 
134 : btl_pc_zolean,       4974,          0,          0, 
135 : btl_pc_zolean,       4975,          0,          0, 
136 : btl_pc_yuniver,       4976,          0,          0, 
137 : btl_pc_yuniver,       4977,          0,          0, 
138 : btl_pc_yuniver,       4978,          0,          0, 
139 : btl_pc_yuniver,       4979,          0,          0, 
140 : btl_pc_yuniver,       4980,          0,          0, 
141 : btl_pc_darien,       4981,          0,          0, 
142 : btl_pc_darien,       4982,          0,          0, 
143 : btl_pc_darien,       4983,          0,          0, 
144 : btl_pc_darien,       4984,          0,          0, 
145 : btl_pc_darien,       4985,          0,          0, 
146 : btl_pc_sibal,       4986,          0,          0, 
147 : btl_pc_sibal,       4987,          0,          0, 
148 : btl_pc_sibal,       4988,          0,          0, 
149 : btl_pc_sibal,       4989,          0,          0, 
150 : btl_pc_sibal,       4990,          0,          0, 
151 : btl_pc_leshau,       4991,          0,          0, 
152 : btl_pc_leshau,       4992,          0,          0, 
153 : btl_pc_leshau,       4993,          0,          0, 
154 : btl_pc_leshau,       4994,          0,          0, 
155 : btl_pc_leshau,       4995,          0,          0, 
156 : btl_pc_maddox,       4996,          0,          0, 
157 : btl_pc_maddox,       4997,          0,          0, 
158 : btl_pc_maddox,       4998,          0,          0, 
159 : btl_pc_maddox,       4999,          0,          0, 
160 : btl_pc_maddox,       5000,          0,          0, 
161 : btl_pc_allan,       5001,          0,          0, 
162 : btl_pc_allan,       5002,          0,          0, 
163 : btl_pc_allan,       5003,          0,          0, 
164 : btl_pc_allan,       5004,          0,          0, 
165 : btl_pc_allan,       5005,          0,          0, 
166 : btl_pc_caedmon,       5006,          0,          0, 
167 : btl_pc_caedmon,       5007,          0,          0, 
168 : btl_pc_caedmon,       5008,          0,          0, 
169 : btl_pc_caedmon,       5009,          0,          0, 
170 : btl_pc_caedmon,       5010,          0,          0, 
171 : btl_pc_leucetius,       5011,          0,          0, 
172 : btl_pc_leucetius,       5012,          0,          0, 
173 : btl_pc_leucetius,       5013,          0,          0, 
174 : btl_pc_leucetius,       5014,          0,          0, 
175 : btl_pc_leucetius,       5015,          0,          0, 
176 : btl_pc_wyngale,       5016,          0,          0, 
177 : btl_pc_wyngale,       5017,          0,          0, 
178 : btl_pc_wyngale,       5018,          0,          0, 
179 : btl_pc_wyngale,       5019,          0,          0, 
180 : btl_pc_wyngale,       5020,          0,          0, 
181 : multi_male_astomia,       5021,          0,          0, 
182 : multi_male_astomia,       5022,          0,          0, 
183 : multi_male_astomia,       5023,          0,          0, 
184 : multi_male_astomia,       5024,          0,          0, 
185 : multi_male_astomia,       5025,          0,          0, 
186 : multi_male_normal_1,       5026,          0,          0, 
187 : multi_male_normal_1,       5027,          0,          0, 
188 : multi_male_normal_1,       5028,          0,          0, 
189 : multi_male_normal_1,       5029,          0,          0, 
190 : multi_male_normal_1,       5030,          0,          0, 
191 : multi_male_normal_2,       5031,          0,          0, 
192 : multi_male_normal_2,       5032,          0,          0, 
193 : multi_male_normal_2,       5033,          0,          0, 
194 : multi_male_normal_2,       5034,          0,          0, 
195 : multi_male_normal_2,       5035,          0,          0, 
196 : multi_male_normal_3,       5036,          0,          0, 
197 : multi_male_normal_3,       5037,          0,          0, 
198 : multi_male_normal_3,       5038,          0,          0, 
199 : multi_male_normal_3,       5039,          0,          0, 
200 : multi_male_normal_3,       5040,          0,          0, 
201 : multi_male_normal_4,       5041,          0,          0, 
202 : multi_male_normal_4,       5042,          0,          0, 
203 : multi_male_normal_4,       5043,          0,          0, 
204 : multi_male_normal_4,       5044,          0,          0, 
205 : multi_male_normal_4,       5045,          0,          0, 
206 : multi_female_astomia,       5046,          0,          0, 
207 : multi_female_astomia,       5047,          0,          0, 
208 : multi_female_astomia,       5048,          0,          0, 
209 : multi_female_astomia,       5049,          0,          0, 
210 : multi_female_astomia,       5050,          0,          0, 
211 : multi_female_normal_1,       5051,          0,          0, 
212 : multi_female_normal_1,       5052,          0,          0, 
213 : multi_female_normal_1,       5053,          0,          0, 
214 : multi_female_normal_1,       5054,          0,          0, 
215 : multi_female_normal_1,       5055,          0,          0, 
216 : multi_female_normal_2,       5056,          0,          0, 
217 : multi_female_normal_2,       5057,          0,          0, 
218 : multi_female_normal_2,       5058,          0,          0, 
219 : multi_female_normal_2,       5059,          0,          0, 
220 : multi_female_normal_2,       5060,          0,          0, 
221 : multi_female_normal_3,       5061,          0,          0, 
222 : multi_female_normal_3,       5062,          0,          0, 
223 : multi_female_normal_3,       5063,          0,          0, 
224 : multi_female_normal_3,       5064,          0,          0, 
225 : multi_female_normal_3,       5065,          0,          0, 
226 : multi_female_normal_4,       5066,          0,          0, 
227 : multi_female_normal_4,       5067,          0,          0, 
228 : multi_female_normal_4,       5068,          0,          0, 
229 : multi_female_normal_4,       5069,          0,          0, 
230 : multi_female_normal_4,       5070,          0,          0, 
231 : btl_7th_01,       5071,          0,          0, 
232 : btl_7th_01,       5072,          0,          0, 
233 : btl_7th_01,       5073,          0,          0, 
234 : btl_7th_01,       5074,          0,          0, 
235 : btl_7th_01,       5075,          0,          0, 
236 : btl_7th_02,       5076,          0,          0, 
237 : btl_7th_02,       5077,          0,          0, 
238 : btl_7th_02,       5078,          0,          0, 
239 : btl_7th_02,       5079,          0,          0, 
240 : btl_7th_02,       5080,          0,          0, 
241 : btl_7th_03,       5081,          0,          0, 
242 : btl_7th_03,       5082,          0,          0, 
243 : btl_7th_03,       5083,          0,          0, 
244 : btl_7th_03,       5084,          0,          0, 
245 : btl_7th_03,       5085,          0,          0, 
246 : btl_7th_04,       5086,          0,          0, 
247 : btl_7th_04,       5087,          0,          0, 
248 : btl_7th_04,       5088,          0,          0, 
249 : btl_7th_04,       5089,          0,          0, 
250 : btl_7th_04,       5090,          0,          0, 
251 : btl_7th_05,       5091,          0,          0, 
252 : btl_7th_05,       5092,          0,          0, 
253 : btl_7th_05,       5093,          0,          0, 
254 : btl_7th_05,       5094,          0,          0, 
255 : btl_7th_05,       5095,          0,          0, 
256 : btl_7th_06,       5096,          0,          0, 
257 : btl_7th_06,       5097,          0,          0, 
258 : btl_7th_06,       5098,          0,          0, 
259 : btl_7th_06,       5099,          0,          0, 
260 : btl_7th_06,       5100,          0,          0, 
261 : btl_7th_07,       5101,          0,          0, 
262 : btl_7th_07,       5102,          0,          0, 
263 : btl_7th_07,       5103,          0,          0, 
264 : btl_7th_07,       5104,          0,          0, 
265 : btl_7th_07,       5105,          0,          0, 

