           km_, km_StrNo_text, km_StrNo_text_s, km_StrNo_text_k1, km_StrNo_text_k2, km_window_type, km_font_type, 
68 : union_status_004,      24724,      24725,      24726,      24727,          0,          0, 
69 : union_status_005,      24728,      24729,      24730,      24731,          0,          0, 
70 : union_status_006,      24732,      24733,      24734,      24735,          0,          0, 
71 : union_status_007,      24736,      24737,      24738,      24739,          0,          0, 
72 : union_status_008,      24740,      24741,      24742,      24743,          0,          0, 
73 : union_status_009,      24744,      24745,      24746,      24747,          0,          0, 
74 : union_status_010,      24748,      24749,      24750,      24751,          0,          0, 
75 : union_status_011,      24752,      24753,      24754,      24755,          0,          0, 
76 : union_status_012,      24756,      24757,      24758,      24759,          0,          0, 
77 : union_status_013,      24760,      24761,      24762,      24763,          0,          0, 
78 : union_status_014,      24764,      24765,      24766,      24767,          0,          0, 
79 : union_status_015,      24768,      24769,      24770,      24771,          0,          0, 
80 : union_status_016,      24772,      24773,      24774,      24775,          0,          0, 
81 : union_status_017,      24776,      24777,      24778,      24779,          0,          0, 
82 : union_status_018,      24780,      24781,      24782,      24783,          0,          0, 
83 : union_status_019,      24784,      24785,      24786,      24787,          0,          0, 
84 : union_status_020,      24788,      24789,      24790,      24791,          0,          0, 
85 : union_status_021,      24792,      24793,      24794,      24795,          0,          0, 
86 : union_status_022,      24796,      24797,      24798,      24799,          0,          0, 
87 : union_status_023,      24800,      24801,      24802,      24803,          0,          0, 
88 : union_status_024,      24804,      24805,      24806,      24807,          0,          0, 
89 : union_status_025,      24808,      24809,      24810,      24811,          0,          0, 
90 : union_status_026,      24812,      24813,      24814,      24815,          0,          0, 
91 : union_status_027,      24816,      24817,      24818,      24819,          0,          0, 
92 : union_status_028,      24820,      24821,      24822,      24823,          0,          0, 
93 : union_status_029,      24824,      24825,      24826,      24827,          0,          0, 
94 : union_status_030,      24828,      24829,      24830,      24831,          0,          0, 
95 : union_status_031,      24832,      24833,      24834,      24835,          0,          0, 
96 : union_status_032,      24836,      24837,      24838,      24839,          0,          0, 
97 : union_status_033,      24840,      24841,      24842,      24843,          0,          0, 
98 : union_status_034,      24844,      24845,      24846,      24847,          0,          0, 
99 : union_status_035,      24848,      24849,      24850,      24851,          0,          0, 
100 : union_status_036,      24852,      24853,      24854,      24855,          0,          0, 
101 : union_status_037,      24856,      24857,      24858,      24859,          0,          0, 
102 : union_status_038,      24860,      24861,      24862,      24863,          0,          0, 
103 : union_status_039,      24864,      24865,      24866,      24867,          0,          0, 
104 : union_status_040,      24868,      24869,      24870,      24871,          0,          0, 
105 : union_status_041,      24872,      24873,      24874,      24875,          0,          0, 
106 : union_status_042,      24876,      24877,      24878,      24879,          0,          0, 
107 : union_status_043,      24880,      24881,      24882,      24883,          0,          0, 
108 : union_status_044,      24884,      24885,      24886,      24887,          0,          0, 
109 : union_status_045,      24888,      24889,      24890,      24891,          0,          0, 
110 : union_status_046,      24892,      24893,      24894,      24895,          0,          0, 
111 : union_status_047,      24896,      24897,      24898,      24899,          0,          0, 
112 : union_status_048,      24900,      24901,      24902,      24903,          0,          0, 
113 : union_status_049,      24904,      24905,      24906,      24907,          0,          0, 
114 : union_status_050,      24908,      24909,      24910,      24911,          0,          0, 
115 : union_status_051,      24912,      24913,      24914,      24915,          0,          0, 
116 : union_status_052,      24916,      24917,      24918,      24919,          0,          0, 
117 : union_status_053,      24920,      24921,      24922,      24923,          0,          0, 
118 : union_status_054,      24924,      24925,      24926,      24927,          0,          0, 
119 : union_status_055,      24928,      24929,      24930,      24931,          0,          0, 
120 : union_status_056,      24932,      24933,      24934,      24935,          0,          0, 
121 : union_status_057,      24936,      24937,      24938,      24939,          0,          0, 
122 : union_status_058,      24940,      24941,      24942,      24943,          0,          0, 
123 : union_status_059,      24944,      24945,      24946,      24947,          0,          0, 
124 : union_status_060,      24948,      24949,      24950,      24951,          0,          0, 
125 : union_status_061,      24952,      24953,      24954,      24955,          0,          0, 
126 : union_status_062,      24956,      24957,      24958,      24959,          0,          0, 
127 : union_status_063,      24960,      24961,      24962,      24963,          0,          0, 
128 : union_status_064,      24964,      24965,      24966,      24967,          0,          0, 

