           km_, km_StrNo_text, km_StrNo_text_s, km_StrNo_text_k1, km_StrNo_text_k2, km_window_type, km_font_type, 
56 : class_fighter_type_J_002,      53096,      53097,      53098,      53099,          0,          0, 
57 : class_fighter_type_J_003,      53100,      53101,      53102,      53103,          0,          0, 
58 : class_fighter_type_J_004,      53104,      53105,      53106,      53107,          0,          0, 
59 : class_fighter_type_J_005,      53108,      53109,      53110,      53111,          0,          0, 
60 : class_fighter_type_J_006,      53112,      53113,      53114,      53115,          0,          0, 
61 : class_fighter_type_K_001,      53116,      53117,      53118,      53119,          0,          0, 
62 : class_fighter_type_K_002,      53120,      53121,      53122,      53123,          0,          0, 
63 : class_fighter_type_K_003,      53124,      53125,      53126,      53127,          0,          0, 
64 : class_fighter_type_K_004,      53128,      53129,      53130,      53131,          0,          0, 
65 : class_fighter_type_K_005,      53132,      53133,      53134,      53135,          0,          0, 
66 : class_fighter_type_K_006,      53136,      53137,      53138,      53139,          0,          0, 
67 : class_fighter_type_L_001,      53140,      53141,      53142,      53143,          0,          0, 
68 : class_fighter_type_L_002,      53144,      53145,      53146,      53147,          0,          0, 
69 : class_fighter_type_L_003,      53148,      53149,      53150,      53151,          0,          0, 
70 : class_fighter_type_L_004,      53152,      53153,      53154,      53155,          0,          0, 
71 : class_fighter_type_L_005,      53156,      53157,      53158,      53159,          0,          0, 
72 : class_fighter_type_L_006,      53160,      53161,      53162,      53163,          0,          0, 
73 : class_fighter_type_M_001,      53164,      53165,      53166,      53167,          0,          0, 
74 : class_fighter_type_M_002,      53168,      53169,      53170,      53171,          0,          0, 
75 : class_fighter_type_M_003,      53172,      53173,      53174,      53175,          0,          0, 
76 : class_fighter_type_M_004,      53176,      53177,      53178,      53179,          0,          0, 
77 : class_fighter_type_M_005,      53180,      53181,      53182,      53183,          0,          0, 
78 : class_fighter_type_M_006,      53184,      53185,      53186,      53187,          0,          0, 
79 : class_fighter_type_N_001,      53188,      53189,      53190,      53191,          0,          0, 
80 : class_fighter_type_N_002,      53192,      53193,      53194,      53195,          0,          0, 
81 : class_fighter_type_N_003,      53196,      53197,      53198,      53199,          0,          0, 
82 : class_fighter_type_N_004,      53200,      53201,      53202,      53203,          0,          0, 
83 : class_fighter_type_N_005,      53204,      53205,      53206,      53207,          0,          0, 
84 : class_fighter_type_N_006,      53208,      53209,      53210,      53211,          0,          0, 
85 : class_fighter_type_O_001,      53212,      53213,      53214,      53215,          0,          0, 
86 : class_fighter_type_O_002,      53216,      53217,      53218,      53219,          0,          0, 
87 : class_fighter_type_O_003,      53220,      53221,      53222,      53223,          0,          0, 
88 : class_fighter_type_O_004,      53224,      53225,      53226,      53227,          0,          0, 
89 : class_fighter_type_O_005,      53228,      53229,      53230,      53231,          0,          0, 
90 : class_fighter_type_O_006,      53232,      53233,      53234,      53235,          0,          0, 
91 : class_technique_type_A_001,      53236,      53237,      53238,      53239,          0,          0, 
92 : class_technique_type_A_002,      53240,      53241,      53242,      53243,          0,          0, 
93 : class_technique_type_A_003,      53244,      53245,      53246,      53247,          0,          0, 
94 : class_technique_type_A_004,      53248,      53249,      53250,      53251,          0,          0, 
95 : class_technique_type_A_005,      53252,      53253,      53254,      53255,          0,          0, 
96 : class_technique_type_A_006,      53256,      53257,      53258,      53259,          0,          0, 
97 : class_technique_type_B_001,      53260,      53261,      53262,      53263,          0,          0, 
98 : class_technique_type_B_002,      53264,      53265,      53266,      53267,          0,          0, 
99 : class_technique_type_B_003,      53268,      53269,      53270,      53271,          0,          0, 
100 : class_technique_type_B_004,      53272,      53273,      53274,      53275,          0,          0, 
101 : class_technique_type_B_005,      53276,      53277,      53278,      53279,          0,          0, 
102 : class_technique_type_B_006,      53280,      53281,      53282,      53283,          0,          0, 
103 : class_technique_type_C_001,      53284,      53285,      53286,      53287,          0,          0, 
104 : class_technique_type_C_002,      53288,      53289,      53290,      53291,          0,          0, 
105 : class_technique_type_C_003,      53292,      53293,      53294,      53295,          0,          0, 
106 : class_technique_type_C_004,      53296,      53297,      53298,      53299,          0,          0, 
107 : class_technique_type_C_005,      53300,      53301,      53302,      53303,          0,          0, 
108 : class_technique_type_C_006,      53304,      53305,      53306,      53307,          0,          0, 
109 : class_technique_type_D_001,      53308,      53309,      53310,      53311,          0,          0, 
110 : class_technique_type_D_002,      53312,      53313,      53314,      53315,          0,          0, 
111 : class_technique_type_D_003,      53316,      53317,      53318,      53319,          0,          0, 
112 : class_technique_type_D_004,      53320,      53321,      53322,      53323,          0,          0, 
113 : class_technique_type_D_005,      53324,      53325,      53326,      53327,          0,          0, 
114 : class_technique_type_D_006,      53328,      53329,      53330,      53331,          0,          0, 
115 : class_item_type_A_001,      53332,      53333,      53334,      53335,          0,          0, 
116 : class_item_type_A_002,      53336,      53337,      53338,      53339,          0,          0, 
117 : class_item_type_A_003,      53340,      53341,      53342,      53343,          0,          0, 
118 : class_item_type_A_004,      53344,      53345,      53346,      53347,          0,          0, 
119 : class_item_type_A_005,      53348,      53349,      53350,      53351,          0,          0, 
120 : class_item_type_A_006,      53352,      53353,      53354,      53355,          0,          0, 
121 : class_item_type_B_001,      53356,      53357,      53358,      53359,          0,          0, 
122 : class_item_type_B_002,      53360,      53361,      53362,      53363,          0,          0, 
123 : class_item_type_B_003,      53364,      53365,      53366,      53367,          0,          0, 
124 : class_item_type_B_004,      53368,      53369,      53370,      53371,          0,          0, 
125 : class_item_type_B_005,      53372,      53373,      53374,      53375,          0,          0, 
126 : class_item_type_B_006,      53376,      53377,      53378,      53379,          0,          0, 
127 : class_item_type_C_001,      53380,      53381,      53382,      53383,          0,          0, 
128 : class_item_type_C_002,      53384,      53385,      53386,      53387,          0,          0, 
129 : class_item_type_C_003,      53388,      53389,      53390,      53391,          0,          0, 
130 : class_item_type_C_004,      53392,      53393,      53394,      53395,          0,          0, 
131 : class_item_type_C_005,      53396,      53397,      53398,      53399,          0,          0, 
132 : class_item_type_C_006,      53400,      53401,      53402,      53403,          0,          0, 
133 : class_magic_knight_type_A_001,      53404,      53405,      53406,      53407,          0,          0, 
134 : class_magic_knight_type_A_002,      53408,      53409,      53410,      53411,          0,          0, 
135 : class_magic_knight_type_A_003,      53412,      53413,      53414,      53415,          0,          0, 
136 : class_magic_knight_type_A_004,      53416,      53417,      53418,      53419,          0,          0, 
137 : class_magic_knight_type_A_005,      53420,      53421,      53422,      53423,          0,          0, 
138 : class_magic_knight_type_A_006,      53424,      53425,      53426,      53427,          0,          0, 
139 : class_magic_knight_type_B_001,      53428,      53429,      53430,      53431,          0,          0, 
140 : class_magic_knight_type_B_002,      53432,      53433,      53434,      53435,          0,          0, 
141 : class_magic_knight_type_B_003,      53436,      53437,      53438,      53439,          0,          0, 
142 : class_magic_knight_type_B_004,      53440,      53441,      53442,      53443,          0,          0, 
143 : class_magic_knight_type_B_005,      53444,      53445,      53446,      53447,          0,          0, 
144 : class_magic_knight_type_B_006,      53448,      53449,      53450,      53451,          0,          0, 
145 : class_magic_knight_type_C_001,      53452,      53453,      53454,      53455,          0,          0, 
146 : class_magic_knight_type_C_002,      53456,      53457,      53458,      53459,          0,          0, 
147 : class_magic_knight_type_C_003,      53460,      53461,      53462,      53463,          0,          0, 
148 : class_magic_knight_type_C_004,      53464,      53465,      53466,      53467,          0,          0, 
149 : class_magic_knight_type_C_005,      53468,      53469,      53470,      53471,          0,          0, 
150 : class_magic_knight_type_C_006,      53472,      53473,      53474,      53475,          0,          0, 
151 : class_magic_knight_type_D_001,      53476,      53477,      53478,      53479,          0,          0, 
152 : class_magic_knight_type_D_002,      53480,      53481,      53482,      53483,          0,          0, 
153 : class_magic_knight_type_D_003,      53484,      53485,      53486,      53487,          0,          0, 
154 : class_magic_knight_type_D_004,      53488,      53489,      53490,      53491,          0,          0, 
155 : class_magic_knight_type_D_005,      53492,      53493,      53494,      53495,          0,          0, 
156 : class_magic_knight_type_D_006,      53496,      53497,      53498,      53499,          0,          0, 
157 : class_magic_knight_type_E_001,      53500,      53501,      53502,      53503,          0,          0, 
158 : class_magic_knight_type_E_002,      53504,      53505,      53506,      53507,          0,          0, 
159 : class_magic_knight_type_E_003,      53508,      53509,      53510,      53511,          0,          0, 
160 : class_magic_knight_type_E_004,      53512,      53513,      53514,      53515,          0,          0, 
161 : class_magic_knight_type_E_005,      53516,      53517,      53518,      53519,          0,          0, 
162 : class_magic_knight_type_E_006,      53520,      53521,      53522,      53523,          0,          0, 
163 : class_magic_knight_type_F_001,      53524,      53525,      53526,      53527,          0,          0, 
164 : class_magic_knight_type_F_002,      53528,      53529,      53530,      53531,          0,          0, 
165 : class_magic_knight_type_F_003,      53532,      53533,      53534,      53535,          0,          0, 
166 : class_magic_knight_type_F_004,      53536,      53537,      53538,      53539,          0,          0, 
167 : class_magic_knight_type_F_005,      53540,      53541,      53542,      53543,          0,          0, 
168 : class_magic_knight_type_F_006,      53544,      53545,      53546,      53547,          0,          0, 
169 : class_magic_knight_type_G_001,      53548,      53549,      53550,      53551,          0,          0, 
170 : class_magic_knight_type_G_002,      53552,      53553,      53554,      53555,          0,          0, 
171 : class_magic_knight_type_G_003,      53556,      53557,      53558,      53559,          0,          0, 
172 : class_magic_knight_type_G_004,      53560,      53561,      53562,      53563,          0,          0, 
173 : class_magic_knight_type_G_005,      53564,      53565,      53566,      53567,          0,          0, 
174 : class_magic_knight_type_G_006,      53568,      53569,      53570,      53571,          0,          0, 
175 : class_magic_knight_type_H_001,      53572,      53573,      53574,      53575,          0,          0, 
176 : class_magic_knight_type_H_002,      53576,      53577,      53578,      53579,          0,          0, 
177 : class_magic_knight_type_H_003,      53580,      53581,      53582,      53583,          0,          0, 
178 : class_magic_knight_type_H_004,      53584,      53585,      53586,      53587,          0,          0, 
179 : class_magic_knight_type_H_005,      53588,      53589,      53590,      53591,          0,          0, 
180 : class_magic_knight_type_H_006,      53592,      53593,      53594,      53595,          0,          0, 
181 : class_magic_type_A_001,      53596,      53597,      53598,      53599,          0,          0, 
182 : class_magic_type_A_002,      53600,      53601,      53602,      53603,          0,          0, 
183 : class_magic_type_A_003,      53604,      53605,      53606,      53607,          0,          0, 
184 : class_magic_type_A_004,      53608,      53609,      53610,      53611,          0,          0, 
185 : class_magic_type_A_005,      53612,      53613,      53614,      53615,          0,          0, 
186 : class_magic_type_A_006,      53616,      53617,      53618,      53619,          0,          0, 
187 : class_magic_type_B_001,      53620,      53621,      53622,      53623,          0,          0, 
188 : class_magic_type_B_002,      53624,      53625,      53626,      53627,          0,          0, 
189 : class_magic_type_B_003,      53628,      53629,      53630,      53631,          0,          0, 
190 : class_magic_type_B_004,      53632,      53633,      53634,      53635,          0,          0, 
191 : class_magic_type_B_005,      53636,      53637,      53638,      53639,          0,          0, 
192 : class_magic_type_B_006,      53640,      53641,      53642,      53643,          0,          0, 
193 : class_magic_type_C_001,      53644,      53645,      53646,      53647,          0,          0, 
194 : class_magic_type_C_002,      53648,      53649,      53650,      53651,          0,          0, 
195 : class_magic_type_C_003,      53652,      53653,      53654,      53655,          0,          0, 
196 : class_magic_type_C_004,      53656,      53657,      53658,      53659,          0,          0, 
197 : class_magic_type_C_005,      53660,      53661,      53662,      53663,          0,          0, 
198 : class_magic_type_C_006,      53664,      53665,      53666,      53667,          0,          0, 
199 : class_magic_type_D_001,      53668,      53669,      53670,      53671,          0,          0, 
200 : class_magic_type_D_002,      53672,      53673,      53674,      53675,          0,          0, 
201 : class_magic_type_D_003,      53676,      53677,      53678,      53679,          0,          0, 
202 : class_magic_type_D_004,      53680,      53681,      53682,      53683,          0,          0, 
203 : class_magic_type_D_005,      53684,      53685,      53686,      53687,          0,          0, 
204 : class_magic_type_D_006,      53688,      53689,      53690,      53691,          0,          0, 
205 : class_magic_type_E_001,      53692,      53693,      53694,      53695,          0,          0, 
206 : class_magic_type_E_002,      53696,      53697,      53698,      53699,          0,          0, 
207 : class_magic_type_E_003,      53700,      53701,      53702,      53703,          0,          0, 
208 : class_magic_type_E_004,      53704,      53705,      53706,      53707,          0,          0, 
209 : class_magic_type_E_005,      53708,      53709,      53710,      53711,          0,          0, 
210 : class_magic_type_E_006,      53712,      53713,      53714,      53715,          0,          0, 
211 : class_magic_type_F_001,      53716,      53717,      53718,      53719,          0,          0, 
212 : class_magic_type_F_002,      53720,      53721,      53722,      53723,          0,          0, 
213 : class_magic_type_F_003,      53724,      53725,      53726,      53727,          0,          0, 
214 : class_magic_type_F_004,      53728,      53729,      53730,      53731,          0,          0, 
215 : class_magic_type_F_005,      53732,      53733,      53734,      53735,          0,          0, 
216 : class_magic_type_F_006,      53736,      53737,      53738,      53739,          0,          0, 
217 : class_magic_type_G_001,      53740,      53741,      53742,      53743,          0,          0, 
218 : class_magic_type_G_002,      53744,      53745,      53746,      53747,          0,          0, 
219 : class_magic_type_G_003,      53748,      53749,      53750,      53751,          0,          0, 
220 : class_magic_type_G_004,      53752,      53753,      53754,      53755,          0,          0, 
221 : class_magic_type_G_005,      53756,      53757,      53758,      53759,          0,          0, 
222 : class_magic_type_G_006,      53760,      53761,      53762,      53763,          0,          0, 
223 : class_magic_type_H_001,      53764,      53765,      53766,      53767,          0,          0, 
224 : class_magic_type_H_002,      53768,      53769,      53770,      53771,          0,          0, 
225 : class_magic_type_H_003,      53772,      53773,      53774,      53775,          0,          0, 
226 : class_magic_type_H_004,      53776,      53777,      53778,      53779,          0,          0, 
227 : class_magic_type_H_005,      53780,      53781,      53782,      53783,          0,          0, 
228 : class_magic_type_H_006,      53784,      53785,      53786,      53787,          0,          0, 
229 : class_magic_type_I_001,      53788,      53789,      53790,      53791,          0,          0, 
230 : class_magic_type_I_002,      53792,      53793,      53794,      53795,          0,          0, 
231 : class_magic_type_I_003,      53796,      53797,      53798,      53799,          0,          0, 
232 : class_magic_type_I_004,      53800,      53801,      53802,      53803,          0,          0, 
233 : class_magic_type_I_005,      53804,      53805,      53806,      53807,          0,          0, 
234 : class_magic_type_I_006,      53808,      53809,      53810,      53811,          0,          0, 
235 : class_magic_type_J_001,      53812,      53813,      53814,      53815,          0,          0, 
236 : class_magic_type_J_002,      53816,      53817,      53818,      53819,          0,          0, 
237 : class_magic_type_J_003,      53820,      53821,      53822,      53823,          0,          0, 
238 : class_magic_type_J_004,      53824,      53825,      53826,      53827,          0,          0, 
239 : class_magic_type_J_005,      53828,      53829,      53830,      53831,          0,          0, 
240 : class_magic_type_J_006,      53832,      53833,      53834,      53835,          0,          0, 
241 : class_magic_type_K_001,      53836,      53837,      53838,      53839,          0,          0, 
242 : class_magic_type_K_002,      53840,      53841,      53842,      53843,          0,          0, 
243 : class_magic_type_K_003,      53844,      53845,      53846,      53847,          0,          0, 
244 : class_magic_type_K_004,      53848,      53849,      53850,      53851,          0,          0, 
245 : class_magic_type_K_005,      53852,      53853,      53854,      53855,          0,          0, 
246 : class_magic_type_K_006,      53856,      53857,      53858,      53859,          0,          0, 
247 : class_magic_type_L_001,      53860,      53861,      53862,      53863,          0,          0, 
248 : class_magic_type_L_002,      53864,      53865,      53866,      53867,          0,          0, 
249 : class_magic_type_L_003,      53868,      53869,      53870,      53871,          0,          0, 
250 : class_magic_type_L_004,      53872,      53873,      53874,      53875,          0,          0, 
251 : class_magic_type_L_005,      53876,      53877,      53878,      53879,          0,          0, 
252 : class_magic_type_L_006,      53880,      53881,      53882,      53883,          0,          0, 
253 : class_magic_type_M_001,      53884,      53885,      53886,      53887,          0,          0, 
254 : class_magic_type_M_002,      53888,      53889,      53890,      53891,          0,          0, 
255 : class_magic_type_M_003,      53892,      53893,      53894,      53895,          0,          0, 
256 : class_magic_type_M_004,      53896,      53897,      53898,      53899,          0,          0, 
257 : class_magic_type_M_005,      53900,      53901,      53902,      53903,          0,          0, 
258 : class_magic_type_M_006,      53904,      53905,      53906,      53907,          0,          0, 
259 : class_magic_type_N_001,      53908,      53909,      53910,      53911,          0,          0, 
260 : class_magic_type_N_002,      53912,      53913,      53914,      53915,          0,          0, 
261 : class_magic_type_N_003,      53916,      53917,      53918,      53919,          0,          0, 
262 : class_magic_type_N_004,      53920,      53921,      53922,      53923,          0,          0, 
263 : class_magic_type_N_005,      53924,      53925,      53926,      53927,          0,          0, 
264 : class_magic_type_N_006,      53928,      53929,      53930,      53931,          0,          0, 
265 : soldier_type_001_001,      53932,      53933,      53934,      53935,          0,          0, 
266 : soldier_type_001_002,      53936,      53937,      53938,      53939,          0,          0, 
267 : soldier_type_001_003,      53940,      53941,      53942,      53943,          0,          0, 
268 : soldier_type_001_004,      53944,      53945,      53946,      53947,          0,          0, 
269 : soldier_type_001_005,      53948,      53949,      53950,      53951,          0,          0, 
270 : soldier_type_001_006,      53952,      53953,      53954,      53955,          0,          0, 
271 : soldier_type_002_001,      53956,      53957,      53958,      53959,          0,          0, 
272 : soldier_type_002_002,      53960,      53961,      53962,      53963,          0,          0, 
273 : soldier_type_002_003,      53964,      53965,      53966,      53967,          0,          0, 
274 : soldier_type_002_004,      53968,      53969,      53970,      53971,          0,          0, 
275 : soldier_type_002_005,      53972,      53973,      53974,      53975,          0,          0, 
276 : soldier_type_002_006,      53976,      53977,      53978,      53979,          0,          0, 
277 : soldier_type_003_001,      53980,      53981,      53982,      53983,          0,          0, 
278 : soldier_type_003_002,      53984,      53985,      53986,      53987,          0,          0, 
279 : soldier_type_003_003,      53988,      53989,      53990,      53991,          0,          0, 
280 : soldier_type_003_004,      53992,      53993,      53994,      53995,          0,          0, 
281 : soldier_type_003_005,      53996,      53997,      53998,      53999,          0,          0, 
282 : soldier_type_003_006,      54000,      54001,      54002,      54003,          0,          0, 
283 : soldier_type_004_001,      54004,      54005,      54006,      54007,          0,          0, 
284 : soldier_type_004_002,      54008,      54009,      54010,      54011,          0,          0, 
285 : soldier_type_004_003,      54012,      54013,      54014,      54015,          0,          0, 
286 : soldier_type_004_004,      54016,      54017,      54018,      54019,          0,          0, 
287 : soldier_type_004_005,      54020,      54021,      54022,      54023,          0,          0, 
288 : soldier_type_004_006,      54024,      54025,      54026,      54027,          0,          0, 
289 : soldier_type_005_001,      54028,      54029,      54030,      54031,          0,          0, 
290 : soldier_type_005_002,      54032,      54033,      54034,      54035,          0,          0, 
291 : soldier_type_005_003,      54036,      54037,      54038,      54039,          0,          0, 
292 : soldier_type_005_004,      54040,      54041,      54042,      54043,          0,          0, 
293 : soldier_type_005_005,      54044,      54045,      54046,      54047,          0,          0, 
294 : soldier_type_005_006,      54048,      54049,      54050,      54051,          0,          0, 
295 : soldier_type_006_001,      54052,      54053,      54054,      54055,          0,          0, 
296 : soldier_type_006_002,      54056,      54057,      54058,      54059,          0,          0, 
297 : soldier_type_006_003,      54060,      54061,      54062,      54063,          0,          0, 
298 : soldier_type_006_004,      54064,      54065,      54066,      54067,          0,          0, 
299 : soldier_type_006_005,      54068,      54069,      54070,      54071,          0,          0, 
300 : soldier_type_006_006,      54072,      54073,      54074,      54075,          0,          0, 
301 : soldier_type_007_001,      54076,      54077,      54078,      54079,          0,          0, 
302 : soldier_type_007_002,      54080,      54081,      54082,      54083,          0,          0, 
303 : soldier_type_007_003,      54084,      54085,      54086,      54087,          0,          0, 
304 : soldier_type_007_004,      54088,      54089,      54090,      54091,          0,          0, 
305 : soldier_type_007_005,      54092,      54093,      54094,      54095,          0,          0, 
306 : soldier_type_007_006,      54096,      54097,      54098,      54099,          0,          0, 
307 : soldier_type_008_001,      54100,      54101,      54102,      54103,          0,          0, 
308 : soldier_type_008_002,      54104,      54105,      54106,      54107,          0,          0, 
309 : soldier_type_008_003,      54108,      54109,      54110,      54111,          0,          0, 
310 : soldier_type_008_004,      54112,      54113,      54114,      54115,          0,          0, 
311 : soldier_type_008_005,      54116,      54117,      54118,      54119,          0,          0, 
312 : soldier_type_008_006,      54120,      54121,      54122,      54123,          0,          0, 
313 : soldier_type_009_001,      54124,      54125,      54126,      54127,          0,          0, 
314 : soldier_type_009_002,      54128,      54129,      54130,      54131,          0,          0, 
315 : soldier_type_009_003,      54132,      54133,      54134,      54135,          0,          0, 
316 : soldier_type_009_004,      54136,      54137,      54138,      54139,          0,          0, 
317 : soldier_type_009_005,      54140,      54141,      54142,      54143,          0,          0, 
318 : soldier_type_009_006,      54144,      54145,      54146,      54147,          0,          0, 
319 : soldier_type_010_001,      54148,      54149,      54150,      54151,          0,          0, 
320 : soldier_type_010_002,      54152,      54153,      54154,      54155,          0,          0, 
321 : soldier_type_010_003,      54156,      54157,      54158,      54159,          0,          0, 
322 : soldier_type_010_004,      54160,      54161,      54162,      54163,          0,          0, 
323 : soldier_type_010_005,      54164,      54165,      54166,      54167,          0,          0, 
324 : soldier_type_010_006,      54168,      54169,      54170,      54171,          0,          0, 
325 : brigade_type_001_001,      54172,      54173,      54174,      54175,          0,          0, 
326 : brigade_type_002_001,      54176,      54177,      54178,      54179,          0,          0, 
327 : brigade_type_003_001,      54180,      54181,      54182,      54183,          0,          0, 
328 : brigade_type_004_001,      54184,      54185,      54186,      54187,          0,          0, 
329 : brigade_type_005_001,      54188,      54189,      54190,      54191,          0,          0, 
330 : unique_class_type_001,      54192,      54193,      54194,      54195,          0,          0, 
331 : unique_class_type_002,      54196,      54197,      54198,      54199,          0,          0, 
332 : unique_class_type_003,      54200,      54201,      54202,      54203,          0,          0, 
333 : unique_class_type_004,      54204,      54205,      54206,      54207,          0,          0, 
334 : unique_class_type_005,      54208,      54209,      54210,      54211,          0,          0, 
335 : unique_class_type_006,      54212,      54213,      54214,      54215,          0,          0, 
336 : unique_class_type_007,      54216,      54217,      54218,      54219,          0,          0, 
337 : unique_class_jorgen_type001,      54220,      54221,      54222,      54223,          0,          0, 
338 : unique_class_jorgen_type002,      54224,      54225,      54226,      54227,          0,          0, 
339 : unique_class_jorgen_type003,      54228,      54229,      54230,      54231,          0,          0, 
340 : unique_class_jorgen_type004,      54232,      54233,      54234,      54235,          0,          0, 
341 : unique_class_jorgen_type005,      54236,      54237,      54238,      54239,          0,          0, 
342 : unique_class_jorgen_type006,      54240,      54241,      54242,      54243,          0,          0, 
343 : unique_class_jorgen_type007,      54244,      54245,      54246,      54247,          0,          0, 
344 : mons_class_uniq_001,      54248,      54249,      54250,      54251,          0,          0, 
345 : mons_class_uniq_002,      54252,      54253,      54254,      54255,          0,          0, 
346 : mons_class_uniq_003,      54256,      54257,      54258,      54259,          0,          0, 
347 : mons_class_uniq_004,      54260,      54261,      54262,      54263,          0,          0, 
348 : mons_class_breed_type_001,      54264,      54265,      54266,      54267,          0,          0, 
349 : mons_class_breed_type_002,      54268,      54269,      54270,      54271,          0,          0, 
350 : mons_class_breed_type_003,      54272,      54273,      54274,      54275,          0,          0, 
351 : mons_class_breed_type_004,      54276,      54277,      54278,      54279,          0,          0, 
352 : mons_class_breed_type_005,      54280,      54281,      54282,      54283,          0,          0, 
353 : mons_class_breed_type_006,      54284,      54285,      54286,      54287,          0,          0, 
354 : mons_class_breed_type_007,      54288,      54289,      54290,      54291,          0,          0, 
355 : mons_class_breed_type_008,      54292,      54293,      54294,      54295,          0,          0, 
356 : mons_class_breed_type_009,      54296,      54297,      54298,      54299,          0,          0, 
357 : mons_class_breed_type_010,      54300,      54301,      54302,      54303,          0,          0, 
358 : mons_class_breed_type_011,      54304,      54305,      54306,      54307,          0,          0, 
