           km_, km_StrNo_text, km_window_type, km_font_type, 
145 : recipe_blueprint_008,       3656,          0,          0, 
146 : recipe_blueprint_009,       3657,          0,          0, 
147 : recipe_blueprint_010,       3658,          0,          0, 
148 : recipe_blueprint_011,       3659,          0,          0, 
149 : recipe_blueprint_012,       3660,          0,          0, 
150 : recipe_blueprint_013,       3661,          0,          0, 
151 : recipe_blueprint_014,       3662,          0,          0, 
152 : recipe_blueprint_015,       3663,          0,          0, 
153 : recipe_blueprint_016,       3664,          0,          0, 
154 : recipe_blueprint_017,       3665,          0,          0, 
155 : recipe_blueprint_018,       3666,          0,          0, 
156 : recipe_blueprint_019,       3667,          0,          0, 
157 : recipe_blueprint_020,       3668,          0,          0, 
158 : recipe_blueprint_021,       3669,          0,          0, 
159 : recipe_blueprint_022,       3670,          0,          0, 
160 : recipe_blueprint_023,       3671,          0,          0, 
161 : recipe_blueprint_024,       3672,          0,          0, 
162 : recipe_blueprint_025,       3673,          0,          0, 
163 : recipe_blueprint_026,       3674,          0,          0, 
164 : recipe_blueprint_027,       3675,          0,          0, 
165 : recipe_blueprint_028,       3676,          0,          0, 
166 : recipe_blueprint_029,       3677,          0,          0, 
167 : recipe_blueprint_030,       3678,          0,          0, 
168 : recipe_blueprint_031,       3679,          0,          0, 
169 : recipe_blueprint_032,       3680,          0,          0, 
170 : recipe_blueprint_033,       3681,          0,          0, 
171 : recipe_blueprint_034,       3682,          0,          0, 
172 : recipe_blueprint_035,       3683,          0,          0, 
173 : recipe_blueprint_036,       3684,          0,          0, 
174 : recipe_blueprint_037,       3685,          0,          0, 
175 : recipe_blueprint_038,       3686,          0,          0, 
176 : recipe_blueprint_039,       3687,          0,          0, 
177 : recipe_blueprint_040,       3688,          0,          0, 
178 : recipe_blueprint_041,       3689,          0,          0, 
179 : recipe_blueprint_042,       3690,          0,          0, 
180 : recipe_blueprint_043,       3691,          0,          0, 
181 : recipe_blueprint_044,       3692,          0,          0, 
182 : recipe_blueprint_045,       3693,          0,          0, 
183 : recipe_blueprint_046,       3694,          0,          0, 
184 : recipe_blueprint_047,       3695,          0,          0, 
185 : recipe_blueprint_048,       3696,          0,          0, 
186 : recipe_blueprint_049,       3697,          0,          0, 
187 : recipe_blueprint_050,       3698,          0,          0, 
188 : recipe_blueprint_051,       3699,          0,          0, 
189 : recipe_blueprint_052,       3700,          0,          0, 
190 : recipe_blueprint_053,       3701,          0,          0, 
191 : recipe_blueprint_054,       3702,          0,          0, 
192 : recipe_blueprint_055,       3703,          0,          0, 
193 : recipe_blueprint_056,       3704,          0,          0, 
194 : recipe_blueprint_057,       3705,          0,          0, 
195 : recipe_blueprint_058,       3706,          0,          0, 
196 : recipe_blueprint_059,       3707,          0,          0, 
197 : recipe_blueprint_060,       3708,          0,          0, 
198 : recipe_blueprint_061,       3709,          0,          0, 
199 : recipe_blueprint_062,       3710,          0,          0, 
200 : recipe_blueprint_063,       3711,          0,          0, 
201 : recipe_blueprint_064,       3712,          0,          0, 
202 : gem_nucleus_001,       3713,          0,          0, 
203 : gem_nucleus_002,       3714,          0,          0, 
204 : gem_nucleus_003,       3715,          0,          0, 
205 : gem_nucleus_004,       3716,          0,          0, 
206 : gem_nucleus_005,       3717,          0,          0, 
207 : gem_nucleus_006,       3718,          0,          0, 
208 : gem_nucleus_007,       3719,          0,          0, 
209 : gem_nucleus_008,       3720,          0,          0, 
210 : gem_nucleus_009,       3721,          0,          0, 
211 : gem_nucleus_010,       3722,          0,          0, 
212 : gem_nucleus_011,       3723,          0,          0, 
213 : gem_nucleus_012,       3724,          0,          0, 
214 : gem_nucleus_013,       3725,          0,          0, 
215 : gem_nucleus_014,       3726,          0,          0, 
216 : gem_nucleus_015,       3727,          0,          0, 
217 : gem_nucleus_016,       3728,          0,          0, 
218 : gem_nucleus_017,       3729,          0,          0, 
219 : gem_nucleus_018,       3730,          0,          0, 
220 : gem_nucleus_019,       3731,          0,          0, 
221 : gem_nucleus_020,       3732,          0,          0, 
222 : gem_nucleus_021,       3733,          0,          0, 
223 : gem_nucleus_022,       3734,          0,          0, 
224 : gem_rude_001,       3735,          0,          0, 
225 : gem_rude_002,       3736,          0,          0, 
226 : gem_rude_003,       3737,          0,          0, 
227 : gem_rude_004,       3738,          0,          0, 
228 : gem_rude_005,       3739,          0,          0, 
229 : gem_rude_006,       3740,          0,          0, 
230 : gem_rude_007,       3741,          0,          0, 
231 : gem_rude_008,       3742,          0,          0, 
232 : gem_rude_009,       3743,          0,          0, 
233 : gem_rude_010,       3744,          0,          0, 
234 : gem_rude_011,       3745,          0,          0, 
235 : gem_rude_012,       3746,          0,          0, 
236 : gem_rude_013,       3747,          0,          0, 
237 : gem_rude_014,       3748,          0,          0, 
238 : gem_rude_015,       3749,          0,          0, 
239 : gem_rude_016,       3750,          0,          0, 
240 : gem_rude_017,       3751,          0,          0, 
241 : gem_rude_018,       3752,          0,          0, 
242 : gem_rude_019,       3753,          0,          0, 
243 : gem_rude_020,       3754,          0,          0, 
244 : gem_rude_021,       3755,          0,          0, 
245 : gem_rude_022,       3756,          0,          0, 
246 : gem_jewel_001,       3757,          0,          0, 
247 : gem_jewel_002,       3758,          0,          0, 
248 : gem_jewel_003,       3759,          0,          0, 
249 : gem_jewel_004,       3760,          0,          0, 
250 : gem_jewel_005,       3761,          0,          0, 
251 : gem_jewel_006,       3762,          0,          0, 
252 : gem_jewel_007,       3763,          0,          0, 
253 : gem_jewel_008,       3764,          0,          0, 
254 : gem_jewel_009,       3765,          0,          0, 
255 : gem_jewel_010,       3766,          0,          0, 
256 : gem_jewel_011,       3767,          0,          0, 
257 : gem_jewel_012,       3768,          0,          0, 
258 : gem_jewel_013,       3769,          0,          0, 
259 : gem_jewel_014,       3770,          0,          0, 
260 : gem_jewel_015,       3771,          0,          0, 
261 : gem_jewel_016,       3772,          0,          0, 
262 : gem_jewel_017,       3773,          0,          0, 
263 : gem_jewel_018,       3774,          0,          0, 
264 : gem_jewel_019,       3775,          0,          0, 
265 : gem_jewel_020,       3776,          0,          0, 
266 : gem_jewel_021,       3777,          0,          0, 
267 : gem_jewel_022,       3778,          0,          0, 
268 : ores_normal_001,       3779,          0,          0, 
269 : ores_normal_002,       3780,          0,          0, 
270 : ores_normal_003,       3781,          0,          0, 
271 : ores_normal_004,       3782,          0,          0, 
272 : ores_normal_005,       3783,          0,          0, 
273 : ores_normal_006,       3784,          0,          0, 
274 : ores_normal_007,       3785,          0,          0, 
275 : ores_normal_008,       3786,          0,          0, 
276 : ores_rare_001,       3787,          0,          0, 
277 : ores_rare_002,       3788,          0,          0, 
278 : ores_rare_003,       3789,          0,          0, 
279 : ores_rare_004,       3790,          0,          0, 
280 : ores_rare_005,       3791,          0,          0, 
281 : ores_rare_006,       3792,          0,          0, 
282 : ores_rare_007,       3793,          0,          0, 
283 : ores_rare_008,       3794,          0,          0, 
284 : ores_uniq_001,       3795,          0,          0, 
285 : ores_uniq_002,       3796,          0,          0, 
286 : ores_uniq_003,       3797,          0,          0, 
287 : ores_uniq_004,       3798,          0,          0, 
288 : ores_uniq_005,       3799,          0,          0, 
289 : ores_uniq_006,       3800,          0,          0, 
290 : ores_uniq_007,       3801,          0,          0, 
291 : ores_crystal_001,       3802,          0,          0, 
292 : ores_crystal_002,       3803,          0,          0, 
293 : ores_crystal_003,       3804,          0,          0, 
294 : ores_crystal_004,       3805,          0,          0, 
295 : ores_crystal_005,       3806,          0,          0, 
296 : metal_normal_001,       3807,          0,          0, 
297 : metal_normal_002,       3808,          0,          0, 
298 : metal_normal_003,       3809,          0,          0, 
299 : metal_normal_004,       3810,          0,          0, 
300 : metal_normal_005,       3811,          0,          0, 
301 : metal_normal_006,       3812,          0,          0, 
302 : metal_normal_007,       3813,          0,          0, 
303 : metal_normal_008,       3814,          0,          0, 
304 : metal_rare_004,       3815,          0,          0, 
305 : metal_rare_005,       3816,          0,          0, 
306 : metal_rare_006,       3817,          0,          0, 
307 : metal_rare_007,       3818,          0,          0, 
308 : metal_rare_008,       3819,          0,          0, 
309 : molder_eq_normal_001,       3820,          0,          0, 
310 : molder_eq_normal_002,       3821,          0,          0, 
311 : molder_eq_normal_003,       3822,          0,          0, 
312 : molder_eq_normal_004,       3823,          0,          0, 
313 : molder_eq_normal_005,       3824,          0,          0, 
314 : molder_eq_normal_006,       3825,          0,          0, 
315 : molder_eq_normal_007,       3826,          0,          0, 
316 : molder_eq_normal_008,       3827,          0,          0, 
317 : molder_eq_normal_009,       3828,          0,          0, 
318 : molder_eq_normal_010,       3829,          0,          0, 
319 : molder_eq_normal_011,       3830,          0,          0, 
320 : molder_eq_normal_012,       3831,          0,          0, 
321 : molder_eq_normal_013,       3832,          0,          0, 
322 : molder_eq_normal_014,       3833,          0,          0, 
323 : molder_eq_rare_001,       3834,          0,          0, 
324 : molder_eq_rare_002,       3835,          0,          0, 
325 : molder_eq_rare_003,       3836,          0,          0, 
326 : molder_eq_rare_004,       3837,          0,          0, 
327 : molder_eq_rare_005,       3838,          0,          0, 
328 : molder_eq_rare_006,       3839,          0,          0, 
329 : molder_eq_rare_007,       3840,          0,          0, 
330 : molder_eq_rare_008,       3841,          0,          0, 
331 : molder_eq_rare_009,       3842,          0,          0, 
332 : molder_eq_rare_010,       3843,          0,          0, 
333 : molder_eq_rare_011,       3844,          0,          0, 
334 : molder_eq_rare_012,       3845,          0,          0, 
335 : molder_eq_rare_013,       3846,          0,          0, 
336 : molder_eq_rare_014,       3847,          0,          0, 
337 : salvage_crock_002,       3848,          0,          0, 
338 : salvage_crock_003,       3849,          0,          0, 
339 : salvage_crock_004,       3850,          0,          0, 
340 : salvage_crock_005,       3851,          0,          0, 
341 : salvage_crock_006,       3852,          0,          0, 
342 : salvage_crock_008,       3853,          0,          0, 
343 : salvage_book_003,       3854,          0,          0, 
344 : salvage_book_005,       3855,          0,          0, 
345 : salvage_book_007,       3856,          0,          0, 
346 : salvage_book_008,       3857,          0,          0, 
347 : salvage_dish_002,       3858,          0,          0, 
348 : salvage_dish_005,       3859,          0,          0, 
349 : salvage_dish_006,       3860,          0,          0, 
350 : salvage_dish_008,       3861,          0,          0, 
351 : salvage_coin_001,       3862,          0,          0, 
352 : salvage_coin_003,       3863,          0,          0, 
353 : salvage_coin_004,       3864,          0,          0, 
354 : salvage_coin_006,       3865,          0,          0, 
355 : salvage_coin_007,       3866,          0,          0, 
356 : salvage_coin_008,       3867,          0,          0, 
357 : plant_root_002,       3868,          0,          0, 
358 : plant_root_005,       3869,          0,          0, 
359 : plant_root_007,       3870,          0,          0, 
360 : plant_grass_001,       3871,          0,          0, 
361 : plant_grass_004,       3872,          0,          0, 
362 : plant_grass_006,       3873,          0,          0, 
363 : plant_string_001,       3874,          0,          0, 
364 : plant_string_003,       3875,          0,          0, 
365 : plant_string_005,       3876,          0,          0, 
366 : plant_string_008,       3877,          0,          0, 
367 : plant_fruit_002,       3878,          0,          0, 
368 : plant_fruit_004,       3879,          0,          0, 
369 : plant_fruit_007,       3880,          0,          0, 
370 : plant_bloom_003,       3881,          0,          0, 
371 : plant_bloom_005,       3882,          0,          0, 
372 : plant_bloom_007,       3883,          0,          0, 
373 : plant_wood_001,       3884,          0,          0, 
374 : plant_wood_003,       3885,          0,          0, 
375 : plant_wood_004,       3886,          0,          0, 
376 : plant_wood_006,       3887,          0,          0, 
377 : plant_wood_008,       3888,          0,          0, 
378 : plant_seed_001,       3889,          0,          0, 
379 : plant_seed_002,       3890,          0,          0, 
380 : plant_seed_007,       3891,          0,          0, 
381 : plant_leaf_002,       3892,          0,          0, 
382 : plant_leaf_004,       3893,          0,          0, 
383 : plant_leaf_005,       3894,          0,          0, 
384 : plant_cotton_003,       3895,          0,          0, 
385 : plant_cotton_005,       3896,          0,          0, 
386 : plant_cotton_007,       3897,          0,          0, 
387 : nature_water_002,       3898,          0,          0, 
388 : nature_water_004,       3899,          0,          0, 
389 : nature_water_005,       3900,          0,          0, 
390 : nature_water_007,       3901,          0,          0, 
391 : nature_oil_001,       3902,          0,          0, 
392 : nature_oil_004,       3903,          0,          0, 
393 : nature_oil_006,       3904,          0,          0, 
394 : nature_oil_008,       3905,          0,          0, 
395 : nature_gas_003,       3906,          0,          0, 
396 : nature_gas_005,       3907,          0,          0, 
397 : nature_gas_007,       3908,          0,          0, 
398 : nature_shell_002,       3909,          0,          0, 
399 : nature_shell_004,       3910,          0,          0, 
400 : nature_shell_006,       3911,          0,          0, 
401 : nature_shell_008,       3912,          0,          0, 
402 : nature_bug_003,       3913,          0,          0, 
403 : nature_bug_005,       3914,          0,          0, 
404 : nature_bug_008,       3915,          0,          0, 
405 : nature_cloth_003,       3916,          0,          0, 
406 : nature_cloth_005,       3917,          0,          0, 
407 : nature_cloth_006,       3918,          0,          0, 
408 : nature_cloth_007,       3919,          0,          0, 
409 : brute_carapace_003,       3920,          0,          0, 
410 : brute_carapace_005,       3921,          0,          0, 
411 : brute_carapace_008,       3922,          0,          0, 
412 : brute_husk_002,       3923,          0,          0, 
413 : brute_husk_004,       3924,          0,          0, 
414 : brute_husk_007,       3925,          0,          0, 
415 : brute_coat_001,       3926,          0,          0, 
416 : brute_coat_004,       3927,          0,          0, 
417 : brute_shuck_002,       3928,          0,          0, 
418 : brute_shuck_005,       3929,          0,          0, 
419 : brute_fur_001,       3930,          0,          0, 
420 : brute_fur_003,       3931,          0,          0, 
421 : brute_fur_006,       3932,          0,          0, 
422 : brute_leather_002,       3933,          0,          0, 
423 : brute_leather_004,       3934,          0,          0, 
424 : brute_leather_007,       3935,          0,          0, 
425 : brute_squama_002,       3936,          0,          0, 
426 : brute_squama_005,       3937,          0,          0, 
427 : brute_squama_007,       3938,          0,          0, 
428 : brute_angle_001,       3939,          0,          0, 
429 : brute_angle_003,       3940,          0,          0, 
430 : brute_fang_001,       3941,          0,          0, 
431 : brute_fang_004,       3942,          0,          0, 
432 : brute_bone_001,       3943,          0,          0, 
433 : brute_bone_003,       3944,          0,          0, 
434 : brute_bone_004,       3945,          0,          0, 
435 : brute_bone_006,       3946,          0,          0, 
436 : brute_bone_008,       3947,          0,          0, 
437 : brute_claw_002,       3948,          0,          0, 
438 : brute_claw_007,       3949,          0,          0, 
439 : brute_feather_001,       3950,          0,          0, 
440 : brute_feather_003,       3951,          0,          0, 
441 : brute_feather_006,       3952,          0,          0, 
442 : brute_flesh_002,       3953,          0,          0, 
443 : brute_flesh_005,       3954,          0,          0, 
444 : brute_humoral_001,       3955,          0,          0, 
445 : brute_humoral_003,       3956,          0,          0, 
446 : brute_humoral_004,       3957,          0,          0, 
447 : brute_humoral_007,       3958,          0,          0, 
448 : brute_egg_001,       3959,          0,          0, 
449 : brute_egg_003,       3960,          0,          0, 
450 : brute_egg_005,       3961,          0,          0, 
451 : monster_carapace_004,       3962,          0,          0, 
452 : monster_husk_002,       3963,          0,          0, 
453 : monster_husk_004,       3964,          0,          0, 
454 : monster_husk_010,       3965,          0,          0, 
455 : monster_husk_011,       3966,          0,          0, 
456 : monster_coat_002,       3967,          0,          0, 
457 : monster_coat_013,       3968,          0,          0, 
458 : monster_shuck_001,       3969,          0,          0, 
459 : monster_shuck_006,       3970,          0,          0, 
460 : monster_shuck_007,       3971,          0,          0, 
461 : monster_shuck_009,       3972,          0,          0, 
462 : monster_shuck_010,       3973,          0,          0, 
463 : monster_shuck_012,       3974,          0,          0, 
464 : monster_shuck_013,       3975,          0,          0, 
465 : monster_fur_002,       3976,          0,          0, 
466 : monster_leather_001,       3977,          0,          0, 
467 : monster_leather_002,       3978,          0,          0, 
468 : monster_leather_009,       3979,          0,          0, 
469 : monster_leather_010,       3980,          0,          0, 
470 : monster_leather_013,       3981,          0,          0, 
471 : monster_squama_002,       3982,          0,          0, 
472 : monster_squama_009,       3983,          0,          0, 
473 : monster_squama_010,       3984,          0,          0, 
474 : monster_angle_002,       3985,          0,          0, 
475 : monster_angle_013,       3986,          0,          0, 
476 : monster_fang_002,       3987,          0,          0, 
477 : monster_fang_003,       3988,          0,          0, 
478 : monster_fang_007,       3989,          0,          0, 
479 : monster_fang_009,       3990,          0,          0, 
480 : monster_fang_010,       3991,          0,          0, 
481 : monster_fang_011,       3992,          0,          0, 
482 : monster_fang_013,       3993,          0,          0, 
483 : monster_bone_001,       3994,          0,          0, 
484 : monster_bone_002,       3995,          0,          0, 
485 : monster_bone_003,       3996,          0,          0, 
486 : monster_bone_009,       3997,          0,          0, 
487 : monster_bone_010,       3998,          0,          0, 
488 : monster_bone_011,       3999,          0,          0, 
489 : monster_bone_012,       4000,          0,          0, 
490 : monster_bone_013,       4001,          0,          0, 
491 : monster_claw_001,       4002,          0,          0, 
492 : monster_claw_002,       4003,          0,          0, 
493 : monster_claw_003,       4004,          0,          0, 
494 : monster_claw_004,       4005,          0,          0, 
495 : monster_claw_009,       4006,          0,          0, 
496 : monster_claw_010,       4007,          0,          0, 
497 : monster_claw_011,       4008,          0,          0, 
498 : monster_claw_012,       4009,          0,          0, 
499 : monster_claw_013,       4010,          0,          0, 
500 : monster_feather_003,       4011,          0,          0, 
501 : monster_feather_005,       4012,          0,          0, 
502 : monster_feather_006,       4013,          0,          0, 
503 : monster_wing_003,       4014,          0,          0, 
504 : monster_wing_006,       4015,          0,          0, 
505 : monster_wing_010,       4016,          0,          0, 
506 : monster_wing_011,       4017,          0,          0, 
507 : monster_wing_012,       4018,          0,          0, 
508 : monster_wing_013,       4019,          0,          0, 
509 : monster_flesh_002,       4020,          0,          0, 
510 : monster_flesh_003,       4021,          0,          0, 
511 : monster_flesh_006,       4022,          0,          0, 
512 : monster_flesh_007,       4023,          0,          0, 
513 : monster_flesh_009,       4024,          0,          0, 
514 : monster_flesh_010,       4025,          0,          0, 
515 : monster_flesh_011,       4026,          0,          0, 
516 : monster_flesh_012,       4027,          0,          0, 
517 : monster_flesh_013,       4028,          0,          0, 
518 : monster_humoral_004,       4029,          0,          0, 
519 : monster_humoral_005,       4030,          0,          0, 
520 : monster_humoral_006,       4031,          0,          0, 
521 : monster_humoral_007,       4032,          0,          0, 
522 : monster_humoral_008,       4033,          0,          0, 
523 : monster_humoral_010,       4034,          0,          0, 
524 : monster_humoral_011,       4035,          0,          0, 
525 : monster_humoral_012,       4036,          0,          0, 
526 : monster_humoral_013,       4037,          0,          0, 
527 : breed_001_normal_001,       4038,          0,          0, 
528 : breed_001_normal_002,       4039,          0,          0, 
529 : breed_001_normal_003,       4040,          0,          0, 
530 : breed_001_normal_004,       4041,          0,          0, 
531 : breed_001_normal_005,       4042,          0,          0, 
532 : breed_001_normal_006,       4043,          0,          0, 
533 : breed_001_uniq_001,       4044,          0,          0, 
534 : breed_001_uniq_002,       4045,          0,          0, 
535 : breed_001_uniq_003,       4046,          0,          0, 
536 : breed_001_uniq_004,       4047,          0,          0, 
537 : breed_001_uniq_005,       4048,          0,          0, 
538 : breed_001_uniq_006,       4049,          0,          0, 
539 : breed_002_normal_001,       4050,          0,          0, 
540 : breed_002_normal_002,       4051,          0,          0, 
541 : breed_002_normal_003,       4052,          0,          0, 
542 : breed_002_normal_004,       4053,          0,          0, 
543 : breed_002_normal_005,       4054,          0,          0, 
544 : breed_002_normal_006,       4055,          0,          0, 
545 : breed_002_uniq_001,       4056,          0,          0, 
546 : breed_002_uniq_002,       4057,          0,          0, 
547 : breed_002_uniq_003,       4058,          0,          0, 
548 : breed_003_normal_001,       4059,          0,          0, 
549 : breed_003_normal_002,       4060,          0,          0, 
550 : breed_003_normal_003,       4061,          0,          0, 
551 : breed_003_normal_004,       4062,          0,          0, 
552 : breed_003_normal_005,       4063,          0,          0, 
553 : breed_003_normal_006,       4064,          0,          0, 
554 : breed_003_uniq_001,       4065,          0,          0, 
555 : breed_003_uniq_002,       4066,          0,          0, 
556 : breed_003_uniq_003,       4067,          0,          0, 
557 : breed_003_uniq_004,       4068,          0,          0, 
558 : breed_004_normal_001,       4069,          0,          0, 
559 : breed_004_normal_002,       4070,          0,          0, 
560 : breed_004_normal_003,       4071,          0,          0, 
561 : breed_004_normal_004,       4072,          0,          0, 
562 : breed_004_normal_005,       4073,          0,          0, 
563 : breed_004_normal_006,       4074,          0,          0, 
564 : breed_004_uniq_001,       4075,          0,          0, 
565 : breed_004_uniq_002,       4076,          0,          0, 
566 : breed_004_uniq_003,       4077,          0,          0, 
567 : breed_004_uniq_005,       4078,          0,          0, 
568 : breed_005_normal_001,       4079,          0,          0, 
569 : breed_005_normal_002,       4080,          0,          0, 
570 : breed_005_normal_003,       4081,          0,          0, 
