           km_, km_StrNo_text, km_StrNo_text_s, km_StrNo_text_k1, km_StrNo_text_k2, km_window_type, km_font_type, 
57 : EV1210_001_BTL_06,      25196,      25197,      25198,      25199,          0,          0, 
58 : EV1215_001_BTL_01,      25200,      25201,      25202,      25203,          0,          0, 
59 : EV1230_001_BTL_01,      25204,      25205,      25206,      25207,          0,          0, 
60 : EV1230_001_BTL_02,      25208,      25209,      25210,      25211,          0,          0, 
61 : EV1230_001_BTL_03,      25212,      25213,      25214,      25215,          0,          0, 
62 : EV1230_001_BTL_04,      25216,      25217,      25218,      25219,          0,          0, 
63 : EV1230_001_BTL_05,      25220,      25221,      25222,      25223,          0,          0, 
64 : EV1230_001_BTL_06,      25224,      25225,      25226,      25227,          0,          0, 
65 : EV1235_001_BTL_01,      25228,      25229,      25230,      25231,          0,          0, 
66 : EV1250_001_BTL_01,      25232,      25233,      25234,      25235,          0,          0, 
67 : EV1250_001_BTL_02,      25236,      25237,      25238,      25239,          0,          0, 
68 : EV1250_001_BTL_03,      25240,      25241,      25242,      25243,          0,          0, 
69 : EV1250_001_BTL_04,      25244,      25245,      25246,      25247,          0,          0, 
70 : EV1250_001_BTL_05,      25248,      25249,      25250,      25251,          0,          0, 
71 : EV1250_001_BTL_06,      25252,      25253,      25254,      25255,          0,          0, 
72 : EV1255_001_BTL_01,      25256,      25257,      25258,      25259,          0,          0, 
73 : EV1280_001_BTL_01,      25260,      25261,      25262,      25263,          0,          0, 
74 : EV1280_001_BTL_02,      25264,      25265,      25266,      25267,          0,          0, 
75 : EV1280_001_BTL_03,      25268,      25269,      25270,      25271,          0,          0, 
76 : EV1280_001_BTL_04,      25272,      25273,      25274,      25275,          0,          0, 
77 : EV1420_001_BTL_01,      25276,      25277,      25278,      25279,          0,          0, 
78 : EV1420_001_BTL_02,      25280,      25281,      25282,      25283,          0,          0, 
79 : EV1420_001_BTL_03,      25284,      25285,      25286,      25287,          0,          0, 
80 : EV1420_001_BTL_04,      25288,      25289,      25290,      25291,          0,          0, 
81 : EV1420_001_BTL_05,      25292,      25293,      25294,      25295,          0,          0, 
82 : EV1420_001_BTL_06,      25296,      25297,      25298,      25299,          0,          0, 
83 : EV1420_001_BTL_07,      25300,      25301,      25302,      25303,          0,          0, 
84 : EV1420_001_BTL_08,      25304,      25305,      25306,      25307,          0,          0, 
85 : EV1420_001_BTL_09,      25308,      25309,      25310,      25311,          0,          0, 
86 : QE0290_001_BTL_01,      25312,      25313,      25314,      25315,          0,          0, 
87 : QE0440_001_BTL_01,      25316,      25317,      25318,      25319,          0,          0, 
88 : QE1240_001_BTL_01,      25320,      25321,      25322,      25323,          0,          0, 
89 : QE1240_001_BTL_02,      25324,      25325,      25326,      25327,          0,          0, 
90 : QE1240_001_BTL_03,      25328,      25329,      25330,      25331,          0,          0, 
91 : QE1240_001_BTL_04,      25332,      25333,      25334,      25335,          0,          0, 
92 : QE0150_001_BTL_01,      25336,      25337,      25338,      25339,          0,          0, 
93 : QE0150_002_BTL_01,      25340,      25341,      25342,      25343,          0,          0, 
94 : QE0150_003_BTL_01,      25344,      25345,      25346,      25347,          0,          0, 
95 : QE0280_001_BTL_01,      25348,      25349,      25350,      25351,          0,          0, 
96 : QE1210_001_BTL_01,      25352,      25353,      25354,      25355,          0,          0, 
97 : QE1210_001_BTL_02,      25356,      25357,      25358,      25359,          0,          0, 
98 : QE1210_001_BTL_03,      25360,      25361,      25362,      25363,          0,          0, 

