           km_, km_StrNo_text, km_StrNo_text_s, km_StrNo_text_k1, km_StrNo_text_k2, km_window_type, km_font_type, 
63 : neutral_zako_001,      37008,      37009,      37010,      37011,          0,          0, 
64 : neutral_zako_002,      37012,      37013,      37014,      37015,          0,          0, 
65 : neutral_zako_003,      37016,      37017,      37018,      37019,          0,          0, 
66 : neutral_zako_004,      37020,      37021,      37022,      37023,          0,          0, 
67 : neutral_zako_005,      37024,      37025,      37026,      37027,          0,          0, 
68 : neutral_zako_006,      37028,      37029,      37030,      37031,          0,          0, 
69 : neutral_zako_007,      37032,      37033,      37034,      37035,          0,          0, 
70 : neutral_zako_008,      37036,      37037,      37038,      37039,          0,          0, 
71 : neutral_zako_009,      37040,      37041,      37042,      37043,          0,          0, 
72 : neutral_zako_010,      37044,      37045,      37046,      37047,          0,          0, 
73 : neutral_zako_011,      37048,      37049,      37050,      37051,          0,          0, 
74 : neutral_zako_012,      37052,      37053,      37054,      37055,          0,          0, 
75 : neutral_named_001,      37056,      37057,      37058,      37059,          0,          0, 
76 : neutral_named_002,      37060,      37061,      37062,      37063,          0,          0, 
77 : neutral_named_003,      37064,      37065,      37066,      37067,          0,          0, 
78 : neutral_named_004,      37068,      37069,      37070,      37071,          0,          0, 
79 : neutral_named_005,      37072,      37073,      37074,      37075,          0,          0, 
80 : neutral_named_006,      37076,      37077,      37078,      37079,          0,          0, 
81 : neutral_named_007,      37080,      37081,      37082,      37083,          0,          0, 
82 : neutral_named_008,      37084,      37085,      37086,      37087,          0,          0, 
83 : neutral_named_009,      37088,      37089,      37090,      37091,          0,          0, 
84 : neutral_named_010,      37092,      37093,      37094,      37095,          0,          0, 
85 : neutral_named_011,      37096,      37097,      37098,      37099,          0,          0, 
86 : neutral_named_012,      37100,      37101,      37102,      37103,          0,          0, 
87 : neutral_named_029,      37104,      37105,      37106,      37107,          0,          0, 
88 : neutral_named_030,      37108,      37109,      37110,      37111,          0,          0, 
89 : neutral_named_031,      37112,      37113,      37114,      37115,          0,          0, 
90 : neutral_named_032,      37116,      37117,      37118,      37119,          0,          0, 
91 : neutral_material_001,      37120,      37121,      37122,      37123,          0,          0, 
92 : neutral_material_002,      37124,      37125,      37126,      37127,          0,          0, 
93 : neutral_material_003,      37128,      37129,      37130,      37131,          0,          0, 
94 : neutral_material_004,      37132,      37133,      37134,      37135,          0,          0, 
95 : neutral_material_005,      37136,      37137,      37138,      37139,          0,          0, 
96 : neutral_material_006,      37140,      37141,      37142,      37143,          0,          0, 
97 : neutral_material_007,      37144,      37145,      37146,      37147,          0,          0, 
98 : neutral_material_008,      37148,      37149,      37150,      37151,          0,          0, 
99 : neutral_material_009,      37152,      37153,      37154,      37155,          0,          0, 
100 : neutral_material_010,      37156,      37157,      37158,      37159,          0,          0, 
101 : neutral_material_011,      37160,      37161,      37162,      37163,          0,          0, 
102 : neutral_material_012,      37164,      37165,      37166,      37167,          0,          0, 
103 : neutral_material_013,      37168,      37169,      37170,      37171,          0,          0, 
104 : neutral_material_014,      37172,      37173,      37174,      37175,          0,          0, 
105 : neutral_material_015,      37176,      37177,      37178,      37179,          0,          0, 
106 : neutral_material_016,      37180,      37181,      37182,      37183,          0,          0, 
107 : neutral_material_017,      37184,      37185,      37186,      37187,          0,          0, 
108 : neutral_material_018,      37188,      37189,      37190,      37191,          0,          0, 
109 : neutral_material_019,      37192,      37193,      37194,      37195,          0,          0, 
110 : neutral_material_020,      37196,      37197,      37198,      37199,          0,          0, 
111 : neutral_material_021,      37200,      37201,      37202,      37203,          0,          0, 
112 : neutral_material_022,      37204,      37205,      37206,      37207,          0,          0, 
113 : neutral_material_023,      37208,      37209,      37210,      37211,          0,          0, 
114 : neutral_material_024,      37212,      37213,      37214,      37215,          0,          0, 
115 : neutral_material_025,      37216,      37217,      37218,      37219,          0,          0, 
116 : neutral_material_029,      37220,      37221,      37222,      37223,          0,          0, 
117 : neutral_material_030,      37224,      37225,      37226,      37227,          0,          0, 
118 : neutral_material_031,      37228,      37229,      37230,      37231,          0,          0, 
119 : neutral_material_032,      37232,      37233,      37234,      37235,          0,          0, 
120 : neutral_eq_001,      37236,      37237,      37238,      37239,          0,          0, 
121 : neutral_eq_002,      37240,      37241,      37242,      37243,          0,          0, 
122 : neutral_eq_003,      37244,      37245,      37246,      37247,          0,          0, 
123 : neutral_eq_004,      37248,      37249,      37250,      37251,          0,          0, 
124 : neutral_eq_005,      37252,      37253,      37254,      37255,          0,          0, 
125 : neutral_eq_006,      37256,      37257,      37258,      37259,          0,          0, 
126 : neutral_eq_007,      37260,      37261,      37262,      37263,          0,          0, 
127 : neutral_eq_008,      37264,      37265,      37266,      37267,          0,          0, 
128 : neutral_member_num_001,      37268,      37269,      37270,      37271,          0,          0, 
129 : neutral_member_num_002,      37272,      37273,      37274,      37275,          0,          0, 
130 : neutral_member_personal_001,      37276,      37277,      37278,      37279,          0,          0, 
131 : neutral_member_personal_002,      37280,      37281,      37282,      37283,          0,          0, 
132 : neutral_member_personal_003,      37284,      37285,      37286,      37287,          0,          0, 
133 : neutral_btl_chain_001,      37288,      37289,      37290,      37291,          0,          0, 
134 : neutral_btl_chain_002,      37292,      37293,      37294,      37295,          0,          0, 
135 : neutral_btl_chain_003,      37296,      37297,      37298,      37299,          0,          0, 
136 : neutral_btl_treasure_001,      37300,      37301,      37302,      37303,          0,          0, 
137 : neutral_btl_treasure_002,      37304,      37305,      37306,      37307,          0,          0, 
138 : chaos_zako_001,      37308,      37309,      37310,      37311,          0,          0, 
139 : chaos_zako_002,      37312,      37313,      37314,      37315,          0,          0, 
140 : chaos_zako_003,      37316,      37317,      37318,      37319,          0,          0, 
141 : chaos_zako_004,      37320,      37321,      37322,      37323,          0,          0, 
142 : chaos_zako_005,      37324,      37325,      37326,      37327,          0,          0, 
143 : chaos_zako_031,      37328,      37329,      37330,      37331,          0,          0, 
144 : chaos_zako_032,      37332,      37333,      37334,      37335,          0,          0, 
145 : chaos_named_001,      37336,      37337,      37338,      37339,          0,          0, 
146 : chaos_named_002,      37340,      37341,      37342,      37343,          0,          0, 
147 : chaos_named_003,      37344,      37345,      37346,      37347,          0,          0, 
148 : chaos_named_004,      37348,      37349,      37350,      37351,          0,          0, 
149 : chaos_named_005,      37352,      37353,      37354,      37355,          0,          0, 
150 : chaos_named_006,      37356,      37357,      37358,      37359,          0,          0, 
151 : chaos_named_007,      37360,      37361,      37362,      37363,          0,          0, 
152 : chaos_named_008,      37364,      37365,      37366,      37367,          0,          0, 
153 : chaos_named_009,      37368,      37369,      37370,      37371,          0,          0, 
154 : chaos_named_010,      37372,      37373,      37374,      37375,          0,          0, 
155 : chaos_named_011,      37376,      37377,      37378,      37379,          0,          0, 
156 : chaos_named_012,      37380,      37381,      37382,      37383,          0,          0, 
157 : chaos_named_013,      37384,      37385,      37386,      37387,          0,          0, 
158 : chaos_named_014,      37388,      37389,      37390,      37391,          0,          0, 
159 : chaos_named_015,      37392,      37393,      37394,      37395,          0,          0, 
160 : chaos_named_016,      37396,      37397,      37398,      37399,          0,          0, 
161 : chaos_named_031,      37400,      37401,      37402,      37403,          0,          0, 
162 : chaos_named_032,      37404,      37405,      37406,      37407,          0,          0, 
163 : chaos_material_001,      37408,      37409,      37410,      37411,          0,          0, 
164 : chaos_material_002,      37412,      37413,      37414,      37415,          0,          0, 
165 : chaos_material_003,      37416,      37417,      37418,      37419,          0,          0, 
166 : chaos_material_004,      37420,      37421,      37422,      37423,          0,          0, 
167 : chaos_material_005,      37424,      37425,      37426,      37427,          0,          0, 
168 : chaos_material_006,      37428,      37429,      37430,      37431,          0,          0, 
169 : chaos_material_007,      37432,      37433,      37434,      37435,          0,          0, 
170 : chaos_material_008,      37436,      37437,      37438,      37439,          0,          0, 
171 : chaos_material_009,      37440,      37441,      37442,      37443,          0,          0, 
172 : chaos_material_010,      37444,      37445,      37446,      37447,          0,          0, 
173 : chaos_material_011,      37448,      37449,      37450,      37451,          0,          0, 
174 : chaos_material_012,      37452,      37453,      37454,      37455,          0,          0, 
175 : chaos_material_013,      37456,      37457,      37458,      37459,          0,          0, 
176 : chaos_material_014,      37460,      37461,      37462,      37463,          0,          0, 
177 : chaos_material_015,      37464,      37465,      37466,      37467,          0,          0, 
178 : chaos_material_016,      37468,      37469,      37470,      37471,          0,          0, 
179 : chaos_material_017,      37472,      37473,      37474,      37475,          0,          0, 
180 : chaos_material_018,      37476,      37477,      37478,      37479,          0,          0, 
181 : chaos_material_019,      37480,      37481,      37482,      37483,          0,          0, 
182 : chaos_material_020,      37484,      37485,      37486,      37487,          0,          0, 
183 : chaos_material_021,      37488,      37489,      37490,      37491,          0,          0, 
184 : chaos_material_022,      37492,      37493,      37494,      37495,          0,          0, 
185 : chaos_material_023,      37496,      37497,      37498,      37499,          0,          0, 
186 : chaos_material_024,      37500,      37501,      37502,      37503,          0,          0, 
187 : chaos_material_025,      37504,      37505,      37506,      37507,          0,          0, 
188 : chaos_material_026,      37508,      37509,      37510,      37511,          0,          0, 
189 : chaos_material_027,      37512,      37513,      37514,      37515,          0,          0, 
190 : chaos_material_028,      37516,      37517,      37518,      37519,          0,          0, 
191 : chaos_eq_001,      37520,      37521,      37522,      37523,          0,          0, 
192 : chaos_eq_002,      37524,      37525,      37526,      37527,          0,          0, 
193 : chaos_eq_003,      37528,      37529,      37530,      37531,          0,          0, 
194 : chaos_eq_004,      37532,      37533,      37534,      37535,          0,          0, 
195 : chaos_eq_005,      37536,      37537,      37538,      37539,          0,          0, 
196 : chaos_member_num_001,      37540,      37541,      37542,      37543,          0,          0, 
197 : chaos_member_num_002,      37544,      37545,      37546,      37547,          0,          0, 
198 : chaos_member_personal_001,      37548,      37549,      37550,      37551,          0,          0, 
199 : chaos_member_personal_002,      37552,      37553,      37554,      37555,          0,          0, 
200 : chaos_btl_treasure_001,      37556,      37557,      37558,      37559,          0,          0, 
201 : chaos_btl_treasure_002,      37560,      37561,      37562,      37563,          0,          0, 

