           km_, km_StrNo_text, km_window_type, km_font_type, 
88 : general03_buy_shield_over,       7474,          0,          0, 
89 : general03_buy_acce_over,       7475,          0,          0, 
90 : general03_buy_stac_over,       7476,          0,          0, 
91 : general03_buy_trade,       7477,          0,          0, 
92 : general03_buy_soldout,       7478,          0,          0, 
93 : general03_sel_list,       7479,          0,          0, 
94 : general03_sel_single,       7480,          0,          0, 
95 : general03_sel_multi,       7481,          0,          0, 
96 : general03_sel_end,       7482,          0,          0, 
97 : general03_sel_trade,       7483,          0,          0, 
98 : general03_sel_cantsell,       7484,          0,          0, 
99 : general03_sel_matomeuri,       7485,          0,          0, 
100 : general03_sel_matome_confirm,       7486,          0,          0, 
101 : general04_top_buy,       7487,          0,          0, 
102 : general04_top_sell,       7488,          0,          0, 
103 : general04_top_sell_cannot,       7489,          0,          0, 
104 : general04_top_buy_trade,       7490,          0,          0, 
105 : general04_buy_list,       7491,          0,          0, 
106 : general04_buy_single,       7492,          0,          0, 
107 : general04_buy_multi,       7493,          0,          0, 
108 : general04_buy_equip,       7494,          0,          0, 
109 : general04_buy_end,       7495,          0,          0, 
110 : general04_buy_confirm,       7496,          0,          0, 
111 : general04_buy_money_short,       7497,          0,          0, 
112 : general04_buy_weapon_over,       7498,          0,          0, 
113 : general04_buy_shield_over,       7499,          0,          0, 
114 : general04_buy_acce_over,       7500,          0,          0, 
115 : general04_buy_stac_over,       7501,          0,          0, 
116 : general04_buy_trade,       7502,          0,          0, 
117 : general04_buy_soldout,       7503,          0,          0, 
118 : general04_sel_list,       7504,          0,          0, 
119 : general04_sel_single,       7505,          0,          0, 
120 : general04_sel_multi,       7506,          0,          0, 
121 : general04_sel_end,       7507,          0,          0, 
122 : general04_sel_trade,       7508,          0,          0, 
123 : general04_sel_cantsell,       7509,          0,          0, 
124 : general04_sel_matomeuri,       7510,          0,          0, 
125 : general04_sel_matome_confirm,       7511,          0,          0, 
126 : cus00_top_cus,       7512,          0,          0, 
127 : cus00_top_make,       7513,          0,          0, 
128 : cus00_top_split,       7514,          0,          0, 
129 : cus00_top_cus_cannot,       7515,          0,          0, 
130 : cus00_top_split_cannot,       7516,          0,          0, 
131 : cus00_cus_list,       7517,          0,          0, 
132 : cus00_cus_method,       7518,          0,          0, 
133 : cus00_cus_conf,       7519,          0,          0, 
134 : cus00_cus_equip,       7520,          0,          0, 
135 : cus00_cus_end,       7521,          0,          0, 
136 : cus00_cus_conf2,       7522,          0,          0, 
137 : cus00_cus_comp,       7523,          0,          0, 
138 : cus00_cus_mat_unf,       7524,          0,          0, 
139 : cus00_cus_flag_unf,       7525,          0,          0, 
140 : cus00_cus_mat_short,       7526,          0,          0, 
141 : cus00_cus_money_short,       7527,          0,          0, 
142 : cus00_mak_list,       7528,          0,          0, 
143 : cus00_mak_conf,       7529,          0,          0, 
144 : cus00_mak_equip,       7530,          0,          0, 
145 : cus00_mak_end,       7531,          0,          0, 
146 : cus00_mak_conf2,       7532,          0,          0, 
147 : cus00_mak_mat_short,       7533,          0,          0, 
148 : cus00_mak_money_short,       7534,          0,          0, 
149 : cus00_mak_weapon_over,       7535,          0,          0, 
150 : cus00_mak_acce_over,       7536,          0,          0, 
151 : cus00_mak_stac_over,       7537,          0,          0, 
152 : cus00_spl_list,       7538,          0,          0, 
153 : cus00_spl_conf,       7539,          0,          0, 
154 : cus00_spl_end,       7540,          0,          0, 
155 : cus00_spl_cannot,       7541,          0,          0, 
156 : cus00_spl_money_short,       7542,          0,          0, 
157 : cus01_top_cus,       7543,          0,          0, 
158 : cus01_top_make,       7544,          0,          0, 
159 : cus01_top_split,       7545,          0,          0, 
160 : cus01_top_cus_cannot,       7546,          0,          0, 
161 : cus01_top_split_cannot,       7547,          0,          0, 
162 : cus01_cus_list,       7548,          0,          0, 
163 : cus01_cus_method,       7549,          0,          0, 
164 : cus01_cus_conf,       7550,          0,          0, 
165 : cus01_cus_equip,       7551,          0,          0, 
166 : cus01_cus_end,       7552,          0,          0, 
167 : cus01_cus_conf2,       7553,          0,          0, 
168 : cus01_cus_comp,       7554,          0,          0, 
169 : cus01_cus_mat_unf,       7555,          0,          0, 
170 : cus01_cus_flag_unf,       7556,          0,          0, 
171 : cus01_cus_mat_short,       7557,          0,          0, 
172 : cus01_cus_money_short,       7558,          0,          0, 
173 : cus01_mak_list,       7559,          0,          0, 
174 : cus01_mak_conf,       7560,          0,          0, 
175 : cus01_mak_equip,       7561,          0,          0, 
176 : cus01_mak_end,       7562,          0,          0, 
177 : cus01_mak_conf2,       7563,          0,          0, 
178 : cus01_mak_mat_short,       7564,          0,          0, 
179 : cus01_mak_money_short,       7565,          0,          0, 
180 : cus01_mak_weapon_over,       7566,          0,          0, 
181 : cus01_mak_acce_over,       7567,          0,          0, 
182 : cus01_mak_stac_over,       7568,          0,          0, 
183 : cus01_spl_list,       7569,          0,          0, 
184 : cus01_spl_conf,       7570,          0,          0, 
185 : cus01_spl_end,       7571,          0,          0, 
186 : cus01_spl_cannot,       7572,          0,          0, 
187 : cus01_spl_money_short,       7573,          0,          0, 
188 : gs00_top_employ,       7574,          0,          0, 
189 : gs00_top_layoff,       7575,          0,          0, 
190 : gs00_top_employ_cannot,       7576,          0,          0, 
191 : gs00_top_layoff_cannot,       7577,          0,          0, 
192 : ga00_top_adv,       7578,          0,          0, 
193 : gs01_top_employ,       7579,          0,          0, 
194 : gs01_top_layoff,       7580,          0,          0, 
195 : gs01_top_employ_cannot,       7581,          0,          0, 
196 : gs01_top_layoff_cannot,       7582,          0,          0, 
197 : ga01_top_adv,       7583,          0,          0, 
198 : gs02_top_employ,       7584,          0,          0, 
199 : gs02_top_layoff,       7585,          0,          0, 
200 : gs02_top_employ_cannot,       7586,          0,          0, 
201 : gs02_top_layoff_cannot,       7587,          0,          0, 
202 : ga02_top_adv,       7588,          0,          0, 

