           km_, km_StrNo_text, km_StrNo_text_s, km_StrNo_text_k1, km_StrNo_text_k2, km_window_type, km_font_type, 
49 : arts_skill_oh_oh_nagiharai_power1_lv3,       8712,       8713,       8714,       8715,          0,          0, 
50 : arts_skill_oh_oh_nagiharai_power1_lv4,       8716,       8717,       8718,       8719,          0,          0, 
51 : arts_skill_oh_oh_nagiharai_power1_lv5,       8720,       8721,       8722,       8723,          0,          0, 
52 : arts_skill_oh_oh_nagiharai_power2_lv1,       8724,       8725,       8726,       8727,          0,          0, 
53 : arts_skill_oh_oh_nagiharai_power2_lv2,       8728,       8729,       8730,       8731,          0,          0, 
54 : arts_skill_oh_oh_nagiharai_power2_lv3,       8732,       8733,       8734,       8735,          0,          0, 
55 : arts_skill_oh_oh_nagiharai_power2_lv4,       8736,       8737,       8738,       8739,          0,          0, 
56 : arts_skill_oh_oh_nagiharai_power2_lv5,       8740,       8741,       8742,       8743,          0,          0, 
57 : arts_skill_oh_oh_cutin_base_lv1,       8744,       8745,       8746,       8747,          0,          0, 
58 : arts_skill_oh_oh_cutin_base_lv2,       8748,       8749,       8750,       8751,          0,          0, 
59 : arts_skill_oh_oh_cutin_base_lv3,       8752,       8753,       8754,       8755,          0,          0, 
60 : arts_skill_oh_oh_cutin_base_lv4,       8756,       8757,       8758,       8759,          0,          0, 
61 : arts_skill_oh_oh_cutin_base_lv5,       8760,       8761,       8762,       8763,          0,          0, 
62 : arts_skill_oh_oh_cutin_speed1_lv1,       8764,       8765,       8766,       8767,          0,          0, 
63 : arts_skill_oh_oh_cutin_speed1_lv2,       8768,       8769,       8770,       8771,          0,          0, 
64 : arts_skill_oh_oh_cutin_speed1_lv3,       8772,       8773,       8774,       8775,          0,          0, 
65 : arts_skill_oh_oh_cutin_speed1_lv4,       8776,       8777,       8778,       8779,          0,          0, 
66 : arts_skill_oh_oh_cutin_speed1_lv5,       8780,       8781,       8782,       8783,          0,          0, 
67 : arts_skill_oh_oh_cutin_speed2_lv1,       8784,       8785,       8786,       8787,          0,          0, 
68 : arts_skill_oh_oh_cutin_speed2_lv2,       8788,       8789,       8790,       8791,          0,          0, 
69 : arts_skill_oh_oh_cutin_speed2_lv3,       8792,       8793,       8794,       8795,          0,          0, 
70 : arts_skill_oh_oh_cutin_speed2_lv4,       8796,       8797,       8798,       8799,          0,          0, 
71 : arts_skill_oh_oh_cutin_speed2_lv5,       8800,       8801,       8802,       8803,          0,          0, 
72 : arts_skill_oh_oh_cutin_power1_lv1,       8804,       8805,       8806,       8807,          0,          0, 
73 : arts_skill_oh_oh_cutin_power1_lv2,       8808,       8809,       8810,       8811,          0,          0, 
74 : arts_skill_oh_oh_cutin_power1_lv3,       8812,       8813,       8814,       8815,          0,          0, 
75 : arts_skill_oh_oh_cutin_power1_lv4,       8816,       8817,       8818,       8819,          0,          0, 
76 : arts_skill_oh_oh_cutin_power1_lv5,       8820,       8821,       8822,       8823,          0,          0, 
77 : arts_skill_oh_oh_cutin_power2_lv1,       8824,       8825,       8826,       8827,          0,          0, 
78 : arts_skill_oh_oh_cutin_power2_lv2,       8828,       8829,       8830,       8831,          0,          0, 
79 : arts_skill_oh_oh_cutin_power2_lv3,       8832,       8833,       8834,       8835,          0,          0, 
80 : arts_skill_oh_oh_cutin_power2_lv4,       8836,       8837,       8838,       8839,          0,          0, 
81 : arts_skill_oh_oh_cutin_power2_lv5,       8840,       8841,       8842,       8843,          0,          0, 
82 : arts_skill_oh_oh_denkoseka_base_lv1,       8844,       8845,       8846,       8847,          0,          0, 
83 : arts_skill_oh_oh_denkoseka_base_lv2,       8848,       8849,       8850,       8851,          0,          0, 
84 : arts_skill_oh_oh_denkoseka_base_lv3,       8852,       8853,       8854,       8855,          0,          0, 
85 : arts_skill_oh_oh_denkoseka_base_lv4,       8856,       8857,       8858,       8859,          0,          0, 
86 : arts_skill_oh_oh_denkoseka_base_lv5,       8860,       8861,       8862,       8863,          0,          0, 
87 : arts_skill_oh_oh_denkoseka_speed1_lv1,       8864,       8865,       8866,       8867,          0,          0, 
88 : arts_skill_oh_oh_denkoseka_speed1_lv2,       8868,       8869,       8870,       8871,          0,          0, 
89 : arts_skill_oh_oh_denkoseka_speed1_lv3,       8872,       8873,       8874,       8875,          0,          0, 
90 : arts_skill_oh_oh_denkoseka_speed1_lv4,       8876,       8877,       8878,       8879,          0,          0, 
91 : arts_skill_oh_oh_denkoseka_speed1_lv5,       8880,       8881,       8882,       8883,          0,          0, 
92 : arts_skill_oh_oh_denkoseka_speed2_lv1,       8884,       8885,       8886,       8887,          0,          0, 
93 : arts_skill_oh_oh_denkoseka_speed2_lv2,       8888,       8889,       8890,       8891,          0,          0, 
94 : arts_skill_oh_oh_denkoseka_speed2_lv3,       8892,       8893,       8894,       8895,          0,          0, 
95 : arts_skill_oh_oh_denkoseka_speed2_lv4,       8896,       8897,       8898,       8899,          0,          0, 
96 : arts_skill_oh_oh_denkoseka_speed2_lv5,       8900,       8901,       8902,       8903,          0,          0, 
97 : arts_skill_oh_oh_denkoseka_power1_lv1,       8904,       8905,       8906,       8907,          0,          0, 
98 : arts_skill_oh_oh_denkoseka_power1_lv2,       8908,       8909,       8910,       8911,          0,          0, 
99 : arts_skill_oh_oh_denkoseka_power1_lv3,       8912,       8913,       8914,       8915,          0,          0, 
100 : arts_skill_oh_oh_denkoseka_power1_lv4,       8916,       8917,       8918,       8919,          0,          0, 
101 : arts_skill_oh_oh_denkoseka_power1_lv5,       8920,       8921,       8922,       8923,          0,          0, 
102 : arts_skill_oh_oh_denkoseka_power2_lv1,       8924,       8925,       8926,       8927,          0,          0, 
103 : arts_skill_oh_oh_denkoseka_power2_lv2,       8928,       8929,       8930,       8931,          0,          0, 
104 : arts_skill_oh_oh_denkoseka_power2_lv3,       8932,       8933,       8934,       8935,          0,          0, 
105 : arts_skill_oh_oh_denkoseka_power2_lv4,       8936,       8937,       8938,       8939,          0,          0, 
106 : arts_skill_oh_oh_denkoseka_power2_lv5,       8940,       8941,       8942,       8943,          0,          0, 
107 : arts_skill_oh_oh_kasuminidan_base_lv1,       8944,       8945,       8946,       8947,          0,          0, 
108 : arts_skill_oh_oh_kasuminidan_base_lv2,       8948,       8949,       8950,       8951,          0,          0, 
109 : arts_skill_oh_oh_kasuminidan_base_lv3,       8952,       8953,       8954,       8955,          0,          0, 
110 : arts_skill_oh_oh_kasuminidan_base_lv4,       8956,       8957,       8958,       8959,          0,          0, 
111 : arts_skill_oh_oh_kasuminidan_base_lv5,       8960,       8961,       8962,       8963,          0,          0, 
112 : arts_skill_oh_oh_kasuminidan_speed1_lv1,       8964,       8965,       8966,       8967,          0,          0, 
113 : arts_skill_oh_oh_kasuminidan_speed1_lv2,       8968,       8969,       8970,       8971,          0,          0, 
114 : arts_skill_oh_oh_kasuminidan_speed1_lv3,       8972,       8973,       8974,       8975,          0,          0, 
115 : arts_skill_oh_oh_kasuminidan_speed1_lv4,       8976,       8977,       8978,       8979,          0,          0, 
116 : arts_skill_oh_oh_kasuminidan_speed1_lv5,       8980,       8981,       8982,       8983,          0,          0, 
117 : arts_skill_oh_oh_kasuminidan_speed2_lv1,       8984,       8985,       8986,       8987,          0,          0, 
118 : arts_skill_oh_oh_kasuminidan_speed2_lv2,       8988,       8989,       8990,       8991,          0,          0, 
119 : arts_skill_oh_oh_kasuminidan_speed2_lv3,       8992,       8993,       8994,       8995,          0,          0, 
120 : arts_skill_oh_oh_kasuminidan_speed2_lv4,       8996,       8997,       8998,       8999,          0,          0, 
121 : arts_skill_oh_oh_kasuminidan_speed2_lv5,       9000,       9001,       9002,       9003,          0,          0, 
122 : arts_skill_oh_oh_kasuminidan_power1_lv1,       9004,       9005,       9006,       9007,          0,          0, 
123 : arts_skill_oh_oh_kasuminidan_power1_lv2,       9008,       9009,       9010,       9011,          0,          0, 
124 : arts_skill_oh_oh_kasuminidan_power1_lv3,       9012,       9013,       9014,       9015,          0,          0, 
125 : arts_skill_oh_oh_kasuminidan_power1_lv4,       9016,       9017,       9018,       9019,          0,          0, 
126 : arts_skill_oh_oh_kasuminidan_power1_lv5,       9020,       9021,       9022,       9023,          0,          0, 
127 : arts_skill_oh_oh_kasuminidan_power2_lv1,       9024,       9025,       9026,       9027,          0,          0, 
128 : arts_skill_oh_oh_kasuminidan_power2_lv2,       9028,       9029,       9030,       9031,          0,          0, 
129 : arts_skill_oh_oh_kasuminidan_power2_lv3,       9032,       9033,       9034,       9035,          0,          0, 
130 : arts_skill_oh_oh_kasuminidan_power2_lv4,       9036,       9037,       9038,       9039,          0,          0, 
131 : arts_skill_oh_oh_kasuminidan_power2_lv5,       9040,       9041,       9042,       9043,          0,          0, 
132 : arts_skill_oh_oh_jyumonjikiri_base_lv1,       9044,       9045,       9046,       9047,          0,          0, 
133 : arts_skill_oh_oh_jyumonjikiri_base_lv2,       9048,       9049,       9050,       9051,          0,          0, 
134 : arts_skill_oh_oh_jyumonjikiri_base_lv3,       9052,       9053,       9054,       9055,          0,          0, 
135 : arts_skill_oh_oh_jyumonjikiri_base_lv4,       9056,       9057,       9058,       9059,          0,          0, 
136 : arts_skill_oh_oh_jyumonjikiri_base_lv5,       9060,       9061,       9062,       9063,          0,          0, 
137 : arts_skill_oh_oh_jyumonjikiri_speed1_lv1,       9064,       9065,       9066,       9067,          0,          0, 
138 : arts_skill_oh_oh_jyumonjikiri_speed1_lv2,       9068,       9069,       9070,       9071,          0,          0, 
139 : arts_skill_oh_oh_jyumonjikiri_speed1_lv3,       9072,       9073,       9074,       9075,          0,          0, 
140 : arts_skill_oh_oh_jyumonjikiri_speed1_lv4,       9076,       9077,       9078,       9079,          0,          0, 
141 : arts_skill_oh_oh_jyumonjikiri_speed1_lv5,       9080,       9081,       9082,       9083,          0,          0, 
142 : arts_skill_oh_oh_jyumonjikiri_speed2_lv1,       9084,       9085,       9086,       9087,          0,          0, 
143 : arts_skill_oh_oh_jyumonjikiri_speed2_lv2,       9088,       9089,       9090,       9091,          0,          0, 
144 : arts_skill_oh_oh_jyumonjikiri_speed2_lv3,       9092,       9093,       9094,       9095,          0,          0, 
145 : arts_skill_oh_oh_jyumonjikiri_speed2_lv4,       9096,       9097,       9098,       9099,          0,          0, 
146 : arts_skill_oh_oh_jyumonjikiri_speed2_lv5,       9100,       9101,       9102,       9103,          0,          0, 
147 : arts_skill_oh_oh_jyumonjikiri_power1_lv1,       9104,       9105,       9106,       9107,          0,          0, 
148 : arts_skill_oh_oh_jyumonjikiri_power1_lv2,       9108,       9109,       9110,       9111,          0,          0, 
149 : arts_skill_oh_oh_jyumonjikiri_power1_lv3,       9112,       9113,       9114,       9115,          0,          0, 
150 : arts_skill_oh_oh_jyumonjikiri_power1_lv4,       9116,       9117,       9118,       9119,          0,          0, 
151 : arts_skill_oh_oh_jyumonjikiri_power1_lv5,       9120,       9121,       9122,       9123,          0,          0, 
152 : arts_skill_oh_oh_jyumonjikiri_power2_lv1,       9124,       9125,       9126,       9127,          0,          0, 
153 : arts_skill_oh_oh_jyumonjikiri_power2_lv2,       9128,       9129,       9130,       9131,          0,          0, 
154 : arts_skill_oh_oh_jyumonjikiri_power2_lv3,       9132,       9133,       9134,       9135,          0,          0, 
155 : arts_skill_oh_oh_jyumonjikiri_power2_lv4,       9136,       9137,       9138,       9139,          0,          0, 
156 : arts_skill_oh_oh_jyumonjikiri_power2_lv5,       9140,       9141,       9142,       9143,          0,          0, 
157 : arts_skill_oh_oh_finalletter_base_lv1,       9144,       9145,       9146,       9147,          0,          0, 
158 : arts_skill_oh_oh_finalletter_base_lv2,       9148,       9149,       9150,       9151,          0,          0, 
159 : arts_skill_oh_oh_finalletter_base_lv3,       9152,       9153,       9154,       9155,          0,          0, 
160 : arts_skill_oh_oh_finalletter_base_lv4,       9156,       9157,       9158,       9159,          0,          0, 
161 : arts_skill_oh_oh_finalletter_base_lv5,       9160,       9161,       9162,       9163,          0,          0, 
162 : arts_skill_oh_oh_finalletter_speed1_lv1,       9164,       9165,       9166,       9167,          0,          0, 
163 : arts_skill_oh_oh_finalletter_speed1_lv2,       9168,       9169,       9170,       9171,          0,          0, 
164 : arts_skill_oh_oh_finalletter_speed1_lv3,       9172,       9173,       9174,       9175,          0,          0, 
165 : arts_skill_oh_oh_finalletter_speed1_lv4,       9176,       9177,       9178,       9179,          0,          0, 
166 : arts_skill_oh_oh_finalletter_speed1_lv5,       9180,       9181,       9182,       9183,          0,          0, 
167 : arts_skill_oh_oh_finalletter_speed2_lv1,       9184,       9185,       9186,       9187,          0,          0, 
168 : arts_skill_oh_oh_finalletter_speed2_lv2,       9188,       9189,       9190,       9191,          0,          0, 
169 : arts_skill_oh_oh_finalletter_speed2_lv3,       9192,       9193,       9194,       9195,          0,          0, 
170 : arts_skill_oh_oh_finalletter_speed2_lv4,       9196,       9197,       9198,       9199,          0,          0, 
171 : arts_skill_oh_oh_finalletter_speed2_lv5,       9200,       9201,       9202,       9203,          0,          0, 
172 : arts_skill_oh_oh_finalletter_power1_lv1,       9204,       9205,       9206,       9207,          0,          0, 
173 : arts_skill_oh_oh_finalletter_power1_lv2,       9208,       9209,       9210,       9211,          0,          0, 
174 : arts_skill_oh_oh_finalletter_power1_lv3,       9212,       9213,       9214,       9215,          0,          0, 
175 : arts_skill_oh_oh_finalletter_power1_lv4,       9216,       9217,       9218,       9219,          0,          0, 
176 : arts_skill_oh_oh_finalletter_power1_lv5,       9220,       9221,       9222,       9223,          0,          0, 
177 : arts_skill_oh_oh_finalletter_power2_lv1,       9224,       9225,       9226,       9227,          0,          0, 
178 : arts_skill_oh_oh_finalletter_power2_lv2,       9228,       9229,       9230,       9231,          0,          0, 
179 : arts_skill_oh_oh_finalletter_power2_lv3,       9232,       9233,       9234,       9235,          0,          0, 
180 : arts_skill_oh_oh_finalletter_power2_lv4,       9236,       9237,       9238,       9239,          0,          0, 
181 : arts_skill_oh_oh_finalletter_power2_lv5,       9240,       9241,       9242,       9243,          0,          0, 
182 : arts_skill_oh_oh_kabutowari_base_lv1,       9244,       9245,       9246,       9247,          0,          0, 
183 : arts_skill_oh_oh_kabutowari_base_lv2,       9248,       9249,       9250,       9251,          0,          0, 
184 : arts_skill_oh_oh_kabutowari_base_lv3,       9252,       9253,       9254,       9255,          0,          0, 
185 : arts_skill_oh_oh_kabutowari_base_lv4,       9256,       9257,       9258,       9259,          0,          0, 
186 : arts_skill_oh_oh_kabutowari_base_lv5,       9260,       9261,       9262,       9263,          0,          0, 
187 : arts_skill_oh_oh_kabutowari_speed1_lv1,       9264,       9265,       9266,       9267,          0,          0, 
188 : arts_skill_oh_oh_kabutowari_speed1_lv2,       9268,       9269,       9270,       9271,          0,          0, 
189 : arts_skill_oh_oh_kabutowari_speed1_lv3,       9272,       9273,       9274,       9275,          0,          0, 
190 : arts_skill_oh_oh_kabutowari_speed1_lv4,       9276,       9277,       9278,       9279,          0,          0, 
191 : arts_skill_oh_oh_kabutowari_speed1_lv5,       9280,       9281,       9282,       9283,          0,          0, 
192 : arts_skill_oh_oh_kabutowari_speed2_lv1,       9284,       9285,       9286,       9287,          0,          0, 
193 : arts_skill_oh_oh_kabutowari_speed2_lv2,       9288,       9289,       9290,       9291,          0,          0, 
194 : arts_skill_oh_oh_kabutowari_speed2_lv3,       9292,       9293,       9294,       9295,          0,          0, 
195 : arts_skill_oh_oh_kabutowari_speed2_lv4,       9296,       9297,       9298,       9299,          0,          0, 
196 : arts_skill_oh_oh_kabutowari_speed2_lv5,       9300,       9301,       9302,       9303,          0,          0, 
197 : arts_skill_oh_oh_kabutowari_power1_lv1,       9304,       9305,       9306,       9307,          0,          0, 
198 : arts_skill_oh_oh_kabutowari_power1_lv2,       9308,       9309,       9310,       9311,          0,          0, 
199 : arts_skill_oh_oh_kabutowari_power1_lv3,       9312,       9313,       9314,       9315,          0,          0, 
200 : arts_skill_oh_oh_kabutowari_power1_lv4,       9316,       9317,       9318,       9319,          0,          0, 
201 : arts_skill_oh_oh_kabutowari_power1_lv5,       9320,       9321,       9322,       9323,          0,          0, 
202 : arts_skill_oh_oh_kabutowari_power2_lv1,       9324,       9325,       9326,       9327,          0,          0, 
203 : arts_skill_oh_oh_kabutowari_power2_lv2,       9328,       9329,       9330,       9331,          0,          0, 
204 : arts_skill_oh_oh_kabutowari_power2_lv3,       9332,       9333,       9334,       9335,          0,          0, 
205 : arts_skill_oh_oh_kabutowari_power2_lv4,       9336,       9337,       9338,       9339,          0,          0, 
206 : arts_skill_oh_oh_kabutowari_power2_lv5,       9340,       9341,       9342,       9343,          0,          0, 
207 : arts_skill_oh_oh_ketugeka_base_lv1,       9344,       9345,       9346,       9347,          0,          0, 
208 : arts_skill_oh_oh_ketugeka_base_lv2,       9348,       9349,       9350,       9351,          0,          0, 
209 : arts_skill_oh_oh_ketugeka_base_lv3,       9352,       9353,       9354,       9355,          0,          0, 
210 : arts_skill_oh_oh_ketugeka_base_lv4,       9356,       9357,       9358,       9359,          0,          0, 
211 : arts_skill_oh_oh_ketugeka_base_lv5,       9360,       9361,       9362,       9363,          0,          0, 
212 : arts_skill_oh_oh_ketugeka_speed1_lv1,       9364,       9365,       9366,       9367,          0,          0, 
213 : arts_skill_oh_oh_ketugeka_speed1_lv2,       9368,       9369,       9370,       9371,          0,          0, 
214 : arts_skill_oh_oh_ketugeka_speed1_lv3,       9372,       9373,       9374,       9375,          0,          0, 
215 : arts_skill_oh_oh_ketugeka_speed1_lv4,       9376,       9377,       9378,       9379,          0,          0, 
216 : arts_skill_oh_oh_ketugeka_speed1_lv5,       9380,       9381,       9382,       9383,          0,          0, 
217 : arts_skill_oh_oh_ketugeka_speed2_lv1,       9384,       9385,       9386,       9387,          0,          0, 
218 : arts_skill_oh_oh_ketugeka_speed2_lv2,       9388,       9389,       9390,       9391,          0,          0, 
219 : arts_skill_oh_oh_ketugeka_speed2_lv3,       9392,       9393,       9394,       9395,          0,          0, 
220 : arts_skill_oh_oh_ketugeka_speed2_lv4,       9396,       9397,       9398,       9399,          0,          0, 
221 : arts_skill_oh_oh_ketugeka_speed2_lv5,       9400,       9401,       9402,       9403,          0,          0, 
222 : arts_skill_oh_oh_ketugeka_power1_lv1,       9404,       9405,       9406,       9407,          0,          0, 
223 : arts_skill_oh_oh_ketugeka_power1_lv2,       9408,       9409,       9410,       9411,          0,          0, 
224 : arts_skill_oh_oh_ketugeka_power1_lv3,       9412,       9413,       9414,       9415,          0,          0, 
225 : arts_skill_oh_oh_ketugeka_power1_lv4,       9416,       9417,       9418,       9419,          0,          0, 
226 : arts_skill_oh_oh_ketugeka_power1_lv5,       9420,       9421,       9422,       9423,          0,          0, 
227 : arts_skill_oh_oh_ketugeka_power2_lv1,       9424,       9425,       9426,       9427,          0,          0, 
228 : arts_skill_oh_oh_ketugeka_power2_lv2,       9428,       9429,       9430,       9431,          0,          0, 
229 : arts_skill_oh_oh_ketugeka_power2_lv3,       9432,       9433,       9434,       9435,          0,          0, 
230 : arts_skill_oh_oh_ketugeka_power2_lv4,       9436,       9437,       9438,       9439,          0,          0, 
231 : arts_skill_oh_oh_ketugeka_power2_lv5,       9440,       9441,       9442,       9443,          0,          0, 
232 : arts_skill_oh_oh_kousokunabura_base_lv1,       9444,       9445,       9446,       9447,          0,          0, 
233 : arts_skill_oh_oh_kousokunabura_base_lv2,       9448,       9449,       9450,       9451,          0,          0, 
234 : arts_skill_oh_oh_kousokunabura_base_lv3,       9452,       9453,       9454,       9455,          0,          0, 
235 : arts_skill_oh_oh_kousokunabura_base_lv4,       9456,       9457,       9458,       9459,          0,          0, 
236 : arts_skill_oh_oh_kousokunabura_base_lv5,       9460,       9461,       9462,       9463,          0,          0, 
237 : arts_skill_oh_oh_kousokunabura_speed1_lv1,       9464,       9465,       9466,       9467,          0,          0, 
238 : arts_skill_oh_oh_kousokunabura_speed1_lv2,       9468,       9469,       9470,       9471,          0,          0, 
239 : arts_skill_oh_oh_kousokunabura_speed1_lv3,       9472,       9473,       9474,       9475,          0,          0, 
240 : arts_skill_oh_oh_kousokunabura_speed1_lv4,       9476,       9477,       9478,       9479,          0,          0, 
241 : arts_skill_oh_oh_kousokunabura_speed1_lv5,       9480,       9481,       9482,       9483,          0,          0, 
242 : arts_skill_oh_oh_kousokunabura_speed2_lv1,       9484,       9485,       9486,       9487,          0,          0, 
243 : arts_skill_oh_oh_kousokunabura_speed2_lv2,       9488,       9489,       9490,       9491,          0,          0, 
244 : arts_skill_oh_oh_kousokunabura_speed2_lv3,       9492,       9493,       9494,       9495,          0,          0, 
245 : arts_skill_oh_oh_kousokunabura_speed2_lv4,       9496,       9497,       9498,       9499,          0,          0, 
246 : arts_skill_oh_oh_kousokunabura_speed2_lv5,       9500,       9501,       9502,       9503,          0,          0, 
247 : arts_skill_oh_oh_kousokunabura_power1_lv1,       9504,       9505,       9506,       9507,          0,          0, 
248 : arts_skill_oh_oh_kousokunabura_power1_lv2,       9508,       9509,       9510,       9511,          0,          0, 
249 : arts_skill_oh_oh_kousokunabura_power1_lv3,       9512,       9513,       9514,       9515,          0,          0, 
250 : arts_skill_oh_oh_kousokunabura_power1_lv4,       9516,       9517,       9518,       9519,          0,          0, 
251 : arts_skill_oh_oh_kousokunabura_power1_lv5,       9520,       9521,       9522,       9523,          0,          0, 
252 : arts_skill_oh_oh_kousokunabura_power2_lv1,       9524,       9525,       9526,       9527,          0,          0, 
253 : arts_skill_oh_oh_kousokunabura_power2_lv2,       9528,       9529,       9530,       9531,          0,          0, 
254 : arts_skill_oh_oh_kousokunabura_power2_lv3,       9532,       9533,       9534,       9535,          0,          0, 
255 : arts_skill_oh_oh_kousokunabura_power2_lv4,       9536,       9537,       9538,       9539,          0,          0, 
256 : arts_skill_oh_oh_kousokunabura_power2_lv5,       9540,       9541,       9542,       9543,          0,          0, 
257 : arts_skill_oh_oh_makiwari_base_lv1,       9544,       9545,       9546,       9547,          0,          0, 
258 : arts_skill_oh_oh_makiwari_base_lv2,       9548,       9549,       9550,       9551,          0,          0, 
259 : arts_skill_oh_oh_makiwari_base_lv3,       9552,       9553,       9554,       9555,          0,          0, 
260 : arts_skill_oh_oh_makiwari_base_lv4,       9556,       9557,       9558,       9559,          0,          0, 
261 : arts_skill_oh_oh_makiwari_base_lv5,       9560,       9561,       9562,       9563,          0,          0, 
262 : arts_skill_oh_oh_makiwari_speed1_lv1,       9564,       9565,       9566,       9567,          0,          0, 
263 : arts_skill_oh_oh_makiwari_speed1_lv2,       9568,       9569,       9570,       9571,          0,          0, 
264 : arts_skill_oh_oh_makiwari_speed1_lv3,       9572,       9573,       9574,       9575,          0,          0, 
265 : arts_skill_oh_oh_makiwari_speed1_lv4,       9576,       9577,       9578,       9579,          0,          0, 
266 : arts_skill_oh_oh_makiwari_speed1_lv5,       9580,       9581,       9582,       9583,          0,          0, 
267 : arts_skill_oh_oh_makiwari_speed2_lv1,       9584,       9585,       9586,       9587,          0,          0, 
268 : arts_skill_oh_oh_makiwari_speed2_lv2,       9588,       9589,       9590,       9591,          0,          0, 
269 : arts_skill_oh_oh_makiwari_speed2_lv3,       9592,       9593,       9594,       9595,          0,          0, 
270 : arts_skill_oh_oh_makiwari_speed2_lv4,       9596,       9597,       9598,       9599,          0,          0, 
271 : arts_skill_oh_oh_makiwari_speed2_lv5,       9600,       9601,       9602,       9603,          0,          0, 
272 : arts_skill_oh_oh_makiwari_power1_lv1,       9604,       9605,       9606,       9607,          0,          0, 
273 : arts_skill_oh_oh_makiwari_power1_lv2,       9608,       9609,       9610,       9611,          0,          0, 
